Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
177012,N,138907,2024-05-17,2024-05-17,-3881.0,-268.12,-42.9,PAG,BANCOMER,276339
186655,N,120985,2024-05-21,2024-05-21,-355.76,-13.14,-2.1,PAG,PAYCASH,277067
179699,N,123421,2024-05-23,2024-05-23,-5551.52,-735.76,-117.72,PAG,PAYCASH,277407
177012,N,138907,2024-05-24,2024-05-24,-8813.18,-678.29,-108.53,PAG,BANCOMER,277550
186454,N,175027,2024-05-28,2024-05-29,-1790.91,-718.18,-114.91,PAG,OXXO,278333
179192,N,114984,2024-05-29,2024-05-30,-1847.86,-418.22,-66.92,PAG,PAYCASH,278555
187318,N,145771,2024-05-29,2024-05-29,-7373.95,-2475.04,-396.01,PAG,PAYCASH,278367
180777,N,110573,2024-05-29,2024-05-29,-10150.88,-1156.14,-184.98,PAG,PAYCASH,278455
185035,N,108874,2024-05-29,2024-05-30,-2288.76,-809.69,-129.55,PAG,OXXO,278631
178965,N,143361,2024-05-29,2024-05-30,-161.25,-1.2,-0.19,PAG,OXXO,278654
184066,N,142546,2024-05-29,2024-05-30,-8789.99,-791.4,-126.62,PAG,OXXO,278664
184066,N,142546,2024-05-29,2024-05-30,-1262.89,-1638.89,-262.22,PAG,OXXO,278665
181272,N,131094,2024-05-29,2024-05-30,-3426.4,-646.21,-103.39,PAG,OXXO,278682
180324,N,153705,2024-05-29,2024-05-30,-1399.05,-1229.28,-196.69,PAG,OXXO,278660
179931,N,169620,2024-05-29,2024-05-30,-3335.62,-565.88,-90.54,PAG,OXXO,278662
183501,N,171563,2024-05-30,2024-05-31,-4435.89,-513.03,-82.08,PAG,PAYCASH,278852
178381,N,161083,2024-05-30,2024-05-31,-7779.51,-534.04,-85.45,PAG,BANCOMER,278877
186498,N,106146,2024-05-30,2024-05-31,-2142.16,-0.73,-0.12,PAG,BANCOMER,278898
183946,N,173852,2024-05-30,2024-05-31,-3092.24,-853.24,-136.52,PAG,BANCOMER,278863
186549,N,134308,2024-05-30,2024-05-31,-5731.3,-1344.57,-215.13,PAG,BANCOMER,278879
182302,N,151440,2024-05-30,2024-05-31,-8654.22,-1793.78,-287.0,PAG,PAYCASH,278851
182058,N,100576,2024-05-30,2024-05-30,-6939.24,-1003.24,-160.52,PAG,PAYCASH,278834
186194,N,187467,2024-05-31,2024-05-31,-5372.66,-1750.29,-280.05,PAG,PAYCASH,278936
183558,N,183572,2024-05-31,2024-05-31,-3272.43,-487.56,-78.01,PAG,BANCOMER,279087
181444,N,100108,2024-06-02,2024-06-03,-4413.64,-971.86,-155.5,PAG,PAYCASH,279590
177685,N,108970,2024-06-03,2024-06-03,-18696.43,-928.08,-148.49,PAG,BANCOMER,279620
180242,N,150484,2024-06-03,2024-06-04,-5347.22,-661.02,-105.76,PAG,OXXO,279859
182478,N,182484,2024-06-05,2024-06-06,-3178.25,-785.99,-125.76,PAG,BANCOMER,280160
179192,N,114984,2024-06-05,2024-06-06,-2480.0,0.0,0.0,PAG,PAYCASH,280153
186093,N,179978,2024-06-05,2024-06-06,-1602.91,-563.87,-90.22,PAG,BANCOMER,280176
186093,N,179978,2024-06-05,2024-06-06,0.0,0.0,0.0,PAG,BANCOMER,280177
180242,N,150484,2024-06-05,2024-06-06,-8745.54,-1081.43,-173.03,PAG,OXXO,280237
180777,N,110573,2024-06-05,2024-06-06,-9112.87,-764.77,-122.36,PAG,OXXO,280194
183906,N,129711,2024-06-05,2024-06-06,-1221.04,-314.62,-50.34,PAG,OXXO,280217
178965,N,143361,2024-06-05,2024-06-06,-9333.8,-572.91,-91.66,PAG,OXXO,280228
187272,N,175334,2024-06-05,2024-06-06,-1828.66,-850.29,-136.05,PAG,OXXO,280233
180324,N,153705,2024-06-05,2024-06-06,-9932.14,-58.5,-9.36,PAG,OXXO,280219
187658,N,142212,2024-06-06,2024-06-06,-2055.59,-901.22,-144.19,PAG,BANCOMER,280280
186929,N,138811,2024-06-06,2024-06-06,-28957.65,-8466.68,-1354.67,PAG,BANCOMER,280275
190481,N,149817,2024-06-06,2024-06-06,-3266.02,-1462.91,-234.07,PAG,BANCOMER,280321
177657,N,102775,2024-06-06,2024-06-06,-11819.0,0.0,0.0,PAG,PAYCASH,280325
180296,N,118809,2024-06-06,2024-06-06,-7898.61,-865.85,-138.54,PAG,PAYCASH,280327
179192,N,114984,2024-06-06,2024-06-06,-7856.55,-427.97,-68.48,PAG,GARANTIA,280337
178381,N,161083,2024-06-06,2024-06-06,-10118.4,-546.21,-87.39,PAG,GARANTIA,280333
178965,N,143361,2024-06-06,2024-06-06,-12615.87,-586.32,-93.81,PAG,GARANTIA,280334
