Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
171152,N,119935,2024-05-10,2024-05-10,-30.0,0.0,1,PAYCASH,274913
176160,N,153544,2024-05-17,2024-05-18,-115.98,0.0,1,OXXO,276635
171152,N,119935,2024-05-24,2024-05-24,0.0,0.0,1,PAYCASH,277581
182646,N,142330,2024-05-27,2024-05-28,-6.8,0.0,1,BANCOMER,278023
177423,N,177489,2024-05-30,2024-05-31,-145.0,0.0,1,PAYCASH,278849
178295,N,178147,2024-05-30,2024-05-31,0.0,0.0,1,BANCOMER,278867
182937,N,109981,2024-05-30,2024-05-30,-219.0,0.0,1,PAYCASH,278542
178295,N,178147,2024-05-30,2024-05-30,-144.99,0.0,1,PAYCASH,278693
178295,N,178147,2024-05-30,2024-05-30,0.0,0.0,1,BANCOMER,278723
187279,N,155265,2024-05-30,2024-05-31,-182.0,0.0,1,OXXO,278956
187592,N,156405,2024-05-30,2024-05-30,-180.0,0.0,1,BANCOMER,278784
184103,N,142539,2024-05-30,2024-05-31,-180.0,0.0,1,OXXO,278982
184480,N,117921,2024-05-30,2024-05-30,-71.99,0.0,1,BANCOMER,278769
183851,N,144876,2024-05-30,2024-05-30,-222.0,0.0,1,BANCOMER,278768
186126,N,143162,2024-05-30,2024-05-31,-108.0,0.0,1,OXXO,278958
177572,N,106920,2024-05-30,2024-05-31,-176.98,0.0,1,OXXO,278989
187311,N,175818,2024-05-30,2024-05-31,-180.0,0.0,1,OXXO,278995
188668,N,176387,2024-05-30,2024-05-31,-181.0,0.0,1,OXXO,278946
185330,N,184098,2024-05-31,2024-06-01,-180.0,0.0,1,PAYCASH,279250
182827,N,153038,2024-05-31,2024-06-01,-254.0,0.0,1,PAYCASH,279252
182428,N,130768,2024-05-31,2024-06-01,0.0,0.0,1,BANCOMER,279293
183881,N,123305,2024-05-31,2024-06-01,-252.0,0.0,1,BANCOMER,279295
179894,N,151245,2024-05-31,2024-05-31,-173.0,0.0,1,BANCOMER,278917
189353,N,133431,2024-05-31,2024-06-01,-145.0,0.0,1,OXXO,279371
183669,N,133683,2024-05-31,2024-05-31,-291.98,0.0,1,PAYCASH,279123
184622,N,150118,2024-05-31,2024-05-31,-108.0,0.0,1,PAYCASH,279126
179746,N,179126,2024-05-31,2024-05-31,-160.0,0.0,1,PAYCASH,279129
185872,N,134434,2024-05-31,2024-05-31,-37.0,0.0,1,BANCOMER,279149
182112,N,104326,2024-05-31,2024-06-01,-174.0,0.0,1,OXXO,279330
179475,N,117813,2024-05-31,2024-05-31,-273.98,0.0,1,PAYCASH,279133
184030,N,184257,2024-05-31,2024-05-31,-290.0,0.0,1,PAYCASH,279137
180131,N,170672,2024-05-31,2024-05-31,-145.0,0.0,1,PAYCASH,279159
183318,N,113108,2024-05-31,2024-06-01,-184.0,0.0,1,OXXO,279333
182428,N,130768,2024-05-31,2024-05-31,-181.99,0.0,1,PAYCASH,279164
187107,N,148087,2024-05-31,2024-05-31,-219.0,0.0,1,PAYCASH,279175
183649,N,130165,2024-05-31,2024-06-01,-37.0,0.0,1,OXXO,279388
187813,N,121898,2024-05-31,2024-05-31,-108.0,0.0,1,PAYCASH,279227
182539,N,124370,2024-05-31,2024-06-01,-366.94,0.0,1,OXXO,279364
185806,N,175433,2024-05-31,2024-06-01,-290.99,0.0,1,OXXO,279328
183766,N,123917,2024-05-31,2024-06-01,-143.99,0.0,1,BANCOMER,279318
183697,N,159941,2024-06-01,2024-06-03,-252.0,0.0,1,BANCOMER,279553
186172,N,135020,2024-06-01,2024-06-03,-182.0,0.0,1,BANCOMER,279545
181026,N,150005,2024-06-01,2024-06-03,-145.0,0.0,1,OXXO,279578
181026,N,150005,2024-06-01,2024-06-03,0.0,0.0,1,BANCOMER,279536
184874,N,184882,2024-06-01,2024-06-03,-180.0,0.0,1,OXXO,279574
185904,N,113741,2024-06-02,2024-06-03,-219.0,0.0,1,PAYCASH,279580
181102,N,109210,2024-06-02,2024-06-03,-261.0,0.0,1,PAYCASH,279592
184193,N,184242,2024-06-03,2024-06-03,-180.0,0.0,1,PAYCASH,279672
186048,N,111285,2024-06-03,2024-06-04,-180.0,0.0,1,OXXO,279839
181794,N,129456,2024-06-03,2024-06-03,-206.0,0.0,1,PAYCASH,279689
188088,N,129454,2024-06-03,2024-06-03,-219.0,0.0,1,PAYCASH,279695
188887,N,149212,2024-06-03,2024-06-03,-292.99,0.0,1,PAYCASH,279718
182256,N,161087,2024-06-03,2024-06-03,-108.0,0.0,1,PAYCASH,279722
185307,N,99332,2024-06-03,2024-06-03,-181.0,0.0,1,PAYCASH,279728
178460,N,149573,2024-06-04,2024-06-05,-208.0,0.0,1,PAYCASH,279951
182646,N,142330,2024-06-04,2024-06-04,0.0,0.0,1,BANCOMER,279903
182646,N,142330,2024-06-04,2024-06-04,0.0,0.0,1,BANCOMER,279902
188040,N,137086,2024-06-04,2024-06-05,-182.0,0.0,1,OXXO,279995
182646,N,142330,2024-06-05,2024-06-06,-130.2,0.0,1,BANCOMER,280168
180282,N,149906,2024-06-05,2024-06-06,0.0,0.0,1,BANCOMER,280172
180942,N,102865,2024-06-05,2024-06-05,-152.0,0.0,1,PAYCASH,280105
184762,N,111368,2024-06-05,2024-06-05,0.0,0.0,1,PAYCASH,280129
190322,N,151973,2024-06-06,2024-06-07,-146.0,0.0,1,BANCOMER,280355
183851,N,144876,2024-06-06,2024-06-07,0.0,0.0,1,BANCOMER,280357
188233,N,188232,2024-06-06,2024-06-07,-217.0,0.0,1,BANCOMER,280376
183851,N,144876,2024-06-06,2024-06-07,0.0,0.0,1,BANCOMER,280358
189383,N,177246,2024-06-06,2024-06-07,-252.0,0.0,1,PAYCASH,280351
177572,N,106920,2024-06-06,2024-06-07,0.0,0.0,1,OXXO,280411
180727,N,112831,2024-06-06,2024-06-07,-109.0,0.0,1,OXXO,280393
187784,N,188120,2024-06-07,2024-06-08,-180.0,0.0,1,BANCOMER,280544
189749,N,190263,2024-06-07,2024-06-08,-85.6,0.0,1,BANCOMER,280546
189749,N,190263,2024-06-07,2024-06-08,-96.4,0.0,1,BANCOMER,280547
184177,N,144366,2024-06-07,2024-06-08,-144.0,0.0,1,BANCOMER,280536
184480,N,117921,2024-06-07,2024-06-08,0.0,0.0,1,BANCOMER,280551
183377,N,105581,2024-06-07,2024-06-08,-180.0,0.0,1,OXXO,280569
183558,N,183572,2024-06-07,2024-06-07,-180.0,0.0,1,BANCOMER,280455
178445,N,151001,2024-06-07,2024-06-07,-147.0,0.0,1,BANCOMER,280450
185296,N,156091,2024-06-07,2024-06-08,-108.0,0.0,1,OXXO,280579
