Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
182058,N,109795,2024-06-05,2024-06-06,-183.0,0.0,1,OXXO,280203
171152,N,119935,2024-06-06,2024-06-07,-30.0,0.0,1,OXXO,280414
186194,N,166031,2024-06-13,2024-06-14,-182.0,0.0,1,BANCOMER,281570
183476,N,115084,2024-06-19,2024-06-19,-219.99,0.0,1,PAYCASH,282894
179931,N,169622,2024-06-20,2024-06-20,-145.0,0.0,1,BANCOMER,283032
182058,N,109795,2024-06-20,2024-06-20,0.0,0.0,1,BANCOMER,283170
189819,N,156213,2024-06-20,2024-06-21,-218.0,0.0,1,OXXO,283228
187279,N,114752,2024-06-20,2024-06-21,-182.0,0.0,1,OXXO,283281
186126,N,143674,2024-06-20,2024-06-21,-96.0,0.0,1,OXXO,283286
187311,N,175678,2024-06-20,2024-06-21,-180.0,0.0,1,OXXO,283293
184103,N,142542,2024-06-20,2024-06-21,-180.0,0.0,1,OXXO,283262
189032,N,147495,2024-06-20,2024-06-20,-263.98,0.0,1,PAYCASH,283206
188668,N,176387,2024-06-20,2024-06-21,-181.0,0.0,1,OXXO,283265
183669,N,133691,2024-06-21,2024-06-22,-292.0,0.0,1,BANCOMER,283430
183697,N,159943,2024-06-21,2024-06-22,-252.0,0.0,1,BANCOMER,283439
186172,N,135039,2024-06-21,2024-06-22,-145.98,0.0,1,BANCOMER,283434
183669,N,133691,2024-06-21,2024-06-22,0.0,0.0,1,BANCOMER,283435
184243,N,116809,2024-06-21,2024-06-21,-72.0,0.0,1,BANCOMER,283321
190783,N,127162,2024-06-21,2024-06-22,-179.98,0.0,1,OXXO,283509
185296,N,156091,2024-06-21,2024-06-22,-108.0,0.0,1,OXXO,283477
189353,N,133496,2024-06-21,2024-06-22,-145.0,0.0,1,OXXO,283480
186498,N,115252,2024-06-21,2024-06-21,-289.97,0.0,1,BANCOMER,283344
185872,N,134434,2024-06-21,2024-06-22,-37.0,0.0,1,OXXO,283489
182428,N,130767,2024-06-21,2024-06-21,-182.0,0.0,1,PAYCASH,283375
182112,N,171064,2024-06-21,2024-06-22,-174.0,0.0,1,OXXO,283482
184622,N,149778,2024-06-21,2024-06-21,-108.0,0.0,1,PAYCASH,283378
183318,N,103865,2024-06-21,2024-06-22,-184.0,0.0,1,OXXO,283485
180942,N,161111,2024-06-21,2024-06-21,-152.0,0.0,1,PAYCASH,283414
187813,N,121900,2024-06-21,2024-06-21,-108.0,0.0,1,PAYCASH,283415
184030,N,154436,2024-06-21,2024-06-21,-290.0,0.0,1,PAYCASH,283422
182827,N,182851,2024-06-21,2024-06-22,-254.0,0.0,1,OXXO,283503
185806,N,175434,2024-06-21,2024-06-22,-290.99,0.0,1,OXXO,283487
181444,N,110337,2024-06-22,2024-06-22,-182.0,0.0,1,PAYCASH,283521
184480,N,117921,2024-06-22,2024-06-24,-71.99,0.0,1,BANCOMER,283577
184243,N,116809,2024-06-23,2024-06-24,0.0,0.0,1,PAYCASH,283545
185904,N,113741,2024-06-23,2024-06-23,-219.0,0.0,1,PAYCASH,283536
186194,N,166031,2024-06-25,2024-06-26,0.0,0.0,1,OXXO,284029
186194,N,166031,2024-06-26,2024-06-27,0.0,0.0,1,PAYCASH,284194
191687,N,148521,2024-06-27,2024-06-28,-185.0,0.0,1,PAYCASH,284467
189032,N,147495,2024-06-27,2024-06-28,0.0,0.0,1,PAYCASH,284469
186194,N,166031,2024-06-27,2024-06-28,-9.32,0.0,1,PAYCASH,284470
189032,N,147495,2024-06-27,2024-06-28,0.0,0.0,1,PAYCASH,284471
