APPLICANT_ID,ESCOLARIDAD,SUCURSAL,TIPO_NEGOCIO,TIEMPO_OP_NEGOCIO,COMPRAS,INGRESO_MENSUAL_NEGOCIO,VENTAS,NOMBREOTORGANTE,FOLIO,IMPORTECREDITO,FECHACONSULTA,SCORE_FICO
157204,SECUNDARIA,GRUPO_4,ESTETICA,124,1200.0,14000.0,3500,VOLANA,1186189765,1000,2023-07-04,582
157204,SECUNDARIA,GRUPO_4,ESTETICA,124,1200.0,14000.0,3500,VOLANA,1186189716,1000,2023-07-04,582
157204,SECUNDARIA,GRUPO_4,ESTETICA,124,1200.0,14000.0,3500,VOLANA,1186189668,1000,2023-07-04,582
157204,SECUNDARIA,GRUPO_4,ESTETICA,124,1200.0,14000.0,3500,VOLANA,1186189728,1000,2023-07-04,582
157204,SECUNDARIA,GRUPO_4,ESTETICA,124,1200.0,14000.0,3500,VOLANA,1186189638,1000,2023-07-04,582
157204,SECUNDARIA,GRUPO_4,ESTETICA,124,1200.0,14000.0,3500,VOLANA,1186189810,1000,2023-07-04,582
154772,SECUNDARIA,GRUPO_2,VENTA_DE_ALIMENTOS,121,500.0,5760.0,1500,VOLANA,1166549975,1000,2023-06-07,384
154844,BACHILLERATO,GRUPO_2,VENTA_DE_ALIMENTOS,37,1200.0,6720.0,4200,VOLANA,1167128091,1000,2023-06-08,529
154896,PRIMARIA,GRUPO_1,VENTA_DE_ALIMENTOS,49,1200.0,8200.0,3000,VOLANA,1167625524,1000,2023-06-09,454
154896,PRIMARIA,GRUPO_1,VENTA_DE_ALIMENTOS,49,1200.0,8200.0,3000,VOLANA,1322418736,1000,2024-01-18,465
154896,PRIMARIA,GRUPO_1,VENTA_DE_ALIMENTOS,49,1200.0,8200.0,3000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1322418736,1000,2024-01-09,465
154896,PRIMARIA,GRUPO_1,VENTA_DE_ALIMENTOS,49,1200.0,8200.0,3000,MICROFINANCIERA,1322418736,7000,2023-11-23,465
154896,PRIMARIA,GRUPO_1,VENTA_DE_ALIMENTOS,49,1200.0,8200.0,3000,BANCOS,1322418736,0,2023-09-07,465
154896,PRIMARIA,GRUPO_1,VENTA_DE_ALIMENTOS,49,1200.0,8200.0,3000,VOLANA,1322418736,1000,2023-06-09,465
154896,PRIMARIA,GRUPO_1,VENTA_DE_ALIMENTOS,49,1200.0,8200.0,3000,VOLANA,1322418736,0,2023-06-09,465
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,VOLANA,1317048647,1000,2024-01-10,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,MICROFINANCIERA,1317048647,1000,2024-01-07,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317048647,1000,2023-11-13,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317048647,1000,2023-11-06,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317048647,1000,2023-10-23,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317048647,1000,2023-10-17,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317048647,0,2023-10-17,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317048647,2000,2023-09-05,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,COMPANIA DE PRESTAMO PERSONAL,1317048647,1000,2023-08-14,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,BANCOS,1317048647,0,2023-08-04,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317048647,1000,2023-07-25,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,MICROFINANCIERA,1317048647,1000,2023-07-13,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317048647,0,2023-06-15,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,SIC,1317048647,0,2023-05-31,422
153341,SIN ESTUDIOS,GRUPO_1,PAPELERIA,121,500.0,16000.0,4000,FINANCIERA,1317048647,12000,2023-05-31,422
154845,SECUNDARIA,GRUPO_1,VENTA_DE_ALIMENTOS,97,1000.0,19200.0,4800,VOLANA,1167132165,1000,2023-06-08,425
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,VOLANA,1175063847,1000,2023-06-19,455
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,MICROFINANCIERA,1175063847,1590,2023-06-12,455
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,VOLANA,1317052284,1000,2024-01-10,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317052284,1000,2023-11-13,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317052284,1000,2023-10-27,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317052284,0,2023-10-27,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,MICROFINANCIERA,1317052284,15000,2023-10-27,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,MICROFINANCIERA,1317052284,1000,2023-08-01,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,SIC,1317052284,0,2023-06-30,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,VOLANA,1317052284,1000,2023-06-19,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,MICROFINANCIERA,1317052284,1590,2023-06-12,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,BANCO,1317052284,0,2024-01-05,410
155619,SIN ESTUDIOS,GRUPO_1,VENTA_DE_ALIMENTOS,25,1500.0,16000.0,4000,BANCO,1317052284,0,2023-06-30,410
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,VOLANA,1175075913,1000,2023-06-19,474
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1175075913,0,2023-06-15,474
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,VOLANA,1317049771,1000,2024-01-10,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,SIC,1317049771,0,2023-11-25,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,SIC,1317049771,0,2023-10-11,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317049771,1000,2023-10-09,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317049771,0,2023-10-09,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,SIC,1317049771,0,2023-08-25,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,BANCOS,1317049771,0,2023-08-04,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317049771,1000,2023-07-25,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,VOLANA,1317049771,1000,2023-06-19,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317049771,0,2023-06-15,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,BANCO,1317049771,0,2023-11-25,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,BANCO,1317049771,0,2023-10-11,505
155621,SECUNDARIA,GRUPO_1,SERVICIOS,61,2800.0,24000.0,6000,BANCO,1317049771,0,2023-08-25,505
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,VOLANA,1175206597,1000,2023-06-19,472
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,VOLANA,1317051007,1000,2024-01-10,417
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317051007,0,2023-11-16,417
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317051007,1000,2023-11-16,417
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317051007,1000,2023-11-13,417
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,1317051007,1000,2023-09-22,417
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,SIC,1317051007,0,2023-07-10,417
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,VOLANA,1317051007,1000,2023-06-19,417
155668,SIN ESTUDIOS,GRUPO_1,VENTAS,61,1500.0,12000.0,3000,BANCO,1317051007,0,2023-07-10,417
156076,SIN ESTUDIOS,GRUPO_1,BIENES_DE_CONSUMO,37,4500.0,32000.0,8000,VOLANA,1317047396,1000,2024-01-10,668
156076,SIN ESTUDIOS,GRUPO_1,BIENES_DE_CONSUMO,37,4500.0,32000.0,8000,VOLANA,1317047396,1000,2023-06-23,668
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,VOLANA,1198553061,1000,2023-07-21,412
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,VOLANA,1346641457,1000,2024-02-23,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,COMPANIA DE PRESTAMO PERSONAL,1346641457,1000,2024-01-10,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,MICROFINANCIERA,1346641457,1000,2024-01-04,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,SOCIEDADES FINANCIERAS POPULARES,1346641457,1000,2023-12-16,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,SIC,1346641457,0,2023-12-16,419
