id_distribuidor,perdida_de_cosecha,inicio_credito,ciclo_credito
120833,0.0,2023-02-08,3
120835,0.0,2023-02-08,3
132435,0.0,2023-02-08,2
132434,0.0,2023-02-08,2
132161,0.0,2023-02-08,2
132160,0.0,2023-02-08,2
132158,0.0,2023-02-08,2
132153,0.0,2023-02-08,2
132152,0.0,2023-02-08,2
132164,0.0,2023-02-08,2
140796,0.0,2023-02-08,1
127136,0.0,2023-02-07,2
129714,0.0,2023-02-07,2
129711,0.0,2023-02-07,2
132203,0.0,2023-02-07,2
141707,0.0,2023-02-07,1
98940,0.0,2023-02-07,5
141475,0.0,2023-02-07,1
132447,0.0,2023-02-09,2
132444,0.0,2023-02-09,2
132446,0.0,2023-02-09,2
141609,0.0,2023-02-09,1
123984,0.0,2023-02-08,2
123983,0.0,2023-02-08,2
141864,0.0,2023-02-08,1
141700,0.0,2023-02-09,1
132021,0.0,2023-02-10,2
132020,0.0,2023-02-10,2
132024,0.0,2023-02-10,2
132106,0.0,2023-02-10,2
132025,0.0,2023-02-10,2
132022,0.0,2023-02-10,2
141782,0.0,2023-02-10,1
141473,0.0,2023-02-14,1
133496,0.0,2023-02-17,2
133431,0.0,2023-02-17,2
133422,0.0,2023-02-17,2
133497,0.0,2023-02-17,2
132971,0.0,2023-02-17,2
100246,0.0,2023-02-20,5
132927,0.0,2023-02-17,2
132925,0.0,2023-02-17,2
132929,0.0,2023-02-17,2
132931,0.0,2023-02-17,2
132928,0.0,2023-02-17,2
142152,0.0,2023-02-17,1
100541,0.0,2023-02-16,5
106363,0.0,2023-02-16,2
100565,0.0,2023-02-16,4
142121,0.0,2023-02-16,1
110337,0.0,2023-02-20,4
131192,0.0,2023-02-20,2
131206,0.0,2023-02-20,2
111368,0.0,2023-02-17,4
122647,0.0,2023-02-21,3
87007,0.0,2023-02-21,6
132189,0.0,2023-02-17,2
142223,0.0,2023-02-20,1
111366,0.0,2023-02-17,4
87006,0.0,2023-02-21,6
86345,0.0,2023-02-21,6
86322,0.0,2023-02-21,6
100394,0.0,2023-02-21,5
122646,0.0,2023-02-21,3
122645,0.0,2023-02-21,3
122643,0.0,2023-02-21,3
142428,0.0,2023-02-21,1
131872,0.0,2023-02-17,2
131874,0.0,2023-02-17,2
131870,0.0,2023-02-17,2
131873,0.0,2023-02-17,2
142458,0.0,2023-02-17,1
142221,0.0,2023-02-20,1
142313,0.0,2023-02-20,1
141647,0.0,2023-02-20,1
141638,0.0,2023-02-20,1
142227,0.0,2023-02-21,1
142107,0.0,2023-02-20,1
100096,0.0,2023-02-20,5
142230,0.0,2023-02-21,1
142220,0.0,2023-02-21,1
142333,0.0,2023-02-21,1
142224,0.0,2023-02-21,1
142232,0.0,2023-02-21,1
142235,0.0,2023-02-21,1
142085,0.0,2023-02-20,1
142186,0.0,2023-02-20,1
142164,0.0,2023-02-20,1
142184,0.0,2023-02-20,1
142213,0.0,2023-02-20,1
142212,0.0,2023-02-20,1
142825,0.0,2023-02-20,1
142478,0.0,2023-02-22,1
142480,0.0,2023-02-22,1
142481,0.0,2023-02-22,1
142484,0.0,2023-02-22,1
142471,0.0,2023-02-22,1
142751,0.0,2023-02-22,1
131638,0.0,2023-02-23,2
142543,0.0,2023-02-22,1
142508,0.0,2023-03-02,1
141845,0.0,2023-02-22,1
141850,0.0,2023-02-22,1
141871,0.0,2023-02-22,1
143034,0.0,2023-02-22,1
142509,0.0,2023-03-02,1
131815,0.0,2023-02-23,2
131633,0.0,2023-02-23,2
131629,0.0,2023-02-23,2
132482,0.0,2023-02-23,2
131614,0.0,2023-02-23,2
131599,0.0,2023-02-23,2
133691,0.0,2023-02-24,2
90342,0.0,2023-02-27,6
110507,0.0,2023-02-23,4
109983,0.0,2023-02-23,4
109981,0.0,2023-02-23,4
109956,0.0,2023-02-23,4
142828,0.0,2023-02-23,1
133712,0.0,2023-02-24,2
133693,0.0,2023-02-24,2
133683,0.0,2023-02-24,2
133690,0.0,2023-02-24,2
133711,0.0,2023-02-24,2
133723,0.0,2023-02-24,2
133717,0.0,2023-02-24,2
133685,0.0,2023-02-24,2
133719,0.0,2023-02-24,2
89926,0.0,2023-02-27,6
90971,0.0,2023-02-27,6
90431,0.0,2023-02-27,6
143086,0.0,2023-02-27,1
143048,0.0,2023-02-24,1
142894,0.0,2023-02-27,1
142542,0.0,2023-02-24,1
133086,0.0,2023-02-27,2
143185,0.0,2023-03-08,1
122319,0.0,2023-02-24,3
122321,0.0,2023-02-24,3
122320,0.0,2023-02-24,3
122326,0.0,2023-02-24,3
142817,0.0,2023-02-24,1
142891,0.0,2023-02-24,1
142539,0.0,2023-02-24,1
143039,0.0,2023-03-08,1
142945,0.0,2023-02-27,1
142330,0.0,2023-02-27,1
142329,0.0,2023-02-27,1
142898,0.0,2023-02-27,1
142896,0.0,2023-02-27,1
133088,0.0,2023-02-27,2
133085,0.0,2023-02-27,2
134559,0.0,2023-02-27,2
134558,0.0,2023-02-27,2
133897,0.0,2023-02-27,2
120977,0.0,2023-02-27,3
132075,0.0,2023-03-01,2
142764,0.0,2023-02-28,1
141863,-0.014159135960887137,2023-02-27,1
142761,0.0,2023-02-28,1
142759,0.0,2023-02-28,1
142763,0.0,2023-02-28,1
142762,0.0,2023-02-28,1
142766,0.0,2023-02-28,1
120985,0.0,2023-02-27,3
120984,0.0,2023-02-27,3
120982,0.0,2023-02-27,3
142844,0.0,2023-02-27,1
142943,0.0,2023-02-27,1
143334,0.0,2023-02-27,1
132076,0.0,2023-03-01,2
132077,0.0,2023-03-01,2
143333,0.0,2023-03-01,1
132779,0.0,2023-03-02,2
142578,0.0,2023-02-28,1
141223,0.0,2023-03-02,1
132777,0.0,2023-03-02,2
132767,0.0,2023-03-02,2
132766,0.0,2023-03-02,2
132765,0.0,2023-03-02,2
142864,0.0,2023-02-28,1
142865,0.0,2023-02-28,1
143200,0.0,2023-02-28,1
143205,0.0,2023-02-28,1
142550,0.0,2023-02-28,1
142587,0.0,2023-02-28,1
142546,0.0,2023-02-28,1
143674,0.0,2023-03-02,1
141242,0.0,2023-03-02,1
143162,0.0,2023-03-02,1
143164,0.0,2023-03-02,1
141983,0.0,2023-03-02,1
141986,0.0,2023-03-02,1
90933,0.0,2023-03-02,6
143380,0.0,2023-03-03,1
111285,0.0,2023-03-03,4
143582,0.0,2023-03-01,1
90880,0.0,2023-03-02,6
90682,0.0,2023-03-02,6
90941,0.0,2023-03-02,6
91038,0.0,2023-03-02,6
91034,0.0,2023-03-02,6
91342,0.0,2023-03-02,6
90746,0.0,2023-03-02,6
91098,0.0,2023-03-02,6
143349,0.0,2023-03-03,1
143731,0.0,2023-03-03,1
142171,0.0,2023-03-03,1
143344,0.0,2023-03-03,1
143346,0.0,2023-03-03,1
143361,0.0,2023-03-03,1
143386,0.0,2023-03-03,1
143340,0.0,2023-03-03,1
143381,0.0,2023-03-03,1
143575,0.0,2023-03-01,1
143495,0.0,2023-03-01,1
143591,0.0,2023-03-01,1
143597,0.0,2023-03-01,1
143576,0.0,2023-03-01,1
143657,0.0,2023-03-01,1
111165,0.0,2023-03-03,4
111159,0.0,2023-03-03,4
121000,0.0,2023-03-03,3
134556,0.0,2023-03-03,2
143666,0.0,2023-03-03,1
132440,0.0,2023-03-02,2
112831,0.0,2023-03-02,4
112832,0.0,2023-03-02,4
112823,0.0,2023-03-02,4
112833,0.0,2023-03-02,4
112834,0.0,2023-03-02,3
143702,0.0,2023-03-02,1
100514,0.0,2023-03-06,5
122810,0.0,2023-03-06,3
134089,0.0,2023-03-07,2
143507,0.0,2023-03-07,1
123164,0.0,2023-03-07,3
122709,0.0,2023-03-06,3
122811,0.0,2023-03-06,2
143530,0.0,2023-03-07,1
143620,0.0,2023-03-07,1
143550,0.0,2023-03-07,1
143508,0.0,2023-03-07,1
134080,0.0,2023-03-07,2
134085,0.0,2023-03-07,2
134083,0.0,2023-03-07,2
134172,0.0,2023-03-07,2
134086,0.0,2023-03-07,2
101292,0.0,2023-03-06,5
100481,0.0,2023-03-06,5
100487,0.0,2023-03-06,5
100483,0.0,2023-03-06,5
102211,0.0,2023-03-22,10
101360,0.0,2023-03-22,10
123028,0.0,2023-03-07,3
123029,0.0,2023-03-07,3
123026,0.0,2023-03-07,3
123021,0.0,2023-03-07,3
84751,0.0,2023-03-07,6
133918,0.0,2023-03-06,2
143274,0.0,2023-03-06,1
121959,0.0,2023-03-06,3
123158,0.0,2023-03-07,3
123173,0.0,2023-03-07,3
134433,0.0,2023-03-07,2
143948,0.0,2023-03-07,1
123144,0.0,2023-03-06,3
143799,0.0,2023-03-06,1
144378,0.0,2023-03-06,1
142353,0.0,2023-03-06,1
143669,0.0,2023-03-06,1
144006,0.0,2023-03-06,1
121956,0.0,2023-03-06,3
121951,0.0,2023-03-06,3
121953,0.0,2023-03-06,3
132649,0.0,2023-03-06,2
133749,0.0,2023-03-06,2
133748,0.0,2023-03-06,2
133888,0.0,2023-03-08,2
101448,0.0,2023-03-08,5
111617,0.0,2023-03-07,4
89317,0.0,2023-03-07,6
122785,0.0,2023-03-07,3
101063,0.0,2023-03-07,5
135732,0.0,2023-03-07,2
100542,0.0,2023-03-07,5
143524,0.0,2023-03-09,1
101450,0.0,2023-03-08,5
120732,0.0,2023-03-08,3
101453,0.0,2023-03-08,3
144082,0.0,2023-03-08,1
133885,0.0,2023-03-08,2
133887,0.0,2023-03-08,2
143697,0.0,2023-03-08,1
143554,0.0,2023-03-08,1
134186,0.0,2023-03-08,2
113897,0.0,2023-03-07,4
144427,0.0,2023-03-07,1
122863,0.0,2023-03-07,3
111622,0.0,2023-03-07,4
111625,0.0,2023-03-07,4
143347,0.0,2023-03-07,1
143348,0.0,2023-03-07,1
142683,0.0,2023-03-07,1
140991,0.0,2023-03-07,1
101050,0.0,2023-03-07,5
101065,0.0,2023-03-07,5
101349,0.0,2023-03-07,3
101273,0.0,2023-03-07,4
100273,0.0,2023-03-07,5
142278,0.0,2023-03-07,1
142461,0.0,2023-03-07,1
142277,0.0,2023-03-07,1
142251,0.0,2023-03-07,1
144088,0.0,2023-03-07,1
100488,0.0,2023-03-07,5
113781,0.0,2023-03-07,4
125056,0.0,2023-03-07,3
125069,0.0,2023-03-07,3
144471,0.0,2023-03-07,1
135735,0.0,2023-03-07,2
136379,0.0,2023-03-07,2
144506,0.0,2023-03-07,1
142820,0.0,2023-03-07,1
143510,0.0,2023-03-09,1
143003,0.0,2023-03-09,1
143567,0.0,2023-03-09,1
143004,0.0,2023-03-09,1
135628,0.0,2023-03-13,2
88541,0.0,2023-03-10,6
135626,0.0,2023-03-13,2
135631,0.0,2023-03-13,2
135629,0.0,2023-03-13,2
135632,0.0,2023-03-13,2
143696,0.0,2023-03-13,1
123190,0.0,2023-03-14,3
123186,0.0,2023-03-14,3
123193,0.0,2023-03-14,3
134553,0.0,2023-03-14,2
134695,0.0,2023-03-14,2
88583,0.0,2023-03-10,6
88547,0.0,2023-03-10,6
88539,0.0,2023-03-10,6
144876,0.0,2023-03-10,1
145183,0.0,2023-03-10,1
105401,0.0,2023-03-15,4
120973,0.0,2023-03-15,3
120893,0.0,2023-03-15,3
132704,0.0,2023-03-15,2
145067,0.0,2023-03-15,1
145099,0.0,2023-03-15,1
123364,0.0,2023-03-16,3
145181,0.0,2023-03-16,1
145352,0.0,2023-03-16,1
122990,0.0,2023-03-15,3
144366,0.0,2023-03-16,1
122994,0.0,2023-03-15,3
122987,0.0,2023-03-15,3
122904,0.0,2023-03-15,3
122909,0.0,2023-03-15,3
122988,0.0,2023-03-15,3
134575,0.0,2023-03-15,2
145297,0.0,2023-03-15,1
144369,0.0,2023-03-16,1
144370,0.0,2023-03-16,1
144368,0.0,2023-03-16,1
144375,0.0,2023-03-16,1
117217,0.0,2023-03-16,4
135020,0.0,2023-03-17,2
117216,0.0,2023-03-16,4
117214,0.0,2023-03-16,4
117222,0.0,2023-03-16,4
117206,0.0,2023-03-16,4
117223,0.0,2023-03-16,4
117220,0.0,2023-03-16,4
135055,0.0,2023-03-17,2
135039,0.0,2023-03-17,2
145180,0.0,2023-03-17,1
145479,0.0,2023-03-17,1
143637,0.0,2023-03-17,1
121896,0.0,2023-03-20,3
144007,0.0,2023-03-17,1
144003,0.0,2023-03-17,1
143638,0.0,2023-03-17,1
143838,0.0,2023-03-17,1
143639,0.0,2023-03-17,1
144001,0.0,2023-03-17,1
144024,0.0,2023-03-20,1
144100,0.0,2023-03-20,1
144098,0.0,2023-03-20,1
144021,0.0,2023-03-20,1
144665,0.0,2023-03-20,1
145883,0.0,2023-03-20,1
121898,0.0,2023-03-20,3
122028,0.0,2023-03-20,3
122171,0.0,2023-03-20,3
121900,0.0,2023-03-20,3
134434,0.0,2023-03-20,2
104225,0.0,2023-03-29,5
145545,0.0,2023-03-20,1
135599,0.0,2023-03-22,2
134432,0.0,2023-03-20,2
134693,0.0,2023-03-20,2
134673,0.0,2023-03-20,2
145195,0.0,2023-03-20,1
145086,0.0,2023-03-20,1
145419,0.0,2023-03-20,1
145417,0.0,2023-03-20,1
145421,0.0,2023-03-20,1
145080,0.0,2023-03-20,1
145083,0.0,2023-03-20,1
145618,0.0,2023-03-20,1
145088,0.0,2023-03-20,1
104284,0.0,2023-03-29,5
113741,0.0,2023-03-29,4
104266,0.0,2023-03-29,7
135545,0.0,2023-03-22,2
135826,0.0,2023-03-22,2
145792,0.0,2023-03-22,1
92950,0.0,2023-03-21,6
121665,0.0,2023-03-21,3
122172,0.0,2023-03-21,3
146001,0.0,2023-03-21,1
104313,0.0,2023-03-21,5
92981,0.0,2023-03-21,6
93038,0.0,2023-03-21,6
92964,0.0,2023-03-21,6
124922,0.0,2023-03-21,3
122174,0.0,2023-03-21,3
122173,0.0,2023-03-21,3
122184,0.0,2023-03-21,3
145993,0.0,2023-03-21,1
145971,0.0,2023-03-21,1
145967,0.0,2023-03-21,1
146117,0.0,2023-03-21,1
104851,0.0,2023-03-21,5
104311,0.0,2023-03-21,5
104665,0.0,2023-03-21,5
124433,0.0,2023-03-21,3
145700,0.0,2023-03-21,1
145177,0.0,2023-03-21,1
145176,0.0,2023-03-21,1
121663,0.0,2023-03-21,3
145647,0.0,2023-03-21,1
145179,0.0,2023-03-21,1
146110,0.0,2023-03-21,1
145827,0.0,2023-03-22,1
106147,0.0,2023-03-23,5
97264,0.0,2023-04-03,5
145846,0.0,2023-03-22,1
95301,0.0,2023-03-23,6
145823,0.0,2023-03-31,1
134962,0.0,2023-03-22,2
97213,0.0,2023-04-03,5
97219,0.0,2023-04-03,5
134308,0.0,2023-04-03,2
97209,0.0,2023-04-03,4
145824,0.0,2023-03-31,1
146289,0.0,2023-03-31,1
146290,0.0,2023-03-31,1
145822,0.0,2023-03-31,1
145812,0.0,2023-03-31,1
114445,0.0,2023-03-22,4
114443,0.0,2023-03-22,4
114442,0.0,2023-03-22,4
125015,0.0,2023-03-22,3
145845,0.0,2023-03-22,1
145842,0.0,2023-03-22,1
145831,0.0,2023-03-22,1
145829,0.0,2023-03-22,1
145828,0.0,2023-03-22,1
146004,0.0,2023-03-22,1
95312,0.0,2023-03-23,6
95297,0.0,2023-03-23,6
95307,0.0,2023-03-23,6
95304,0.0,2023-03-23,6
95311,0.0,2023-03-23,6
95313,0.0,2023-03-23,6
95295,0.0,2023-03-23,6
106443,0.0,2023-03-23,5
145331,0.0,2023-03-23,1
134969,0.0,2023-03-22,2
135824,0.0,2023-03-22,2
145725,0.0,2023-03-22,1
145704,0.0,2023-03-22,1
145712,0.0,2023-03-22,1
145921,0.0,2023-03-22,1
105089,0.0,2023-03-23,5
106145,0.0,2023-03-23,5
104629,0.0,2023-03-23,5
106146,0.0,2023-03-23,5
106143,0.0,2023-03-23,5
115282,0.0,2023-03-23,4
115253,0.0,2023-03-23,4
115252,0.0,2023-03-23,4
109540,0.0,2023-03-23,4
123540,0.0,2023-03-27,3
132917,0.0,2023-03-23,2
128625,0.0,2023-03-23,3
114566,0.0,2023-03-27,4
146105,0.0,2023-03-23,1
144318,0.0,2023-03-29,1
123541,0.0,2023-03-27,3
134932,0.0,2023-03-27,2
134989,0.0,2023-03-27,2
146003,0.0,2023-03-27,1
133137,0.0,2023-03-23,2
133141,0.0,2023-03-23,2
145702,0.0,2023-03-23,1
146107,0.0,2023-03-23,1
146082,0.0,2023-03-23,1
146081,0.0,2023-03-23,1
146197,0.0,2023-03-23,1
109532,0.0,2023-03-23,4
130209,0.0,2023-03-23,2
109632,0.0,2023-03-23,4
109547,0.0,2023-03-23,4
109634,0.0,2023-03-23,4
128618,0.0,2023-03-23,3
128674,0.0,2023-03-23,3
128619,0.0,2023-03-23,3
128630,0.0,2023-03-23,3
128629,0.0,2023-03-23,3
128626,0.0,2023-03-23,3
128627,0.0,2023-03-23,3
128628,0.0,2023-03-23,3
114564,0.0,2023-03-27,4
114568,0.0,2023-03-27,4
115084,0.0,2023-03-27,4
136857,0.0,2023-03-27,2
146052,0.0,2023-03-27,1
146323,0.0,2023-03-27,1
136169,0.0,2023-03-31,2
142607,0.0,2023-03-24,1
146261,0.0,2023-03-24,1
146272,0.0,2023-03-24,1
146260,0.0,2023-03-24,1
145768,0.0,2023-03-24,1
146263,0.0,2023-03-24,1
145709,0.0,2023-03-24,1
146401,0.0,2023-03-24,1
136251,0.0,2023-03-31,2
136427,0.0,2023-03-31,2
135968,0.0,2023-03-31,2
146551,0.0,2023-03-31,1
146400,0.0,2023-03-31,1
114612,0.0,2023-03-29,3
146231,0.0,2023-03-30,1
114670,0.0,2023-03-29,3
114616,0.0,2023-03-29,3
127663,0.0,2023-03-29,2
146273,0.0,2023-03-30,1
146386,0.0,2023-03-30,1
146384,0.0,2023-03-30,1
146389,0.0,2023-03-30,1
146677,0.0,2023-03-30,1
146675,0.0,2023-03-30,1
126410,0.0,2023-03-31,3
145850,0.0,2023-03-29,1
145701,0.0,2023-03-29,1
145708,0.0,2023-03-29,1
140340,0.0,2023-03-29,1
146747,0.0,2023-03-29,1
146210,0.0,2023-03-29,1
126401,0.0,2023-03-31,3
126451,0.0,2023-03-31,3
126691,0.0,2023-03-31,3
145946,0.0,2023-03-31,1
145679,0.0,2023-03-31,1
145672,0.0,2023-04-07,1
115644,-0.0573191976534545,2023-04-03,4
115028,-0.0573191976534545,2023-04-03,4
101066,0.0,2023-03-30,5
124746,0.0,2023-03-30,3
147029,0.0,2023-03-30,1
121222,0.0,2023-03-30,3
134846,0.0,2023-04-10,2
146745,0.0,2023-03-31,1
126112,0.0,2023-04-04,3
146956,0.0,2023-03-31,1
147254,0.0,2023-04-05,1
114752,0.0,2023-04-10,4
114755,0.0,2023-04-10,4
114745,0.0,2023-04-10,4
137404,0.0,2023-04-10,2
147260,0.0,2023-04-10,1
147280,0.0,2023-04-10,1
146741,0.0,2023-03-31,1
146749,0.0,2023-03-31,1
147003,0.0,2023-03-31,1
147050,0.0,2023-03-31,1
126101,0.0,2023-04-04,3
126106,0.0,2023-04-04,3
126103,0.0,2023-04-04,3
146779,0.0,2023-04-05,1
146250,0.0,2023-04-05,1
146742,0.0,2023-04-05,1
146321,0.0,2023-04-05,1
146489,0.0,2023-04-05,1
146345,0.0,2023-04-05,1
146909,0.0,2023-03-31,1
147032,0.0,2023-03-31,1
146988,0.0,2023-03-31,1
146846,0.0,2023-03-31,1
146652,0.0,2023-03-31,1
146992,0.0,2023-03-31,1
146148,0.0,2023-04-03,1
146845,0.0,2023-04-03,1
145944,0.0,2023-04-03,1
145922,0.0,2023-04-03,1
146051,0.0,2023-04-03,1
145933,0.0,2023-04-03,1
146390,0.0,2023-04-03,1
147352,0.0,2023-04-03,1
145560,0.0,2023-04-03,1
136804,0.0,2023-04-04,2
136264,0.0,2023-04-04,2
136834,0.0,2023-04-04,2
136262,0.0,2023-04-04,2
147434,0.0,2023-04-04,1
147436,0.0,2023-04-04,1
101697,0.0,2023-04-06,5
101711,0.0,2023-04-06,5
144958,0.0,2023-04-06,1
94780,0.0,2023-04-05,10
126736,0.0,2023-04-07,3
107986,0.0,2023-04-17,5
129697,0.0,2023-04-05,3
94517,0.0,2023-04-05,11
94785,0.0,2023-04-05,10
94783,0.0,2023-04-05,6
94518,0.0,2023-04-05,6
94855,0.0,2023-04-05,6
116265,0.0,2023-04-17,4
108698,0.0,2023-04-17,4
147198,0.0,2023-04-17,1
147001,0.0,2023-04-17,1
147693,0.0,2023-04-05,1
107998,0.0,2023-04-17,1
129690,0.0,2023-04-05,3
129893,0.0,2023-04-05,3
129862,0.0,2023-04-05,3
147339,0.0,2023-04-05,1
126742,0.0,2023-04-07,3
126740,0.0,2023-04-07,3
147223,0.0,2023-04-07,1
125983,0.0,2023-04-07,11
86586,0.0,2023-04-10,7
147243,0.0,2023-04-10,1
95473,0.0,2023-04-10,6
128184,0.0,2023-04-06,2
147515,0.0,2023-04-13,1
119935,0.0,2023-04-10,4
147563,0.0,2023-04-06,1
112961,0.0,2023-04-06,4
112963,0.0,2023-04-06,4
147428,0.0,2023-04-06,1
147596,0.0,2023-04-06,1
147603,0.0,2023-04-06,1
147239,0.0,2023-04-10,1
147231,0.0,2023-04-10,1
147227,0.0,2023-04-10,1
147225,0.0,2023-04-10,1
147221,0.0,2023-04-10,1
147216,0.0,2023-04-10,1
147206,0.0,2023-04-10,1
