id_distribuidor,perdida_de_cosecha,inicio_credito,ciclo_credito
106672,0.0,2023-04-06,4
116671,0.0,2023-04-06,3
147785,0.0,2023-04-06,1
125980,0.0,2023-04-07,11
126018,0.0,2023-04-07,11
125986,0.0,2023-04-07,11
137297,0.0,2023-04-07,2
146804,0.0,2023-04-13,1
147537,0.0,2023-04-13,1
146616,0.0,2023-04-13,1
147095,0.0,2023-04-17,1
147476,0.0,2023-04-06,1
86588,0.0,2023-04-10,7
86591,0.0,2023-04-10,7
86840,0.0,2023-04-10,7
86604,0.0,2023-04-10,7
86616,0.0,2023-04-10,7
147495,0.0,2023-04-10,1
93733,0.0,2023-04-10,6
95376,0.0,2023-04-10,6
95748,0.0,2023-04-10,6
95605,0.0,2023-04-10,6
147887,0.0,2023-04-10,1
119780,0.0,2023-04-10,4
119782,0.0,2023-04-10,4
119992,0.0,2023-04-10,4
119777,0.0,2023-04-10,4
119829,0.0,2023-04-10,4
145997,0.0,2023-04-10,1
147270,0.0,2023-04-17,1
126969,0.0,2023-04-07,3
126967,0.0,2023-04-07,3
127166,0.0,2023-04-07,3
127161,0.0,2023-04-07,3
126970,0.0,2023-04-07,3
137424,0.0,2023-04-07,2
147578,0.0,2023-04-06,1
147559,0.0,2023-04-06,1
147857,0.0,2023-04-06,1
136777,0.0,2023-04-06,2
137528,0.0,2023-04-06,2
147915,0.0,2023-04-06,1
137851,0.0,2023-04-17,2
90248,0.0,2023-04-11,6
123106,0.0,2023-04-10,3
113717,0.0,2023-04-11,4
86639,0.0,2023-04-11,4
147801,0.0,2023-04-07,1
147757,0.0,2023-04-07,1
147755,0.0,2023-04-07,1
148242,0.0,2023-04-13,1
137908,0.0,2023-04-17,2
147383,0.0,2023-04-17,1
123107,0.0,2023-04-10,3
123105,0.0,2023-04-10,3
135929,0.0,2023-04-10,2
135856,0.0,2023-04-10,2
25860,0.0,2023-04-11,3
115664,0.0,2023-04-11,3
115652,0.0,2023-04-11,3
86630,0.0,2023-04-11,3
147778,0.0,2023-04-11,1
147802,0.0,2023-04-07,1
147826,0.0,2023-04-07,1
147827,0.0,2023-04-07,1
147804,0.0,2023-04-07,1
148070,0.0,2023-04-07,1
115504,0.0,2023-04-10,4
90041,0.0,2023-04-11,6
104136,0.0,2023-04-11,5
122613,0.0,2023-04-11,3
122656,0.0,2023-04-11,3
122289,0.0,2023-04-07,3
100274,0.0,2023-04-07,5
100278,0.0,2023-04-07,5
147756,0.0,2023-04-07,1
147642,0.0,2023-04-07,1
147526,0.0,2023-04-07,1
147532,0.0,2023-04-07,1
147876,0.0,2023-04-07,1
147760,0.0,2023-04-07,1
147733,0.0,2023-04-07,1
113714,0.0,2023-04-11,4
113712,0.0,2023-04-11,4
113724,0.0,2023-04-11,4
113722,0.0,2023-04-11,4
113695,0.0,2023-04-11,4
113810,0.0,2023-04-11,4
113728,0.0,2023-04-11,3
147911,0.0,2023-04-11,1
147910,0.0,2023-04-11,1
148002,0.0,2023-04-11,1
148007,0.0,2023-04-11,1
148069,0.0,2023-04-13,1
148088,0.0,2023-04-13,1
148275,0.0,2023-04-13,1
148085,0.0,2023-04-13,1
147386,0.0,2023-04-12,1
147256,0.0,2023-04-12,1
147281,0.0,2023-04-12,1
147792,0.0,2023-04-12,1
147888,0.0,2023-04-12,1
137086,0.0,2023-04-13,2
107939,-0.12126394502348958,2023-04-11,5
137964,-0.12126394502348947,2023-04-11,2
136080,0.0,2023-04-13,2
136077,0.0,2023-04-13,2
136079,0.0,2023-04-13,2
137245,0.0,2023-04-13,2
148682,0.0,2023-04-17,1
89990,0.0,2023-04-17,6
148676,0.0,2023-04-17,1
148671,0.0,2023-04-17,1
148675,0.0,2023-04-17,1
148667,0.0,2023-04-17,1
148683,0.0,2023-04-17,1
105326,0.0,2023-04-17,5
105429,0.0,2023-04-17,5
117789,0.0,2023-04-17,3
148005,0.0,2023-04-17,1
148436,0.0,2023-04-17,1
97102,0.0,2023-04-20,6
117024,0.0,2023-04-18,4
138908,0.0,2023-04-28,2
97100,0.0,2023-04-20,6
97098,0.0,2023-04-20,6
97091,0.0,2023-04-20,6
138470,0.0,2023-04-20,2
148350,0.0,2023-04-20,1
116808,0.0,2023-04-18,4
116809,0.0,2023-04-18,4
116811,0.0,2023-04-18,4
148431,0.0,2023-04-18,1
138912,0.0,2023-04-28,2
138907,0.0,2023-04-28,2
138911,0.0,2023-04-28,2
138910,0.0,2023-04-28,2
148781,0.0,2023-04-28,1
147791,0.0,2023-04-19,1
94881,0.0,2023-04-21,6
96992,0.0,2023-04-20,5
147870,0.0,2023-04-19,1
147872,0.0,2023-04-19,1
96993,0.0,2023-04-20,5
114817,0.0,2023-04-20,4
114575,0.0,2023-04-20,3
148673,0.0,2023-04-20,1
137298,0.0,2023-04-25,2
130084,0.0,2023-04-24,3
137054,0.0,2023-04-25,2
136991,0.0,2023-04-25,2
136780,0.0,2023-04-25,2
136776,0.0,2023-04-25,2
148986,0.0,2023-04-25,1
125079,0.0,2023-04-21,3
125081,0.0,2023-04-21,3
148983,0.0,2023-04-21,1
144011,0.0,2023-04-21,1
148953,0.0,2023-04-21,1
148600,0.0,2023-04-21,1
148594,0.0,2023-04-21,1
148598,0.0,2023-04-21,1
148488,0.0,2023-04-21,1
148506,0.0,2023-04-21,1
126185,0.0,2023-04-24,3
126189,0.0,2023-04-24,3
126191,0.0,2023-04-24,3
148645,0.0,2023-04-24,1
84967,0.0,2023-04-24,7
116409,0.0,2023-04-24,3
148911,0.0,2023-04-26,1
112612,0.0,2023-04-26,4
85126,0.0,2023-04-24,7
85121,0.0,2023-04-24,7
98096,0.0,2023-04-24,6
138340,0.0,2023-04-24,2
138346,0.0,2023-04-24,2
148894,0.0,2023-04-26,1
148939,0.0,2023-04-26,1
148906,0.0,2023-04-26,1
148907,0.0,2023-04-26,1
127117,0.0,2023-04-24,3
114831,0.0,2023-04-24,4
148992,0.0,2023-04-24,1
116529,0.0,2023-04-24,4
116412,0.0,2023-04-24,4
114905,0.0,2023-04-24,3
93241,0.0,2023-04-26,5
94646,0.0,2023-04-26,5
139400,0.0,2023-04-26,2
139398,0.0,2023-04-26,2
148601,0.0,2023-04-26,1
124388,0.0,2023-04-25,3
123185,0.0,2023-04-26,3
129403,0.0,2023-04-27,3
124474,0.0,2023-04-25,5
147730,0.0,2023-04-25,1
123188,0.0,2023-04-26,3
123182,0.0,2023-04-26,3
135725,0.0,2023-04-26,2
123180,0.0,2023-04-26,3
148540,0.0,2023-04-27,1
148536,0.0,2023-04-27,1
148537,0.0,2023-04-27,1
127405,0.0,2023-04-28,9
127503,0.0,2023-04-28,3
127413,0.0,2023-04-28,3
148542,0.0,2023-04-27,1
148538,0.0,2023-04-27,1
148795,0.0,2023-04-27,1
148638,0.0,2023-04-27,1
126145,0.0,2023-04-27,3
149119,0.0,2023-04-27,1
120016,0.0,2023-04-27,4
139595,0.0,2023-05-08,2
149218,0.0,2023-05-01,1
148550,0.0,2023-04-27,1
148524,0.0,2023-04-27,1
148520,0.0,2023-04-27,1
148521,0.0,2023-04-27,1
149118,0.0,2023-04-27,1
148548,0.0,2023-04-27,1
139530,0.0,2023-05-08,2
139526,0.0,2023-05-08,2
149270,0.0,2023-05-08,1
126148,0.0,2023-04-27,3
126151,0.0,2023-04-27,3
136266,0.0,2023-04-27,2
149704,0.0,2023-04-27,1
120023,0.0,2023-04-27,4
130978,0.0,2023-04-27,3
149404,0.0,2023-04-27,1
149212,0.0,2023-05-01,1
149163,0.0,2023-05-01,1
149334,0.0,2023-05-01,1
149288,0.0,2023-05-01,1
149358,0.0,2023-05-01,1
97780,0.0,2023-05-02,6
124950,0.0,2023-05-02,3
121117,0.0,2023-05-02,3
108672,0.0,2023-05-02,5
149164,0.0,2023-05-01,1
98285,0.0,2023-05-02,6
98288,0.0,2023-05-02,6
97777,0.0,2023-05-02,6
98276,0.0,2023-05-02,6
108975,0.0,2023-05-02,5
149818,0.0,2023-05-02,1
149817,0.0,2023-05-02,1
149293,0.0,2023-05-02,1
124955,0.0,2023-05-02,3
125140,0.0,2023-05-02,3
148356,0.0,2023-05-02,1
149712,0.0,2023-05-02,1
149711,0.0,2023-05-02,1
121480,0.0,2023-05-02,3
149082,0.0,2023-05-02,1
108501,0.0,2023-05-02,5
108499,0.0,2023-05-02,5
108479,0.0,2023-05-02,5
149779,0.0,2023-05-02,1
149448,0.0,2023-05-02,1
149165,0.0,2023-05-01,1
149182,0.0,2023-05-01,1
149362,0.0,2023-05-01,1
149363,0.0,2023-05-01,1
149237,0.0,2023-05-09,1
149252,0.0,2023-05-09,1
149253,0.0,2023-05-09,1
149236,0.0,2023-05-09,1
149557,0.0,2023-05-09,1
94649,0.0,2023-05-03,6
135757,0.0,2023-05-12,2
94091,0.0,2023-05-03,6
94088,0.0,2023-05-03,6
128881,0.0,2023-05-03,3
149566,0.0,2023-05-03,1
149484,0.0,2023-05-03,1
149568,0.0,2023-05-03,1
137455,0.0,2023-05-12,2
150118,0.0,2023-05-12,1
149778,0.0,2023-05-12,1
149781,0.0,2023-05-12,1
120410,0.0,2023-05-02,4
149629,0.0,2023-05-02,1
142677,0.0,2023-05-02,1
130077,0.0,2023-05-12,3
120469,0.0,2023-05-02,4
120470,0.0,2023-05-02,4
150081,0.0,2023-05-02,1
149640,0.0,2023-05-02,1
149858,0.0,2023-05-02,1
142676,0.0,2023-05-02,1
142574,0.0,2023-05-02,1
149886,0.0,2023-05-02,1
142678,0.0,2023-05-02,1
130081,0.0,2023-05-12,3
130088,0.0,2023-05-12,3
130078,0.0,2023-05-12,3
130085,0.0,2023-05-12,3
95676,0.0,2023-05-03,5
149855,0.0,2023-05-03,1
106920,0.0,2023-05-08,5
149854,0.0,2023-05-03,1
149850,0.0,2023-05-03,1
149842,0.0,2023-05-03,1
149839,0.0,2023-05-03,1
149759,0.0,2023-05-03,1
95703,0.0,2023-05-03,5
149899,0.0,2023-05-03,1
150184,0.0,2023-05-03,1
106886,0.0,2023-05-08,5
117345,0.0,2023-05-08,4
129501,0.0,2023-05-08,3
131017,0.0,2023-05-08,2
131141,0.0,2023-05-08,2
129845,0.0,2023-05-05,3
129849,0.0,2023-05-05,3
129850,0.0,2023-05-05,3
149935,0.0,2023-05-05,1
149973,0.0,2023-05-05,1
97568,0.0,2023-05-04,6
123197,0.0,2023-05-04,3
149907,0.0,2023-05-15,1
100985,0.0,2023-05-04,6
93077,0.0,2023-05-11,5
150370,0.0,2023-05-08,1
123192,0.0,2023-05-04,3
123195,0.0,2023-05-04,3
123198,0.0,2023-05-04,3
97552,0.0,2023-05-04,6
97548,0.0,2023-05-04,6
97550,0.0,2023-05-04,6
97564,0.0,2023-05-04,6
117813,0.0,2023-05-04,4
130446,0.0,2023-05-04,3
100982,0.0,2023-05-04,6
100990,0.0,2023-05-04,6
131434,0.0,2023-05-04,3
100988,0.0,2023-05-04,4
92944,0.0,2023-05-11,5
92133,0.0,2023-05-11,5
150496,0.0,2023-05-11,1
149860,0.0,2023-05-15,1
150045,0.0,2023-05-15,1
149898,0.0,2023-05-15,1
150049,0.0,2023-05-15,1
149864,0.0,2023-05-15,1
150299,0.0,2023-05-16,1
101350,0.0,2023-05-05,6
129834,0.0,2023-05-09,3
123227,0.0,2023-05-05,3
118742,0.0,2023-05-09,4
112988,0.0,2023-05-08,4
149962,0.0,2023-05-08,1
129758,0.0,2023-05-08,3
100078,0.0,2023-05-08,6
105234,0.0,2023-05-05,5
132160,0.0,2023-05-05,3
132158,0.0,2023-05-05,3
132153,0.0,2023-05-05,3
132152,0.0,2023-05-05,3
132164,0.0,2023-05-05,3
140796,0.0,2023-05-05,2
101320,0.0,2023-05-05,6
101668,0.0,2023-05-05,6
101308,0.0,2023-05-05,6
101401,0.0,2023-05-05,6
101642,0.0,2023-05-05,6
101379,0.0,2023-05-05,6
101314,0.0,2023-05-05,6
129841,0.0,2023-05-09,3
129838,0.0,2023-05-09,3
129839,0.0,2023-05-09,3
129840,0.0,2023-05-09,3
129835,0.0,2023-05-09,3
129836,0.0,2023-05-09,3
130115,0.0,2023-05-09,3
130165,0.0,2023-05-09,3
130126,0.0,2023-05-09,2
123320,0.0,2023-05-05,3
123226,0.0,2023-05-05,3
135940,0.0,2023-05-05,2
150374,0.0,2023-05-05,1
118606,0.0,2023-05-09,4
130217,0.0,2023-05-09,3
150578,0.0,2023-05-09,1
150463,0.0,2023-05-09,1
98940,0.0,2023-05-08,6
141475,0.0,2023-05-08,2
99151,0.0,2023-05-08,5
150331,0.0,2023-05-08,1
149906,0.0,2023-05-08,1
149869,0.0,2023-05-08,1
149965,0.0,2023-05-08,1
149964,0.0,2023-05-08,1
149963,0.0,2023-05-08,1
149959,0.0,2023-05-08,1
149958,0.0,2023-05-08,1
149960,0.0,2023-05-08,1
129755,0.0,2023-05-08,3
129761,0.0,2023-05-08,3
129760,0.0,2023-05-08,3
129763,0.0,2023-05-08,3
150621,0.0,2023-05-08,1
116844,0.0,2023-05-05,4
116128,0.0,2023-05-05,4
150418,0.0,2023-05-09,1
150415,0.0,2023-05-09,1
150698,0.0,2023-05-05,1
131142,0.0,2023-05-10,3
90451,0.0,2023-05-06,8
150106,0.0,2023-05-09,1
139876,0.0,2023-05-09,2
150323,0.0,2023-05-10,1
149186,0.0,2023-05-10,1
150428,0.0,2023-05-06,1
118774,0.0,2023-05-17,4
131485,0.0,2023-05-10,3
90453,0.0,2023-05-06,2
131484,0.0,2023-05-10,2
150532,0.0,2023-05-10,1
150468,0.0,2023-05-10,1
139882,0.0,2023-05-09,2
139880,0.0,2023-05-09,2
139879,0.0,2023-05-09,2
140334,0.0,2023-05-09,2
149894,0.0,2023-05-06,1
150376,0.0,2023-05-06,1
150385,0.0,2023-05-09,1
150427,0.0,2023-05-06,1
150440,0.0,2023-05-06,1
150430,0.0,2023-05-06,1
150566,0.0,2023-05-06,1
150511,0.0,2023-05-06,1
150102,0.0,2023-05-09,1
150098,0.0,2023-05-09,1
150250,0.0,2023-05-09,1
150322,0.0,2023-05-10,1
150324,0.0,2023-05-10,1
150326,0.0,2023-05-10,1
150330,0.0,2023-05-10,1
150328,0.0,2023-05-10,1
149189,0.0,2023-05-10,1
149200,0.0,2023-05-10,1
149215,0.0,2023-05-10,1
150103,0.0,2023-05-10,1
102775,0.0,2023-05-11,11
102776,0.0,2023-05-11,6
102882,0.0,2023-05-11,10
102786,0.0,2023-05-11,10
130866,0.0,2023-05-12,3
131308,0.0,2023-05-22,3
130395,0.0,2023-05-22,3
130392,0.0,2023-05-22,3
130394,0.0,2023-05-22,3
140640,0.0,2023-05-22,2
150950,0.0,2023-05-22,1
130869,0.0,2023-05-12,3
130868,0.0,2023-05-12,3
130990,0.0,2023-05-12,3
140592,0.0,2023-05-12,2
110298,0.0,2023-05-12,11
139916,0.0,2023-05-13,2
139963,0.0,2023-05-13,2
151013,0.0,2023-05-13,1
100087,0.0,2023-05-15,6
100094,0.0,2023-05-15,6
100546,0.0,2023-05-15,6
100474,0.0,2023-05-15,6
110572,0.0,2023-05-15,5
110573,0.0,2023-05-15,5
116673,0.0,2023-05-15,4
99357,0.0,2023-05-17,6
136403,0.0,2023-05-16,2
130193,0.0,2023-05-16,3
130993,0.0,2023-05-16,2
151186,0.0,2023-05-16,1
150005,0.0,2023-05-16,1
99344,0.0,2023-05-17,6
99358,0.0,2023-05-17,6
99360,0.0,2023-05-17,6
118904,0.0,2023-05-17,4
130206,0.0,2023-05-16,3
130205,0.0,2023-05-16,3
130204,0.0,2023-05-16,3
130406,0.0,2023-05-16,2
151255,0.0,2023-05-16,1
150831,0.0,2023-05-18,1
126124,0.0,2023-05-17,3
151133,0.0,2023-05-17,1
125981,0.0,2023-05-17,3
125990,0.0,2023-05-17,3
126598,0.0,2023-05-17,3
151224,0.0,2023-05-17,1
151214,0.0,2023-05-17,1
135469,0.0,2023-05-17,2
151132,0.0,2023-05-17,1
151177,0.0,2023-05-17,1
151245,0.0,2023-05-17,1
151428,0.0,2023-05-17,1
98847,0.0,2023-05-18,6
131066,0.0,2023-05-22,3
150944,0.0,2023-05-18,1
151288,0.0,2023-05-18,1
98820,0.0,2023-05-18,6
109795,0.0,2023-05-18,5
100576,0.0,2023-05-18,5
98815,0.0,2023-05-18,5
151065,0.0,2023-05-18,1
130170,0.0,2023-05-22,3
131000,0.0,2023-05-22,3
130159,0.0,2023-05-22,3
150921,0.0,2023-05-18,1
150918,0.0,2023-05-18,1
150912,0.0,2023-05-18,1
150905,0.0,2023-05-18,1
150901,0.0,2023-05-18,1
151290,0.0,2023-05-18,1
140555,0.0,2023-05-18,2
140684,0.0,2023-05-18,2
151258,0.0,2023-05-18,1
151390,0.0,2023-05-18,1
118319,0.0,2023-05-22,4
89410,0.0,2023-05-22,6
151658,0.0,2023-05-22,1
118335,0.0,2023-05-22,4
118338,0.0,2023-05-22,4
115667,0.0,2023-05-22,4
129517,0.0,2023-05-22,3
151137,0.0,2023-05-22,1
89399,0.0,2023-05-22,6
89396,0.0,2023-05-22,6
151753,0.0,2023-05-22,1
151649,0.0,2023-05-22,1
151689,0.0,2023-05-22,1
151654,0.0,2023-05-22,1
151650,0.0,2023-05-22,1
151776,0.0,2023-05-22,1
151722,0.0,2023-05-22,1
151557,0.0,2023-05-23,1
151532,0.0,2023-05-23,1
151530,0.0,2023-05-23,1
151575,0.0,2023-05-23,1
129484,0.0,2023-05-22,3
129482,0.0,2023-05-22,3
141222,0.0,2023-05-22,2
141071,0.0,2023-05-31,2
141068,0.0,2023-05-31,2
130783,0.0,2023-05-23,3
130055,0.0,2023-05-23,3
132452,0.0,2023-05-25,3
129714,0.0,2023-05-23,3
129711,0.0,2023-05-23,3
132203,0.0,2023-05-23,3
141707,0.0,2023-05-23,2
130787,0.0,2023-05-23,3
130784,0.0,2023-05-23,3
130768,0.0,2023-05-23,3
130767,0.0,2023-05-23,3
132447,0.0,2023-05-25,3
132444,0.0,2023-05-25,3
132446,0.0,2023-05-25,3
141609,0.0,2023-05-25,2
150338,0.0,2023-05-24,1
151561,0.0,2023-05-24,1
151437,0.0,2023-05-26,1
123634,0.0,2023-05-24,3
95170,0.0,2023-05-31,6
151308,0.0,2023-05-25,1
107684,0.0,2023-05-24,5
123916,0.0,2023-05-24,3
123639,0.0,2023-05-24,3
124208,0.0,2023-05-24,3
123917,0.0,2023-05-24,3
151750,0.0,2023-05-24,1
151551,0.0,2023-05-25,1
151554,0.0,2023-05-25,1
151309,0.0,2023-05-25,1
151797,0.0,2023-05-25,1
150770,0.0,2023-05-24,1
150414,0.0,2023-05-24,1
150267,0.0,2023-05-24,1
151398,0.0,2023-05-24,1
151400,0.0,2023-05-24,1
151394,0.0,2023-05-24,1
151399,0.0,2023-05-24,1
151567,0.0,2023-05-24,1
150417,0.0,2023-05-24,1
107681,0.0,2023-05-24,5
107993,0.0,2023-05-24,5
140992,0.0,2023-05-24,2
151681,0.0,2023-05-24,1
132218,0.0,2023-05-31,3
151972,0.0,2023-05-31,1
151973,0.0,2023-05-31,1
96812,0.0,2023-05-31,6
151431,0.0,2023-05-26,1
151439,0.0,2023-05-26,1
151433,0.0,2023-05-26,1
151435,0.0,2023-05-26,1
151441,0.0,2023-05-26,1
99026,0.0,2023-05-26,6
152112,0.0,2023-05-25,1
120833,0.0,2023-05-25,4
120835,0.0,2023-05-25,4
132435,0.0,2023-05-25,3
132434,0.0,2023-05-25,3
120838,0.0,2023-05-25,2
151800,0.0,2023-05-25,1
98569,0.0,2023-05-26,6
99039,0.0,2023-05-26,5
151837,0.0,2023-05-26,1
152117,0.0,2023-06-06,1
152020,0.0,2023-05-25,1
152165,0.0,2023-05-25,1
152183,0.0,2023-05-25,1
152399,0.0,2023-05-25,1
151369,0.0,2023-05-30,1
151738,0.0,2023-05-30,1
101149,0.0,2023-05-26,6
132020,0.0,2023-05-26,3
127136,0.0,2023-05-30,3
123980,0.0,2023-05-30,3
128953,0.0,2023-05-30,3
152044,0.0,2023-05-30,1
152138,0.0,2023-05-30,1
100541,0.0,2023-05-26,6
106363,0.0,2023-05-26,3
100565,0.0,2023-05-26,5
100767,0.0,2023-05-26,5
132024,0.0,2023-05-26,3
132106,0.0,2023-05-26,3
132025,0.0,2023-05-26,3
132022,0.0,2023-05-26,3
141782,0.0,2023-05-26,2
151740,0.0,2023-05-30,1
151733,0.0,2023-05-30,1
145542,0.0,2023-05-30,1
151739,0.0,2023-05-30,1
151373,0.0,2023-05-30,1
151370,0.0,2023-05-30,1
151363,0.0,2023-05-30,1
151364,0.0,2023-05-30,1
151371,0.0,2023-05-30,1
151362,0.0,2023-05-30,1
152110,0.0,2023-05-29,1
152066,0.0,2023-05-29,1
150392,0.0,2023-05-30,1
150390,0.0,2023-05-30,1
150393,0.0,2023-05-30,1
150389,0.0,2023-05-30,1
152134,0.0,2023-05-30,1
152065,0.0,2023-05-30,1
151961,0.0,2023-05-30,1
151939,0.0,2023-05-30,1
151937,0.0,2023-05-30,1
132716,0.0,2023-05-30,3
132810,0.0,2023-05-30,3
132334,0.0,2023-05-30,3
147558,0.0,2023-05-30,1
152267,0.0,2023-05-30,1
152258,0.0,2023-05-30,1
152268,0.0,2023-05-30,1
123984,0.0,2023-05-30,3
123983,0.0,2023-05-30,3
152440,0.0,2023-05-30,1
141864,0.0,2023-05-30,2
110678,0.0,2023-05-26,5
101151,0.0,2023-05-26,4
142508,0.0,2023-06-08,2
142509,0.0,2023-06-08,2
111368,0.0,2023-06-01,5
141223,0.0,2023-05-30,2
142227,0.0,2023-05-30,2
142230,0.0,2023-05-30,2
142220,0.0,2023-05-30,2
142333,0.0,2023-05-30,2
142224,0.0,2023-05-30,2
142232,0.0,2023-05-30,2
142235,0.0,2023-05-30,2
111366,0.0,2023-06-01,5
143674,0.0,2023-05-30,2
141242,0.0,2023-05-30,2
143162,0.0,2023-05-30,2
143164,0.0,2023-05-30,2
141983,0.0,2023-05-30,2
141986,0.0,2023-05-30,2
111365,0.0,2023-06-01,4
152715,0.0,2023-06-01,1
152718,0.0,2023-06-01,1
132971,0.0,2023-06-02,3
142107,0.0,2023-05-31,2
151755,0.0,2023-05-31,1
142085,0.0,2023-05-31,2
142186,0.0,2023-05-31,2
142164,0.0,2023-05-31,2
142184,0.0,2023-05-31,2
142213,0.0,2023-05-31,2
142212,0.0,2023-05-31,2
142825,0.0,2023-05-31,2
119778,0.0,2023-06-02,4
152232,0.0,2023-06-02,1
132925,0.0,2023-06-02,3
132929,0.0,2023-06-02,3
132931,0.0,2023-06-02,3
132928,0.0,2023-06-02,3
142152,0.0,2023-06-02,2
151757,0.0,2023-05-31,1
151756,0.0,2023-05-31,1
152636,0.0,2023-05-31,1
152210,0.0,2023-05-31,1
152212,0.0,2023-05-31,1
152349,0.0,2023-06-02,1
132189,0.0,2023-06-02,3
142223,0.0,2023-06-05,2
152797,0.0,2023-06-02,1
152798,0.0,2023-06-02,1
152801,0.0,2023-06-02,1
152802,0.0,2023-06-02,1
153051,0.0,2023-06-02,1
141700,0.0,2023-06-01,2
151802,0.0,2023-06-01,1
131872,0.0,2023-06-02,3
131874,0.0,2023-06-02,3
131870,0.0,2023-06-02,3
131873,0.0,2023-06-02,3
142458,0.0,2023-06-02,2
152778,0.0,2023-06-02,1
152680,0.0,2023-06-02,1
152345,0.0,2023-06-02,1
152344,0.0,2023-06-02,1
152721,0.0,2023-06-02,1
152346,0.0,2023-06-02,1
152434,0.0,2023-06-02,1
152363,0.0,2023-06-02,1
109956,0.0,2023-06-01,5
110507,0.0,2023-06-01,5
109983,0.0,2023-06-01,5
109981,0.0,2023-06-01,5
142828,0.0,2023-06-01,2
142221,0.0,2023-06-05,2
142313,0.0,2023-06-05,2
141647,0.0,2023-06-05,2
141638,0.0,2023-06-05,2
87007,0.0,2023-06-06,7
152819,0.0,2023-06-02,1
153307,0.0,2023-06-06,1
152943,0.0,2023-06-02,1
152641,0.0,2023-06-02,1
152620,0.0,2023-06-02,1
153106,0.0,2023-06-02,1
87006,0.0,2023-06-06,7
86345,0.0,2023-06-06,7
86322,0.0,2023-06-06,7
100394,0.0,2023-06-06,6
153279,0.0,2023-06-06,1
152850,0.0,2023-06-06,1
152849,0.0,2023-06-06,1
152624,0.0,2023-06-03,1
152567,0.0,2023-06-03,1
152941,0.0,2023-06-03,1
152908,0.0,2023-06-03,1
153392,0.0,2023-06-03,1
152794,0.0,2023-06-03,1
119521,0.0,2023-06-05,4
153018,0.0,2023-06-07,1
153140,0.0,2023-06-07,1
100096,0.0,2023-06-05,6
153001,0.0,2023-06-07,1
153000,0.0,2023-06-07,1
152960,0.0,2023-06-07,1
152069,0.0,2023-06-07,1
153433,0.0,2023-06-05,1
140815,0.0,2023-06-05,2
152826,0.0,2023-06-05,1
153038,0.0,2023-06-05,1
152905,0.0,2023-06-07,1
152599,0.0,2023-06-07,1
152162,0.0,2023-06-07,1
100246,0.0,2023-06-05,6
110337,0.0,2023-06-05,5
131192,0.0,2023-06-05,3
131206,0.0,2023-06-05,3
131638,0.0,2023-06-06,3
112831,0.0,2023-06-15,5
122646,0.0,2023-06-06,4
153066,0.0,2023-06-06,1
112832,0.0,2023-06-15,5
112823,0.0,2023-06-15,5
112833,0.0,2023-06-15,5
112834,0.0,2023-06-15,4
143702,0.0,2023-06-15,2
131815,0.0,2023-06-06,3
131633,0.0,2023-06-06,3
131629,0.0,2023-06-06,3
132482,0.0,2023-06-06,3
131614,0.0,2023-06-06,3
122645,0.0,2023-06-06,4
122643,0.0,2023-06-06,4
142428,0.0,2023-06-06,2
153239,0.0,2023-06-06,1
153145,0.0,2023-06-06,1
153055,0.0,2023-06-06,1
153090,0.0,2023-06-06,1
153083,0.0,2023-06-06,1
131599,0.0,2023-06-06,3
122647,0.0,2023-06-06,4
142481,0.0,2023-06-14,2
153166,0.0,2023-06-09,1
97279,0.0,2023-06-09,6
143349,0.0,2023-06-07,2
100282,0.0,2023-06-07,5
153544,0.0,2023-06-08,1
153564,0.0,2023-06-08,1
135732,0.0,2023-06-07,3
122319,0.0,2023-06-08,4
111285,0.0,2023-06-13,5
143582,0.0,2023-06-13,2
153202,0.0,2023-06-08,1
120977,0.0,2023-06-08,4
152602,0.0,2023-06-07,1
153763,0.0,2023-06-13,1
139355,0.0,2023-06-09,2
153722,0.0,2023-06-13,1
153516,0.0,2023-06-08,1
153584,0.0,2023-06-08,1
153545,0.0,2023-06-08,1
153518,0.0,2023-06-08,1
147991,0.0,2023-06-09,1
153343,0.0,2023-06-08,1
153431,0.0,2023-06-08,1
153323,0.0,2023-06-08,1
153565,0.0,2023-06-08,1
153320,0.0,2023-06-08,1
135735,0.0,2023-06-07,3
136379,0.0,2023-06-07,3
144506,0.0,2023-06-07,2
142820,0.0,2023-06-07,2
143731,0.0,2023-06-07,2
142171,0.0,2023-06-07,2
143361,0.0,2023-06-07,2
143340,0.0,2023-06-07,2
143381,0.0,2023-06-07,2
153678,0.0,2023-06-08,1
153878,0.0,2023-06-08,1
153248,0.0,2023-06-08,1
153251,0.0,2023-06-08,1
153889,0.0,2023-06-08,1
120985,0.0,2023-06-08,4
120984,0.0,2023-06-08,4
120982,0.0,2023-06-08,4
142844,0.0,2023-06-08,2
153904,0.0,2023-06-08,1
142478,0.0,2023-06-14,2
142480,0.0,2023-06-14,2
142471,0.0,2023-06-14,2
142751,0.0,2023-06-14,2
122321,0.0,2023-06-08,4
122320,0.0,2023-06-08,4
122326,0.0,2023-06-08,4
143048,0.0,2023-06-08,2
153704,0.0,2023-06-08,1
153705,0.0,2023-06-08,1
111165,0.0,2023-06-13,5
111159,0.0,2023-06-13,5
121000,0.0,2023-06-13,4
134556,0.0,2023-06-13,3
143666,0.0,2023-06-13,2
153855,0.0,2023-06-13,1
143575,0.0,2023-06-13,2
143495,0.0,2023-06-13,2
