Contrato,Anexo,Número de documento,Fecha Vencimiento,Monto Capital,Monto intérés,Monto IVA,Tipo de Movimiento
184770,N,184770_1,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_2,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_3,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_4,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_5,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_6,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_7,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_8,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_9,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_10,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_11,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_12,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_13,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_14,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_15,2024-08-16,20875.004375,3219.82375,515.171875,FAC
184770,N,184770_16,2024-08-16,20875.004375,3219.82375,515.171875,FAC
185348,N,185348_1,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_2,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_3,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_4,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_5,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_6,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_7,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_8,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_9,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_10,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_11,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_12,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_13,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_14,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_15,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185348,N,185348_16,2024-08-19,14687.493125,2333.1975,373.309375,FAC
185806,N,185806_1,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_2,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_3,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_4,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_5,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_6,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_7,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_8,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_9,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_10,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_11,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_12,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_13,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_14,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_15,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185806,N,185806_16,2024-08-19,14687.49625,2323.711875,371.791875,FAC
185930,N,185930_1,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_2,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_3,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_4,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_5,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_6,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_7,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_8,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_9,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_10,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_11,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_12,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_13,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_14,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_15,2024-08-16,5999.99875,1139.6625,182.33875,FAC
185930,N,185930_16,2024-08-16,5999.99875,1139.6625,182.33875,FAC
186048,N,186048_1,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_2,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_3,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_4,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_5,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_6,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_7,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_8,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_9,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_10,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_11,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_12,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_13,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_14,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_15,2024-08-22,3812.49125,805.60625,128.9025,FAC
186048,N,186048_16,2024-08-22,3812.49125,805.60625,128.9025,FAC
186093,N,186093_1,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_2,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_3,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_4,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_5,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_6,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_7,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_8,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_9,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_10,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_11,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_12,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_13,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_14,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_15,2024-08-16,1750.013125,437.03875,69.948125,FAC
186093,N,186093_16,2024-08-16,1750.013125,437.03875,69.948125,FAC
186172,N,186172_1,2024-08-20,8312.508125,1540.95125,246.540625,FAC
186172,N,186172_2,2024-08-20,8312.508125,1540.95125,246.540625,FAC
186172,N,186172_3,2024-08-20,8312.508125,1540.95125,246.540625,FAC
