Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
181794,N,153547,2024-04-08,2024-04-08,-206.0,0.0,1,PAYCASH,268949
18392,N,18392,2024-04-10,2024-04-11,-621.0,-35.0,1,BANCOMER,269328
105594,N,105594,2024-04-11,2024-04-11,-395.95,-37.0,1,BANCOMER,269476
49856,N,49856,2024-04-11,2024-04-11,-1694.85,-45.0,1,PAYCASH,269521
89922,N,89922,2024-04-12,2024-04-13,-408.0,-37.0,1,BANCOMER,269817
104226,N,104226,2024-04-12,2024-04-12,-711.0,-30.0,1,BANCOMER,269586
115206,N,115206,2024-04-12,2024-04-12,-322.0,-30.0,1,BANCOMER,269692
72316,N,72316,2024-04-12,2024-04-12,0.0,0.0,1,PAYCASH,269732
56519,N,56519,2024-04-13,2024-04-13,-90.0,-25.0,1,PAYCASH,269904
63612,N,63612,2024-04-13,2024-04-15,-45.0,-35.0,1,BANCOMER,270085
29193,N,29193,2024-04-13,2024-04-13,-453.0,-30.0,1,PAYCASH,269918
76537,N,76537,2024-04-13,2024-04-15,0.0,0.0,1,BANCOMER,270077
8408,N,8408,2024-04-13,2024-04-15,-409.0,-35.0,1,BANCOMER,270070
42476,N,42476,2024-04-13,2024-04-15,-558.0,-44.0,1,BANCOMER,270069
144578,N,144578,2024-04-13,2024-04-15,-730.0,-35.0,1,BANCOMER,270068
76487,N,76487,2024-04-14,2024-04-15,-583.0,-30.0,1,PAYCASH,269999
138904,N,138904,2024-04-14,2024-04-15,-637.0,-30.0,1,PAYCASH,269995
53049,N,53049,2024-04-14,2024-04-15,-89.99,-30.0,1,BANCOMER,270040
76890,N,76890,2024-04-14,2024-04-15,-514.0,-30.0,1,BANCOMER,270039
53722,N,53722,2024-04-14,2024-04-15,-45.0,-30.0,1,BANCOMER,270034
77025,N,77025,2024-04-14,2024-04-15,-345.99,-35.0,1,OXXO,270103
8082,N,8082,2024-04-14,2024-04-14,-1023.0,-40.0,1,PAYCASH,269943
11364,N,11364,2024-04-14,2024-04-15,-301.0,-40.0,1,BANCOMER,270027
42843,N,42843,2024-04-14,2024-04-14,-45.0,-25.0,1,PAYCASH,269950
18377,N,18377,2024-04-14,2024-04-14,-881.98,-52.0,1,PAYCASH,269955
48300,N,48300,2024-04-14,2024-04-14,-729.98,-35.0,1,PAYCASH,269957
8309,N,8309,2024-04-14,2024-04-15,-429.0,-30.0,1,OXXO,270092
2174,N,2174,2024-04-14,2024-04-15,-377.0,-35.0,1,OXXO,270106
21372,N,21372,2024-04-14,2024-04-15,-3061.87,-45.0,1,BANCOMER,270013
4064,N,4064,2024-04-14,2024-04-15,-403.0,-30.0,1,BANCOMER,270012
76453,N,76453,2024-04-15,2024-04-16,-474.0,-35.0,1,BANCOMER,270297
85363,N,85363,2024-04-15,2024-04-16,-147.0,-25.0,1,BANCOMER,270287
82161,N,82161,2024-04-15,2024-04-16,-90.0,-25.0,1,BANCOMER,270298
65871,N,65871,2024-04-15,2024-04-16,-350.0,-30.0,1,BANCOMER,270330
81565,N,81565,2024-04-15,2024-04-16,-192.0,-30.0,1,PAYCASH,270260
21882,N,21882,2024-04-15,2024-04-16,-372.0,-40.0,1,BANCOMER,270283
3481,N,3481,2024-04-15,2024-04-16,-403.0,-35.0,1,PAYCASH,270273
30153,N,30153,2024-04-15,2024-04-15,-408.0,-30.0,1,BANCOMER,270008
41954,N,41954,2024-04-15,2024-04-15,-1686.72,-45.0,1,BANCOMER,270006
49302,N,49302,2024-04-15,2024-04-15,-180.0,-25.0,1,PAYCASH,270121
84899,N,84899,2024-04-15,2024-04-15,-225.0,-30.0,1,BANCOMER,270163
178631,N,126185,2024-04-15,2024-04-16,-145.0,0.0,1,OXXO,270455
75457,N,75457,2024-04-15,2024-04-15,-519.0,-30.0,1,BANCOMER,270161
49352,N,49352,2024-04-15,2024-04-15,-624.94,-35.0,1,BANCOMER,270157
2564,N,2564,2024-04-15,2024-04-15,-507.0,-35.0,1,BANCOMER,270156
62770,N,62770,2024-04-15,2024-04-15,-182.0,-30.0,1,BANCOMER,270154
75387,N,75387,2024-04-15,2024-04-15,-339.0,-30.0,1,BANCOMER,270222
181794,N,153547,2024-04-15,2024-04-15,-206.0,0.0,1,PAYCASH,270148
5252,N,5252,2024-04-15,2024-04-15,-433.0,-30.0,1,BANCOMER,270208
6611,N,6611,2024-04-15,2024-04-15,-179.97,-40.0,1,BANCOMER,270205
184692,N,133107,2024-04-15,2024-04-15,-29.0,0.0,1,BANCOMER,270200
13330,N,13330,2024-04-15,2024-04-16,-159.0,-30.0,1,OXXO,270384
29963,N,29963,2024-04-15,2024-04-15,-327.0,-35.0,1,BANCOMER,270197
34117,N,34117,2024-04-15,2024-04-15,-670.0,-40.0,1,BANCOMER,270196
80127,N,80127,2024-04-15,2024-04-15,-436.0,-30.0,1,PAYCASH,270240
9530,N,9530,2024-04-15,2024-04-16,-142.0,-25.0,1,OXXO,270393
63842,N,63842,2024-04-15,2024-04-16,-159.0,-25.0,1,BANCOMER,270356
3690,N,3690,2024-04-15,2024-04-16,-391.0,-44.0,1,BANCOMER,270355
51256,N,51256,2024-04-15,2024-04-16,-171.0,-30.0,1,BANCOMER,270352
85209,N,85209,2024-04-15,2024-04-16,-1352.0,-40.0,1,BANCOMER,270348
87503,N,87503,2024-04-16,2024-04-17,-147.0,-25.0,1,BANCOMER,270633
70721,N,70721,2024-04-16,2024-04-17,-180.0,-35.0,1,BANCOMER,270650
37724,N,37724,2024-04-16,2024-04-17,-441.0,-40.0,1,PAYCASH,270601
176849,N,158625,2024-04-16,2024-04-17,-145.0,0.0,1,BANCOMER,270630
6857,N,6857,2024-04-16,2024-04-16,-45.0,-30.0,1,BANCOMER,270339
85147,N,85147,2024-04-16,2024-04-17,-464.0,-30.0,1,OXXO,270672
55544,N,55544,2024-04-16,2024-04-16,-135.0,-30.0,1,PAYCASH,270470
116,N,116,2024-04-16,2024-04-16,-45.0,0.0,1,PAYCASH,270472
74349,N,74349,2024-04-16,2024-04-16,-120.0,0.0,1,PAYCASH,270476
135239,N,135239,2024-04-16,2024-04-16,-430.0,-30.0,1,BANCOMER,270501
27460,N,27460,2024-04-16,2024-04-16,-90.0,-60.0,1,BANCOMER,270500
12288,N,12288,2024-04-16,2024-04-16,-313.0,-30.0,1,PAYCASH,270489
49058,N,49058,2024-04-16,2024-04-16,-135.0,-25.0,1,BANCOMER,270497
6728,N,6728,2024-04-16,2024-04-16,-225.0,-30.0,1,BANCOMER,270495
86296,N,86296,2024-04-16,2024-04-17,-142.0,-25.0,1,OXXO,270743
29969,N,29969,2024-04-16,2024-04-16,-441.0,-35.0,1,PAYCASH,270520
33382,N,33382,2024-04-16,2024-04-16,-965.0,-35.0,1,PAYCASH,270521
46684,N,46684,2024-04-16,2024-04-16,-755.85,-35.0,1,BANCOMER,270534
60157,N,60157,2024-04-16,2024-04-16,-338.99,-30.0,1,BANCOMER,270528
40991,N,40991,2024-04-16,2024-04-16,-255.95,-25.0,1,PAYCASH,270527
72495,N,72495,2024-04-16,2024-04-17,-198.0,-30.0,1,OXXO,270674
12168,N,12168,2024-04-16,2024-04-17,-372.0,-30.0,1,OXXO,270744
5728,N,5728,2024-04-16,2024-04-16,-180.0,0.0,1,PAYCASH,270558
13084,N,13084,2024-04-16,2024-04-16,-779.0,-40.0,1,PAYCASH,270569
5812,N,5812,2024-04-16,2024-04-16,-473.98,-30.0,1,PAYCASH,270571
81301,N,81301,2024-04-16,2024-04-16,-57.0,0.0,1,PAYCASH,270577
16661,N,16661,2024-04-16,2024-04-16,-45.0,0.0,1,PAYCASH,270578
39115,N,39115,2024-04-16,2024-04-16,-1464.0,-45.0,1,PAYCASH,270583
44385,N,44385,2024-04-16,2024-04-17,-453.0,-30.0,1,OXXO,270747
50065,N,50065,2024-04-16,2024-04-16,-102.0,-25.0,1,PAYCASH,270587
180242,N,150831,2024-04-16,2024-04-17,-212.98,0.0,1,OXXO,270724
8514,N,8514,2024-04-16,2024-04-17,-2123.96,-45.0,1,BANCOMER,270666
28347,N,28347,2024-04-16,2024-04-17,-57.0,-37.0,1,BANCOMER,270664
75965,N,75965,2024-04-17,2024-04-18,0.0,0.0,1,BANCOMER,270873
