Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
14894,N,14894,2024-04-24,2024-04-24,-442.0,-30.0,1,BANCOMER,271820
4708,N,4708,2024-04-25,2024-04-25,-629.0,-40.0,1,BANCOMER,271996
105594,N,105594,2024-04-26,2024-04-26,-395.98,-37.0,1,BANCOMER,272162
72316,N,72316,2024-04-26,2024-04-26,-615.0,-35.0,1,PAYCASH,272146
171152,N,119935,2024-04-29,2024-04-30,-30.0,0.0,1,OXXO,272872
183669,N,133691,2024-04-30,2024-04-30,0.0,0.0,1,PAYCASH,272968
175947,N,166165,2024-04-30,2024-04-30,-174.0,0.0,1,BANCOMER,272978
18392,N,18392,2024-04-30,2024-04-30,-45.0,0.0,1,BANCOMER,273075
74349,N,74349,2024-04-30,2024-04-30,0.0,0.0,1,PAYCASH,273108
74349,N,74349,2024-04-30,2024-04-30,0.0,0.0,1,PAYCASH,273110
176514,N,106672,2024-04-30,2024-04-30,-84.99,0.0,1,PAYCASH,273112
28109,N,28109,2024-04-30,2024-05-01,-363.0,-30.0,1,BANCOMER,273244
82161,N,82161,2024-05-01,2024-05-02,-90.0,-25.0,1,BANCOMER,273567
180242,N,150484,2024-05-01,2024-05-02,-213.0,0.0,1,OXXO,273476
185989,N,185784,2024-05-01,2024-05-02,-180.0,0.0,1,BANCOMER,273557
49352,N,49352,2024-05-01,2024-05-02,-637.0,-35.0,1,BANCOMER,273531
183766,N,123634,2024-05-01,2024-05-02,-144.0,0.0,1,BANCOMER,273523
178381,N,111835,2024-05-02,2024-05-03,-148.0,0.0,1,BANCOMER,273713
179851,N,151973,2024-05-02,2024-05-03,-145.0,0.0,1,BANCOMER,273717
179861,N,179794,2024-05-02,2024-05-02,-181.0,0.0,1,BANCOMER,273595
176514,N,106672,2024-05-02,2024-05-03,0.0,0.0,1,OXXO,273803
181671,N,149962,2024-05-02,2024-05-02,-213.0,0.0,1,BANCOMER,273616
177572,N,131141,2024-05-02,2024-05-02,-177.0,0.0,1,PAYCASH,273670
179699,N,180067,2024-05-02,2024-05-02,-152.0,0.0,1,PAYCASH,273674
176552,N,121959,2024-05-02,2024-05-03,-203.0,0.0,1,OXXO,273815
180488,N,108501,2024-05-02,2024-05-02,-147.99,0.0,1,PAYCASH,273687
183697,N,159946,2024-05-03,2024-05-04,-252.0,0.0,1,BANCOMER,274002
185930,N,114670,2024-05-03,2024-05-04,-183.0,0.0,1,BANCOMER,274024
186549,N,134308,2024-05-03,2024-05-03,0.0,0.0,1,BONIFICACION,273921
186172,N,135039,2024-05-03,2024-05-03,0.0,0.0,1,BONIFICACION,273923
