Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
14894,N,14894,2024-04-24,2024-04-24,-4971.17,-2296.41,-367.42,PAG,BANCOMER,271820
4708,N,4708,2024-04-25,2024-04-25,-7343.58,-3621.91,-579.51,PAG,BANCOMER,271996
105594,N,105594,2024-04-26,2024-04-26,-748.3,-4.93,-0.79,PAG,BANCOMER,272162
72316,N,72316,2024-04-26,2024-04-26,-2123.17,-0.72,-0.11,PAG,PAYCASH,272146
171152,N,119935,2024-04-29,2024-04-30,-874.58,-82.26,-13.16,PAG,OXXO,272872
183669,N,133683,2024-04-30,2024-04-30,0.0,-1705.17,-272.83,PAG,PAYCASH,272968
175947,N,166163,2024-04-30,2024-04-30,-1064.0,-5.17,-0.83,PAG,BANCOMER,272978
18392,N,18392,2024-04-30,2024-04-30,-817.22,-54.12,-8.66,PAG,BANCOMER,273075
74349,N,74349,2024-04-30,2024-04-30,-11425.43,-7391.87,-1182.7,PAG,PAYCASH,273108
74349,N,74349,2024-04-30,2024-04-30,-3075.0,0.0,0.0,PAG,PAYCASH,273110
176514,N,167245,2024-04-30,2024-04-30,0.0,-12.94,-2.07,PAG,PAYCASH,273112
28109,N,28109,2024-04-30,2024-05-01,-4516.96,-652.62,-104.42,PAG,BANCOMER,273244
82161,N,82161,2024-05-01,2024-05-02,-1710.64,-125.31,-20.05,PAG,BANCOMER,273567
180242,N,150486,2024-05-01,2024-05-02,-4947.22,-1005.84,-160.94,PAG,OXXO,273476
185989,N,185771,2024-05-01,2024-05-02,-1909.34,-972.98,-155.68,PAG,BANCOMER,273557
49352,N,49352,2024-05-01,2024-05-02,-1824.65,-20.99,-3.36,PAG,BANCOMER,273531
183766,N,123634,2024-05-01,2024-05-02,-2394.53,-770.23,-123.24,PAG,BANCOMER,273523
178381,N,111843,2024-05-02,2024-05-03,-6937.8,-1259.66,-201.54,PAG,BANCOMER,273713
179851,N,151973,2024-05-02,2024-05-03,-5542.59,-961.56,-153.85,PAG,BANCOMER,273717
179861,N,171008,2024-05-02,2024-05-02,-4724.79,-988.97,-158.24,PAG,BANCOMER,273595
176514,N,167245,2024-05-02,2024-05-03,-494.25,-435.99,-69.76,PAG,OXXO,273803
181671,N,149960,2024-05-02,2024-05-02,-5767.0,-8.62,-1.38,PAG,BANCOMER,273616
177572,N,106886,2024-05-02,2024-05-02,-11097.41,-1813.44,-290.15,PAG,PAYCASH,273670
179699,N,180067,2024-05-02,2024-05-02,-5097.83,-1126.87,-180.3,PAG,PAYCASH,273674
176552,N,176095,2024-05-02,2024-05-03,-4670.42,-315.16,-50.42,PAG,OXXO,273815
180488,N,108501,2024-05-02,2024-05-02,-350.0,-1.73,-0.28,PAG,PAYCASH,273687
183697,N,159943,2024-05-03,2024-05-04,-2922.81,-1199.3,-191.89,PAG,BANCOMER,274002
185930,N,127663,2024-05-03,2024-05-04,-2423.37,-860.89,-137.74,PAG,BANCOMER,274024
186549,N,134308,2024-05-03,2024-05-03,0.0,-573.73,-91.8,PAG,BONIFICACION,273921
186172,N,154363,2024-05-03,2024-05-03,0.0,-892.34,-142.77,PAG,BONIFICACION,273923
177423,N,177489,2024-05-03,2024-05-03,-1885.43,-421.18,-67.39,PAG,PAYCASH,273831
183669,N,133683,2024-05-03,2024-05-03,-8589.84,-3126.86,-500.3,PAG,BANCOMER,273858
179475,N,130446,2024-05-03,2024-05-03,-18366.8,-3057.95,-489.27,PAG,BANCOMER,273848
184622,N,149778,2024-05-03,2024-05-03,-2771.89,-1122.51,-179.6,PAG,PAYCASH,273872
183318,N,183200,2024-05-03,2024-05-04,-4188.39,-603.97,-96.64,PAG,OXXO,273947
185806,N,157345,2024-05-03,2024-05-04,-5877.1,-1298.2,-207.71,PAG,OXXO,273949
185330,N,184114,2024-05-03,2024-05-03,-1868.82,-963.09,-154.09,PAG,PAYCASH,273879
179746,N,179126,2024-05-03,2024-05-03,-7692.88,-1388.03,-222.09,PAG,PAYCASH,273880
177157,N,118373,2024-05-03,2024-05-03,-2479.92,-355.24,-56.84,PAG,PAYCASH,273882
177269,N,126736,2024-05-03,2024-05-03,-645.0,-0.86,-0.14,PAG,PAYCASH,273884
183649,N,130165,2024-05-03,2024-05-04,-1399.91,-425.08,-68.01,PAG,OXXO,273966
184030,N,184261,2024-05-03,2024-05-03,-4807.49,-1459.06,-233.45,PAG,BANCOMER,273897
184030,N,184261,2024-05-03,2024-05-03,0.0,-103.45,-16.55,PAG,BANCOMER,273896
184030,N,184261,2024-05-03,2024-05-03,0.0,-86.21,-13.79,PAG,BANCOMER,273895
184030,N,184261,2024-05-03,2024-05-03,0.0,-77.59,-12.41,PAG,BANCOMER,273894
177508,N,113807,2024-05-03,2024-05-03,-2481.0,-22.41,-3.59,PAG,BANCOMER,273891
182539,N,124469,2024-05-03,2024-05-04,-4195.0,-547.42,-87.59,PAG,OXXO,273982
182428,N,130768,2024-05-03,2024-05-03,-5125.85,-1527.72,-244.43,PAG,PAYCASH,273930
182827,N,119521,2024-05-03,2024-05-04,-6728.01,-2187.92,-350.07,PAG,OXXO,273996
184695,N,106868,2024-05-03,2024-05-03,-4709.28,-2247.17,-359.55,PAG,PAYCASH,273937
184770,N,145331,2024-05-03,2024-05-04,-1390.0,-2.62,-0.42,PAG,OXXO,273967
184874,N,173668,2024-05-03,2024-05-04,-2820.62,-1330.5,-212.88,PAG,OXXO,273978
185348,N,113414,2024-05-04,2024-05-06,-12553.21,-4173.09,-667.7,PAG,PAYCASH,274067
177151,N,123029,2024-05-04,2024-05-06,-4317.0,-0.88,-0.14,PAG,BANCOMER,274115
186711,N,143334,2024-05-04,2024-05-06,-400.64,-35.66,-5.7,PAG,OXXO,274074
184243,N,116809,2024-05-04,2024-05-04,-520.27,-701.49,-112.24,PAG,PAYCASH,274054
186655,N,120985,2024-05-04,2024-05-06,-832.48,-50.45,-8.07,PAG,OXXO,274078
180488,N,108501,2024-05-04,2024-05-06,-619.22,-1123.09,-179.69,PAG,BANCOMER,274108
180488,N,108501,2024-05-05,2024-05-06,-486.0,0.0,0.0,PAG,OXXO,274127
181102,N,170439,2024-05-05,2024-05-06,-6310.42,-2159.98,-345.6,PAG,BANCOMER,274101
180488,N,108501,2024-05-06,2024-05-07,-590.0,0.0,0.0,PAG,BANCOMER,274251
181026,N,131595,2024-05-06,2024-05-06,-2906.74,-643.33,-102.93,PAG,BANCOMER,274178
182112,N,171064,2024-05-06,2024-05-07,-2.09,-740.54,-118.49,PAG,OXXO,274290
176104,N,155267,2024-05-06,2024-05-06,-526.0,-0.02,0.0,PAG,PAYCASH,274146
184193,N,124102,2024-05-06,2024-05-06,-1932.75,-742.46,-118.79,PAG,PAYCASH,274143
180942,N,127823,2024-05-06,2024-05-06,-4577.03,-1378.42,-220.55,PAG,PAYCASH,274156
177685,N,108457,2024-05-06,2024-05-06,-17352.2,-2086.9,-333.9,PAG,BANCOMER,274159
176899,N,159026,2024-05-06,2024-05-06,-10241.7,-897.67,-143.63,PAG,PAYCASH,274189
180694,N,126103,2024-05-06,2024-05-06,-3663.29,-941.13,-150.58,PAG,PAYCASH,274194
181794,N,129456,2024-05-06,2024-05-06,-12236.18,-3089.5,-494.32,PAG,PAYCASH,274195
176514,N,167245,2024-05-06,2024-05-06,-3776.0,0.0,0.0,PAG,PAYCASH,274219
182256,N,161087,2024-05-06,2024-05-07,-1453.04,-418.93,-67.03,PAG,OXXO,274325
178295,N,105042,2024-05-07,2024-05-07,-366.0,-1.74,-0.28,PAG,PAYCASH,274336
177841,N,150322,2024-05-07,2024-05-07,-7718.45,-770.3,-123.25,PAG,PAYCASH,274386
176081,N,144665,2024-05-07,2024-05-07,-6793.0,-441.38,-70.62,PAG,PAYCASH,274400
175887,N,121540,2024-05-07,2024-05-08,-1911.0,0.0,0.0,PAG,OXXO,274477
183766,N,123634,2024-05-08,2024-05-09,-1628.82,-923.43,-147.75,PAG,BANCOMER,274617
175947,N,166163,2024-05-08,2024-05-09,-3529.22,-301.71,-48.27,PAG,PAYCASH,274609
185989,N,185771,2024-05-08,2024-05-09,-1969.84,-1014.91,-162.38,PAG,BANCOMER,274611
184762,N,111365,2024-05-08,2024-05-08,-2619.54,-1057.29,-169.17,PAG,PAYCASH,274597
177269,N,126736,2024-05-08,2024-05-09,-3053.37,-660.89,-105.74,PAG,OXXO,274634
4708,N,4708,2024-05-09,2024-05-10,-7087.2,-3131.72,-501.08,PAG,BANCOMER,274782
178040,N,169789,2024-05-09,2024-05-10,-4903.99,-728.46,-116.55,PAG,BANCOMER,274788
184762,N,111365,2024-05-09,2024-05-10,-304.0,0.0,0.0,PAG,PAYCASH,274758
175947,N,166163,2024-05-09,2024-05-10,-4.8,-0.01,0.0,PAG,PAYCASH,274760
177261,N,169027,2024-05-09,2024-05-10,-5136.65,-685.65,-109.7,PAG,OXXO,274810
177269,N,126736,2024-05-09,2024-05-10,-953.0,0.0,0.0,PAG,OXXO,274812
8488,N,8488,2024-05-09,2024-05-09,-1564.3,-0.6,-0.1,PAG,BANCOMER,274690
184103,N,142817,2024-05-09,2024-05-10,-137.5,-1243.53,-198.97,PAG,OXXO,274806
180242,N,150486,2024-05-09,2024-05-10,-7943.87,-1772.53,-283.6,PAG,OXXO,274836
184103,N,142817,2024-05-09,2024-05-10,-2896.0,0.0,0.0,PAG,OXXO,274823
180727,N,112832,2024-05-09,2024-05-10,-4377.01,-715.51,-114.48,PAG,OXXO,274835
176417,N,107979,2024-05-09,2024-05-10,-3800.06,-312.88,-50.06,PAG,OXXO,274826
180488,N,108501,2024-05-09,2024-05-09,-1922.0,0.0,0.0,PAG,BANCOMER,274724
180488,N,108501,2024-05-09,2024-05-10,-822.0,0.0,0.0,PAG,OXXO,274805
181036,N,123192,2024-05-09,2024-05-10,-1838.01,-414.65,-66.34,PAG,OXXO,274796
181026,N,131595,2024-05-09,2024-05-09,-3715.52,-545.24,-87.24,PAG,PAYCASH,274747
184770,N,145331,2024-05-10,2024-05-13,-3617.0,0.0,0.0,PAG,BANCOMER,275057
184770,N,145331,2024-05-10,2024-05-13,-1919.29,-59.23,-9.48,PAG,BANCOMER,275051
184770,N,145331,2024-05-10,2024-05-11,0.0,-1487.07,-237.93,PAG,PAYCASH,274926
184770,N,145331,2024-05-10,2024-05-13,0.0,-2319.83,-371.17,PAG,BANCOMER,275045
184770,N,145331,2024-05-10,2024-05-13,-2469.0,0.0,0.0,PAG,BANCOMER,275061
184243,N,116809,2024-05-10,2024-05-13,-19.62,-658.95,-105.43,PAG,BANCOMER,275054
177508,N,113807,2024-05-10,2024-05-13,-6445.89,-1312.16,-209.95,PAG,BANCOMER,275047
185930,N,127663,2024-05-10,2024-05-13,-29.87,-1009.59,-161.54,PAG,BANCOMER,275064
184177,N,144370,2024-05-10,2024-05-13,-3477.14,-1208.5,-193.36,PAG,BANCOMER,275055
184770,N,145331,2024-05-10,2024-05-13,0.0,-581.03,-92.97,PAG,BANCOMER,275049
184770,N,145331,2024-05-10,2024-05-13,-1146.0,0.0,0.0,PAG,BANCOMER,275068
184770,N,145331,2024-05-10,2024-05-13,-5033.0,0.0,0.0,PAG,BANCOMER,275056
186172,N,154363,2024-05-10,2024-05-11,0.0,-1240.52,-198.48,PAG,PAYCASH,274924
184770,N,145331,2024-05-10,2024-05-13,-768.45,-1009.96,-161.59,PAG,BANCOMER,275050
183377,N,184095,2024-05-10,2024-05-11,-2349.81,-1095.85,-175.34,PAG,OXXO,274941
181026,N,131595,2024-05-10,2024-05-10,-376.74,-264.9,-42.38,PAG,PAYCASH,274838
177151,N,123029,2024-05-10,2024-05-11,-1180.36,-509.17,-81.47,PAG,OXXO,274959
185872,N,134434,2024-05-10,2024-05-10,-2062.71,-658.01,-105.28,PAG,BANCOMER,274859
39115,N,39115,2024-05-10,2024-05-10,-1576.45,0.0,0.0,PAG,RENOVACION ANT,274844
39115,N,39115,2024-05-10,2024-05-10,0.0,-28.91,-4.63,PAG,REMANENTE,274845
183558,N,183116,2024-05-10,2024-05-10,-3103.33,-633.34,-101.33,PAG,PAYCASH,274849
179475,N,130446,2024-05-10,2024-05-10,-9325.79,-581.22,-92.99,PAG,PAYCASH,274851
184695,N,106868,2024-05-10,2024-05-10,-4849.4,-1452.24,-232.36,PAG,PAYCASH,274882
177228,N,177091,2024-05-10,2024-05-11,-7718.17,-771.41,-123.42,PAG,OXXO,274947
177353,N,176992,2024-05-10,2024-05-11,-2864.15,-474.01,-75.84,PAG,OXXO,274931
187107,N,147637,2024-05-10,2024-05-10,-7629.56,-2821.07,-451.37,PAG,PAYCASH,274889
176514,N,167245,2024-05-10,2024-05-11,-1000.0,0.0,0.0,PAG,OXXO,274945
176883,N,157407,2024-05-10,2024-05-11,-6463.53,-658.16,-105.31,PAG,OXXO,274954
185296,N,156092,2024-05-10,2024-05-11,-2112.23,-914.46,-146.31,PAG,OXXO,274963
183318,N,183200,2024-05-10,2024-05-11,-7798.25,-1898.06,-303.69,PAG,OXXO,274933
179979,N,142230,2024-05-10,2024-05-10,-14773.72,-2562.22,-409.96,PAG,BANCOMER,274896
184770,N,145331,2024-05-10,2024-05-11,-610.0,0.0,0.0,PAG,OXXO,274969
184770,N,145331,2024-05-10,2024-05-10,-2714.0,0.0,0.0,PAG,BANCOMER,274894
182539,N,124469,2024-05-10,2024-05-11,-5814.92,-3607.83,-577.25,PAG,OXXO,274978
182539,N,124469,2024-05-10,2024-05-11,-10000.0,0.0,0.0,PAG,OXXO,274991
176417,N,107979,2024-05-10,2024-05-10,-4682.32,-321.28,-51.4,PAG,GARANTIA,274915
175947,N,166163,2024-05-10,2024-05-10,-4259.48,-315.97,-50.55,PAG,GARANTIA,274914
185806,N,157345,2024-05-10,2024-05-11,-6949.92,-2629.38,-420.7,PAG,OXXO,274938
178737,N,148536,2024-05-10,2024-05-13,-1003.44,-19.45,-3.11,PAG,BANCOMER,275172
187098,N,116265,2024-05-10,2024-05-13,-407.95,-1329.35,-212.7,PAG,BANCOMER,275169
187098,N,116265,2024-05-10,2024-05-13,-70.74,-25.22,-4.04,PAG,BANCOMER,275168
185904,N,104220,2024-05-11,2024-05-13,-7501.35,-2567.8,-410.85,PAG,PAYCASH,275072
183881,N,123319,2024-05-11,2024-05-13,-5513.8,-1932.93,-309.27,PAG,BANCOMER,275163
181768,N,115667,2024-05-11,2024-05-11,-9945.62,-2592.57,-414.81,PAG,PAYCASH,275001
576,N,576,2024-05-11,2024-05-11,-560.84,0.0,0.0,PAG,RENOVACION ANT,274999
576,N,576,2024-05-11,2024-05-11,0.0,-81.16,-12.99,PAG,REMANENTE,275000
105594,N,105594,2024-05-11,2024-05-13,-15.71,-897.66,-143.63,PAG,BANCOMER,275149
16720,N,16720,2024-05-11,2024-05-13,-8227.6,-4108.97,-657.43,PAG,BANCOMER,275145
105594,N,105594,2024-05-11,2024-05-13,-910.32,-904.9,-144.78,PAG,BANCOMER,275137
176552,N,176095,2024-05-11,2024-05-11,-6411.14,-246.43,-39.43,PAG,GARANTIA,275020
187098,N,116265,2024-05-11,2024-05-13,-1957.02,-37.05,-5.93,PAG,BANCOMER,275127
4732,N,4732,2024-05-12,2024-05-12,-2500.12,0.0,0.0,PAG,PAYCASH,275027
105594,N,105594,2024-05-12,2024-05-13,-1041.67,-45.97,-7.36,PAG,BANCOMER,275124
186711,N,143334,2024-05-12,2024-05-12,-447.99,-7.77,-1.24,PAG,PAYCASH,275030
72316,N,72316,2024-05-12,2024-05-12,-7628.56,-2044.34,-327.1,PAG,PAYCASH,275037
187098,N,116265,2024-05-12,2024-05-13,-1793.0,-0.01,0.0,PAG,BANCOMER,275118
178070,N,142678,2024-05-12,2024-05-13,-5716.31,-902.32,-144.37,PAG,BANCOMER,275114
177279,N,149218,2024-05-13,2024-05-13,-5547.83,-918.25,-146.92,PAG,PAYCASH,275182
177279,N,149218,2024-05-13,2024-05-13,-1115.0,0.0,0.0,PAG,PAYCASH,275189
180126,N,179606,2024-05-13,2024-05-13,-3079.61,-556.37,-89.02,PAG,PAYCASH,275212
177279,N,149218,2024-05-13,2024-05-13,-2714.0,-0.03,0.0,PAG,PAYCASH,275224
7308,N,7308,2024-05-13,2024-05-13,-1358.26,0.0,0.0,PAG,RENOVACION ANT,275220
7308,N,7308,2024-05-13,2024-05-13,0.0,-44.6,-7.14,PAG,REMANENTE,275221
176486,N,101050,2024-05-13,2024-05-13,-1306.0,0.0,0.0,PAG,PAYCASH,275237
80127,N,80127,2024-05-13,2024-05-13,-415.73,0.0,0.0,PAG,RENOVACION ANT,275233
80127,N,80127,2024-05-13,2024-05-13,0.0,-33.85,-5.42,PAG,REMANENTE,275234
175545,N,120187,2024-05-13,2024-05-13,-5906.0,0.0,0.0,PAG,PAYCASH,275249
176899,N,159026,2024-05-13,2024-05-13,-13783.89,-698.37,-111.74,PAG,GARANTIA,275253
