Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
175947,N,166165,2024-03-07,2024-03-08,-2741.84,-994.97,-159.19,PAG,PAYCASH,263628
171875,N,171064,2024-03-13,2024-03-14,-3732.0,0.0,0.0,PAG,OXXO,264584
173911,N,122994,2024-03-14,2024-03-15,-8935.53,-0.42,-0.07,PAG,OXXO,264938
172204,N,153083,2024-03-14,2024-03-15,-6936.14,-621.43,-99.43,PAG,OXXO,264940
175227,N,154960,2024-03-14,2024-03-15,-7996.97,-1475.89,-236.14,PAG,OXXO,264956
172095,N,120835,2024-03-14,2024-03-15,-4183.63,-0.32,-0.05,PAG,OXXO,264947
179699,N,123421,2024-03-14,2024-03-15,-3932.87,-1558.73,-249.4,PAG,OXXO,264889
179699,N,123421,2024-03-14,2024-03-15,-15.35,-445.39,-71.26,PAG,OXXO,264890
171979,N,118335,2024-03-14,2024-03-14,-10464.77,-420.03,-67.2,PAG,PAYCASH,264800
17601,N,17601,2024-03-15,2024-03-15,-7912.82,-0.64,-0.1,PAG,PAYCASH,264802
174318,N,133711,2024-03-15,2024-03-15,-9784.19,-1111.04,-177.77,PAG,BANCOMER,264997
177423,N,122613,2024-03-15,2024-03-15,-1542.59,-716.73,-114.68,PAG,PAYCASH,264974
172300,N,130784,2024-03-15,2024-03-15,-5478.73,-366.61,-58.66,PAG,PAYCASH,265012
176104,N,166293,2024-03-15,2024-03-15,-5043.24,-1452.38,-232.38,PAG,PAYCASH,265019
179851,N,151973,2024-03-15,2024-03-16,0.0,-607.76,-97.24,PAG,OXXO,265270
171579,N,151678,2024-03-15,2024-03-15,-7961.94,-1991.48,-318.64,PAG,PAYCASH,265080
177157,N,176396,2024-03-15,2024-03-15,-2001.12,-768.0,-122.88,PAG,PAYCASH,265082
171979,N,118335,2024-03-16,2024-03-16,-877.74,-314.88,-50.38,PAG,PAYCASH,265185
171579,N,151678,2024-03-16,2024-03-16,-14227.0,0.0,0.0,PAG,PAYCASH,265304
173689,N,114568,2024-03-16,2024-03-16,-1663.0,-26.76,-4.28,PAG,PAYCASH,265312
175700,N,156882,2024-03-17,2024-03-18,-2887.59,-940.87,-150.54,PAG,BANCOMER,265412
176472,N,105607,2024-03-17,2024-03-17,-43.56,-1303.83,-208.61,PAG,PAYCASH,265343
173829,N,155073,2024-03-19,2024-03-20,-13639.07,-1338.73,-214.2,PAG,BANCOMER,265736
173829,N,155073,2024-03-20,2024-03-21,-2241.17,-496.41,-79.42,PAG,BANCOMER,265906
176232,N,129403,2024-03-20,2024-03-22,-1223.93,-288.85,-46.22,PAG,OXXO,266128
173124,N,123917,2024-03-21,2024-03-22,-2514.2,-241.21,-38.59,PAG,BANCOMER,266091
178040,N,169789,2024-03-21,2024-03-22,-4076.47,-1441.84,-230.69,PAG,BANCOMER,266076
176472,N,105607,2024-03-21,2024-03-22,-6564.56,-151.24,-24.2,PAG,BANCOMER,266082
34519,N,34519,2024-03-21,2024-03-21,-150.0,0.0,0.0,PAG,BANCOMER,265892
177261,N,124746,2024-03-21,2024-03-22,-4203.57,-1490.03,-238.4,PAG,OXXO,266125
8514,N,8514,2024-03-21,2024-03-21,-3308.83,-776.87,-124.3,PAG,PAYCASH,265912
173911,N,122994,2024-03-21,2024-03-22,-7528.28,-2130.79,-340.93,PAG,OXXO,266111
175872,N,126145,2024-03-21,2024-03-22,-1279.77,-351.06,-56.17,PAG,OXXO,266120
173911,N,122994,2024-03-21,2024-03-22,-8935.53,0.0,0.0,PAG,OXXO,266152
173689,N,114568,2024-03-21,2024-03-21,-9481.62,-1246.88,-199.5,PAG,PAYCASH,266004
