Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
186288,N,133888,2024-05-09,2024-05-10,0.0,-434.48,-69.52,PAG,OXXO,274795
181671,N,149958,2024-05-10,2024-05-10,-6163.24,-2003.24,-320.52,PAG,BANCOMER,274873
178295,N,178133,2024-05-11,2024-05-11,-2204.71,-385.59,-61.7,PAG,PAYCASH,275007
183277,N,143575,2024-05-13,2024-05-13,-5684.24,-1732.55,-277.21,PAG,PAYCASH,275218
186454,N,164230,2024-05-13,2024-05-14,-1688.85,-806.16,-128.99,PAG,OXXO,275394
178460,N,140203,2024-05-14,2024-05-15,-8431.09,-810.27,-129.64,PAG,PAYCASH,275628
182646,N,142945,2024-05-14,2024-05-15,-312.8,-1.04,-0.17,PAG,BANCOMER,275649
179132,N,124922,2024-05-14,2024-05-15,-8518.99,-90.53,-14.49,PAG,OXXO,275720
178309,N,101401,2024-05-14,2024-05-15,-5248.09,-1178.4,-188.54,PAG,OXXO,275727
182437,N,151654,2024-05-14,2024-05-14,-1344.0,-2.59,-0.41,PAG,BANCOMER,275467
181012,N,120023,2024-05-14,2024-05-15,-3948.42,-617.74,-98.84,PAG,OXXO,275758
180164,N,125140,2024-05-14,2024-05-15,-4258.99,-741.39,-118.62,PAG,OXXO,275773
184164,N,151837,2024-05-14,2024-05-15,-1937.77,-829.51,-132.72,PAG,OXXO,275759
182522,N,110949,2024-05-14,2024-05-15,-5111.71,-1422.66,-227.63,PAG,OXXO,275731
182710,N,134611,2024-05-15,2024-05-16,-16417.26,-2898.07,-463.69,PAG,PAYCASH,275947
179894,N,179903,2024-05-15,2024-05-16,-2199.36,-507.45,-81.19,PAG,BANCOMER,276008
182058,N,109795,2024-05-15,2024-05-16,-6640.72,-1260.59,-201.69,PAG,PAYCASH,275941
184480,N,117946,2024-05-15,2024-05-16,-1693.8,-555.35,-88.86,PAG,BANCOMER,275978
181329,N,154281,2024-05-15,2024-05-16,-2560.3,-741.12,-118.58,PAG,PAYCASH,275937
180777,N,100094,2024-05-15,2024-05-15,-9741.86,-1508.74,-241.4,PAG,PAYCASH,275798
182937,N,110507,2024-05-15,2024-05-15,-7830.27,-1839.42,-294.31,PAG,PAYCASH,275809
180324,N,143048,2024-05-15,2024-05-16,-1334.44,-1284.98,-205.6,PAG,OXXO,276074
184066,N,142578,2024-05-15,2024-05-15,-9336.16,-2260.21,-361.63,PAG,BANCOMER,275881
184066,N,142578,2024-05-15,2024-05-15,0.0,-787.93,-126.07,PAG,BANCOMER,275878
178965,N,143349,2024-05-15,2024-05-16,-161.25,-1.2,-0.19,PAG,OXXO,276083
179931,N,107117,2024-05-15,2024-05-16,-3142.07,-732.7,-117.23,PAG,OXXO,276096
179080,N,148007,2024-05-15,2024-05-15,-1529.06,-176.67,-28.27,PAG,PAYCASH,275924
179192,N,137172,2024-05-15,2024-05-15,-1614.7,-619.22,-99.08,PAG,PAYCASH,275926
177341,N,177399,2024-05-15,2024-05-17,-7422.23,-579.15,-92.66,PAG,OXXO,276422
177525,N,178402,2024-05-15,2024-05-16,-2730.44,-452.21,-72.35,PAG,OXXO,276076
177454,N,122875,2024-05-16,2024-05-16,-7807.0,-15.54,-2.49,PAG,PAYCASH,276163
183946,N,139963,2024-05-16,2024-05-16,-2925.83,-996.7,-159.47,PAG,PAYCASH,276217
181026,N,130993,2024-05-16,2024-05-16,-4212.6,-1084.83,-173.57,PAG,PAYCASH,276245
183501,N,151561,2024-05-16,2024-05-16,-4230.8,-1207.07,-193.13,PAG,PAYCASH,276247
179699,N,135219,2024-05-16,2024-05-16,-5395.84,-869.97,-139.19,PAG,PAYCASH,276254
179372,N,148521,2024-05-16,2024-05-16,-9498.58,-1273.64,-203.78,PAG,PAYCASH,276279
181671,N,149958,2024-05-17,2024-05-18,-4868.03,-1837.91,-294.06,PAG,BANCOMER,276568
178295,N,178133,2024-05-17,2024-05-17,0.0,-112.07,-17.93,PAG,PAYCASH,276439
177269,N,126742,2024-05-17,2024-05-18,-778.0,-0.87,-0.14,PAG,OXXO,276595
177423,N,178130,2024-05-17,2024-05-17,-1996.81,-325.16,-52.03,PAG,PAYCASH,276444
178854,N,126698,2024-05-17,2024-05-17,-3347.71,-610.59,-97.7,PAG,BANCOMER,276448
182646,N,142945,2024-05-20,2024-05-21,0.0,-344.83,-55.17,PAG,BANCOMER,276909
182646,N,142945,2024-05-20,2024-05-20,-3883.11,-628.18,-100.51,PAG,BANCOMER,276728
187338,N,105031,2024-05-20,2024-05-20,0.0,-1296.72,-207.48,PAG,BONIFICACION,276778
187686,N,168923,2024-05-20,2024-05-20,0.0,-519.01,-83.04,PAG,BONIFICACION,276787
187951,N,124957,2024-05-20,2024-05-20,0.0,-722.06,-115.53,PAG,BONIFICACION,276788
187592,N,156404,2024-05-20,2024-05-20,0.0,-240.2,-38.43,PAG,BONIFICACION,276780
186288,N,133888,2024-05-20,2024-05-20,-7.66,-377.05,-60.33,PAG,BONIFICACION,276771
188122,N,100273,2024-05-20,2024-05-20,0.0,-331.98,-53.12,PAG,BONIFICACION,276783
187318,N,123912,2024-05-20,2024-05-20,0.0,-590.36,-94.46,PAG,BONIFICACION,276775
184149,N,104518,2024-05-20,2024-05-22,-3295.12,-781.79,-125.09,PAG,OXXO,277178
180677,N,129839,2024-05-20,2024-05-22,-3354.12,-899.03,-143.85,PAG,OXXO,277194
177269,N,126742,2024-05-21,2024-05-22,-2627.34,-407.47,-65.19,PAG,PAYCASH,277117
182646,N,142945,2024-05-21,2024-05-22,0.0,-19.15,-3.06,PAG,BANCOMER,277119
179132,N,124922,2024-05-21,2024-05-22,-188.82,-1167.4,-186.78,PAG,OXXO,277193
183766,N,124208,2024-05-21,2024-05-21,-533.11,-0.77,-0.12,PAG,BANCOMER,276894
178295,N,178133,2024-05-21,2024-05-21,-2033.35,-212.63,-34.02,PAG,PAYCASH,276929
181860,N,145971,2024-05-21,2024-05-22,-3346.53,-963.34,-154.13,PAG,OXXO,277161
178309,N,101401,2024-05-21,2024-05-22,-8655.32,-1159.21,-185.47,PAG,OXXO,277153
178309,N,101401,2024-05-21,2024-05-22,-10000.0,0.0,0.0,PAG,OXXO,277196
186454,N,164230,2024-05-21,2024-05-22,-1739.13,-762.82,-122.05,PAG,OXXO,277175
178013,N,156213,2024-05-21,2024-05-22,-6907.27,-577.35,-92.38,PAG,OXXO,277179
183277,N,143575,2024-05-21,2024-05-21,-4462.09,-236.99,-37.92,PAG,PAYCASH,277100
183277,N,143575,2024-05-21,2024-05-21,-1367.0,-0.01,0.0,PAG,PAYCASH,277102
184164,N,151837,2024-05-21,2024-05-22,-1843.11,-635.25,-101.64,PAG,OXXO,277155
177467,N,106655,2024-05-21,2024-05-22,-11071.9,-646.64,-103.46,PAG,BANCOMER,277140
179192,N,137172,2024-05-22,2024-05-23,-2411.94,-58.67,-9.39,PAG,PAYCASH,277275
182437,N,151654,2024-05-22,2024-05-23,-4796.66,-1511.5,-241.84,PAG,BANCOMER,277287
177269,N,126742,2024-05-22,2024-05-23,-2620.0,0.0,0.0,PAG,PAYCASH,277276
180282,N,150331,2024-05-22,2024-05-23,-4199.04,-768.07,-122.89,PAG,BANCOMER,277288
