Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
8408,N,8408,2024-04-26,2024-04-26,-424.0,-35.0,1,BANCOMER,272153
144578,N,144578,2024-04-27,2024-04-29,-669.0,-35.0,1,BANCOMER,272534
48300,N,48300,2024-04-28,2024-04-28,-690.45,-35.0,1,PAYCASH,272403
63612,N,63612,2024-04-29,2024-04-29,-45.0,-35.0,1,BANCOMER,272497
177084,N,177226,2024-04-29,2024-04-30,-174.0,0.0,1,OXXO,272905
53049,N,53049,2024-04-29,2024-04-29,-89.99,-30.0,1,BANCOMER,272701
29193,N,29193,2024-04-29,2024-04-29,-363.0,-30.0,1,PAYCASH,272677
92181,N,92181,2024-04-30,2024-04-30,-90.0,-30.0,1,PAYCASH,272942
11364,N,11364,2024-04-30,2024-04-30,-301.0,-40.0,1,PAYCASH,273041
77025,N,77025,2024-04-30,2024-05-01,-369.98,-35.0,1,OXXO,273249
138904,N,138904,2024-05-01,2024-05-02,-618.0,-30.0,1,PAYCASH,273436
797,N,797,2024-05-01,2024-05-02,-1212.0,-45.0,1,PAYCASH,273432
49856,N,49856,2024-05-01,2024-05-02,-1612.93,-45.0,1,PAYCASH,273427
8514,N,8514,2024-05-01,2024-05-02,-2171.79,-45.0,1,BANCOMER,273526
184048,N,142761,2024-05-03,2024-05-04,-181.0,0.0,1,OXXO,273989
182664,N,142751,2024-05-06,2024-05-06,-217.0,0.0,1,BANCOMER,274162
180150,N,179802,2024-05-06,2024-05-07,-216.0,0.0,1,OXXO,274273
177084,N,177226,2024-05-06,2024-05-07,0.0,0.0,1,OXXO,274274
186048,N,134556,2024-05-06,2024-05-07,-180.0,0.0,1,OXXO,274275
178046,N,160689,2024-05-06,2024-05-07,-145.0,0.0,1,OXXO,274278
180268,N,120838,2024-05-06,2024-05-07,-174.0,0.0,1,OXXO,274324
185307,N,99332,2024-05-06,2024-05-06,-181.0,0.0,1,PAYCASH,274220
186532,N,156863,2024-05-06,2024-05-07,-108.0,0.0,1,OXXO,274297
186454,N,164230,2024-05-06,2024-05-07,-108.0,0.0,1,OXXO,274280
176012,N,156616,2024-05-06,2024-05-07,-148.0,0.0,1,BANCOMER,274369
179423,N,137848,2024-05-07,2024-05-07,-145.0,0.0,1,PAYCASH,274231
181533,N,102794,2024-05-07,2024-05-07,-255.0,0.0,1,PAYCASH,274255
176829,N,116019,2024-05-07,2024-05-07,-177.0,0.0,1,PAYCASH,274337
182100,N,132022,2024-05-07,2024-05-07,-221.0,0.0,1,BANCOMER,274351
181159,N,144082,2024-05-07,2024-05-07,-145.0,0.0,1,PAYCASH,274380
49352,N,49352,2024-05-10,2024-05-10,-40.0,0.0,1,BANCOMER,274874
4708,N,4708,2024-05-10,2024-05-10,0.0,0.0,1,BANCOMER,274870
77025,N,77025,2024-05-11,2024-05-13,0.0,0.0,1,OXXO,275077
77025,N,77025,2024-05-11,2024-05-13,0.0,0.0,1,OXXO,275094
77025,N,77025,2024-05-11,2024-05-13,0.0,0.0,1,OXXO,275078
77025,N,77025,2024-05-11,2024-05-13,0.0,0.0,1,OXXO,275079
177727,N,115652,2024-05-11,2024-05-13,0.0,0.0,1,OXXO,275083
177709,N,144427,2024-05-13,2024-05-14,-117.0,0.0,1,BANCOMER,275305
5846,N,5846,2024-05-13,2024-05-14,-1792.11,-45.0,1,PAYCASH,275269
185658,N,116387,2024-05-13,2024-05-14,-72.0,0.0,1,BANCOMER,275310
187338,N,104698,2024-05-13,2024-05-14,-221.0,0.0,1,BANCOMER,275311
187178,N,110678,2024-05-13,2024-05-14,-108.0,0.0,1,BANCOMER,275296
5846,N,5846,2024-05-13,2024-05-14,0.0,0.0,1,PAYCASH,275267
8408,N,8408,2024-05-13,2024-05-14,0.0,0.0,1,BANCOMER,275290
31465,N,31465,2024-05-13,2024-05-14,-45.0,-25.0,1,OXXO,275380
182769,N,122988,2024-05-13,2024-05-14,0.0,0.0,1,OXXO,275355
182769,N,122988,2024-05-13,2024-05-14,-13.73,0.0,1,OXXO,275426
177727,N,115652,2024-05-13,2024-05-14,-148.0,0.0,1,OXXO,275414
74349,N,74349,2024-05-13,2024-05-13,-1450.0,-40.0,1,PAYCASH,275176
187265,N,111622,2024-05-13,2024-05-14,-73.0,0.0,1,OXXO,275392
8408,N,8408,2024-05-13,2024-05-13,0.0,0.0,1,BANCOMER,275199
187020,N,160827,2024-05-13,2024-05-14,-180.0,0.0,1,OXXO,275386
181860,N,145972,2024-05-13,2024-05-14,-145.0,0.0,1,OXXO,275342
184048,N,142761,2024-05-13,2024-05-14,-79.32,0.0,1,OXXO,275378
187000,N,121953,2024-05-13,2024-05-14,-180.0,0.0,1,OXXO,275375
184149,N,104518,2024-05-13,2024-05-14,-74.0,0.0,1,OXXO,275390
178046,N,160689,2024-05-13,2024-05-14,-145.0,0.0,1,OXXO,275395
187259,N,130209,2024-05-13,2024-05-14,-146.0,0.0,1,OXXO,275384
184703,N,184344,2024-05-13,2024-05-14,-5.9,0.0,1,OXXO,275400
184703,N,184344,2024-05-13,2024-05-14,-318.1,0.0,1,OXXO,275401
177980,N,150102,2024-05-13,2024-05-14,-145.0,0.0,1,OXXO,275374
180677,N,129839,2024-05-13,2024-05-14,-181.0,0.0,1,OXXO,275410
185517,N,114442,2024-05-14,2024-05-14,-252.0,0.0,1,BANCOMER,275513
5846,N,5846,2024-05-14,2024-05-14,-45.0,0.0,1,RENOVACION ANT,275333
5846,N,5846,2024-05-14,2024-05-14,0.0,0.0,1,REMANENTE,275334
5728,N,5728,2024-05-14,2024-05-14,-45.0,0.0,1,RENOVACION ANT,275335
5728,N,5728,2024-05-14,2024-05-14,0.0,0.0,1,REMANENTE,275336
115814,N,115814,2024-05-14,2024-05-14,-45.0,0.0,1,RENOVACION ANT,275430
115814,N,115814,2024-05-14,2024-05-14,0.0,0.0,1,REMANENTE,275431
75387,N,75387,2024-05-14,2024-05-14,0.0,0.0,1,REMANENTE,275433
75387,N,75387,2024-05-14,2024-05-14,-45.0,0.0,1,RENOVACION ANT,275432
115814,N,115814,2024-05-14,2024-05-14,-90.0,0.0,1,RENOVACION ANT,275434
115814,N,115814,2024-05-14,2024-05-14,0.0,0.0,1,REMANENTE,275435
184130,N,154927,2024-05-14,2024-05-14,-144.0,0.0,1,BANCOMER,275489
182437,N,151654,2024-05-14,2024-05-14,0.0,0.0,1,BANCOMER,275468
141411,N,141411,2024-05-14,2024-05-14,-605.0,-30.0,1,PAYCASH,275522
177973,N,138470,2024-05-14,2024-05-14,0.0,0.0,1,BANCOMER,275564
