Contrato,Anexo,Número de documento,Fecha Vencimiento,Monto Capital,Monto intérés,Monto IVA,Tipo de Movimiento
181533,N,181533_1,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_2,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_3,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_4,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_5,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_6,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_7,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_8,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_9,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_10,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_11,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_12,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_13,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_14,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_15,2024-07-25,13124.994375,2098.275625,335.73,FAC
181533,N,181533_16,2024-07-25,13124.994375,2098.275625,335.73,FAC
182302,N,182302_1,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_2,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_3,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_4,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_5,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_6,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_7,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_8,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_9,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_10,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_11,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_12,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_13,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_14,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_15,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182302,N,182302_16,2024-07-26,8750.024375,1711.21125,273.764375,FAC
182710,N,182710_1,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_2,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_3,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_4,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_5,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_6,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_7,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_8,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_9,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_10,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_11,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_12,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_13,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_14,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_15,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182710,N,182710_16,2024-07-25,17812.5075,2566.81125,410.68125,FAC
182827,N,182827_1,2024-07-25,7562.49375,1468.53625,234.97,FAC
182827,N,182827_2,2024-07-25,7562.49375,1468.53625,234.97,FAC
