Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
5846,N,5846,2024-03-14,2024-03-15,-1574.0,-45.0,1,BANCOMER,264881
73492,N,73492,2024-03-15,2024-03-16,-350.0,-30.0,1,BANCOMER,265137
80202,N,80202,2024-03-15,2024-03-16,-90.0,-25.0,1,BANCOMER,265165
53936,N,53936,2024-03-15,2024-03-15,-45.0,-25.0,1,BANCOMER,264871
44186,N,44186,2024-03-15,2024-03-15,-400.0,-30.0,1,BANCOMER,264984
65326,N,65326,2024-03-15,2024-03-16,-404.96,-30.0,1,OXXO,265262
92181,N,92181,2024-03-16,2024-03-16,-270.0,-30.0,1,PAYCASH,265277
95305,N,95305,2024-03-16,2024-03-18,-85.0,-25.0,1,BANCOMER,265442
41923,N,41923,2024-03-16,2024-03-18,-422.26,-30.0,1,BANCOMER,265437
576,N,576,2024-03-17,2024-03-18,-1959.68,-45.0,1,PAYCASH,265384
81183,N,81183,2024-03-17,2024-03-18,-135.0,-25.0,1,BANCOMER,265413
5812,N,5812,2024-03-17,2024-03-17,-529.99,-30.0,1,PAYCASH,265335
13309,N,13309,2024-03-18,2024-03-18,-90.0,-30.0,1,PAYCASH,265474
46889,N,46889,2024-03-18,2024-03-18,-90.0,-25.0,1,PAYCASH,265481
4732,N,4732,2024-03-18,2024-03-18,-490.0,-30.0,1,PAYCASH,265494
95335,N,95335,2024-03-18,2024-03-19,-180.0,-25.0,1,BANCOMER,265524
13185,N,13185,2024-03-18,2024-03-19,-180.0,-30.0,1,BANCOMER,265519
27460,N,27460,2024-03-19,2024-03-19,-45.0,-30.0,1,BANCOMER,265642
81363,N,81363,2024-03-19,2024-03-20,-45.0,-25.0,1,OXXO,265766
66242,N,66242,2024-03-19,2024-03-20,-90.0,-30.0,1,OXXO,265806
14164,N,14164,2024-03-20,2024-03-21,-250.55,-30.0,1,PAYCASH,265890
80066,N,80066,2024-03-20,2024-03-20,-45.0,-25.0,1,PAYCASH,265842
99917,N,99917,2024-03-21,2024-03-21,0.0,0.0,1,BANCOMER,265991
80317,N,80317,2024-03-21,2024-03-22,-90.0,-25.0,1,OXXO,266155
85623,N,85623,2024-03-21,2024-03-21,-135.0,-25.0,1,BANCOMER,266023
45685,N,45685,2024-03-21,2024-03-21,-305.0,-30.0,1,PAYCASH,266060
146915,N,146915,2024-03-22,2024-03-23,-270.0,-30.0,1,OXXO,266315
177364,N,122785,2024-03-25,2024-03-26,-88.0,0.0,1,OXXO,266564
77889,N,77889,2024-03-26,2024-03-27,-90.0,-30.0,1,PAYCASH,266726
65326,N,65326,2024-03-26,2024-03-27,0.0,0.0,1,BANCOMER,266746
81301,N,81301,2024-03-26,2024-03-27,-89.99,-25.0,1,OXXO,266783
180131,N,170622,2024-03-27,2024-03-28,-145.0,0.0,1,PAYCASH,266968
180777,N,100094,2024-03-27,2024-03-28,-290.99,0.0,1,OXXO,267044
179931,N,169622,2024-03-27,2024-03-28,-145.0,0.0,1,OXXO,267072
173376,N,142186,2024-03-27,2024-03-27,-174.0,0.0,1,BANCOMER,266874
180324,N,143048,2024-03-27,2024-03-28,-206.98,0.0,1,OXXO,267027
178965,N,143731,2024-03-27,2024-03-27,-203.96,0.0,1,PAYCASH,266907
174822,N,142542,2024-03-27,2024-03-28,-145.0,0.0,1,OXXO,267028
179861,N,149293,2024-03-27,2024-03-27,-181.0,0.0,1,PAYCASH,266919
150311,N,150311,2024-03-27,2024-03-27,-90.0,-30.0,1,BANCOMER,266934
174282,N,152999,2024-03-27,2024-03-27,-146.0,0.0,1,PAYCASH,266923
181272,N,180590,2024-03-27,2024-03-28,-159.0,0.0,1,OXXO,267063
176135,N,156460,2024-03-27,2024-03-27,-145.0,0.0,1,PAYCASH,266947
172930,N,143849,2024-03-27,2024-03-28,-148.99,0.0,1,OXXO,267068
179080,N,148007,2024-03-27,2024-03-27,-87.0,0.0,1,PAYCASH,266955
174914,N,164980,2024-03-27,2024-03-27,-203.0,0.0,1,PAYCASH,266963
181329,N,154279,2024-03-27,2024-03-27,-180.0,0.0,1,PAYCASH,266964
177525,N,178402,2024-03-27,2024-03-29,-145.0,0.0,1,OXXO,267286
182058,N,109795,2024-03-27,2024-03-28,-183.0,0.0,1,OXXO,267052
179699,N,135219,2024-03-27,2024-03-29,-151.99,0.0,1,OXXO,267288
177269,N,126735,2024-03-27,2024-03-28,-174.0,0.0,1,OXXO,267030
41194,N,41194,2024-03-28,2024-03-28,-49.04,-30.0,1,PAYCASH,267006
138904,N,138904,2024-03-28,2024-03-28,-625.0,-30.0,1,PAYCASH,267145
179851,N,151973,2024-03-28,2024-03-28,-144.98,0.0,1,PAYCASH,267153
177423,N,178130,2024-03-28,2024-03-28,-145.0,0.0,1,PAYCASH,267159
174610,N,135629,2024-03-28,2024-03-28,-145.0,0.0,1,BANCOMER,267166
178381,N,111989,2024-03-28,2024-03-29,-147.98,0.0,1,BANCOMER,267256
175980,N,166031,2024-03-28,2024-03-29,-147.0,0.0,1,BANCOMER,267250
176570,N,121896,2024-03-28,2024-03-28,-87.0,0.0,1,PAYCASH,267198
174968,N,112033,2024-03-28,2024-03-28,-298.96,0.0,1,PAYCASH,267199
177572,N,106920,2024-03-28,2024-03-28,-177.0,0.0,1,PAYCASH,267204
179372,N,148521,2024-03-28,2024-03-28,-149.0,0.0,1,PAYCASH,267205
5812,N,5812,2024-03-29,2024-03-29,0.0,0.0,1,PAYCASH,267326
60176,N,60176,2024-03-29,2024-03-29,-45.0,0.0,1,PAYCASH,267339
60176,N,60176,2024-03-29,2024-03-29,0.0,0.0,1,PAYCASH,267340
174318,N,133691,2024-03-29,2024-03-29,-264.0,0.0,1,BANCOMER,267376
