Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
5846,N,5846,2024-03-14,2024-03-15,-19412.52,-366.79,-58.69,PAG,BANCOMER,264881
73492,N,73492,2024-03-15,2024-03-16,-3758.03,-772.39,-123.58,PAG,BANCOMER,265137
80202,N,80202,2024-03-15,2024-03-16,-578.98,-522.43,-83.59,PAG,BANCOMER,265165
53936,N,53936,2024-03-15,2024-03-15,-525.47,-305.63,-48.9,PAG,BANCOMER,264871
44186,N,44186,2024-03-15,2024-03-15,-6573.5,-1965.95,-314.55,PAG,BANCOMER,264984
65326,N,65326,2024-03-15,2024-03-16,-2008.74,-1.12,-0.18,PAG,OXXO,265262
92181,N,92181,2024-03-16,2024-03-16,-3697.4,-693.62,-110.98,PAG,PAYCASH,265277
95305,N,95305,2024-03-16,2024-03-18,-789.89,-263.03,-42.08,PAG,BANCOMER,265442
41923,N,41923,2024-03-16,2024-03-18,-282.51,-0.2,-0.03,PAG,BANCOMER,265437
576,N,576,2024-03-17,2024-03-18,-7191.48,-1.59,-0.25,PAG,PAYCASH,265384
81183,N,81183,2024-03-17,2024-03-18,-1920.93,-550.92,-88.15,PAG,BANCOMER,265413
5812,N,5812,2024-03-17,2024-03-17,-2014.11,-2.5,-0.4,PAG,PAYCASH,265335
13309,N,13309,2024-03-18,2024-03-18,-1145.51,-208.18,-33.31,PAG,PAYCASH,265474
46889,N,46889,2024-03-18,2024-03-18,-1558.53,-216.78,-34.69,PAG,PAYCASH,265481
4732,N,4732,2024-03-18,2024-03-18,-6638.9,-2271.64,-363.46,PAG,PAYCASH,265494
95335,N,95335,2024-03-18,2024-03-19,-1693.42,-60.84,-9.74,PAG,BANCOMER,265524
13185,N,13185,2024-03-18,2024-03-19,-1347.23,-1084.28,-173.49,PAG,BANCOMER,265519
27460,N,27460,2024-03-19,2024-03-19,-731.26,-303.22,-48.52,PAG,BANCOMER,265642
81363,N,81363,2024-03-19,2024-03-20,-245.02,-3.43,-0.55,PAG,OXXO,265766
66242,N,66242,2024-03-19,2024-03-20,-1185.86,-370.81,-59.33,PAG,OXXO,265806
14164,N,14164,2024-03-20,2024-03-21,-98.43,-0.88,-0.14,PAG,PAYCASH,265890
80066,N,80066,2024-03-20,2024-03-20,-443.86,-130.29,-20.85,PAG,PAYCASH,265842
99917,N,99917,2024-03-21,2024-03-21,-35.99,-161.22,-25.79,PAG,BANCOMER,265991
80317,N,80317,2024-03-21,2024-03-22,-907.41,-334.13,-53.46,PAG,OXXO,266155
85623,N,85623,2024-03-21,2024-03-21,-1293.88,-219.07,-35.05,PAG,BANCOMER,266023
45685,N,45685,2024-03-21,2024-03-21,-2134.28,-1285.1,-205.62,PAG,PAYCASH,266060
146915,N,146915,2024-03-22,2024-03-23,-731.99,-163.8,-26.21,PAG,OXXO,266315
177364,N,122785,2024-03-25,2024-03-26,-2208.68,-636.48,-101.84,PAG,OXXO,266564
77889,N,77889,2024-03-26,2024-03-27,-314.14,-0.74,-0.12,PAG,PAYCASH,266726
65326,N,65326,2024-03-26,2024-03-27,0.0,-1095.69,-175.31,PAG,BANCOMER,266746
81301,N,81301,2024-03-26,2024-03-27,-1352.7,-32.16,-5.15,PAG,OXXO,266783
180131,N,131786,2024-03-27,2024-03-28,-2545.89,-1253.54,-200.57,PAG,PAYCASH,266968
180777,N,100094,2024-03-27,2024-03-28,-1249.18,-209.34,-33.49,PAG,OXXO,267044
179931,N,169714,2024-03-27,2024-03-28,-2549.09,-1243.89,-199.02,PAG,OXXO,267072
