,id_distribuidor_linea_de_credito,monto_autorizado,tasa_minima,grupo_riesgo,riesgo,tasa_ponderada,perdida_ponderada,id_distribuidor,importe_depositado,marginal,perdida_cosecha_canasta
3157,170407,0,0,Canasta 10,10,146.99999999999997,0.0,172142,84309.64,10410.043076923072,11.22693992153604
3158,170409,10000,147,Canasta 9,9,142.0,0.0,172959,48016.0,3006.7497435897435,7.900051906317038
3159,171658,10000,110,Canasta 5,5,142.0,0.0,172959,48016.0,3006.7497435897435,3.374105053076616
3160,171676,10000,115,Canasta 6,6,142.0,0.0,172959,48016.0,3006.7497435897435,3.977055692691484
3161,170415,10000,110,Canasta 5,5,146.23900211950107,0.046805778685814294,171808,47520.0,2951.223076923076,3.374105053076616
3162,170418,10000,147,Canasta 9,9,148.84727583967086,0.07107164225958346,171808,47520.0,2951.223076923076,7.900051906317038
3163,170688,10000,110,Canasta 5,5,160.36091582244572,0.0,171808,47520.0,2951.223076923076,3.374105053076616
3164,170421,10000,115,Canasta 6,6,146.99999999999997,0.0,170753,113298.6,19701.70153846155,3.977055692691484
3165,170436,10000,132,Canasta 8,8,142.0,0.4096396945947097,171251,34944.92,-11862.146769230769,5.828371587611391
3166,170535,10000,115,Canasta 6,6,142.00000000000003,0.4096396945947098,171251,34944.92,-11862.146769230769,3.977055692691484
3167,170609,10000,115,Canasta 6,6,142.00000000000003,0.4096396945947098,171251,34944.92,-11862.146769230769,3.977055692691484
3168,170614,10000,147,Canasta 9,9,142.0,0.40963969459470967,171251,34944.92,-11862.146769230769,7.900051906317038
3169,170744,10000,132,Canasta 8,8,142.0,0.4096396945947097,171251,34944.92,-11862.146769230769,5.828371587611391
3170,170451,0,0,Canasta 10,10,158.5528198816996,0.22278452128951395,173387,44400.0,1146.7338461538457,11.22693992153604
3171,170458,0,0,Canasta 10,10,120.99987999931429,0.0,173387,44400.0,1146.7338461538457,11.22693992153604
3172,170461,0,0,Canasta 10,10,120.99987999931429,0.0,173387,44400.0,1146.7338461538457,11.22693992153604
3173,170508,10000,147,Canasta 9,9,120.99987999931429,0.0,173387,44400.0,1146.7338461538457,7.900051906317038
3174,173153,0,0,Canasta 10,10,117.49981624862187,0.0,173387,44400.0,1146.7338461538457,11.22693992153604
3175,170478,10000,110,Canasta 5,5,142.0,0.0,171002,53985.0,3343.4025641025655,3.374105053076616
