Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
181794,N,122734,2024-04-08,2024-04-08,-11239.64,-3948.59,-631.77,PAG,PAYCASH,268949
18392,N,18392,2024-04-10,2024-04-11,-7557.91,-3175.08,-508.01,PAG,BANCOMER,269328
105594,N,105594,2024-04-11,2024-04-11,-1403.3,-0.65,-0.1,PAG,BANCOMER,269476
49856,N,49856,2024-04-11,2024-04-11,-11832.83,-29.59,-4.73,PAG,PAYCASH,269521
104226,N,104226,2024-04-12,2024-04-12,-7134.26,-2917.02,-466.72,PAG,BANCOMER,269586
72316,N,72316,2024-04-12,2024-04-12,-2502.98,-83.64,-13.38,PAG,PAYCASH,269732
56519,N,56519,2024-04-13,2024-04-13,-1844.62,-438.26,-70.12,PAG,PAYCASH,269904
63612,N,63612,2024-04-13,2024-04-15,-575.01,-150.85,-24.14,PAG,BANCOMER,270085
29193,N,29193,2024-04-13,2024-04-13,-5555.53,-2369.37,-379.1,PAG,PAYCASH,269918
8408,N,8408,2024-04-13,2024-04-15,-628.86,-0.98,-0.16,PAG,BANCOMER,270070
144578,N,144578,2024-04-13,2024-04-15,-10461.39,-4029.84,-644.77,PAG,BANCOMER,270068
53049,N,53049,2024-04-14,2024-04-15,-973.08,-316.32,-50.61,PAG,BANCOMER,270040
53722,N,53722,2024-04-14,2024-04-15,-440.31,-43.7,-6.99,PAG,BANCOMER,270034
18377,N,18377,2024-04-14,2024-04-14,-10055.24,-3.26,-0.52,PAG,PAYCASH,269955
48300,N,48300,2024-04-14,2024-04-14,-716.51,-0.44,-0.07,PAG,PAYCASH,269957
3481,N,3481,2024-04-15,2024-04-16,-5755.02,-2655.16,-424.82,PAG,PAYCASH,270273
41954,N,41954,2024-04-15,2024-04-15,-19177.74,-2787.53,-446.01,PAG,BANCOMER,270006
178631,N,126189,2024-04-15,2024-04-16,-3881.23,-984.28,-157.49,PAG,OXXO,270455
2564,N,2564,2024-04-15,2024-04-15,-6510.5,-2767.67,-442.83,PAG,BANCOMER,270156
181794,N,122734,2024-04-15,2024-04-15,-11480.57,-3739.16,-598.27,PAG,PAYCASH,270148
85209,N,85209,2024-04-15,2024-04-16,-12896.42,-6122.05,-979.53,PAG,BANCOMER,270348
27460,N,27460,2024-04-16,2024-04-16,-1756.78,-448.47,-71.75,PAG,BANCOMER,270500
6728,N,6728,2024-04-16,2024-04-16,-4461.72,-506.28,-81.0,PAG,BANCOMER,270495
86296,N,86296,2024-04-16,2024-04-17,-1068.29,-654.92,-104.79,PAG,OXXO,270743
33382,N,33382,2024-04-16,2024-04-16,-14014.91,-5109.56,-817.53,PAG,PAYCASH,270521
73107,N,73107,2024-04-17,2024-04-17,-319.6,-0.35,-0.06,PAG,PAYCASH,270668
176514,N,128184,2024-04-17,2024-04-18,-6019.99,-862.08,-137.93,PAG,OXXO,270943
182058,N,171408,2024-04-17,2024-04-17,-6083.1,-764.57,-122.33,PAG,PAYCASH,270844
177269,N,177246,2024-04-17,2024-04-18,-4965.93,-1017.3,-162.77,PAG,OXXO,270935
