Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
178631,N,126189,2024-06-10,2024-06-11,-4647.43,-323.78,-51.81,PAG,OXXO,280898
184048,N,142766,2024-06-14,2024-06-15,-4525.18,-823.12,-131.7,PAG,OXXO,281971
180242,N,150486,2024-06-14,2024-06-15,-5547.22,-488.6,-78.18,PAG,OXXO,281992
184410,N,141014,2024-06-16,2024-06-17,-5217.01,-973.27,-155.72,PAG,OXXO,282297
182664,N,142481,2024-06-17,2024-06-18,-9039.38,-1610.02,-257.6,PAG,BANCOMER,282472
187178,N,101149,2024-06-17,2024-06-18,-1562.86,-476.84,-76.3,PAG,BANCOMER,282464
191442,N,107921,2024-06-17,2024-06-18,-10462.4,-3245.34,-519.26,PAG,PAYCASH,282449
182769,N,122990,2024-06-17,2024-06-18,-428.55,-0.2,-0.03,PAG,OXXO,282543
187265,N,111622,2024-06-17,2024-06-18,-2337.42,-621.19,-99.39,PAG,OXXO,282523
187020,N,160813,2024-06-17,2024-06-18,-3160.7,-1059.74,-169.56,PAG,OXXO,282535
188637,N,147778,2024-06-17,2024-06-17,-7578.91,-1205.26,-192.84,PAG,PAYCASH,282372
186048,N,184966,2024-06-17,2024-06-18,-3635.55,-875.39,-140.06,PAG,OXXO,282570
188018,N,143348,2024-06-17,2024-06-18,-1909.17,-663.65,-106.18,PAG,OXXO,282522
180268,N,132435,2024-06-17,2024-06-18,-5120.9,-1.81,-0.29,PAG,OXXO,282548
186048,N,184966,2024-06-17,2024-06-19,0.0,-84.48,-13.52,PAG,OXXO,282846
188359,N,116844,2024-06-17,2024-06-18,-3944.38,-1124.67,-179.95,PAG,OXXO,282524
179369,N,151530,2024-06-17,2024-06-18,-334.81,-92.41,-14.78,PAG,OXXO,282569
188887,N,176865,2024-06-17,2024-06-17,-1764.64,-1383.08,-221.29,PAG,PAYCASH,282433
188365,N,147785,2024-06-17,2024-06-18,-831.0,-20.69,-3.31,PAG,OXXO,282521
181533,N,102792,2024-06-18,2024-06-18,-13749.59,-1559.84,-249.57,PAG,PAYCASH,282497
188512,N,188262,2024-06-18,2024-06-19,-4310.76,-1482.97,-237.27,PAG,OXXO,282822
189040,N,138470,2024-06-18,2024-06-18,-8176.52,-2384.03,-381.45,PAG,BANCOMER,282633
182100,N,132020,2024-06-18,2024-06-18,-10649.97,-1402.61,-224.42,PAG,BANCOMER,282615
185348,N,124064,2024-06-18,2024-06-18,-14182.09,-2768.89,-443.02,PAG,PAYCASH,282655
186649,N,135599,2024-06-18,2024-06-18,-4183.13,-1210.23,-193.64,PAG,PAYCASH,282661
182228,N,134089,2024-06-18,2024-06-19,-2381.67,-882.19,-141.15,PAG,OXXO,282854
187259,N,145969,2024-06-18,2024-06-19,-7582.7,-1589.91,-254.39,PAG,OXXO,282803
187338,N,146044,2024-06-19,2024-06-19,-12.05,-1310.52,-209.68,PAG,BANCOMER,282927
180705,N,180279,2024-06-19,2024-06-19,-4569.13,-482.65,-77.22,PAG,BANCOMER,282968
