Contrato,Anexo,Número de documento,Fecha Vencimiento,Monto Capital,Monto intérés,Monto IVA,Tipo de Movimiento
187784,N,187784_1,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_2,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_3,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_4,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_5,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_6,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_7,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_8,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_9,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_10,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_11,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_12,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_13,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_14,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_15,2024-09-13,3437.475625,724.594375,115.93,FAC
187784,N,187784_16,2024-09-13,3437.475625,724.594375,115.93,FAC
188233,N,188233_1,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_2,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_3,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_4,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_5,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_6,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_7,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_8,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_9,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_10,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_11,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_12,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_13,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_14,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_15,2024-09-13,12125.003125,1741.391875,278.605,FAC
188233,N,188233_16,2024-09-13,12125.003125,1741.391875,278.605,FAC
189202,N,189202_1,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_2,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_3,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_4,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_5,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_6,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_7,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_8,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_9,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_10,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_11,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_12,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_13,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_14,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_15,2024-09-13,2250.0025,564.636875,90.360625,FAC
189202,N,189202_16,2024-09-13,2250.0025,564.636875,90.360625,FAC
