Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
179861,N,179794,2024-05-09,2024-05-10,-181.0,0.0,1,BANCOMER,274783
179861,N,179794,2024-05-09,2024-05-10,0.0,0.0,1,BANCOMER,274784
183669,N,133691,2024-05-09,2024-05-10,0.0,0.0,1,BANCOMER,274877
183016,N,113724,2024-05-14,2024-05-15,-417.98,0.0,1,PAYCASH,275626
183016,N,113724,2024-05-14,2024-05-15,0.0,0.0,1,PAYCASH,275627
185035,N,185074,2024-05-15,2024-05-16,-180.0,0.0,1,OXXO,276078
185989,N,185771,2024-05-15,2024-05-15,-180.0,0.0,1,BANCOMER,275815
181272,N,179324,2024-05-15,2024-05-16,-159.0,0.0,1,OXXO,276061
178381,N,111835,2024-05-16,2024-05-17,0.0,0.0,1,BANCOMER,276313
178381,N,111835,2024-05-16,2024-05-17,-148.0,0.0,1,BANCOMER,276310
180488,N,108501,2024-05-16,2024-05-17,-147.99,0.0,1,BANCOMER,276307
186549,N,134308,2024-05-16,2024-05-17,-181.0,0.0,1,BANCOMER,276324
184103,N,142542,2024-05-16,2024-05-17,-180.0,0.0,1,OXXO,276358
180131,N,170620,2024-05-16,2024-05-16,-145.0,0.0,1,BANCOMER,276167
180131,N,170620,2024-05-16,2024-05-16,0.0,0.0,1,BANCOMER,276231
186498,N,115252,2024-05-16,2024-05-16,-289.96,0.0,1,PAYCASH,276206
183851,N,144876,2024-05-16,2024-05-16,-221.98,0.0,1,BANCOMER,276230
177572,N,131141,2024-05-16,2024-05-17,-176.99,0.0,1,OXXO,276378
181444,N,181500,2024-05-16,2024-05-16,-182.0,0.0,1,PAYCASH,276257
182302,N,151442,2024-05-16,2024-05-16,-182.0,0.0,1,PAYCASH,276273
187311,N,129838,2024-05-16,2024-05-17,-180.0,0.0,1,OXXO,276420
185330,N,184114,2024-05-17,2024-05-18,-180.0,0.0,1,PAYCASH,276552
179475,N,169333,2024-05-17,2024-05-18,0.0,0.0,1,BANCOMER,276571
185872,N,134434,2024-05-17,2024-05-18,-37.0,0.0,1,OXXO,276639
182112,N,171060,2024-05-17,2024-05-18,-174.0,0.0,1,OXXO,276632
183669,N,133691,2024-05-17,2024-05-17,-292.0,0.0,1,BANCOMER,276453
177151,N,123021,2024-05-17,2024-05-18,-145.99,0.0,1,OXXO,276647
184622,N,150118,2024-05-17,2024-05-17,-108.0,0.0,1,PAYCASH,276477
182428,N,130767,2024-05-17,2024-05-17,-182.0,0.0,1,PAYCASH,276479
183016,N,113724,2024-05-17,2024-05-17,0.0,0.0,1,PAYCASH,276482
179746,N,130990,2024-05-17,2024-05-17,-160.0,0.0,1,PAYCASH,276483
183649,N,130165,2024-05-17,2024-05-18,-37.0,0.0,1,OXXO,276594
177157,N,118373,2024-05-17,2024-05-17,-174.0,0.0,1,PAYCASH,276500
187107,N,147924,2024-05-17,2024-05-17,-219.0,0.0,1,PAYCASH,276503
183697,N,159946,2024-05-17,2024-05-17,-252.0,0.0,1,BANCOMER,276511
186172,N,135039,2024-05-17,2024-05-18,-181.99,0.0,1,OXXO,276611
181728,N,151678,2024-05-17,2024-05-17,-269.98,0.0,1,PAYCASH,276533
179475,N,169333,2024-05-17,2024-05-17,-273.97,0.0,1,PAYCASH,276536
184030,N,154436,2024-05-17,2024-05-17,-290.0,0.0,1,PAYCASH,276543
179851,N,151973,2024-05-17,2024-05-17,-145.0,0.0,1,PAYCASH,276545
182539,N,182372,2024-05-17,2024-05-18,-366.96,0.0,1,OXXO,276614
182827,N,119521,2024-05-17,2024-05-18,-254.0,0.0,1,OXXO,276643
185806,N,99908,2024-05-17,2024-05-18,-290.97,0.0,1,OXXO,276642
180488,N,108501,2024-05-18,2024-05-20,0.0,0.0,1,BANCOMER,276740
184048,N,142763,2024-05-19,2024-05-20,-181.0,0.0,1,OXXO,276798
179861,N,179794,2024-05-20,2024-05-21,0.0,0.0,1,BANCOMER,276921
187279,N,114752,2024-05-20,2024-05-20,0.0,0.0,1,BONIFICACION,276776
185904,N,113741,2024-05-20,2024-05-20,0.0,0.0,1,BONIFICACION,276764
187311,N,129838,2024-05-20,2024-05-20,0.0,0.0,1,BONIFICACION,276777
186194,N,187467,2024-05-20,2024-05-20,0.0,0.0,1,BONIFICACION,276772
187107,N,147924,2024-05-20,2024-05-20,0.0,0.0,1,BONIFICACION,276774
188668,N,147991,2024-05-20,2024-05-20,0.0,0.0,1,BONIFICACION,276793
187098,N,107986,2024-05-20,2024-05-20,0.0,0.0,1,BONIFICACION,276763
187813,N,121896,2024-05-20,2024-05-20,0.0,0.0,1,BONIFICACION,276781
179861,N,179794,2024-05-20,2024-05-21,0.0,0.0,1,OXXO,277004
178445,N,178020,2024-05-23,2024-05-24,-147.0,0.0,1,BANCOMER,277461
183851,N,144876,2024-05-23,2024-05-24,0.0,0.0,1,BANCOMER,277436
183851,N,144876,2024-05-23,2024-05-24,0.0,0.0,1,BANCOMER,277437
186498,N,115252,2024-05-23,2024-05-24,0.0,0.0,1,BANCOMER,277454
180488,N,108501,2024-05-23,2024-05-24,0.0,0.0,1,BANCOMER,277446
184066,N,184170,2024-05-23,2024-05-24,0.0,0.0,1,OXXO,277496
185989,N,185771,2024-05-23,2024-05-24,-178.87,0.0,1,OXXO,277511
180727,N,112832,2024-05-23,2024-05-24,-109.0,0.0,1,OXXO,277518
181671,N,149962,2024-05-23,2024-05-23,-212.97,0.0,1,BANCOMER,277382
183851,N,144876,2024-05-23,2024-05-23,0.0,0.0,1,BANCOMER,277373
177572,N,131141,2024-05-23,2024-05-24,0.0,0.0,1,OXXO,277505
180488,N,108501,2024-05-23,2024-05-23,-1.32,0.0,1,PAYCASH,277409
180488,N,108501,2024-05-23,2024-05-24,-46.68,0.0,1,OXXO,277487
187881,N,174711,2024-05-23,2024-05-24,-144.0,0.0,1,BANCOMER,277473
178040,N,149817,2024-05-23,2024-05-24,-146.0,0.0,1,BANCOMER,277472
