Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
179861,N,179794,2024-05-09,2024-05-10,-4839.62,-758.09,-121.29,PAG,BANCOMER,274783
179861,N,179794,2024-05-09,2024-05-10,0.0,-131.9,-21.1,PAG,BANCOMER,274784
183669,N,133691,2024-05-09,2024-05-10,0.0,-2103.45,-336.55,PAG,BANCOMER,274877
183016,N,113724,2024-05-14,2024-05-15,-9692.58,-1628.83,-260.61,PAG,PAYCASH,275626
183016,N,113724,2024-05-14,2024-05-15,-2000.0,0.0,0.0,PAG,PAYCASH,275627
185035,N,185074,2024-05-15,2024-05-16,-2150.37,-928.99,-148.64,PAG,OXXO,276078
185989,N,185771,2024-05-15,2024-05-15,-2032.24,-961.86,-153.9,PAG,BANCOMER,275815
181272,N,179324,2024-05-15,2024-05-16,-3238.52,-808.17,-129.31,PAG,OXXO,276061
178381,N,111835,2024-05-16,2024-05-17,-436.55,-612.46,-97.99,PAG,BANCOMER,276313
178381,N,111835,2024-05-16,2024-05-17,-6957.83,-253.59,-40.58,PAG,BANCOMER,276310
180488,N,108501,2024-05-16,2024-05-17,-1670.0,-89.66,-14.35,PAG,BANCOMER,276307
186549,N,134308,2024-05-16,2024-05-17,-5524.85,-1522.54,-243.61,PAG,BANCOMER,276324
184103,N,142542,2024-05-16,2024-05-17,-3118.8,-1170.0,-187.2,PAG,OXXO,276358
180131,N,170620,2024-05-16,2024-05-16,-3142.77,-734.68,-117.55,PAG,BANCOMER,276167
180131,N,170620,2024-05-16,2024-05-16,-2.56,-2.1,-0.34,PAG,BANCOMER,276231
186498,N,115252,2024-05-16,2024-05-16,-8334.66,-288.26,-46.12,PAG,PAYCASH,276206
183851,N,144876,2024-05-16,2024-05-16,-17249.9,-3041.48,-486.64,PAG,BANCOMER,276230
177572,N,131141,2024-05-16,2024-05-17,-1223.89,-411.31,-65.81,PAG,OXXO,276378
181444,N,181500,2024-05-16,2024-05-16,-4197.05,-1158.58,-185.37,PAG,PAYCASH,276257
182302,N,151442,2024-05-16,2024-05-16,-8171.54,-2209.88,-353.58,PAG,PAYCASH,276273
187311,N,129838,2024-05-16,2024-05-17,-2751.77,-1413.99,-226.24,PAG,OXXO,276420
185330,N,184114,2024-05-17,2024-05-18,-1989.08,-859.41,-137.51,PAG,PAYCASH,276552
179475,N,169333,2024-05-17,2024-05-18,0.0,-1577.59,-252.41,PAG,BANCOMER,276571
185872,N,134434,2024-05-17,2024-05-18,-2106.42,-637.57,-102.01,PAG,OXXO,276639
182112,N,171060,2024-05-17,2024-05-18,-3433.41,-1034.13,-165.46,PAG,OXXO,276632
183669,N,133691,2024-05-17,2024-05-17,-10616.19,-1380.01,-220.8,PAG,BANCOMER,276453
177151,N,123021,2024-05-17,2024-05-18,-1625.0,-0.01,0.0,PAG,OXXO,276647
184622,N,150118,2024-05-17,2024-05-17,-2928.45,-987.54,-158.01,PAG,PAYCASH,276477
182428,N,130767,2024-05-17,2024-05-17,-5385.14,-1304.19,-208.67,PAG,PAYCASH,276479
183016,N,113724,2024-05-17,2024-05-17,-2000.0,0.0,0.0,PAG,PAYCASH,276482
179746,N,130990,2024-05-17,2024-05-17,-8022.94,-1103.5,-176.56,PAG,PAYCASH,276483
183649,N,130165,2024-05-17,2024-05-18,-1466.26,-367.02,-58.72,PAG,OXXO,276594
177157,N,118373,2024-05-17,2024-05-17,-2637.39,-219.49,-35.12,PAG,PAYCASH,276500
187107,N,147924,2024-05-17,2024-05-17,-7800.58,-2680.53,-428.89,PAG,PAYCASH,276503
183697,N,159946,2024-05-17,2024-05-17,-3102.7,-1044.22,-167.08,PAG,BANCOMER,276511
186172,N,135039,2024-05-17,2024-05-18,-3705.89,-893.21,-142.91,PAG,OXXO,276611
181728,N,151678,2024-05-17,2024-05-17,-2219.37,-418.66,-66.99,PAG,PAYCASH,276533
179475,N,169333,2024-05-17,2024-05-17,-9607.76,-410.58,-65.69,PAG,PAYCASH,276536
184030,N,154436,2024-05-17,2024-05-17,-5036.52,-1535.76,-245.72,PAG,PAYCASH,276543
179851,N,151973,2024-05-17,2024-05-17,-5771.9,-763.88,-122.22,PAG,PAYCASH,276545
182539,N,182372,2024-05-17,2024-05-18,-3940.0,-597.45,-95.59,PAG,OXXO,276614
182827,N,119521,2024-05-17,2024-05-18,-7065.68,-1896.83,-303.49,PAG,OXXO,276643
185806,N,99910,2024-05-17,2024-05-18,-5877.1,-1298.22,-207.71,PAG,OXXO,276642
