Contrato,Anexo,Número de documento,Fecha Vencimiento,Monto Capital,Monto intérés,Monto IVA,Tipo de Movimiento
183377,N,183377_1,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_2,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_3,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_4,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_5,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_6,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_7,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_8,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_9,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_10,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_11,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_12,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_13,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_14,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_15,2024-08-12,2812.500625,696.97875,111.520625,FAC
183377,N,183377_16,2024-08-12,2812.500625,696.97875,111.520625,FAC
185721,N,185721_1,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_2,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_3,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_4,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_5,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_6,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_7,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_8,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_9,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_10,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_11,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_12,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_13,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_14,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_15,2024-09-09,952.658125,228.31,36.531875,FAC
185721,N,185721_16,2024-09-09,952.658125,228.31,36.531875,FAC
