Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
3481,N,3481,2024-03-12,2024-03-13,-502.0,-35.0,1,PAYCASH,264315
13330,N,13330,2024-03-13,2024-03-14,-45.0,-30.0,1,OXXO,264557
44385,N,44385,2024-03-13,2024-03-14,-417.0,-30.0,1,OXXO,264556
86466,N,86466,2024-03-14,2024-03-14,-57.0,-32.0,1,BANCOMER,264698
28109,N,28109,2024-03-14,2024-03-14,-45.0,0.0,1,BANCOMER,264685
12168,N,12168,2024-03-14,2024-03-15,-405.0,-30.0,1,OXXO,264888
49058,N,49058,2024-03-14,2024-03-14,-135.0,-25.0,1,BANCOMER,264758
12897,N,12897,2024-03-15,2024-03-16,-135.0,-25.0,1,PAYCASH,265101
7308,N,7308,2024-03-15,2024-03-16,-315.0,-30.0,1,PAYCASH,265102
14188,N,14188,2024-03-15,2024-03-16,-1597.0,-45.0,1,BANCOMER,265181
87503,N,87503,2024-03-15,2024-03-16,-135.0,-25.0,1,BANCOMER,265176
46684,N,46684,2024-03-15,2024-03-15,-719.89,-35.0,1,BANCOMER,264866
85147,N,85147,2024-03-15,2024-03-16,-383.0,-30.0,1,OXXO,265257
45740,N,45740,2024-03-15,2024-03-28,-1624.0,-45.0,1,BANCOMER,267114
3444,N,3444,2024-03-15,2024-03-15,-130.0,-30.0,1,BANCOMER,265040
74413,N,74413,2024-03-15,2024-03-15,-135.0,-25.0,1,PAYCASH,265075
72495,N,72495,2024-03-15,2024-03-16,-318.0,-30.0,1,OXXO,265249
85209,N,85209,2024-03-15,2024-03-16,-1218.0,-40.0,1,BANCOMER,265126
65871,N,65871,2024-03-15,2024-03-16,-395.0,-30.0,1,BANCOMER,265118
49302,N,49302,2024-03-16,2024-03-16,-180.0,-25.0,1,PAYCASH,265186
26974,N,26974,2024-03-16,2024-03-18,-45.0,-25.0,1,BANCOMER,265446
75457,N,75457,2024-03-16,2024-03-18,-450.0,-30.0,1,BANCOMER,265445
9963,N,9963,2024-03-16,2024-03-16,-45.0,-30.0,1,PAYCASH,265314
25493,N,25493,2024-03-16,2024-03-16,-180.0,-30.0,1,PAYCASH,265316
79911,N,79911,2024-03-16,2024-03-18,-45.0,-25.0,1,OXXO,265363
75952,N,75952,2024-03-16,2024-03-18,-327.0,-30.0,1,OXXO,265377
75219,N,75219,2024-03-17,2024-03-18,-812.0,-35.0,1,PAYCASH,265381
75643,N,75643,2024-03-17,2024-03-17,-45.0,-30.0,1,PAYCASH,265329
37724,N,37724,2024-03-17,2024-03-17,-506.99,-40.0,1,PAYCASH,265339
9465,N,9465,2024-03-17,2024-03-17,-372.0,-35.0,1,PAYCASH,265344
55544,N,55544,2024-03-18,2024-03-19,-134.78,-1.22,1,PAYCASH,265512
4913,N,4913,2024-03-18,2024-03-19,-765.0,-40.0,1,PAYCASH,265514
13671,N,13671,2024-03-18,2024-03-18,-225.0,-30.0,1,PAYCASH,265484
13084,N,13084,2024-03-19,2024-03-20,-812.0,-40.0,1,PAYCASH,265722
70721,N,70721,2024-03-19,2024-03-19,-180.0,-35.0,1,BANCOMER,265645
455,N,455,2024-03-19,2024-03-19,-26.6,0.0,1,BANCOMER,265693
177084,N,176468,2024-03-19,2024-03-20,-174.0,0.0,1,OXXO,265776
2737,N,2737,2024-03-20,2024-03-20,-355.0,-35.0,1,BANCOMER,265864
84899,N,84899,2024-03-20,2024-03-20,-225.0,-30.0,1,BANCOMER,265854
40312,N,40312,2024-03-21,2024-03-21,-497.0,-30.0,1,PAYCASH,266003
180488,N,108501,2024-03-22,2024-03-23,-148.0,0.0,1,BANCOMER,266237
8514,N,8514,2024-03-22,2024-03-22,-90.0,0.0,1,PAYCASH,266098
181012,N,159598,2024-03-23,2024-03-23,0.0,0.0,1,BONIFICACION,266289
176081,N,175813,2024-03-23,2024-03-25,-146.0,0.0,1,OXXO,266388
172651,N,107684,2024-03-24,2024-03-25,-175.0,0.0,1,OXXO,266436
179423,N,169575,2024-03-25,2024-03-26,-145.0,0.0,1,PAYCASH,266520
180150,N,179802,2024-03-25,2024-03-26,-216.0,0.0,1,OXXO,266599
8632,N,8632,2024-03-25,2024-03-25,-66.0,0.0,1,BANCOMER,266462
177084,N,176468,2024-03-25,2024-03-26,-37.88,0.0,1,OXXO,266588
178631,N,126185,2024-03-25,2024-03-26,-145.0,0.0,1,OXXO,266571
178046,N,160687,2024-03-25,2024-03-26,-145.0,0.0,1,OXXO,266598
176160,N,153516,2024-03-25,2024-03-26,-115.99,0.0,1,OXXO,266601
176514,N,106672,2024-03-25,2024-03-26,-146.0,0.0,1,OXXO,266586
