Contrato,Anexo,Número de documento,Fecha Vencimiento,Monto Capital,Monto intérés,Monto IVA,Tipo de Movimiento
180031,N,180031_1,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_2,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_3,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_4,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_5,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_6,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_7,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_8,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_9,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_10,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_11,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_12,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_13,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_14,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_15,2024-07-10,2187.5325,534.03125,85.43625,FAC
180031,N,180031_16,2024-07-10,2187.5325,534.03125,85.43625,FAC
180324,N,180324_1,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_2,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_3,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_4,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_5,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_6,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_7,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_8,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_9,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_10,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_11,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_12,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_13,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_14,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_15,2024-07-10,10812.51375,1734.9075,277.57875,FAC
180324,N,180324_16,2024-07-10,10812.51375,1734.9075,277.57875,FAC
181272,N,181272_1,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_2,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_3,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_4,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_5,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_6,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_7,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_8,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_9,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_10,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_11,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_12,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_13,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_14,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_15,2024-07-10,3312.4975,744.395,119.1075,FAC
181272,N,181272_16,2024-07-10,3312.4975,744.395,119.1075,FAC
181329,N,181329_1,2024-07-10,2625.019375,639.64375,102.336875,FAC
181329,N,181329_2,2024-07-10,2625.019375,639.64375,102.336875,FAC
181329,N,181329_3,2024-07-10,2625.019375,639.64375,102.336875,FAC
