,id_distribuidor,ID ASOCIADO,CAPITAL AUTORIZADO,TASA AUTORIZADA,RECUPERADO,NO RECUPERADO,CERRADO,P COSECHA,grupo_riesgo_quilum,grupo_riesgo_quash,tasa_sugerida_quilum,tasa_sugerida_quash,perdida_cosecha_esperada_quilum,perdida_cosecha_esperada_quash
1367,164002,166621,7000,142,7000.0,0.0,SI,0.0,9,,0,,15.2,
1368,164003,166620,7000,142,7000.0,0.0,SI,0.0,9,,0,,15.2,
1369,165669,166188,5000,147,5000.0,0.0,SI,0.0,8,,0,,5.77,
1370,165665,166186,5000,147,5000.0,0.0,SI,0.0,6,,142,,3.76,
1371,166122,166238,5000,147,5000.0,0.0,SI,0.0,7,,142,,5.77,
1372,166121,166240,5000,147,5000.0,0.0,SI,0.0,10,,0,,17.35,
1373,166134,166241,5000,147,5000.0,0.0,SI,0.0,10,,0,,17.35,
1374,166204,166294,10000,142,10000.0,0.0,SI,0.0,8,,0,,7.48,
1375,165855,166340,5000,85,5000.0,0.0,SI,0.0,7,,0,,5.77,
1376,165833,166342,7000,85,7000.0,0.0,SI,0.0,1,,0,,1.63,
1377,166163,166361,7000,142,7000.0,0.0,SI,0.0,2,,122,,1.84,
1378,166165,166362,5000,147,5000.0,0.0,SI,0.0,1,,105,,1.63,
1379,163689,166451,7000,142,7000.0,0.0,SI,0.0,10,,0,,17.35,
1380,163971,166453,7000,142,7000.0,0.0,SI,0.0,10,,0,,17.35,
1381,166130,166468,10000,142,10000.0,0.0,SI,0.0,6,,137,,3.76,
1382,166390,166481,10000,142,10000.0,0.0,SI,0.0,10,,0,,17.35,
1383,166384,166506,5000,147,5000.0,0.0,SI,0.0,8,,0,,7.48,
1384,166385,166637,6000,142,4314.007919954744,1685.9920800452562,SI,28.09986800075427,7,,0,,5.77,
1385,166031,166596,6000,142,6000.0,0.0,SI,0.0,7,,142,,5.77,
1386,166060,166595,6000,142,6000.0,0.0,SI,0.0,2,,100,,1.84,
1387,166330,166597,6000,142,6000.0,0.0,SI,0.0,6,,137,,3.19,
1388,166293,166679,8000,142,8000.0,0.0,SI,0.0,1,,100,,1.63,
1389,166311,166684,10000,142,10000.0,0.0,SI,0.0,2,,95,,1.84,
1390,166323,166680,8000,142,8000.0,0.0,SI,0.0,9,,0,,13.17,
1391,166326,166678,8000,142,8000.0,0.0,SI,0.0,5,,0,,3.19,
1392,166103,166936,6000,122,6000.0,0.0,SI,0.0,9,,0,,13.17,
1393,166474,166941,8000,115,8000.0,0.0,SI,0.0,8,,0,,7.48,
1394,166176,166939,8000,115,8000.0,0.0,SI,0.0,9,,0,,15.2,
1395,166209,166938,6000,110,6000.0,0.0,SI,0.0,8,,0,,13.17,
1396,166490,166937,6000,122,6000.0,0.0,SI,0.0,9,,0,,15.2,
1397,166175,166940,8000,115,8000.0,0.0,SI,0.0,10,,0,,17.35,
1398,166203,167223,5000,85,5000.0,0.0,SI,0.0,1,,100,,1.63,
1399,166207,167224,5000,85,5000.0,0.0,SI,0.0,5,,112,,3.19,
1400,166532,166761,5000,147,5000.0,0.0,SI,0.0,4,,115,,1.89,
1401,166200,167220,15000,85,15000.0,0.0,SI,0.0,3,,0,,1.89,
1402,166201,167221,10000,85,10000.0,0.0,SI,0.0,1,,0,,1.63,
1403,166202,167222,14000,85,14000.0,0.0,SI,0.0,2,,0,,1.63,
1404,166132,167075,5000,147,3185.3913657568883,1814.6086342431117,SI,36.29217268486224,1,,100,,1.63,
1405,166260,167097,5000,147,5000.0,0.0,SI,0.0,2,,95,,1.84,
1406,166261,167096,8000,122,8000.0,0.0,SI,0.0,4,,110,,1.89,
1407,166262,167098,10000,122,10000.0,0.0,SI,0.0,6,,127,,3.19,
1408,166263,167099,10000,122,10000.0,0.0,SI,0.0,5,,112,,3.19,
1409,166264,167100,5000,122,5000.0,0.0,SI,0.0,8,,0,,7.48,
1410,166741,167102,5000,122,5000.0,0.0,SI,0.0,4,,110,,1.89,
1411,166893,167076,5000,147,3185.3913657568883,1814.6086342431117,SI,36.29217268486224,9,,0,,13.17,
1412,167070,167255,9000,142,3398.4115361409977,5601.588463859002,SI,62.23987182065558,4,,127,,1.89,
1413,167202,167259,9000,142,3398.4115361409977,5601.588463859002,SI,62.23987182065558,6,,0,,3.19,
1414,166739,167256,9000,142,3398.4115361409977,5601.588463859002,SI,62.23987182065558,9,,0,,13.17,
1415,166784,167257,9000,142,3398.4115361409977,5601.588463859002,SI,62.23987182065558,4,,110,,1.89,
1416,166882,167258,9000,142,3398.4115361409977,5601.588463859002,SI,62.23987182065558,8,,0,,7.48,
