APPLICANT_ID,INGRESO_MENSUAL,GASTOS_FAMILIARES,OTROS_INGRESOS,INGRESO_NETO,DEPENDIENTES,VENTAS,EDAD,MONTO_MENSUAL_VENTA,COMPRAS,DELEGACION,DELEGACION_NEGOCIO,ESCOLARIDAD,ESTADO,ESTADO_CIVIL,ESTADO_NEGOCIO,SEXO,SUCURSAL,TIPO_NEGOCIO,TIPO_VIVIENDA
154876,6,1100,2000,8,0,2000,56,8000,500,ZAPOPAN,ZAPOPAN,PRIMARIA,JALISCO,VIUDO,JALISCO,FEMENINO,TONALA,VENTA_DE_ROPA,PROPIA
154878,11600,1900,700,5,2,4900,43,19600,2000,ZAPOPAN,ZAPOPAN,PRIMARIA,JALISCO,SOLTERO,JALISCO,FEMENINO,TONALA,VENTA_DE_ALIMENTOS,RENTADA
154135,264440,1500,7000,26440,4,2000,46,8000,200,TEPETLIXPA,TEPETLIXPA,SECUNDARIA,MEXICO,CASADO,MEXICO,MASCULINO,AMECAMECA,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,PROPIA
159515,12000,2000,5000,17200,3,3000,42,12000,1500,TEXCOCO,TEXCOCO,LICENCIATURA,MEXICO,CASADO,MEXICO,MASCULINO,TEXCOCO,VENTA_DE_ROPA,FAMILIAR
160121,12000,2000,3500,9200,3,3000,40,12000,1500,TEXCOCO,TEXCOCO,BACHILLERATO,MEXICO,CASADO,MEXICO,FEMENINO,TEXCOCO,TLAPALERIA/FERRETERIA/MATERIALES_DE_CONSTRUCCION,FAMILIAR
160325,6600,1150,1900,6600,1,2100,42,8400,250,TLALMANALCO,TLALMANALCO,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ALIMENTOS,FAMILIAR
160328,4400,500,1500,4400,1,1700,36,6800,700,TLALMANALCO,TLALMANALCO,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ROPA,FAMILIAR
160330,4800,500,800,4800,0,2750,55,11000,1250,TLALMANALCO,TLALMANALCO,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,AMECAMECA,VENTA_POR_CATALOGO,FAMILIAR
160332,4000,600,2000,4000,0,1000,58,4000,600,TLALMANALCO,TLALMANALCO,LICENCIATURA,MEXICO,SOLTERO,MEXICO,FEMENINO,AMECAMECA,FLORES/ARREGLOS,FAMILIAR
160336,7400,500,1000,7400,0,2400,55,9600,300,TLALMANALCO,TLALMANALCO,LICENCIATURA,MEXICO,SOLTERO,MEXICO,FEMENINO,AMECAMECA,LAVANDERIA/TINTORERIA/PLANCHADURIA,FAMILIAR
160337,9000,800,1500,9000,0,4500,40,18000,1750,TLALMANALCO,TLALMANALCO,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ALIMENTOS,FAMILIAR
160338,8000,1300,2700,8000,1,2500,27,10000,1000,TLALMANALCO,TLALMANALCO,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ROPA,FAMILIAR
151779,12000,1200,1800,7840,0,3000,20,12000,500,NEZAHUALCOYOTL,NEZAHUALCOYOTL,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,VENTA_DE_ALIMENTOS,FAMILIAR
155261,10000,800,1200,6400,1,2500,37,10000,1100,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO,MEXICO,SOLTERO,MEXICO,MASCULINO,NEZAHUALCOYOTL_2,VENTA_DE_ALIMENTOS,FAMILIAR
156038,12000,1000,2200,7400,1,3000,37,12000,900,NEZAHUALCOYOTL,NEZAHUALCOYOTL,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
159297,11600,800,2000,11600,1,3500,48,11600,1500,IXTACZOQUITLAN,IXTACZOQUITLAN,SIN_ESTUDIOS,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,VENTA_DE_ALIMENTOS,FAMILIAR
159181,7600,400,2500,16000,0,2900,44,11600,1000,MINATITLAN,COSOLEACAQUE,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,ABARROTES/MISCELANEAS/PERECEDEROS,PROPIA
159302,8000,500,2200,0,0,2000,39,4800,800,MINATITLAN,MINATITLAN,PRIMARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,ABARROTES/MISCELANEAS/PERECEDEROS,PROPIA
153722,9500,1000,1900,9500,0,4000,58,12000,2000,IZTAPALAPA,IZTAPALAPA,BACHILLERATO,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,BELLEZA/SALON/ESTETICA/BARBERIA,PROPIA
153727,17524,1100,3600,17524,0,4500,40,18000,2000,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,DIVORCIADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,VENTA_DE_ALIMENTOS,FAMILIAR
153777,10604,900,2750,10604,1,1800,27,7200,500,IZTAPALAPA,IZTAPALAPA,BACHILLERATO,DISTRITO_FEDERAL,SEPARADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,VENTA_DE_ROPA,PROPIA
153586,12000,1400,1600,7600,2,3000,48,12000,1200,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
153587,10000,800,1800,5296,0,2500,43,10000,1300,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
151844,5520,1300,3000,5520,0,4000,50,16000,1000,CHICOLOAPAN,CHICOLOAPAN,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,CHIMALHUACAN_2,BELLEZA/SALON/ESTETICA/BARBERIA,PROPIA
152263,18000,1300,1500,10200,1,4500,28,18000,2000,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,FAMILIAR
154927,14000,2300,1500,4400,1,3500,34,14000,1500,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,FAMILIAR
154932,24000,3300,2300,7400,3,6000,42,24000,3000,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,FAMILIAR
158056,9600,1500,2500,9600,2,2000,49,8000,200,ZAPOPAN,ZAPOPAN,SECUNDARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
159018,4000,1500,1500,4000,1,1200,28,4800,200,ZAPOPAN,ZAPOPAN,SECUNDARIA,JALISCO,UNION LIBRE,JALISCO,FEMENINO,TONALA,BELLEZA/SALON/ESTETICA/BARBERIA,RENTADA
156456,5200,400,1900,9400,0,2100,20,8400,800,MINATITLAN,MINATITLAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,VENTA_DE_ROPA,FAMILIAR
156462,6000,600,1900,11200,0,2400,52,9600,900,COSOLEACAQUE,COSOLEACAQUE,PRIMARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,VENTA_DE_ROPA,FAMILIAR
157176,7000,400,2000,13400,0,2500,22,10000,750,COSOLEACAQUE,COSOLEACAQUE,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,MASCULINO,COATZACOALCOS,ABARROTES/MISCELANEAS/PERECEDEROS,RENTADA
159498,11820,1300,2800,11820,0,5000,52,20000,2500,IZTAPALAPA,IZTAPALAPA,BACHILLERATO,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,MASCULINO,IZTAPALAPA,VENTA_DE_ALIMENTOS,PROPIA
159529,17604,1800,3700,17604,3,4700,47,18800,1500,IZTAPALAPA,IZTAPALAPA,TECNICO,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,FABRICA/TALLER/ELABORACION/REPARACION,PROPIA
159833,7604,1100,2700,7604,0,1600,47,6400,800,IZTAPALAPA,IZTAPALAPA,PRIMARIA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,VENTA_DE_ROPA,FAMILIAR
153252,6800,1100,500,6800,1,4000,49,1600,1500,OZUMBA,OZUMBA,TECNICO,MEXICO,VIUDO,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ROPA,PROPIA
158881,14804,1200,3000,14804,1,4000,54,12000,1500,IZTAPALAPA,IZTAPALAPA,PRIMARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,EVENTOS/SALONES/SILLAS/MESAS,FAMILIAR
158889,13604,1300,2100,13604,1,3600,60,14400,500,IZTAPALAPA,IZTAPALAPA,LICENCIATURA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,EDUCACION/ESCUELAS/CENTRO_DE_CAPACITACION,FAMILIAR
159518,11604,1300,3500,11604,2,3000,35,12000,1500,IZTAPALAPA,IZTAPALAPA,BACHILLERATO,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,JOYERIA/BISUTERIA/FUNDICION,FAMILIAR
152778,6600,1200,0,6600,3,5000,31,2000,1500,CHALCO,CHALCO,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,CHALCO,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
153539,8400,1300,2500,8400,2,8000,33,32000,6000,LA_PAZ,LA_PAZ,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,CHIMALHUACAN_2,ABARROTES/MISCELANEAS/PERECEDEROS,FAMILIAR
156623,11200,600,2000,11200,0,2500,53,11200,1100,ATZACAN,ATZACAN,PRIMARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,VENTA_POR_CATALOGO,PROPIA
156764,11200,600,2500,11200,2,2500,46,11200,1300,ATZACAN,ATZACAN,PRIMARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,VENTA_POR_CATALOGO,PROPIA
156848,13200,600,2500,13200,0,3000,41,13200,1300,ATZACAN,ATZACAN,PRIMARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,VENTA_DE_ALIMENTOS,PROPIA
156881,12000,500,2000,20000,0,3000,21,12000,1500,ATZACAN,ATZACAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,MASCULINO,ORIZABA,VENTA_DE_ALIMENTOS,PROPIA
157177,8000,400,2000,14400,0,3000,38,12000,1000,MINATITLAN,MINATITLAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,ARTE/ARTESANIAS,FAMILIAR
159142,4000,600,2000,9600,0,2000,33,8000,1000,MINATITLAN,MINATITLAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,MASCULINO,COATZACOALCOS,CALZADO_REPARACION_Y_VENTA,FAMILIAR
157613,6360,1650,2300,6360,3,2800,34,11200,1200,VALLE_DE_CHALCO_SOLIDARIDAD,VALLE_DE_CHALCO_SOLIDARIDAD,PRIMARIA,MEXICO,CASADO,MEXICO,MASCULINO,CHALCO,VENTA_DE_ROPA,PROPIA
153721,11604,800,2400,11604,0,4000,50,16000,2000,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,VENTA_DE_ALIMENTOS,PROPIA
153774,8404,1100,1900,8404,0,3300,51,13200,1500,IZTAPALAPA,IZTAPALAPA,BACHILLERATO,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,VENTA_DE_ROPA,FAMILIAR
155968,6400,300,2000,11456,0,2500,67,10000,900,COSOLEACAQUE,COSOLEACAQUE,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,VENTA_POR_CATALOGO,PROPIA
155889,16800,1500,3500,13600,1,4200,52,16800,1500,TEXCOCO,TEXCOCO,PRIMARIA,MEXICO,CASADO,MEXICO,FEMENINO,TEXCOCO_2,VENTA_DE_ALIMENTOS,PROPIA
156418,12000,1700,2000,7200,1,4000,22,12000,2000,TEXCOCO,TEXCOCO,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,TEXCOCO_2,VENTA_DE_ROPA,FAMILIAR
156422,15200,1500,4500,12212,2,3800,29,15200,700,TEXCOCO,TEXCOCO,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,TEXCOCO_2,DESPERDICIOS/RESIDUOS/RECICLAJE,PROPIA
157287,40000,1600,0,40000,2,10000,47,40000,3000,GUADALAJARA,GUADALAJARA,LICENCIATURA,JALISCO,SOLTERO,JALISCO,FEMENINO,TONALA_2,VENTA_DE_ALIMENTOS,OTRO
157291,24000,1300,1500,24000,0,6000,60,24000,1500,TONALA,TONALA,SECUNDARIA,JALISCO,VIUDO,JALISCO,FEMENINO,TONALA_2,VENTA_DE_ALIMENTOS,OTRO
157311,28000,1300,1500,28000,1,7000,32,28000,1750,TONALA,TONALA,PRIMARIA,JALISCO,UNION LIBRE,JALISCO,FEMENINO,TONALA_2,VENTA_DE_ROPA,OTRO
157312,24000,1400,2500,24000,1,6000,50,24000,1500,GUADALAJARA,GUADALAJARA,SECUNDARIA,JALISCO,UNION LIBRE,JALISCO,FEMENINO,TONALA_2,CALZADO_REPARACION_Y_VENTA,OTRO
157313,32000,1600,2000,32000,1,8000,49,32000,2000,GUADALAJARA,GUADALAJARA,BACHILLERATO,JALISCO,VIUDO,JALISCO,FEMENINO,TONALA_2,CALZADO_REPARACION_Y_VENTA,OTRO
159404,9000,1100,1300,5000,10,2250,23,9000,1000,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,VENTA_DE_ALIMENTOS,FAMILIAR
157785,40000,1600,1500,40000,4,10000,53,40000,2000,GUADALAJARA,GUADALAJARA,PRIMARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA_2,VENTA_DE_MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,OTRO
157786,36000,1400,2000,36000,2,9000,37,36000,2000,GUADALAJARA,GUADALAJARA,SECUNDARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA_2,BELLEZA/SALON/ESTETICA/BARBERIA,OTRO
157787,28000,1600,1500,28000,1,7000,51,28000,1300,GUADALAJARA,GUADALAJARA,SECUNDARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA_2,VENTA_DE_ROPA,OTRO
157789,24000,1000,1500,24000,0,6000,22,24000,2000,GUADALAJARA,GUADALAJARA,BACHILLERATO,JALISCO,SOLTERO,JALISCO,FEMENINO,TONALA_2,JOYERIA/BISUTERIA/FUNDICION,OTRO
159527,13420,1500,3000,13420,3,7000,36,28000,4000,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,ABARROTES/MISCELANEAS/PERECEDEROS,FAMILIAR
155387,5200,1000,1200,5200,2,3500,27,14000,1800,VALLE_DE_CHALCO_SOLIDARIDAD,CHALCO,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,CHALCO,AGUA/POTABLE/RESIDUAL,FAMILIAR
155389,11600,1200,2000,11600,1,6000,40,24000,3000,VALLE_DE_CHALCO_SOLIDARIDAD,CHALCO,SECUNDARIA,MEXICO,DIVORCIADO,MEXICO,FEMENINO,CHALCO,ABARROTES/MISCELANEAS/PERECEDEROS,PROPIA
155390,6400,1400,1300,6400,2,3500,30,14000,1000,VALLE_DE_CHALCO_SOLIDARIDAD,CHALCO,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,CHALCO,VENTA_DE_ROPA,FAMILIAR
155433,7000,1050,1700,7000,1,3500,34,14000,1700,VALLE_DE_CHALCO_SOLIDARIDAD,CHALCO,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,CHALCO,VENTA_DE_ROPA,FAMILIAR
155487,6200,900,1500,6200,2,3000,33,12000,1500,VALLE_DE_CHALCO_SOLIDARIDAD,CHALCO,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,CHALCO,VENTA_DE_ALIMENTOS,FAMILIAR
152826,16000,1500,1200,5600,2,4000,32,16000,2000,GUSTAVO_A._MADERO,GUSTAVO_A._MADERO,BACHILLERATO,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,NEZAHUALCOYOTL_2,VENTA_DE_ALIMENTOS,FAMILIAR
153433,12600,800,2500,12600,1,2000,31,8000,500,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,VENTA_DE_ROPA,FAMILIAR
157524,7,900,4000,26,1,5000,19,20000,1500,CUNDUACAN,CUNDUACAN,BACHILLERATO,TABASCO,SOLTERO,TABASCO,FEMENINO,CARDENAS,ANIMALES/VETERINARIA,PROPIA
154301,12800,1100,4000,11600,0,3200,40,12800,2000,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,FABRICA/TALLER/ELABORACION/REPARACION,PROPIA
154338,16800,1800,2700,4000,4,4200,29,16800,2000,MILPA_ALTA,MILPA_ALTA,SIN_ESTUDIOS,DISTRITO_FEDERAL,VIUDO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
154362,9600,1600,2800,4800,1,2400,57,9600,1000,MILPA_ALTA,MILPA_ALTA,PRIMARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ROPA,RENTADA
154366,19200,1400,3500,3200,0,4800,49,19200,1800,MILPA_ALTA,MILPA_ALTA,PRIMARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,OTRO
155280,15200,1750,3000,5800,1,3800,55,15200,1500,MILPA_ALTA,MILPA_ALTA,SIN_ESTUDIOS,DISTRITO_FEDERAL,VIUDO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,PROPIA
155867,12000,1500,3000,14240,3,3000,36,12000,700,TEXCOCO,TEXCOCO,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,TEXCOCO_2,VENTA_DE_ALIMENTOS,FAMILIAR
158705,7600,1500,2000,10000,2,2500,35,7600,500,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
158819,6400,400,2500,13000,0,2500,51,10000,900,MINATITLAN,MINATITLAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,JOYERIA/BISUTERIA/FUNDICION,PROPIA
159063,12000,800,2000,16800,0,5000,31,20000,2000,MINATITLAN,MINATITLAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,EVENTOS/SALONES/SILLAS/MESAS,PROPIA
154785,6680,1000,2500,6680,0,1800,41,7200,750,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,SEPARADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,JOYERIA/BISUTERIA/FUNDICION,FAMILIAR
153568,8000,800,900,10000,0,3000,35,12000,1000,COATZACOALCOS,COATZACOALCOS,LICENCIATURA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,JOYERIA/BISUTERIA/FUNDICION,FAMILIAR
155398,4400,800,1600,10000,1,2000,32,8000,900,COSOLEACAQUE,COSOLEACAQUE,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,JOYERIA/BISUTERIA/FUNDICION,PROPIA
155590,10800,800,5600,23906,0,4500,45,18000,1800,MINATITLAN,MINATITLAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,ABARROTES/MISCELANEAS/PERECEDEROS,PROPIA
155603,24000,800,6000,35040,0,12000,59,48000,6000,MINATITLAN,MINATITLAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,VENTA_DE_ALIMENTOS,PROPIA
155607,2000,600,3800,21000,0,7000,29,28000,2000,MINATITLAN,MINATITLAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,ABARROTES/MISCELANEAS/PERECEDEROS,FAMILIAR
156837,9200,600,2000,12000,0,3500,50,1400,1200,COSOLEACAQUE,COSOLEACAQUE,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,JOYERIA/BISUTERIA/FUNDICION,PROPIA
156871,12680,600,2500,21680,0,9000,44,21680,4500,MINATITLAN,MINATITLAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,COATZACOALCOS,VENTA_DE_ROPA,PROPIA
156072,8800,600,1900,8800,0,2500,22,8800,1400,ATZACAN,ATZACAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,VENTA_DE_ALIMENTOS,PROPIA
157997,6728,1100,2500,6728,1,2000,50,8000,1000,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,VENTA_DE_ROPA,FAMILIAR
158166,11200,600,2100,11200,0,3000,23,11200,1400,ATZACAN,ATZACAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,VENTA_DE_ALIMENTOS,PROPIA
152232,6000,1400,2100,3900,0,1500,32,6000,700,CHOCAMAN,CHOCAMAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,FORTIN,VENTA_DE_ALIMENTOS,PROPIA
152233,3200,1650,2500,6000,2,800,23,3200,100,CHOCAMAN,CHOCAMAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,FORTIN,VENTA_DE_ROPA,RENTADA
154036,12000,1600,4500,10800,2,3000,36,12000,1800,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,BELLEZA/SALON/ESTETICA/BARBERIA,PROPIA
154040,10000,1100,1000,2800,1,2500,32,10000,500,MILPA_ALTA,MILPA_ALTA,SIN_ESTUDIOS,DISTRITO_FEDERAL,VIUDO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
154042,18000,1700,2800,6400,1,4500,46,18000,1400,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,FABRICA/TALLER/ELABORACION/REPARACION,PROPIA
154045,16000,1200,2500,5800,0,4000,59,16000,2000,MILPA_ALTA,MILPA_ALTA,PRIMARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,PROPIA
154197,8000,700,800,5200,1,2000,23,8000,500,MILPA_ALTA,MILPA_ALTA,BACHILLERATO,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
154274,28800,2000,1500,6400,1,7200,44,28800,4000,MILPA_ALTA,MILPA_ALTA,SIN_ESTUDIOS,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,LAVANDERIA/TINTORERIA/PLANCHADURIA,PROPIA
157791,32000,1300,2000,32000,1,8000,47,32000,2000,GUADALAJARA,GUADALAJARA,SECUNDARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA_2,BELLEZA/SALON/ESTETICA/BARBERIA,OTRO
