APPLICANT_ID,INGRESO_MENSUAL,GASTOS_FAMILIARES,OTROS_INGRESOS,INGRESO_NETO,DEPENDIENTES,VENTAS,EDAD,MONTO_MENSUAL_VENTA,COMPRAS,DELEGACION,DELEGACION_NEGOCIO,ESCOLARIDAD,ESTADO,ESTADO_CIVIL,ESTADO_NEGOCIO,SEXO,SUCURSAL,TIPO_NEGOCIO,TIPO_VIVIENDA
153343,21712,1500,2000,21712,1,12000,44,48000,5000,MILPA_ALTA,MILPA_ALTA,BACHILLERATO,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,TLAHUAC,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,FAMILIAR
153431,11416,1900,2000,11416,3,6000,30,24000,2000,MILPA_ALTA,MILPA_ALTA,BACHILLERATO,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,TLAHUAC,FABRICA/TALLER/ELABORACION/REPARACION,PROPIA
153499,6200,1150,1500,6200,0,2500,23,10000,1000,CHIMALHUACAN,CHIMALHUACAN,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,CHIMALHUACAN_2,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
153500,8000,1600,2000,8000,1,3000,40,12000,900,CHICOLOAPAN,CHICOLOAPAN,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,CHIMALHUACAN_2,DESPERDICIOS/RESIDUOS/RECICLAJE,FAMILIAR
153504,6000,500,1800,3800,1,1500,40,6000,900,HUATUSCO,HUATUSCO,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,FORTIN,VENTA_DE_ALIMENTOS,PROPIA
153509,6028,1550,2500,6028,1,2700,48,10800,1200,CHICOLOAPAN,CHICOLOAPAN,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,CHIMALHUACAN_2,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
153518,14244,1500,1000,14244,0,8000,57,32000,2000,TLAHUAC,TLAHUAC,PRIMARIA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,TLAHUAC,VENTA_DE_ROPA,FAMILIAR
153544,16850,1700,1500,16850,2,12000,46,48000,5000,TLAHUAC,TLAHUAC,SECUNDARIA,DISTRITO_FEDERAL,DIVORCIADO,DISTRITO_FEDERAL,FEMENINO,TLAHUAC,PAPELERIA,FAMILIAR
153556,9412,1150,2000,9412,0,3500,23,14000,1500,CHIMALHUACAN,CHIMALHUACAN,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,CHIMALHUACAN_2,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,FAMILIAR
153564,16912,600,0,16912,0,20000,21,80000,8000,MILPA_ALTA,MILPA_ALTA,LICENCIATURA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,TLAHUAC,VENTA_DE_ALIMENTOS,FAMILIAR
153565,8216,450,1500,8216,0,2500,19,10000,800,MILPA_ALTA,MILPA_ALTA,BACHILLERATO,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,TLAHUAC,VENTA_DE_ALIMENTOS,PROPIA
153584,14196,1000,800,14196,0,10000,60,40000,5000,VALLE_DE_CHALCO_SOLIDARIDAD,VALLE_DE_CHALCO_SOLIDARIDAD,PRIMARIA,MEXICO,SOLTERO,MEXICO,MASCULINO,TLAHUAC,ABARROTES/MISCELANEAS/PERECEDEROS,PROPIA
153704,10400,700,2100,10400,1,1800,45,7200,600,JUCHITEPEC,JUCHITEPEC,PRIMARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ALIMENTOS,PROPIA
153705,11200,1200,0,11200,2,8000,35,32000,3500,JUCHITEPEC,JUCHITEPEC,BACHILLERATO,MEXICO,SOLTERO,MEXICO,MASCULINO,AMECAMECA,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
154441,15200,1300,1300,4580,1,3800,41,15200,1900,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ROPA,PROPIA
154443,15200,1100,2200,7600,0,3800,22,15200,2200,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,JOYERIA/BISUTERIA/FUNDICION,FAMILIAR
154449,21600,900,2800,7524,0,5400,60,21600,1700,XOCHIMILCO,XOCHIMILCO,PRIMARIA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,PROPIA
154459,12800,1500,1800,7600,1,3200,40,12800,800,MILPA_ALTA,MILPA_ALTA,SIN_ESTUDIOS,DISTRITO_FEDERAL,VIUDO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,BELLEZA/SALON/ESTETICA/BARBERIA,PROPIA
154707,33600,1500,6000,10400,1,8400,37,33600,5000,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,ABARROTES/MISCELANEAS/PERECEDEROS,PROPIA
154716,18800,1400,2000,4800,2,4700,34,18800,1800,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,PROPIA
154840,11200,1000,3300,7600,0,2800,59,11200,1200,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,PROPIA
157407,28000,1800,2000,21200,4,7000,36,28000,1500,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO,MEXICO,CASADO,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
157659,11600,1400,3000,11600,1,4000,50,16000,800,TEXCOCO,TEXCOCO,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,TEXCOCO,FABRICA/TALLER/ELABORACION/REPARACION,PROPIA
157681,16000,900,4000,10712,0,4000,30,16000,1000,TEXCOCO,TEXCOCO,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,TEXCOCO,VENTA_POR_CATALOGO,FAMILIAR
157728,12780,2000,6200,12780,3,4200,48,16800,1500,TEXCOCO,TEXCOCO,BACHILLERATO,MEXICO,CASADO,MEXICO,FEMENINO,TEXCOCO,VENTA_DE_ROPA,PROPIA
157912,16000,1600,6000,20916,3,4000,32,16000,800,TEXCOCO,TEXCOCO,BACHILLERATO,MEXICO,CASADO,MEXICO,FEMENINO,TEXCOCO,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
154610,9200,2150,1000,9200,3,6400,39,25600,1500,CHALCO,CHALCO,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,MASCULINO,CHALCO,VENTA_DE_AUTOS/MOTOCICLETAS/LOTES/AUTOPARTES,PROPIA
154899,21752,1200,3000,21752,2,12000,32,48000,5000,ECATZINGO,ECATZINGO,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,ABARROTES/MISCELANEAS/PERECEDEROS,PROPIA
154900,18752,700,3500,18752,1,5000,24,20000,1200,AMECAMECA,AMECAMECA,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ALIMENTOS,PROPIA
154902,32620,1400,7500,31620,2,8500,37,34000,1500,AMECAMECA,AMECAMECA,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ALIMENTOS,PROPIA
154905,26160,1200,5500,26160,1,9000,41,36000,2500,AMECAMECA,AMECAMECA,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,TORTILLERIA/MOLINO,PROPIA
154906,29152,1500,6500,29,2,10000,40,40000,3000,AMECAMECA,AMECAMECA,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ALIMENTOS,PROPIA
155282,12500,1000,800,7700,0,3125,41,12500,800,LA_PAZ,LA_PAZ,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,FAMILIAR
155287,12000,1000,1200,6800,1,3000,33,12000,800,LA_PAZ,LA_PAZ,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,VENTA_DE_ALIMENTOS,FAMILIAR
155395,6000,1550,2000,5524,1,3000,34,12000,1500,CHALCO,CHALCO,SECUNDARIA,JALISCO,UNION LIBRE,JALISCO,FEMENINO,TONALA,VENTA_DE_ALIMENTOS,RENTADA
155399,6400,1590,3800,13240,1,2600,50,10400,1000,CHALCO,CHALCO,PRIMARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA,VENTA_DE_ROPA,PROPIA
155403,4,650,2000,0,0,3000,48,12000,2000,CHALCO,CHALCO,TECNICO,JALISCO,UNION LIBRE,JALISCO,FEMENINO,TONALA,VENTA_DE_ALIMENTOS,RENTADA
155407,4,600,3700,12,2,3000,26,12000,2000,CHALCO,CHALCO,SECUNDARIA,JALISCO,SOLTERO,JALISCO,FEMENINO,TONALA,VENTA_DE_ROPA,RENTADA
155415,13800,1300,2800,13800,1,2500,52,10000,500,JUCHITEPEC,JUCHITEPEC,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,AMECAMECA,JOYERIA/BISUTERIA/FUNDICION,RENTADA
155558,25200,700,2000,25200,0,11000,50,44000,5000,OZUMBA,JUCHITEPEC,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,TLAPALERIA/FERRETERIA/MATERIALES_DE_CONSTRUCCION,PROPIA
155569,11200,1200,1700,11,1,4000,52,16000,1500,JUCHITEPEC,JUCHITEPEC,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ROPA,PROPIA
157926,11000,1300,1500,11000,2,2750,30,11000,800,IZTAPALAPA,IZTAPALAPA,BACHILLERATO,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,NEZAHUALCOYOTL_2,VENTA_DE_ROPA,FAMILIAR
148081,2500,1500,4000,30,1,10000,30,40000,5000,HUIMANGUILLO,HUIMANGUILLO,SECUNDARIA,TABASCO,UNION LIBRE,TABASCO,FEMENINO,CARDENAS,VENTA_DE_MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,PROPIA
152286,7500,1500,3000,16,1,4000,19,16000,1500,HUIMANGUILLO,HUIMANGUILLO,PRIMARIA,TABASCO,CASADO,TABASCO,FEMENINO,CARDENAS,CALZADO_REPARACION_Y_VENTA,PROPIA
152563,4000,1200,4000,18,0,2500,21,10000,800,HUIMANGUILLO,HUIMANGUILLO,LICENCIATURA,TABASCO,SOLTERO,TABASCO,FEMENINO,CARDENAS,ABARROTES/MISCELANEAS/PERECEDEROS,FAMILIAR
152623,4000,1200,4500,17200,0,1800,48,10800,800,HUIMANGUILLO,HUIMANGUILLO,PRIMARIA,TABASCO,CASADO,TABASCO,FEMENINO,CARDENAS,BELLEZA/SALON/ESTETICA/BARBERIA,PROPIA
152793,7500,1500,8000,32,0,3000,20,12000,1500,HUIMANGUILLO,HUIMANGUILLO,SECUNDARIA,TABASCO,SOLTERO,TABASCO,FEMENINO,CARDENAS,VENTA_DE_ROPA,FAMILIAR
152953,10,1500,4000,18000,2,4000,42,16000,2000,HUIMANGUILLO,HUIMANGUILLO,PRIMARIA,TABASCO,CASADO,TABASCO,FEMENINO,CARDENAS,CALZADO_REPARACION_Y_VENTA,PROPIA
152985,3500,800,4000,18000,0,2000,19,8000,700,HUIMANGUILLO,HUIMANGUILLO,BACHILLERATO,TABASCO,SOLTERO,TABASCO,FEMENINO,CARDENAS,JOYERIA/BISUTERIA/FUNDICION,FAMILIAR
153202,4860,2200,2600,4860,3,3000,43,12000,1300,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,JOYERIA/BISUTERIA/FUNDICION,FAMILIAR
153248,5260,2750,3700,5260,4,2300,34,9200,1000,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,MASCULINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,FAMILIAR
153251,5200,1550,2500,7400,0,1300,53,5200,300,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,PROPIA
153582,11500,1500,1800,8700,1,2875,44,11500,800,NEZAHUALCOYOTL,NEZAHUALCOYOTL,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
153585,12000,1500,1800,6800,2,3000,46,12000,1300,NEZAHUALCOYOTL,NEZAHUALCOYOTL,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,VENTA_DE_ALIMENTOS,FAMILIAR
153678,10000,2500,3000,6060,1,2500,36,10000,500,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,MASCULINO,MILPA_ALTA,MECANICA_AUTOMOTRIZ/INDUSTRIAL,FAMILIAR
153855,3600,1000,1000,3600,0,2500,24,10000,1500,TEXCOCO,TEXCOCO,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,TEXCOCO,ARTE/ARTESANIAS,RENTADA
153878,7200,900,1000,7200,0,1800,19,7200,250,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
153889,14000,1500,2400,6860,0,3500,25,14000,1800,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,FAMILIAR
152624,16000,3200,3300,8400,2,4000,41,16000,1800,MILPA_ALTA,MILPA_ALTA,SECUNDARIA,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,MILPA_ALTA,VENTA_DE_ALIMENTOS,FAMILIAR
153038,8000,1650,1500,4600,3,2000,34,8000,500,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
153082,4000,600,4000,9,0,2000,62,8000,1000,ZAPOPAN,ZAPOPAN,SECUNDARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA,PAPELERIA,FAMILIAR
153085,4000,1800,3500,6,0,2000,38,8000,650,ZAPOPAN,ZAPOPAN,BACHILLERATO,JALISCO,CASADO,JALISCO,FEMENINO,TONALA,VENTA_DE_ALIMENTOS,PROPIA
153086,20000,1700,2000,17,0,8000,52,32000,3000,ZAPOPAN,ZAPOPAN,SECUNDARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA,VENTA_DE_ALIMENTOS,PROPIA
153087,6000,500,3150,14,0,2500,47,10000,1000,ZAPOPAN,ZAPOPAN,SECUNDARIA,JALISCO,VIUDO,JALISCO,FEMENINO,TONALA,JARCIERIA,FAMILIAR
153096,4,650,3100,11200,2,1500,28,6000,500,ZAPOPAN,ZAPOPAN,SIN_ESTUDIOS,JALISCO,UNION LIBRE,JALISCO,FEMENINO,TONALA,VENTA_DE_ROPA,FAMILIAR
153199,6000,1500,4000,14,2,2000,49,8000,500,ZAPOPAN,ZAPOPAN,SECUNDARIA,JALISCO,CASADO,JALISCO,FEMENINO,TONALA,CALZADO_REPARACION_Y_VENTA,FAMILIAR
157409,14500,1300,1800,9700,1,3625,22,14500,1500,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,CARNICERIA/POLLERIA/RASTRO,FAMILIAR
158090,10900,2300,1700,10900,0,6500,49,26000,2700,CHALCO,CHALCO,BACHILLERATO,MEXICO,CASADO,MEXICO,FEMENINO,CHALCO,JARCIERIA,PROPIA
158292,20140,2600,3000,20140,0,10500,51,42000,4500,CHALCO,CHALCO,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,CHALCO,FABRICA/TALLER/ELABORACION/REPARACION,PROPIA
158354,8400,1100,1900,8400,3,2000,29,8000,700,OZUMBA,OZUMBA,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,FAMILIAR
158356,6400,700,500,6400,0,2000,64,8000,200,OZUMBA,OZUMBA,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_AUTOS/MOTOCICLETAS/LOTES/AUTOPARTES,FAMILIAR
158579,4800,500,700,4800,0,1500,24,6000,400,OZUMBA,OZUMBA,TECNICO,MEXICO,SOLTERO,MEXICO,FEMENINO,AMECAMECA,VENTA_DE_ALIMENTOS,FAMILIAR
152823,19200,1200,2000,10000,2,4800,30,19200,2600,MILPA_ALTA,MILPA_ALTA,BACHILLERATO,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,MASCULINO,MILPA_ALTA,JARCIERIA,FAMILIAR
154278,12000,1300,1200,8600,1,3000,52,12000,500,LA_PAZ,LA_PAZ,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,BELLEZA/SALON/ESTETICA/BARBERIA,FAMILIAR
154281,11000,1100,1400,6800,1,2750,27,11000,700,LA_PAZ,LA_PAZ,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,NEZAHUALCOYOTL_2,VENTA_DE_ALIMENTOS,FAMILIAR
154465,5400,3800,3000,5400,2,4500,34,18000,1500,CHALCO,CHALCO,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,CHALCO,VENTA_DE_ROPA,RENTADA
154608,4800,1700,2000,4800,2,4000,38,16000,2300,CHALCO,CHALCO,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,CHALCO,VENTA_DE_ALIMENTOS,PROPIA
154715,8400,600,1500,8400,0,5500,46,22000,2500,CHALCO,CHALCO,BACHILLERATO,MEXICO,SOLTERO,MEXICO,FEMENINO,CHALCO,VENTA_DE_ALIMENTOS,PROPIA
154792,7800,850,0,7800,0,4500,59,8500,1000,CHALCO,CHALCO,LICENCIATURA,MEXICO,DIVORCIADO,MEXICO,FEMENINO,CHALCO,EDUCACION/ESCUELAS/CENTRO_DE_CAPACITACION,FAMILIAR
154827,7000,1000,1300,7000,0,3500,54,14000,1500,CHALCO,CHALCO,BACHILLERATO,MEXICO,UNION LIBRE,MEXICO,FEMENINO,CHALCO,JOYERIA/BISUTERIA/FUNDICION,FAMILIAR
153761,11804,1200,2850,11804,1,3500,45,14000,1500,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,AMEDICINA/SALUD/FARMACIA,FAMILIAR
153765,8000,1300,2800,9000,2,2000,32,800,400,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,VENTA_DE_ROPA,FAMILIAR
153767,9604,1150,2150,9604,1,3700,44,14800,1500,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,AGUA/POTABLE/RESIDUAL,FAMILIAR
153795,10000,1600,2800,8920,2,2500,24,10000,1000,CHOCAMAN,CHOCAMAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,FORTIN,VENTA_DE_ALIMENTOS,PROPIA
153838,14000,1500,1000,5080,1,3500,22,1400,1300,CHOCAMAN,CHOCAMAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,FORTIN,VENTA_DE_ALIMENTOS,PROPIA
153857,3600,1000,2500,6400,0,900,66,3600,400,CHOCAMAN,CHOCAMAN,PRIMARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,UNION LIBRE,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,FORTIN,VENTA_DE_ROPA,PROPIA
153961,12000,900,1800,12420,1,4000,44,12000,1000,IZTAPALAPA,IZTAPALAPA,BACHILLERATO,DISTRITO_FEDERAL,SEPARADO,DISTRITO_FEDERAL,MASCULINO,IZTAPALAPA,MECANICA_AUTOMOTRIZ/INDUSTRIAL,FAMILIAR
154056,19000,1450,3200,19000,3,6000,45,24000,2500,TEPETLIXPA,TEPETLIXPA,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,ABARROTES/MISCELANEAS/PERECEDEROS,PROPIA
153542,6200,1050,2000,6200,0,2000,27,8000,700,CHIMALHUACAN,CHIMALHUACAN,PRIMARIA,MEXICO,UNION LIBRE,MEXICO,MASCULINO,CHIMALHUACAN_2,VENTA_DE_ROPA,FAMILIAR
153904,14000,900,2100,14000,1,3000,37,12000,700,TEPETLIXPA,TEPETLIXPA,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,PANADERIA,FAMILIAR
154666,9000,900,2150,9000,1,3000,37,12000,1500,IZTAPALAPA,IZTAPALAPA,SECUNDARIA,DISTRITO_FEDERAL,SOLTERO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,DESPERDICIOS/RESIDUOS/RECICLAJE,FAMILIAR
157598,19448,1100,4000,19448,2,3500,36,14000,1000,TEPETLIXPA,TEPETLIXPA,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,FAMILIAR
157602,8952,1050,2100,8952,1,3000,28,12000,700,TEPETLIXPA,TEPETLIXPA,SECUNDARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,PROPIA
157608,12144,1000,3500,12144,2,2000,35,8000,600,TEPETLIXPA,TEPETLIXPA,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,PROPIA
157719,11400,500,3000,11400,0,2000,57,8000,500,TEPETLIXPA,TEPETLIXPA,PRIMARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,FABRICA/TALLER/ELABORACION/REPARACION,PROPIA
157993,15080,1300,4200,15080,3,3800,30,15200,2000,IZTAPALAPA,IZTAPALAPA,BACHILLERATO,DISTRITO_FEDERAL,UNION LIBRE,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,FABRICA/TALLER/ELABORACION/REPARACION,FAMILIAR
157998,9780,1300,2900,9780,1,2800,53,11200,1200,IZTAPALAPA,IZTAPALAPA,PRIMARIA,DISTRITO_FEDERAL,CASADO,DISTRITO_FEDERAL,FEMENINO,IZTAPALAPA,CALZADO_REPARACION_Y_VENTA,FAMILIAR
158022,10800,1300,2000,10800,2,2500,36,10000,500,TEPETLIXPA,TEPETLIXPA,PRIMARIA,MEXICO,UNION LIBRE,MEXICO,FEMENINO,AMECAMECA,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,FAMILIAR
158128,7036,600,1700,7036,0,2000,70,8000,500,TEPETLIXPA,TEPETLIXPA,PRIMARIA,MEXICO,CASADO,MEXICO,FEMENINO,AMECAMECA,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,FAMILIAR
152329,10232,550,1800,10232,0,11000,42,44000,800,CHIMALHUACAN,CHIMALHUACAN,SECUNDARIA,MEXICO,SOLTERO,MEXICO,MASCULINO,CHIMALHUACAN_2,JOYERIA/BISUTERIA/FUNDICION,FAMILIAR
152339,22072,550,1000,22072,0,9500,45,38000,800,CHIMALHUACAN,CHIMALHUACAN,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,CHIMALHUACAN_2,VENTA_DE_ALIMENTOS,FAMILIAR
152475,17956,500,0,17956,0,10500,39,42000,1000,CHIMALHUACAN,CHIMALHUACAN,SECUNDARIA,MEXICO,SOLTERO,MEXICO,FEMENINO,CHIMALHUACAN_2,VENTA_DE_ALIMENTOS,FAMILIAR
153138,9600,800,2000,9600,0,2500,51,9600,1300,ATZACAN,ATZACAN,PRIMARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,MASCULINO,ORIZABA,VENTA_DE_ALIMENTOS,PROPIA
153183,10400,600,1800,10400,0,2800,34,10400,1400,ATZACAN,ATZACAN,SECUNDARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,VENTA_DE_ALIMENTOS,PROPIA
153185,10800,600,1900,10800,0,2600,22,10800,1200,ATZACAN,ATZACAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,BELLEZA/SALON/ESTETICA/BARBERIA,PROPIA
153197,9200,700,1500,9200,0,2500,22,9200,1000,ATZACAN,ATZACAN,BACHILLERATO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,SOLTERO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,JOYERIA/BISUTERIA/FUNDICION,PROPIA
153220,12000,800,2500,12000,0,3000,38,12000,1400,ATZACAN,ATZACAN,PRIMARIA,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,CASADO,VERACRUZ_DE_IGNACIO_DE_LA_LLAVE,FEMENINO,ORIZABA,VENTA_DE_ALIMENTOS,PROPIA
157412,12000,1000,1500,6000,0,3000,35,12000,1500,TEXCOCO,TEXCOCO,SECUNDARIA,MEXICO,CASADO,MEXICO,FEMENINO,TEXCOCO,VENTA_DE_ALIMENTOS,PROPIA
157421,12000,1200,2000,7200,2,3000,34,12000,1500,TEXCOCO,TEXCOCO,SIN_ESTUDIOS,MEXICO,VIUDO,MEXICO,FEMENINO,TEXCOCO,VENTA_DE_ROPA,FAMILIAR
