label,approval_score,applicant_id
RECHAZADO,0.2245840579,156159
RECHAZADO,0.8098911643,156160
RECHAZADO,0.2511988282,156161
RECHAZADO,0.4956662357,156247
RECHAZADO,0.9274991155,156849
RECHAZADO,0.8558652401,156851
APROBADO,0.9718202949,156872
RECHAZADO,0.9094651341,156876
RECHAZADO,0.932464242,156878
RECHAZADO,0.4060025215,156882
RECHAZADO,0.8433912396,156884
RECHAZADO,0.5517470837,151527
RECHAZADO,0.8388869166,152598
APROBADO,0.9549494982,152602
RECHAZADO,0.6049047112,152605
APROBADO,0.9714862704,153040
RECHAZADO,0.2012019604,153763
RECHAZADO,0.1737522632,153824
RECHAZADO,0.3967818618,153825
RECHAZADO,0.7120341659,153827
RECHAZADO,0.1355650872,153828
RECHAZADO,0.5628220439,153830
APROBADO,0.9496219754,153837
RECHAZADO,0.8022179008,153320
RECHAZADO,0.6913330555,153323
RECHAZADO,0.9160491228,153343
RECHAZADO,0.4476868808,153431
RECHAZADO,0.6741599441,153499
RECHAZADO,0.7186231017,153500
APROBADO,0.9370124936,153504
RECHAZADO,0.7755209208,153509
RECHAZADO,0.9034671783,153518
RECHAZADO,0.5241780281,153544
RECHAZADO,0.8729096651,153556
RECHAZADO,0.9319375157,153564
RECHAZADO,0.7650051117,153565
RECHAZADO,0.7250720859,153584
RECHAZADO,0.8682991862,153704
APROBADO,0.9730646014,153705
APROBADO,0.9744104743,154441
RECHAZADO,0.5865215063,154443
RECHAZADO,0.4757682085,154449
RECHAZADO,0.8915753961,154459
RECHAZADO,0.645427227,154707
RECHAZADO,0.896838069,154716
RECHAZADO,0.6572140455,154840
APROBADO,0.9701152444,157407
APROBADO,0.9946044087,157659
APROBADO,0.9914668798,157681
RECHAZADO,0.9244481325,157728
RECHAZADO,0.9294523597,157912
RECHAZADO,0.5470895171,154610
RECHAZADO,0.8794966936,154899
RECHAZADO,0.7201250196,154900
APROBADO,0.9817597866,154902
APROBADO,0.9669418335,154905
RECHAZADO,0.8898194432,154906
RECHAZADO,0.476323843,155282
RECHAZADO,0.5689552426,155287
RECHAZADO,0.6192603111,155395
RECHAZADO,0.8088710308,155399
RECHAZADO,0.8234059811,155403
RECHAZADO,0.7957441807,155407
APROBADO,0.976139605,155415
RECHAZADO,0.9202337861,155558
RECHAZADO,0.9229663014,155569
RECHAZADO,0.1765107363,157926
RECHAZADO,0.20625633,148081
RECHAZADO,0.188473314,152286
RECHAZADO,0.4209084213,152563
RECHAZADO,0.5444723964,152623
RECHAZADO,0.2631152868,152793
RECHAZADO,0.1882675588,152953
RECHAZADO,0.5367929935,152985
RECHAZADO,0.6724068522,153202
RECHAZADO,0.3056996763,153248
RECHAZADO,0.1326844841,153251
RECHAZADO,0.9323307872,153582
RECHAZADO,0.6108381748,153585
RECHAZADO,0.2845524251,153678
RECHAZADO,0.9302932024,153855
RECHAZADO,0.6430099607,153878
RECHAZADO,0.3699172437,153889
RECHAZADO,0.8178322315,152624
RECHAZADO,0.8148167133,153038
RECHAZADO,0.8567306399,153082
RECHAZADO,0.8750835657,153085
APROBADO,0.9743169546,153086
APROBADO,0.9547561407,153087
RECHAZADO,0.9114820361,153096
RECHAZADO,0.7689501643,153199
APROBADO,0.9544881582,157409
RECHAZADO,0.2710708082,158090
RECHAZADO,0.5963981152,158292
RECHAZADO,0.9092857242,158354
RECHAZADO,0.5351361632,158356
RECHAZADO,0.5886150599,158579
RECHAZADO,0.8450929523,152823
RECHAZADO,0.7341828346,154278
RECHAZADO,0.3332738578,154281
RECHAZADO,0.4633139074,154465
RECHAZADO,0.2992750108,154608
RECHAZADO,0.7209627628,154715
RECHAZADO,0.8391850591,154792
APROBADO,0.9455866218,154827
RECHAZADO,0.3730329275,153761
RECHAZADO,0.1520555466,153765
RECHAZADO,0.3695053458,153767
RECHAZADO,0.8587768674,153795
RECHAZADO,0.6933394074,153838
RECHAZADO,0.9082040787,153857
RECHAZADO,0.5212143064,153961
APROBADO,0.994263947,154056
RECHAZADO,0.6378759742,153542
RECHAZADO,0.7040127516,153904
RECHAZADO,0.4142433405,154666
APROBADO,0.9851921797,157598
RECHAZADO,0.8577898145,157602
APROBADO,0.9449500442,157608
APROBADO,0.9900792837,157719
RECHAZADO,0.7603391409,157993
RECHAZADO,0.3886976242,157998
APROBADO,0.9394216537,158022
RECHAZADO,0.565162003,158128
RECHAZADO,0.1919392645,152329
RECHAZADO,0.1331288517,152339
RECHAZADO,0.4333603382,152475
RECHAZADO,0.5696525574,153138
RECHAZADO,0.0670216903,153183
RECHAZADO,0.3023249209,153185
RECHAZADO,0.8559784889,153197
RECHAZADO,0.1647247076,153220
RECHAZADO,0.5392612815,157412
RECHAZADO,0.8662916422,157421
RECHAZADO,0.9181953669,157661
RECHAZADO,0.7793108225,157662
APROBADO,0.975823164,157675
APROBADO,0.9913789034,157676
RECHAZADO,0.8417035937,157680
APROBADO,0.9404430389,159071
RECHAZADO,0.8671740294,159077
RECHAZADO,0.8289033771,159080
RECHAZADO,0.8935217261,159082
RECHAZADO,0.6557645202,159387
RECHAZADO,0.3201271296,159396
RECHAZADO,0.6387935877,159405
RECHAZADO,0.3140461147,159408
RECHAZADO,0.4556438923,159452
RECHAZADO,0.6852455139,154262
RECHAZADO,0.7707310915,154358
RECHAZADO,0.7604364157,154360
RECHAZADO,0.7255907655,154559
RECHAZADO,0.7851341367,154265
RECHAZADO,0.8910767436,159513
RECHAZADO,0.8384776711,160115
APROBADO,0.9713161588,160133
APROBADO,0.9561603665,160142
APROBADO,0.9957140684,160143
RECHAZADO,0.7759553194,152945
APROBADO,0.9584102035,152999
APROBADO,0.9578584433,153192
RECHAZADO,0.7783053517,153203
APROBADO,0.9546481371,153214
RECHAZADO,0.3208802938,155388
APROBADO,0.9381725788,155394
APROBADO,0.9642020464,159298
APROBADO,0.9362571239,159299
RECHAZADO,0.9315193892,159300
APROBADO,0.9439893961,159308
RECHAZADO,0.8877670169,156419
RECHAZADO,0.8785340786,154464
RECHAZADO,0.4909330308,157995
RECHAZADO,0.2897751033,157996
RECHAZADO,0.8259298801,158165
RECHAZADO,0.5166788697,158169
RECHAZADO,0.5159358978,158227
RECHAZADO,0.3090792596,158228
RECHAZADO,0.7121295333,155005
RECHAZADO,0.8264601827,151626
RECHAZADO,0.8799408674,151642
RECHAZADO,0.8670610785,151802
RECHAZADO,0.5318051577,151883
RECHAZADO,0.5594679117,152317
RECHAZADO,0.9314976931,156210
RECHAZADO,0.7097743154,156213
RECHAZADO,0.7325327992,156216
RECHAZADO,0.8066626191,156219
RECHAZADO,0.6267849803,156222
RECHAZADO,0.5536608696,156364
RECHAZADO,0.6672317982,156387
RECHAZADO,0.0408236198,158377
RECHAZADO,0.4394379258,158405
RECHAZADO,0.3522521257,158527
RECHAZADO,0.7827210426,158542
RECHAZADO,0.5664979815,158584
RECHAZADO,0.0918926969,152815
RECHAZADO,0.8303623796,152818
RECHAZADO,0.0926825032,152820
RECHAZADO,0.2780781686,152822
RECHAZADO,0.1439304352,152832
RECHAZADO,0.0803300068,152939
RECHAZADO,0.2993239164,153706
RECHAZADO,0.7954971194,153981
RECHAZADO,0.7975446582,158844
RECHAZADO,0.610558629,158890
RECHAZADO,0.8053951859,158900
RECHAZADO,0.4007108808,158903
RECHAZADO,0.2443606257,158904
RECHAZADO,0.1332181245,158582
RECHAZADO,0.7182438374,158599
RECHAZADO,0.5412654877,158612
RECHAZADO,0.5479779243,156621
APROBADO,0.9680073857,152850
RECHAZADO,0.3773088455,152941
APROBADO,0.9604917169,158746
RECHAZADO,0.8475846648,152069
APROBADO,0.9563994408,152960
RECHAZADO,0.8051650524,153000
RECHAZADO,0.927241981,153001
APROBADO,0.9632573724,153018
RECHAZADO,0.8713100553,159607
RECHAZADO,0.7031605244,158627
RECHAZADO,0.8436127901,159328
RECHAZADO,0.4926877618,159332
RECHAZADO,0.5335503817,159373
RECHAZADO,0.8523418903,154946
RECHAZADO,0.5908452272,155615
RECHAZADO,0.5452859998,155767
RECHAZADO,0.4157595038,155779
RECHAZADO,0.6274126172,155780
RECHAZADO,0.660063982,155781
RECHAZADO,0.2790132761,155783
RECHAZADO,0.608289659,156091
RECHAZADO,0.4917131066,156092
RECHAZADO,0.7193968892,156114
RECHAZADO,0.8070936799,158209
RECHAZADO,0.394921571,158367
RECHAZADO,0.1030794382,158578
RECHAZADO,0.2360207736,152566
RECHAZADO,0.648229599,154377
RECHAZADO,0.3044656515,158625
RECHAZADO,0.727966547,158666
RECHAZADO,0.7853460908,158696
RECHAZADO,0.2520675063,154794
RECHAZADO,0.1428964138,154795
RECHAZADO,0.9099878073,155073
RECHAZADO,0.103370145,155116
APROBADO,0.9639108777,151755
RECHAZADO,0.3296526074,152636
RECHAZADO,0.2968562841,152384
RECHAZADO,0.5967876315,152385
RECHAZADO,0.5111088753,152474
RECHAZADO,0.601958096,152536
RECHAZADO,0.1833606362,154888
RECHAZADO,0.205164969,154976
RECHAZADO,0.3170498013,160382
RECHAZADO,0.6697342992,154879
APROBADO,0.9369733334,155408
RECHAZADO,0.4200194478,159497
RECHAZADO,0.0501213856,153065
RECHAZADO,0.4659971297,153306
RECHAZADO,0.5959432125,154320
RECHAZADO,0.270642966,154328
RECHAZADO,0.7476073503,154335
APROBADO,0.9595171809,154806
APROBADO,0.9614311457,154810
RECHAZADO,0.5644629598,154811
RECHAZADO,0.7154506445,154835
RECHAZADO,0.2997622192,154924
RECHAZADO,0.0649242923,154926
RECHAZADO,0.8515716195,152210
RECHAZADO,0.1853553802,152212
RECHAZADO,0.9089719057,145969
RECHAZADO,0.1499212682,155265
RECHAZADO,0.3391729891,156151
RECHAZADO,0.2687576413,156365
RECHAZADO,0.6640121341,156366
RECHAZADO,0.625752449,156458
RECHAZADO,0.7716005445,156460
RECHAZADO,0.1747863144,152641
RECHAZADO,0.2346788347,159173
RECHAZADO,0.569119513,159517
RECHAZADO,0.6247979403,159525
RECHAZADO,0.6829867959,160181
RECHAZADO,0.5592539907,158862
RECHAZADO,0.2798156142,158907
RECHAZADO,0.9175151587,159177
RECHAZADO,0.5097578764,155041
RECHAZADO,0.5555379391,152120
RECHAZADO,0.6033079028,153602
RECHAZADO,0.6557904482,153603
RECHAZADO,0.237117067,159835
RECHAZADO,0.371632576,154767
RECHAZADO,0.3448016942,154975
RECHAZADO,0.8918529153,157530
RECHAZADO,0.7596260905,157534
APROBADO,0.9713969231,157348
APROBADO,0.9440504909,156738
APROBADO,0.9672589898,156802
RECHAZADO,0.8435639143,157609
RECHAZADO,0.265263021,158860
RECHAZADO,0.5325133801,158865
RECHAZADO,0.6308184266,158867
RECHAZADO,0.3247725964,159058
RECHAZADO,0.7033512592,154076
RECHAZADO,0.55915308,158847
RECHAZADO,0.1721555442,159061
RECHAZADO,0.6659421325,159062
RECHAZADO,0.6976456046,155959
RECHAZADO,0.1807744056,155966
RECHAZADO,0.2983445227,156030
RECHAZADO,0.3772916496,156053
RECHAZADO,0.893881917,156147
RECHAZADO,0.6409603357,156202
RECHAZADO,0.4187512696,158823
RECHAZADO,0.4972223341,152620
RECHAZADO,0.6955940127,152819
RECHAZADO,0.6507306695,152943
RECHAZADO,0.8491721153,153106
APROBADO,0.944054842,155925
RECHAZADO,0.389485389,158920
RECHAZADO,0.5302886963,159065
RECHAZADO,0.4283860326,159066
RECHAZADO,0.6823325157,159152
RECHAZADO,0.1283406913,159820
RECHAZADO,0.3751224279,159821
RECHAZADO,0.5976356268,159822
RECHAZADO,0.6852722168,159828
RECHAZADO,0.9147689939,152716
RECHAZADO,0.3532887995,153822
RECHAZADO,0.0764469653,154113
RECHAZADO,0.8325383663,154290
RECHAZADO,0.7174534798,155452
RECHAZADO,0.5701860785,160231
APROBADO,0.9630182981,160547
RECHAZADO,0.7923724055,153505
RECHAZADO,0.2972525954,153560
RECHAZADO,0.6690970659,153940
RECHAZADO,0.7525256276,157406
RECHAZADO,0.6477354169,157510
APROBADO,0.9684485197,159585
RECHAZADO,0.8514815569,154488
RECHAZADO,0.7517018914,154494
RECHAZADO,0.8876119852,154876
RECHAZADO,0.7567273378,154878
RECHAZADO,0.8539197445,154135
RECHAZADO,0.7079902291,159515
APROBADO,0.9584544301,160121
RECHAZADO,0.4573926628,160325
RECHAZADO,0.6504945159,160328
RECHAZADO,0.8174012899,160330
RECHAZADO,0.6704562902,160332
RECHAZADO,0.6462135315,160336
RECHAZADO,0.5750471354,160337
RECHAZADO,0.9318515658,160338
RECHAZADO,0.316175133,151779
RECHAZADO,0.4434153438,155261
RECHAZADO,0.7479936481,156038
RECHAZADO,0.6344180703,159297
RECHAZADO,0.2724480033,159181
RECHAZADO,0.6743513942,159302
RECHAZADO,0.7064801455,153722
RECHAZADO,0.2999849021,153727
RECHAZADO,0.1610989571,153777
RECHAZADO,0.8577295542,153586
RECHAZADO,0.8741548657,153587
RECHAZADO,0.8311220407,151844
RECHAZADO,0.5331688523,152263
RECHAZADO,0.5152699947,154927
APROBADO,0.9634908438,154932
RECHAZADO,0.7950380445,158056
APROBADO,0.9486272335,159018
RECHAZADO,0.6113939285,156456
RECHAZADO,0.7466299534,156462
RECHAZADO,0.4082371891,157176
RECHAZADO,0.2573242188,159498
RECHAZADO,0.3464102149,159529
RECHAZADO,0.0360802524,159833
RECHAZADO,0.8859988451,153252
