ID DIST.,probs,grupo
93650,29.07,7
93652,48.7,5
93655,33.52,7
93657,99.1,1
93676,16.970000000000002,9
93678,26.05,8
93680,80.29,2
93682,61.34,4
93684,99.7,1
93690,29.59,7
93716,56.58,4
93723,33.07,7
93725,25.67,8
93726,33.71,7
93728,48.38,5
93729,99.4,1
93730,65.81,3
93731,38.16,6
93733,55.41,4
93734,68.67,3
93740,99.9,1
93746,24.04,8
93753,26.86,8
93754,98.9,1
93759,99.6,1
93760,62.98,4
93761,61.69,4
93766,24.61,8
93779,50.91,5
93786,35.62,7
93791,98.7,1
93832,98.7,1
93847,98.9,1
93849,62.12,4
93851,55.59,4
93853,50.14,5
93854,31.41,7
93855,74.26,2
93856,61.72,4
93859,77.79,2
93876,71.44,3
93887,21.68,8
93892,99.0,1
93906,54.93,4
93909,43.18,6
93913,99.2,1
93917,77.67,2
93919,99.9,1
93930,99.7,1
93931,79.96,2
93932,98.8,1
93933,57.21,4
93935,16.67,9
93965,49.71,5
93966,41.44,6
93973,73.92,2
93974,53.54,5
93975,65.16,3
93977,40.25,6
93978,99.5,1
93980,49.63,5
93981,31.7,7
93982,54.13,5
93983,75.74,2
93985,98.8,1
93988,57.76,4
93989,35.75,7
93990,42.3,6
93991,38.85,6
93993,99.8,1
93999,62.58,4
94002,33.99,7
94005,72.83,2
94007,73.9,2
94009,99.4,1
94011,98.8,1
94024,59.36,4
94039,98.5,1
94062,34.44,7
94066,99.4,1
94079,99.2,1
94088,98.8,1
94091,20.55,8
94092,63.57,3
94096,21.51,8
94100,98.8,1
94106,99.7,1
94113,63.94,3
94114,68.51,3
94115,99.1,1
94120,28.47,7
94131,67.57,3
94154,99.4,1
94162,79.93,2
94165,23.47,8
94197,29.94,7
94209,44.42,6
94225,21.3,8
94226,68.17,3
94235,61.46,4
94237,98.7,1
94239,76.46,2
94242,38.07,6
94244,45.52,5
94251,99.3,1
94266,98.8,1
94267,98.7,1
94291,98.8,1
94300,62.89,4
94307,58.34,4
94312,98.5,1
94322,98.8,1
94341,20.95,8
94342,34.29,7
94348,48.96,5
94349,21.54,8
94351,29.12,7
94352,42.44,6
94354,98.8,1
94364,99.3,1
94452,70.33,3
94454,66.94,3
94460,34.87,7
94463,63.5,3
94465,99.0,1
94515,58.24,4
94516,45.83,5
94517,59.81,4
94518,39.86,6
94560,20.59,8
94568,40.46,6
94573,78.36,2
94590,46.63,5
94593,99.9,1
94595,17.970000000000002,9
94598,53.73,5
94601,76.48,2
94624,36.4,6
94628,68.81,3
94637,70.78,3
94643,77.42,2
94646,99.1,1
94649,78.26,2
94652,37.77,6
94677,98.8,1
94684,40.83,6
94689,27.94,7
94693,54.5,4
94695,98.5,1
94697,35.32,7
94699,99.9,1
94702,98.5,1
94703,99.9,1
94746,99.9,1
94747,53.970000000000006,5
94750,53.17,5
94753,27.62,7
94762,98.5,1
94780,99.3,1
94782,20.65,8
94783,21.18,8
94785,34.52,7
94790,18.07,9
94814,77.79,2
94818,99.1,1
94820,26.97,8
94831,99.7,1
94836,38.47,6
94838,35.49,7
94855,66.79,3
94858,73.82,2
94859,99.4,1
94867,99.1,1
94878,26.04,8
94881,43.0,6
94885,64.93,3
94886,67.66,3
94887,99.7,1
94894,48.93,5
94899,98.9,1
94906,62.53,4
94935,40.48,6
94958,22.66,8
94961,60.71,4
94963,34.85,7
94965,60.14,4
94966,72.41,2
94972,63.089999999999996,4
94982,99.2,1
94989,99.1,1
94990,54.09,5
95010,75.33,2
95011,43.47,6
95019,98.7,1
95028,56.36,4
95029,63.87,3
95039,99.0,1
95075,99.0,1
95096,78.19,2
95097,75.56,2
95098,48.01,5
95100,27.97,7
95101,46.51,5
95102,35.37,7
95103,17.57,9
95106,99.7,1
95108,70.86,3
95113,73.62,2
95119,51.29,5
95126,75.76,2
95129,98.9,1
95138,79.99000000000001,2
95139,53.17,5
95153,99.5,1
95159,57.9,4
95165,42.24,6
95166,17.270000000000003,9
95170,99.6,1
95175,99.2,1
95186,99.9,1
95187,30.86,7
95188,99.3,1
95189,99.5,1
95203,39.37,6
95204,26.15,8
95209,36.24,6
95210,77.16,2
95211,99.7,1
95217,70.61,3
95219,72.51,2
95221,23.49,8
95224,52.96,5
95226,40.66,6
95228,68.94,3
95229,31.83,7
95230,48.14,5
95231,77.35,2
95232,56.65,4
95233,34.24,7
95234,57.2,4
95235,71.29,3
95236,32.27,7
95251,61.53,4
95252,34.44,7
95258,42.13,6
95260,76.32,2
95261,60.67,4
95280,74.36,2
95283,39.74,6
95295,61.0,4
95297,62.61,4
95301,46.43,5
95304,35.46,7
95305,99.6,1
95307,72.11,2
95311,26.2,8
95312,76.88,2
95313,59.27,4
95323,99.3,1
95335,99.4,1
95344,68.68,3
95345,64.82,3
95346,98.7,1
95352,99.7,1
95376,38.58,6
95377,65.52,3
95380,52.84,5
95382,57.85,4
95384,37.56,6
95389,75.55,2
95391,79.35,2
95394,98.8,1
95404,58.13,4
95414,42.72,6
95417,63.67,3
95418,26.86,8
95428,76.61,2
95430,34.65,7
95431,47.08,5
95432,98.7,1
95434,36.73,6
95435,73.0,2
95439,41.28,6
95440,99.4,1
95441,76.4,2
95443,63.0,4
95448,62.87,4
95466,99.8,1
95471,40.0,6
95473,49.11,5
95477,99.2,1
95484,99.9,1
95491,47.61,5
95493,68.08,3
95495,99.3,1
95533,99.3,1
95546,73.78,2
95547,42.02,6
95551,99.5,1
95554,67.25,3
95566,41.83,6
95567,53.91,5
95569,58.51,4
95573,44.5,6
95577,45.35,5
95579,34.57,7
95592,98.5,1
95604,18.07,9
95605,57.35,4
95612,99.4,1
95620,55.96,4
95622,38.65,6
95624,79.81,2
95626,99.1,1
95629,78.22,2
95632,52.8,5
95634,55.06,4
95639,22.85,8
95642,61.58,4
95643,23.5,8
95646,34.37,7
95647,99.0,1
95648,40.08,6
95649,29.66,7
95650,20.34,8
95654,98.9,1
95655,28.28,7
95657,65.73,3
95659,24.63,8
95661,79.66,2
95662,56.31,4
95663,47.45,5
95665,99.4,1
95672,51.74,5
95674,78.71,2
95676,41.23,6
95689,99.9,1
95698,99.9,1
95699,47.67,5
95703,77.65,2
95704,72.54,2
95706,47.26,5
95708,75.32,2
95711,39.42,6
95714,22.92,8
95715,23.86,8
95719,33.89,7
95720,78.29,2
95723,59.95,4
95724,76.21,2
95725,17.57,9
95731,36.83,6
95741,99.3,1
95748,69.73,3
95757,32.8,7
95758,46.32,5
95761,98.9,1
95778,53.370000000000005,5
95789,28.27,7
95795,98.5,1
95806,98.6,1
95817,99.7,1
95827,98.9,1
95828,99.1,1
95836,99.1,1
95863,65.42,3
95868,99.5,1
95877,54.64,4
95882,99.6,1
95897,99.5,1
95907,22.6,8
95915,99.9,1
95919,98.5,1
95939,99.3,1
95947,17.67,9
95955,98.8,1
95958,98.8,1
95969,99.6,1
95972,99.4,1
95980,57.69,4
95982,99.1,1
95989,60.14,4
95990,44.42,6
95997,38.36,6
96010,99.1,1
96049,99.1,1
96051,99.9,1
96121,77.08,2
96156,77.89,2
96157,37.94,6
96163,53.6,5
96165,68.9,3
96169,24.81,8
96170,24.13,8
96172,77.41,2
96191,50.88,5
96192,68.56,3
96193,60.18,4
96195,74.06,2
96209,76.96,2
96222,65.92,3
96228,16.970000000000002,9
96239,70.47,3
96241,39.46,6
96243,28.34,7
96245,38.34,6
96247,67.62,3
96249,66.35,3
96250,33.61,7
96253,23.11,8
96273,32.23,7
96305,39.99,6
96317,26.77,8
96341,28.33,7
96343,58.67,4
96375,30.3,7
96435,67.0,3
96436,99.4,1
96442,53.370000000000005,5
96443,99.6,1
96455,60.3,4
96456,22.61,8
96484,61.69,4
96488,49.28,5
96490,53.77,5
96501,64.96,3
96510,98.7,1
96519,71.02,3
96526,69.64,3
96529,53.64,5
96533,40.81,6
96535,55.96,4
96537,47.91,5
96539,26.27,8
96556,26.51,8
96559,49.0,5
96569,53.33,5
96573,66.17,3
96574,20.42,8
96575,56.1,4
96590,36.61,6
96595,24.12,8
96598,99.4,1
96612,74.61,2
96613,48.67,5
96617,45.12,5
96620,70.88,3
96644,66.28,3
96645,30.39,7
96657,39.58,6
96675,37.62,6
96676,25.6,8
96680,70.85,3
96689,99.3,1
96699,99.2,1
96701,99.2,1
96706,98.9,1
96738,34.87,7
96740,62.48,4
96760,60.17,4
96769,25.55,8
96771,99.3,1
96778,98.8,1
96785,45.14,5
96786,72.81,2
96788,33.41,7
96790,24.2,8
96794,63.88,3
96795,71.89,3
96799,31.75,7
96805,8.05,10
96808,53.83,5
96809,58.0,4
96812,25.28,8
96841,33.95,7
96842,48.07,5
96845,60.03,4
96878,99.0,1
96904,32.76,7
96906,38.2,6
96907,98.5,1
96908,99.7,1
96924,98.8,1
96926,28.03,7
96940,58.96,4
96949,72.55,2
96950,41.36,6
96951,49.25,5
96954,45.71,5
96955,76.92,2
96957,37.34,6
96958,56.22,4
96960,98.6,1
96961,29.95,7
96962,26.65,8
96963,17.07,9
96964,62.4,4
96965,62.62,4
96966,35.47,7
96967,17.470000000000002,9
96969,25.66,8
96975,71.56,3
96992,26.95,8
96993,30.26,7
97000,54.81,4
97028,99.3,1
97061,37.85,6
97062,99.4,1
97069,21.05,8
97072,51.4,5
97076,99.5,1
97081,66.67,3
97086,71.41,3
97091,55.47,4
97093,36.6,6
97097,50.7,5
97098,37.74,6
97100,72.94,2
97101,61.67,4
97102,38.91,6
97103,37.01,6
97110,44.94,6
97111,42.92,6
97113,99.7,1
97119,51.31,5
97120,17.67,9
97133,30.92,7
97137,28.08,7
97141,32.46,7
97142,98.8,1
97148,70.76,3
97162,56.9,4
97183,59.51,4
97194,66.69,3
97196,35.31,7
97200,38.7,6
97209,55.96,4
97213,99.2,1
97215,31.24,7
97216,65.52,3
97218,66.82,3
97219,54.93,4
97226,24.74,8
97229,23.64,8
97236,99.5,1
97247,59.91,4
97256,99.4,1
97264,99.2,1
97267,99.1,1
97269,75.6,2
97272,70.5,3
97274,25.16,8
97276,68.88,3
97279,45.05,6
97300,79.48,2
97309,99.0,1
97315,29.62,7
97324,99.6,1
97339,98.8,1
97383,99.5,1
97393,75.94,2
97396,98.7,1
97402,98.7,1
97413,65.09,3
97415,32.54,7
97416,99.0,1
97426,39.54,6
97429,76.05,2
97431,29.32,7
97432,7.750000000000001,10
97474,98.6,1
97491,99.7,1
97522,99.0,1
97532,53.03,5
97538,45.1,6
97539,67.51,3
97541,31.72,7
97545,46.95,5
97546,66.06,3
97548,98.7,1
97550,26.06,8
97551,47.09,5
97552,99.7,1
97555,48.49,5
97557,78.72,2
97558,79.87,2
97559,58.66,4
97560,21.45,8
97564,61.58,4
97567,65.97,3
97568,57.63,4
97569,34.88,7
97571,45.29,5
97572,41.19,6
97574,62.57,4
97575,23.11,8
97576,72.64,2
97588,75.69,2
97592,62.21,4
97595,99.1,1
97649,48.65,5
97650,41.73,6
97672,45.91,5
97678,22.88,8
97700,72.41,2
97709,35.32,7
97715,51.21,5
97720,76.1,2
97743,20.29,8
97750,63.58,3
97757,41.12,6
97759,39.68,6
97765,46.04,5
97770,34.84,7
97777,75.71,2
97778,23.83,8
97780,71.98,3
97781,23.39,8
97782,45.33,5
97788,55.41,4
97789,61.21,4
97791,27.21,8
97793,76.38,2
97794,56.97,4
97796,26.16,8
97797,74.53,2
97798,53.02,5
97799,99.9,1
97803,49.5,5
97804,75.26,2
97805,73.49,2
97806,98.5,1
97807,57.47,4
97809,99.2,1
97820,47.91,5
97830,23.3,8
97831,99.6,1
97838,73.4,2
97841,71.48,3
97842,66.38,3
97844,52.67,5
97849,64.1,3
97858,32.06,7
97859,43.16,6
97864,42.15,6
97895,69.42,3
97904,49.26,5
97926,58.99,4
97941,65.5,3
97949,21.21,8
97953,47.68,5
97960,98.6,1
97977,73.99,2
98005,98.8,1
98015,99.4,1
98047,24.11,8
98062,29.71,7
98075,20.87,8
98096,79.2,2
98101,26.44,8
98102,30.72,7
98105,71.8,3
98106,25.74,8
98119,36.64,6
98124,25.53,8
98125,34.54,7
98131,56.3,4
98157,99.1,1
98215,68.78,3
98216,50.5,5
98226,48.85,5
98236,63.46,3
98245,99.1,1
98276,99.7,1
98281,73.71,2
98285,21.03,8
98286,17.270000000000003,9
98288,51.74,5
98289,21.76,8
98333,79.38,2
98335,57.11,4
98339,79.87,2
98344,98.9,1
98354,98.6,1
98366,73.23,2
98374,67.58,3
98376,16.970000000000002,9
98384,50.77,5
98391,47.77,5
98398,98.6,1
98412,99.3,1
98420,99.7,1
98434,98.7,1
98436,59.29,4
98437,38.56,6
98439,25.13,8
98441,98.7,1
98443,99.0,1
98444,63.89,3
98445,98.7,1
98446,99.9,1
98452,30.56,7
98460,40.81,6
98474,99.5,1
98482,71.34,3
98483,67.18,3
98489,75.11,2
98535,99.0,1
98544,35.57,7
98545,39.81,6
98548,51.63,5
98549,30.07,7
98550,54.18,5
98553,69.99,3
98554,52.07,5
98555,78.24,2
98557,69.75,3
98558,70.54,3
98564,69.31,3
98567,69.81,3
98568,50.39,5
98569,54.0,5
98572,70.48,3
98581,54.01,5
98582,37.83,6
98584,26.01,8
98587,35.94,7
98597,99.6,1
98606,98.9,1
98612,98.7,1
98624,55.25,4
98632,22.47,8
98634,99.4,1
98682,38.61,6
98691,42.97,6
98706,29.93,7
98707,27.32,8
98712,99.4,1
98714,75.39,2
98728,21.41,8
98732,61.42,4
98735,22.94,8
98740,70.57,3
98749,99.0,1
98755,79.89,2
98763,98.5,1
98773,78.27,2
98776,61.989999999999995,4
98787,98.8,1
98795,99.4,1
98814,22.97,8
98815,67.65,3
98820,21.08,8
98822,57.57,4
98824,41.89,6
98845,52.44,5
98847,38.24,6
98849,57.14,4
98851,99.1,1
98861,28.11,7
98865,60.56,4
98868,59.19,4
98871,20.46,8
98872,99.4,1
98876,52.77,5
98885,62.21,4
98886,52.31,5
98888,54.51,4
98890,33.31,7
98894,33.59,7
98907,21.69,8
98914,62.5,4
98934,46.67,5
98940,32.91,7
98941,75.57,2
98945,99.7,1
98956,33.11,7
98961,54.65,4
98968,27.24,8
98975,99.3,1
98983,70.65,3
98988,98.8,1
98990,99.3,1
98991,57.79,4
98992,63.15,4
98994,30.74,7
98995,34.03,7
99002,99.7,1
99009,99.6,1
99012,42.94,6
99014,99.7,1
99026,55.17,4
99029,76.73,2
99030,54.59,4
99034,62.17,4
99039,27.32,8
99042,75.95,2
99043,74.37,2
99044,44.33,6
99075,17.57,9
99082,99.6,1
99084,98.9,1
99098,37.26,6
99102,26.38,8
99104,37.09,6
99107,54.42,4
99115,58.54,4
99119,47.83,5
99123,32.24,7
99132,52.17,5
99145,44.2,6
99151,70.53,3
99172,17.470000000000002,9
99177,99.3,1
99189,99.0,1
99207,99.1,1
99215,31.37,7
99216,62.29,4
99217,26.8,8
99220,63.21,3
99223,33.96,7
99228,57.81,4
99230,32.56,7
99231,99.9,1
99240,47.3,5
99246,62.19,4
99251,74.87,2
99253,28.15,7
99256,79.69,2
99260,60.82,4
99264,33.81,7
99265,61.91,4
99268,99.1,1
99269,65.06,3
99271,72.25,2
99277,62.589999999999996,4
99286,98.6,1
99299,37.92,6
99314,99.6,1
99317,53.61,5
99320,68.79,3
99330,77.63,2
99332,59.7,4
99334,34.94,7
99335,34.68,7
99337,40.84,6
99344,99.5,1
99345,98.7,1
99355,71.46,3
99356,42.42,6
99357,99.1,1
99358,78.2,2
99360,99.5,1
99361,76.49,2
99362,46.56,5
99369,59.32,4
99371,21.08,8
99372,75.64,2
99373,69.82,3
99374,54.53,4
99375,55.19,4
99376,29.78,7
99377,75.88,2
99378,61.19,4
99381,98.5,1
99390,49.3,5
99392,40.1,6
99394,98.7,1
99400,65.5,3
99404,99.2,1
99405,74.22,2
99406,99.0,1
99408,98.5,1
99411,70.54,3
99412,99.1,1
99432,44.19,6
99434,49.29,5
99435,52.19,5
99449,33.84,7
99451,99.3,1
99460,25.1,8
99461,27.94,7
99462,40.57,6
99463,30.47,7
99466,26.42,8
99467,71.26,3
99468,99.0,1
99475,28.12,7
99483,49.37,5
99484,99.3,1
99485,51.22,5
99488,22.65,8
99493,52.08,5
99504,99.2,1
99511,99.2,1
99518,49.92,5
99527,36.48,6
99532,51.4,5
99559,62.64,4
99573,99.3,1
99602,99.4,1
99614,40.98,6
99615,48.64,5
99616,47.49,5
99618,68.31,3
99621,56.0,4
99630,38.08,6
99642,98.9,1
99659,98.9,1
99674,99.4,1
99692,98.6,1
99724,99.7,1
99727,99.8,1
99735,43.29,6
99737,99.7,1
99739,61.4,4
99743,62.52,4
99744,71.76,3
99762,68.43,3
99765,37.59,6
99777,37.99,6
99782,47.6,5
99787,34.01,7
99815,29.3,7
99816,31.95,7
99824,78.82,2
99826,46.94,5
99830,26.34,8
99831,60.24,4
99833,52.33,5
99834,35.97,7
99842,99.0,1
99845,64.1,3
99849,39.61,6
99851,55.83,4
99852,76.78,2
99854,23.43,8
99861,58.81,4
99862,37.41,6
99865,72.93,2
99868,43.94,6
99870,68.47,3
99871,99.2,1
99878,49.16,5
99879,60.41,4
99880,60.83,4
99881,39.19,6
99882,56.01,4
99887,78.17,2
99888,28.12,7
99889,98.5,1
99890,50.15,5
99891,58.16,4
99894,21.61,8
99895,34.02,7
99897,20.69,8
99898,29.32,7
99902,60.11,4
99908,36.82,6
99909,72.67,2
99910,74.3,2
99911,49.34,5
99912,46.95,5
99913,35.7,7
99914,30.57,7
99917,45.34,5
99939,99.9,1
99954,52.79,5
99956,29.59,7
99957,30.51,7
99961,42.97,6
99963,8.850000000000001,10
99966,31.65,7
99973,44.46,6
99975,38.77,6
99987,73.65,2
99993,79.85,2
100002,16.970000000000002,9
100011,26.57,8
100016,61.15,4
100025,51.16,5
100030,21.02,8
100037,67.77,3
100040,23.16,8
100041,47.09,5
100042,53.99,5
100043,48.52,5
100055,24.9,8
100064,55.96,4
100078,65.93,3
100080,58.86,4
100082,43.65,6
100085,68.23,3
100087,33.8,7
100088,36.12,6
100089,43.75,6
100090,33.77,7
100094,45.86,5
100096,43.91,6
100099,99.7,1
100108,55.3,4
100111,31.98,7
100124,60.49,4
100128,29.56,7
100151,99.6,1
100153,99.8,1
100191,99.4,1
100222,55.18,4
100228,58.61,4
100244,44.34,6
100246,72.29,2
100270,98.7,1
100273,39.09,6
100274,37.43,6
100276,45.68,5
100278,35.16,7
100279,60.48,4
100280,49.15,5
100282,24.05,8
100287,72.94,2
100289,58.64,4
100290,53.26,5
100292,70.86,3
100297,36.09,7
100301,74.78,2
100308,17.57,9
100309,55.51,4
100313,38.19,6
100324,64.91,3
100330,24.91,8
100337,39.96,6
100339,36.0,7
100342,23.71,8
100346,99.5,1
100378,99.4,1
100394,49.83,5
100399,98.8,1
100423,79.14,2
100426,99.4,1
100436,56.65,4
100437,78.81,2
100440,74.79,2
100444,26.1,8
100445,49.64,5
100464,75.65,2
100471,49.74,5
100474,23.41,8
100481,51.54,5
100482,99.1,1
100483,25.18,8
100485,20.57,8
100487,62.4,4
100488,24.87,8
100489,98.6,1
100500,98.6,1
100510,55.16,4
100511,37.68,6
100513,41.14,6
100514,74.93,2
100520,73.2,2
100525,8.850000000000001,10
100534,57.78,4
100541,20.47,8
100542,49.98,5
100543,53.58,5
100545,99.9,1
100546,24.6,8
100549,99.1,1
100556,53.93,5
100558,68.4,3
100560,66.13,3
100561,59.61,4
100562,55.95,4
100565,33.39,7
100566,32.49,7
100571,53.59,5
100572,38.32,6
100574,30.93,7
100575,30.3,7
100576,35.05,7
100578,54.94,4
100600,26.47,8
100602,76.3,2
100609,52.52,5
100617,57.3,4
100622,70.46,3
100626,99.5,1
100638,59.16,4
100641,47.54,5
100643,53.04,5
100645,39.53,6
100651,70.68,3
100653,99.2,1
100667,64.59,3
100668,71.99,3
100671,65.19,3
100672,98.8,1
100682,58.25,4
100686,99.8,1
100694,48.32,5
100697,60.85,4
100705,99.3,1
100719,99.0,1
100725,29.24,7
100755,23.76,8
100760,52.14,5
100767,33.71,7
100782,98.5,1
100801,99.6,1
100815,69.9,3
100817,38.3,6
100825,99.2,1
100838,30.03,7
100840,53.370000000000005,5
100847,99.9,1
100858,71.26,3
100861,62.89,4
100884,98.5,1
100890,99.7,1
100897,69.7,3
100916,39.61,6
100921,70.56,3
100924,73.8,2
100927,62.32,4
100934,60.35,4
100937,51.23,5
100958,99.9,1
100970,99.7,1
100982,99.8,1
100984,26.02,8
100985,61.69,4
100987,63.71,3
100988,44.81,6
100990,77.77,2
100992,98.7,1
100993,99.1,1
101003,99.3,1
101006,65.3,3
101007,65.05,3
101012,36.39,6
101014,72.25,2
101026,38.6,6
101034,99.2,1
101037,45.58,5
101041,34.99,7
101045,75.27,2
101050,31.11,7
101055,54.07,5
101062,68.85,3
101063,36.04,7
101065,77.29,2
101066,62.47,4
101070,34.53,7
101071,63.37,3
101080,98.8,1
101083,98.8,1
101084,74.38,2
101088,68.46,3
101090,23.9,8
101091,98.9,1
101092,54.42,4
101094,21.68,8
101096,74.74,2
101108,99.2,1
101133,54.33,4
101142,29.31,7
101143,52.04,5
101149,99.2,1
101151,99.3,1
101164,20.61,8
101169,17.470000000000002,9
101181,23.48,8
101182,67.85,3
101204,63.48,3
101208,54.84,4
101209,65.64,3
101211,44.11,6
101212,99.1,1
101214,22.87,8
101215,78.84,2
101216,74.65,2
101219,99.0,1
101220,28.2,7
101222,98.5,1
101228,26.0,8
101238,67.26,3
101250,24.28,8
101265,24.05,8
101269,59.71,4
101270,47.16,5
101273,42.08,6
101280,99.7,1
101286,49.26,5
101289,30.69,7
101291,44.13,6
101292,55.49,4
101293,68.66,3
101294,49.87,5
101298,99.3,1
101301,72.67,2
101304,99.4,1
101307,48.34,5
101308,51.74,5
101314,99.0,1
101315,68.87,3
101320,44.9,6
101321,39.58,6
101329,23.54,8
101336,30.79,7
101338,99.2,1
101349,47.88,5
101350,58.31,4
101353,99.5,1
101355,65.24,3
101357,53.26,5
101358,44.63,6
101360,99.3,1
101363,98.5,1
101373,33.09,7
101374,46.32,5
101376,29.89,7
101379,99.3,1
101382,98.8,1
101389,61.97,4
101394,99.3,1
101401,56.75,4
101432,65.92,3
101435,28.48,7
101442,43.15,6
101445,24.91,8
101446,68.34,3
101448,55.5,4
101449,47.9,5
101450,51.76,5
101453,31.15,7
101456,48.77,5
101459,98.6,1
101485,99.1,1
101503,79.33,2
101508,99.0,1
101510,99.5,1
101522,62.5,4
101523,63.21,3
101524,99.9,1
101528,74.66,2
101537,60.1,4
101539,27.6,7
101555,52.970000000000006,5
101570,53.970000000000006,5
101619,37.51,6
101620,51.89,5
101624,70.14,3
101630,75.49,2
101642,43.52,6
101643,99.1,1
101656,58.24,4
101657,99.2,1
101665,98.7,1
101668,44.14,6
101670,37.65,6
101674,54.53,4
101683,60.71,4
101690,34.61,7
101696,80.09,2
101697,99.2,1
101698,21.09,8
101701,53.14,5
101703,59.02,4
101708,98.8,1
101711,22.38,8
101725,99.9,1
101727,51.74,5
101734,58.71,4
101741,20.53,8
101742,32.59,7
101747,70.68,3
101749,98.7,1
101755,99.3,1
101759,30.67,7
101760,99.5,1
101768,76.52,2
101779,98.6,1
101806,98.5,1
101820,73.97,2
101822,99.5,1
101875,79.54,2
101885,79.77,2
101887,34.87,7
101888,47.75,5
101889,74.56,2
101890,70.73,3
101894,60.05,4
101902,59.61,4
101904,35.76,7
101906,99.4,1
101913,78.8,2
101922,66.27,3
101934,98.9,1
101944,23.23,8
101949,99.1,1
101960,73.14,2
101961,70.88,3
101971,99.0,1
101979,43.2,6
101981,99.7,1
102004,26.87,8
102062,22.55,8
102068,21.25,8
102079,99.9,1
102081,36.16,6
102086,61.74,4
102087,60.55,4
102090,57.28,4
102093,49.36,5
102095,23.0,8
102105,99.6,1
102113,98.8,1
102131,22.45,8
102145,41.68,6
102149,66.55,3
102150,32.23,7
102151,59.51,4
102153,48.43,5
102158,23.53,8
102161,98.5,1
102199,78.3,2
102209,23.09,8
102211,98.8,1
102212,41.1,6
102216,46.82,5
102242,27.87,7
102250,61.33,4
102254,53.970000000000006,5
102264,32.16,7
102267,74.8,2
102268,73.27,2
102272,27.14,8
102273,99.1,1
102293,99.9,1
102295,60.94,4
102296,69.55,3
102300,99.2,1
102309,62.64,4
102313,99.7,1
102351,67.66,3
102352,78.09,2
102355,31.49,7
102357,24.37,8
102358,78.8,2
102360,38.96,6
102365,24.41,8
102370,46.49,5
102374,30.23,7
102378,40.69,6
102382,64.28,3
102391,99.6,1
102414,50.6,5
102416,99.6,1
102430,99.2,1
102442,64.55,3
102445,99.9,1
102461,52.1,5
102466,67.05,3
102467,22.05,8
102469,64.5,3
102471,98.7,1
102478,75.4,2
102479,75.5,2
102485,26.22,8
102488,34.2,7
102490,50.25,5
102495,70.18,3
102497,67.18,3
102521,53.64,5
102532,99.6,1
102539,99.1,1
102575,99.1,1
102582,40.46,6
102583,45.54,5
102590,98.6,1
102602,56.64,4
102603,68.05,3
102605,99.4,1
102615,27.88,7
102621,55.99,4
102635,36.26,6
102640,98.7,1
102650,99.5,1
102659,99.2,1
102691,60.67,4
102692,48.81,5
102694,99.9,1
102714,57.15,4
102718,21.18,8
102725,63.57,3
102727,26.55,8
102733,70.69,3
102735,35.93,7
102739,55.02,4
102741,25.89,8
102745,29.7,7
102754,98.5,1
102764,99.6,1
102770,52.970000000000006,5
102774,50.58,5
102775,27.58,7
102776,43.47,6
102779,70.97,3
102782,45.58,5
102784,56.59,4
102785,46.28,5
102786,21.13,8
102788,64.28,3
102791,34.06,7
102792,59.21,4
102793,26.05,8
102794,99.3,1
102822,98.7,1
102832,75.74,2
102834,26.93,8
102835,48.18,5
102844,99.1,1
102852,99.8,1
102865,35.86,7
102868,99.8,1
102881,40.05,6
102882,56.57,4
102888,43.43,6
102896,99.9,1
102897,70.81,3
102901,99.3,1
102915,99.0,1
102927,23.62,8
102935,35.37,7
102937,73.61,2
102945,99.1,1
102961,76.01,2
102972,25.45,8
102973,48.14,5
102976,23.73,8
102977,44.2,6
102979,58.29,4
102982,62.46,4
102986,31.34,7
102993,99.8,1
103035,71.66,3
103061,78.45,2
103068,33.43,7
103083,99.9,1
103107,56.0,4
103130,99.1,1
103136,99.5,1
103146,44.34,6
103150,98.7,1
103156,48.01,5
103159,45.12,5
103171,98.5,1
103177,98.6,1
103189,98.6,1
103220,44.97,6
103229,40.24,6
103242,99.1,1
103261,70.56,3
103277,99.1,1
103289,99.4,1
103298,50.24,5
103300,99.5,1
103306,98.7,1
103314,48.25,5
103338,99.2,1
103363,99.2,1
103376,99.3,1
103397,99.2,1
103477,32.7,7
103486,63.16,4
103501,42.7,6
103503,53.46,5
103505,65.81,3
103517,49.97,5
103543,42.88,6
103576,22.44,8
103581,70.68,3
103616,78.94,2
103668,58.05,4
103697,74.93,2
103763,99.1,1
103766,99.0,1
103768,98.5,1
103769,23.79,8
103771,68.98,3
103795,99.4,1
103808,75.0,2
103814,99.7,1
103824,75.5,2
103826,62.86,4
103845,99.3,1
103858,33.86,7
103865,44.08,6
103866,61.06,4
103868,23.46,8
103869,59.09,4
103874,20.34,8
103876,42.59,6
103879,30.51,7
103897,75.67,2
103914,27.09,8
103917,74.11,2
103920,61.79,4
103921,49.88,5
103929,43.35,6
103947,50.84,5
103964,99.7,1
103971,79.42,2
104000,46.23,5
104009,99.6,1
104038,53.07,5
104050,31.78,7
104058,47.77,5
104068,48.46,5
104081,21.51,8
104083,24.76,8
104096,98.8,1
104105,17.87,9
104116,46.03,5
104119,52.28,5
104121,31.63,7
104122,69.8,3
104128,99.9,1
104136,27.07,8
104138,99.9,1
104148,62.9,4
104151,23.23,8
104153,31.22,7
104154,98.7,1
104158,50.87,5
104159,58.66,4
104188,69.4,3
104190,98.8,1
104220,20.12,8
104225,66.44,3
104226,99.8,1
104227,21.0,8
