,id_distribuidor,probs,grupo,cosecha_canasta
9381,128288,0.7139,3,4.97
9382,128305,0.986,1,1.54
9383,128312,0.988,1,1.54
9384,128322,0.4874,5,10.69
9385,128323,0.3685,6,11.87
9386,128325,0.7171,3,4.97
9387,128326,0.7981,2,3.4
9388,128327,0.3693,6,11.87
9389,128328,0.6774,3,4.97
9390,128331,0.4004999999999999,6,11.87
9391,128334,0.999,1,1.54
9392,128338,0.7195999999999999,3,4.97
9393,128362,0.997,1,1.54
9394,128374,0.997,1,1.54
9395,128400,0.7970999999999999,2,3.4
9396,128417,0.999,1,1.54
9397,128425,0.989,1,1.54
9398,128435,0.987,1,1.54
9399,128443,0.992,1,1.54
9400,128450,0.997,1,1.54
9401,128463,0.993,1,1.54
9402,128470,0.3524,7,12.35
9403,128479,0.4165999999999999,6,11.87
9404,128481,0.5239,5,10.69
9405,128483,0.3785,6,11.87
9406,128486,0.482,5,10.69
9407,128490,0.993,1,1.54
9408,128499,0.6842,3,4.97
9409,128506,0.1767,9,20.33
9410,128532,0.994,1,1.54
9411,128539,0.986,1,1.54
9412,128548,0.988,1,1.54
9413,128579,0.4211,6,11.87
9414,128581,0.985,1,1.54
9415,128583,0.3023,7,12.35
9416,128591,0.992,1,1.54
9417,128607,0.2705,8,12.68
9418,128609,0.3695,6,11.87
9419,128617,0.5479999999999999,4,7.38
9420,128618,0.3364999999999999,7,12.35
9421,128619,0.5033,5,10.69
9422,128620,0.3519,7,12.35
9423,128621,0.997,1,1.54
9424,128622,0.7212999999999999,2,3.4
9425,128623,0.6215999999999999,4,7.38
9426,128624,0.414,6,11.87
9427,128625,0.3831,6,11.87
9428,128626,0.2672,8,12.68
9429,128627,0.5659000000000001,4,7.38
9430,128628,0.2952,7,12.35
9431,128629,0.4379,6,11.87
9432,128630,0.4852,5,10.69
9433,128631,0.2048,8,12.68
9434,128632,0.5046,5,10.69
9435,128633,0.6072,4,7.38
9436,128636,0.99,1,1.54
9437,128643,0.5995,4,7.38
9438,128662,0.2871,7,12.35
9439,128664,0.988,1,1.54
9440,128674,0.596,4,7.38
9441,128678,0.5474,4,7.38
9442,128684,0.6375,3,4.97
9443,128686,0.6687000000000001,3,4.97
9444,128710,0.4642,5,10.69
9445,128714,0.4309,6,11.87
9446,128715,0.7802,2,3.4
9447,128718,0.2641,8,12.68
9448,128723,0.5957,4,7.38
9449,128724,0.2681,8,12.68
9450,128726,0.3364999999999999,7,12.35
9451,128739,0.995,1,1.54
9452,128756,0.992,1,1.54
9453,128767,0.4029,6,11.87
9454,128769,0.996,1,1.54
9455,128778,0.986,1,1.54
9456,128784,0.991,1,1.54
9457,128820,0.4650999999999999,5,10.69
9458,128827,0.4790999999999999,5,10.69
9459,128830,0.2438,8,12.68
9460,128831,0.2489,8,12.68
9461,128832,0.995,1,1.54
9462,128839,0.3002,7,12.35
9463,128841,0.7959,2,3.4
9464,128856,0.991,1,1.54
9465,128863,0.3532,7,12.35
9466,128864,0.492,5,10.69
9467,128875,0.5242,5,10.69
9468,128876,0.5281,5,10.69
9469,128877,0.5659000000000001,4,7.38
9470,128881,0.217,8,12.68
9471,128893,0.989,1,1.54
9472,128907,0.1727,9,20.33
9473,128917,0.5409,5,10.69
9474,128918,0.7929,2,3.4
9475,128919,0.4023,6,11.87
9476,128929,0.991,1,1.54
9477,128935,0.99,1,1.54
9478,128944,0.985,1,1.54
9479,128953,0.6128,4,7.38
9480,128955,0.4659,5,10.69
9481,128963,0.993,1,1.54
9482,128976,0.988,1,1.54
9483,128984,0.992,1,1.54
9484,128993,0.2882,7,12.35
9485,128998,0.999,1,1.54
9486,129005,0.988,1,1.54
9487,129014,0.985,1,1.54
9488,129030,0.4081,6,11.87
9489,129033,0.994,1,1.54
9490,129043,0.4397999999999999,6,11.87
9491,129044,0.7431,2,3.4
9492,129045,0.6485,3,4.97
9493,129047,0.3101,7,12.35
9494,129048,0.4301,6,11.87
9495,129049,0.2051,8,12.68
9496,129051,0.3989,6,11.87
9497,129060,0.99,1,1.54
9498,129080,0.996,1,1.54
9499,129088,0.7297,2,3.4
9500,129101,0.792,2,3.4
9501,129107,0.4596,5,10.69
9502,129109,0.2711,8,12.68
9503,129120,0.7556999999999999,2,3.4
9504,129122,0.2495,8,12.68
9505,129127,0.2163,8,12.68
9506,129146,0.994,1,1.54
9507,129154,0.5347999999999999,5,10.69
9508,129160,0.6236,4,7.38
9509,129218,0.2055999999999999,8,12.68
9510,129232,0.989,1,1.54
9511,129273,0.2208999999999999,8,12.68
9512,129276,0.7077,3,4.97
9513,129281,0.2062999999999999,8,12.68
9514,129284,0.531,5,10.69
9515,129288,0.2705,8,12.68
9516,129289,0.4254,6,11.87
9517,129291,0.3235,7,12.35
9518,129293,0.5246,5,10.69
9519,129299,0.7979,2,3.4
9520,129305,0.3093,7,12.35
9521,129335,0.991,1,1.54
9522,129343,0.991,1,1.54
9523,129366,0.467,5,10.69
9524,129367,0.3384,7,12.35
9525,129368,0.996,1,1.54
9526,129395,0.2743,8,12.68
9527,129396,0.7106,3,4.97
9528,129402,0.4069,6,11.87
9529,129403,0.3139,7,12.35
9530,129404,0.4002,6,11.87
9531,129405,0.2781,7,12.35
9532,129406,0.4149,6,11.87
9533,129408,0.2384,8,12.68
9534,129415,0.992,1,1.54
9535,129435,0.4009,6,11.87
9536,129436,0.7193,3,4.97
9537,129438,0.7603,2,3.4
9538,129440,0.2307999999999999,8,12.68
9539,129442,0.2516,8,12.68
9540,129443,0.6309,4,7.38
9541,129454,0.6743000000000001,3,4.97
9542,129455,0.3957,6,11.87
9543,129456,0.5371,5,10.69
9544,129457,0.2137,8,12.68
9545,129459,0.6163000000000001,4,7.38
9546,129461,0.7737999999999999,2,3.4
9547,129480,0.604,4,7.38
9548,129481,0.3448,7,12.35
9549,129482,0.4938,5,10.69
9550,129484,0.2371,8,12.68
9551,129485,0.2817,7,12.35
9552,129487,0.6139,4,7.38
9553,129492,0.3502,7,12.35
9554,129493,0.6004,4,7.38
9555,129495,0.6247,4,7.38
9556,129496,0.7179000000000001,3,4.97
9557,129499,0.4039,6,11.87
9558,129500,0.7033,3,4.97
9559,129501,0.4686,5,10.69
9560,129502,0.6467,3,4.97
9561,129503,0.992,1,1.54
9562,129517,0.7084999999999999,3,4.97
9563,129520,0.4014999999999999,6,11.87
9564,129529,0.995,1,1.54
9565,129539,0.4349,6,11.87
9566,129551,0.987,1,1.54
9567,129567,0.5534,4,7.38
9568,129590,0.2447,8,12.68
9569,129591,0.6564,3,4.97
9570,129593,0.6219,4,7.38
9571,129606,0.4711999999999999,5,10.69
9572,129608,0.986,1,1.54
9573,129615,0.997,1,1.54
9574,129622,0.3129,7,12.35
9575,129626,0.996,1,1.54
9576,129638,0.986,1,1.54
9577,129644,0.99,1,1.54
9578,129653,0.995,1,1.54
9579,129669,0.985,1,1.54
9580,129676,0.5287000000000001,5,10.69
9581,129686,0.6647,3,4.97
9582,129690,0.7456999999999999,2,3.4
9583,129695,0.7026,3,4.97
9584,129696,0.4675999999999999,5,10.69
9585,129697,0.598,4,7.38
9586,129711,0.3445,7,12.35
9587,129714,0.5288,5,10.69
9588,129725,0.3560999999999999,7,12.35
9589,129727,0.3987,6,11.87
9590,129728,0.3671999999999999,6,11.87
9591,129729,0.6331,3,4.97
9592,129730,0.5870000000000001,4,7.38
9593,129731,0.2373999999999999,8,12.68
9594,129732,0.4086999999999999,6,11.87
9595,129733,0.3499,7,12.35
9596,129734,0.4229,6,11.87
9597,129735,0.4238,6,11.87
9598,129741,0.5511,4,7.38
9599,129743,0.2143,8,12.68
9600,129745,0.6624,3,4.97
9601,129746,0.2128999999999999,8,12.68
9602,129748,0.2422,8,12.68
9603,129750,0.3209,7,12.35
9604,129751,0.4117,6,11.87
9605,129753,0.7149,3,4.97
9606,129754,0.5826,4,7.38
9607,129755,0.7186,3,4.97
9608,129756,0.2949,7,12.35
9609,129758,0.2357999999999999,8,12.68
9610,129760,0.5818,4,7.38
9611,129761,0.3001,7,12.35
9612,129762,0.6568999999999999,3,4.97
9613,129763,0.7241,2,3.4
9614,129766,0.7885,2,3.4
9615,129767,0.6123,4,7.38
9616,129768,0.5121,5,10.69
9617,129769,0.4113,6,11.87
9618,129770,0.3025,7,12.35
9619,129775,0.2622,8,12.68
9620,129777,0.4025999999999999,6,11.87
9621,129788,0.993,1,1.54
9622,129794,0.99,1,1.54
9623,129826,0.405,6,11.87
9624,129828,0.2753,7,12.35
9625,129829,0.5982999999999999,4,7.38
9626,129832,0.367,6,11.87
9627,129834,0.6478,3,4.97
9628,129835,0.3569,7,12.35
9629,129836,0.6201,4,7.38
9630,129838,0.2647,8,12.68
9631,129839,0.3411999999999999,7,12.35
9632,129840,0.2884,7,12.35
9633,129841,0.3486999999999999,7,12.35
9634,129843,0.7985,2,3.4
9635,129845,0.6249,4,7.38
9636,129846,0.3007999999999999,7,12.35
9637,129848,0.6265999999999999,4,7.38
9638,129849,0.5479999999999999,4,7.38
9639,129850,0.995,1,1.54
9640,129852,0.5157,5,10.69
9641,129861,0.5813,4,7.38
9642,129862,0.6223,4,7.38
9643,129864,0.3091,7,12.35
9644,129865,0.7379000000000001,2,3.4
9645,129881,0.991,1,1.54
9646,129893,0.3354999999999999,7,12.35
9647,129895,0.7005,3,4.97
9648,129896,0.5988,4,7.38
9649,129897,0.6244,4,7.38
9650,129903,0.352,7,12.35
9651,129904,0.989,1,1.54
9652,129912,0.987,1,1.54
9653,129922,0.995,1,1.54
9654,129929,0.4345,6,11.87
9655,129933,0.2037,8,12.68
9656,129945,0.7968999999999999,2,3.4
9657,129958,0.4875,5,10.69
9658,129960,0.434,6,11.87
9659,129985,0.986,1,1.54
9660,129991,0.8049000000000001,2,3.4
9661,129997,0.6042000000000001,4,7.38
9662,129998,0.5670000000000001,4,7.38
9663,130002,0.7156,3,4.97
9664,130007,0.325,7,12.35
9665,130011,0.996,1,1.54
9666,130020,0.6531,3,4.97
9667,130022,0.7953,2,3.4
9668,130024,0.4088,6,11.87
9669,130027,0.2019,8,12.68
9670,130029,0.4588,5,10.69
9671,130030,0.6567000000000001,3,4.97
9672,130031,0.2019999999999999,8,12.68
9673,130032,0.5774,4,7.38
9674,130033,0.6843,3,4.97
9675,130035,0.5008,5,10.69
9676,130037,0.7661,2,3.4
9677,130038,0.4015999999999999,6,11.87
9678,130039,0.6873,3,4.97
9679,130049,0.989,1,1.54
9680,130055,0.2559,8,12.68
9681,130056,0.2994,7,12.35
9682,130057,0.99,1,1.54
9683,130064,0.2963,7,12.35
9684,130066,0.2343,8,12.68
9685,130068,0.2326,8,12.68
9686,130071,0.2885,7,12.35
9687,130072,0.5617,4,7.38
9688,130073,0.6143,4,7.38
9689,130075,0.2191,8,12.68
9690,130077,0.3619,6,11.87
9691,130078,0.986,1,1.54
9692,130079,0.7765000000000001,2,3.4
9693,130081,0.4808,5,10.69
9694,130082,0.5102,5,10.69
9695,130084,0.5608,4,7.38
9696,130085,0.321,7,12.35
9697,130088,0.2548999999999999,8,12.68
9698,130095,0.6548999999999999,3,4.97
9699,130101,0.735,2,3.4
9700,130115,0.3567,7,12.35
9701,130117,0.6603,3,4.97
9702,130119,0.4821,5,10.69
9703,130121,0.263,8,12.68
9704,130122,0.477,5,10.69
9705,130124,0.5811,4,7.38
9706,130126,0.3542,7,12.35
9707,130128,0.3875,6,11.87
9708,130130,0.3785,6,11.87
9709,130137,0.6701,3,4.97
9710,130145,0.6084,4,7.38
9711,130148,0.7681,2,3.4
9712,130149,0.2469,8,12.68
9713,130150,0.997,1,1.54
9714,130159,0.4553999999999999,5,10.69
9715,130160,0.3705,6,11.87
9716,130163,0.4393999999999999,6,11.87
9717,130165,0.3193,7,12.35
9718,130166,0.4615999999999999,5,10.69
9719,130170,0.988,1,1.54
9720,130179,0.5115,5,10.69
9721,130193,0.99,1,1.54
9722,130194,0.986,1,1.54
9723,130198,0.3589,7,12.35
9724,130203,0.5121,5,10.69
9725,130204,0.5244,5,10.69
9726,130205,0.77,2,3.4
9727,130206,0.4814,5,10.69
9728,130208,0.6909000000000001,3,4.97
9729,130209,0.7415,2,3.4
9730,130213,0.406,6,11.87
9731,130217,0.205,8,12.68
9732,130218,0.993,1,1.54
9733,130231,0.2143,8,12.68
9734,130234,0.4793,5,10.69
9735,130235,0.4557,5,10.69
9736,130236,0.3087999999999999,7,12.35
9737,130241,0.989,1,1.54
9738,130251,0.985,1,1.54
9739,130260,0.994,1,1.54
9740,130273,0.987,1,1.54
9741,130283,0.6472,3,4.97
9742,130298,0.992,1,1.54
9743,130309,0.985,1,1.54
9744,130314,0.7081999999999999,3,4.97
9745,130316,0.996,1,1.54
9746,130327,0.505,5,10.69
9747,130335,0.999,1,1.54
9748,130355,0.995,1,1.54
9749,130374,0.987,1,1.54
9750,130381,0.6196,4,7.38
9751,130382,0.2052,8,12.68
9752,130383,0.5986,4,7.38
9753,130384,0.998,1,1.54
9754,130392,0.988,1,1.54
9755,130393,0.4558,5,10.69
9756,130394,0.3414,7,12.35
9757,130395,0.5815,4,7.38
9758,130396,0.988,1,1.54
9759,130404,0.5814,4,7.38
9760,130405,0.2349,8,12.68
9761,130406,0.5168,5,10.69
9762,130410,0.7289,2,3.4
9763,130411,0.998,1,1.54
9764,130419,0.4604999999999999,5,10.69
9765,130422,0.7898000000000001,2,3.4
9766,130424,0.4234,6,11.87
9767,130425,0.986,1,1.54
9768,130431,0.985,1,1.54
9769,130445,0.6901999999999999,3,4.97
9770,130446,0.99,1,1.54
9771,130452,0.989,1,1.54
9772,130463,0.2122,8,12.68
9773,130465,0.996,1,1.54
9774,130480,0.7918000000000001,2,3.4
9775,130482,0.991,1,1.54
9776,130489,0.989,1,1.54
9777,130500,0.985,1,1.54
9778,130507,0.985,1,1.54
9779,130522,0.995,1,1.54
9780,130528,0.7308,2,3.4
9781,130530,0.988,1,1.54
9782,130536,0.999,1,1.54
9783,130543,0.993,1,1.54
9784,130568,0.3264,7,12.35
9785,130570,0.385,6,11.87
9786,130583,0.4342,6,11.87
9787,130590,0.986,1,1.54
9788,130601,0.5964,4,7.38
9789,130609,0.987,1,1.54
9790,130616,0.995,1,1.54
9791,130632,0.99,1,1.54
9792,130664,0.1787,9,20.33
9793,130672,0.987,1,1.54
9794,130684,0.991,1,1.54
9795,130694,0.276,7,12.35
9796,130695,0.6585,3,4.97
9797,130713,0.988,1,1.54
9798,130753,0.3243999999999999,7,12.35
9799,130767,0.2231,8,12.68
9800,130768,0.2289,8,12.68
9801,130769,0.5357,5,10.69
9802,130770,0.5043,5,10.69
9803,130771,0.6244,4,7.38
9804,130782,0.6973,3,4.97
9805,130783,0.6167,4,7.38
9806,130784,0.7681,2,3.4
9807,130787,0.211,8,12.68
9808,130796,0.2266,8,12.68
9809,130807,0.991,1,1.54
9810,130815,0.4926,5,10.69
9811,130817,0.3338,7,12.35
9812,130854,0.3332,7,12.35
9813,130855,0.7222,2,3.4
9814,130862,0.7118000000000001,3,4.97
9815,130866,0.6668000000000001,3,4.97
9816,130867,0.7862,2,3.4
9817,130868,0.3461999999999999,7,12.35
9818,130869,0.6833,3,4.97
9819,130871,0.6823,3,4.97
9820,130879,0.2837,7,12.35
9821,130884,0.987,1,1.54
9822,130894,0.4463,6,11.87
9823,130896,0.41,6,11.87
9824,130902,0.5807,4,7.38
9825,130913,0.4656,5,10.69
9826,130918,0.3902,6,11.87
9827,130919,0.465,5,10.69
9828,130920,0.5347,5,10.69
9829,130921,0.4377,6,11.87
9830,130923,0.3645,6,11.87
9831,130927,0.99,1,1.54
9832,130941,0.991,1,1.54
9833,130961,0.5760000000000001,4,7.38
9834,130962,0.5633,4,7.38
9835,130964,0.7154,3,4.97
9836,130966,0.991,1,1.54
9837,130976,0.4972999999999999,5,10.69
9838,130978,0.6653,3,4.97
9839,130986,0.2617,8,12.68
9840,130990,0.6715000000000001,3,4.97
9841,130991,0.3974,6,11.87
9842,130992,0.2369,8,12.68
9843,130993,0.4054999999999999,6,11.87
9844,130998,0.6327,3,4.97
9845,131000,0.6793,3,4.97
9846,131009,0.6297,4,7.38
9847,131017,0.3265999999999999,7,12.35
9848,131018,0.5717,4,7.38
9849,131023,0.3251,7,12.35
9850,131024,0.3482,7,12.35
9851,131031,0.993,1,1.54
9852,131045,0.4917,5,10.69
9853,131055,0.5115999999999999,5,10.69
9854,131060,0.3747999999999999,6,11.87
9855,131064,0.2030999999999999,8,12.68
9856,131066,0.3832,6,11.87
