,id_distribuidor,probs,grupo,cosecha_canasta
5767,105755,0.7106,3,4.97
5768,105800,0.7687,2,3.4
5769,105804,0.2583,8,12.68
5770,105810,0.4974,5,10.69
5771,105814,0.5793,4,7.38
5772,105824,0.7190000000000001,3,4.97
5773,105826,0.2353,8,12.68
5774,105835,0.991,1,1.54
5775,105872,0.7970999999999999,2,3.4
5776,105874,0.5731,4,7.38
5777,105906,0.4893,5,10.69
5778,105908,0.2631,8,12.68
5779,105926,0.991,1,1.54
5780,105940,0.997,1,1.54
5781,105955,0.4236,6,11.87
5782,105968,0.996,1,1.54
5783,105994,0.989,1,1.54
5784,106014,0.988,1,1.54
5785,106026,0.99,1,1.54
5786,106034,0.996,1,1.54
5787,106043,0.7976000000000001,2,3.4
5788,106074,0.2484,8,12.68
5789,106100,0.996,1,1.54
5790,106114,0.361,7,12.35
5791,106130,0.2592,8,12.68
5792,106143,0.6076,4,7.38
5793,106145,0.4884,5,10.69
5794,106146,0.999,1,1.54
5795,106147,0.4059,6,11.87
5796,106148,0.5318999999999999,5,10.69
5797,106154,0.994,1,1.54
5798,106177,0.4674,5,10.69
5799,106179,0.7876000000000001,2,3.4
5800,106180,0.998,1,1.54
5801,106189,0.99,1,1.54
5802,106191,0.6294,4,7.38
5803,106206,0.2376,8,12.68
5804,106207,0.7267,2,3.4
5805,106210,0.2328,8,12.68
5806,106239,0.7371,2,3.4
5807,106279,0.993,1,1.54
5808,106283,0.7337,2,3.4
5809,106296,0.2618,8,12.68
5810,106298,0.7214,2,3.4
5811,106318,0.5677,4,7.38
5812,106325,0.4824,5,10.69
5813,106326,0.4150999999999999,6,11.87
5814,106337,0.6229,4,7.38
5815,106338,0.5277000000000001,5,10.69
5816,106354,0.6745,3,4.97
5817,106362,0.4443999999999999,6,11.87
5818,106363,0.985,1,1.54
5819,106407,0.994,1,1.54
5820,106413,0.986,1,1.54
5821,106436,0.2417,8,12.68
5822,106438,0.372,6,11.87
5823,106439,0.3654,6,11.87
5824,106441,0.5759000000000001,4,7.38
5825,106443,0.3297,7,12.35
5826,106451,0.987,1,1.54
5827,106456,0.481,5,10.69
5828,106485,0.99,1,1.54
5829,106497,0.7204999999999999,3,4.97
5830,106499,0.994,1,1.54
5831,106500,0.986,1,1.54
5832,106501,0.996,1,1.54
5833,106508,0.992,1,1.54
5834,106513,0.6073,4,7.38
5835,106526,0.7685,2,3.4
5836,106528,0.6091,4,7.38
5837,106530,0.5004,5,10.69
5838,106551,0.2241,8,12.68
5839,106552,0.3772999999999999,6,11.87
5840,106602,0.994,1,1.54
5841,106615,0.2711,8,12.68
5842,106640,0.3997,6,11.87
5843,106641,0.99,1,1.54
5844,106654,0.7247,2,3.4
5845,106655,0.5135000000000001,5,10.69
5846,106656,0.3389,7,12.35
5847,106657,0.5578,4,7.38
5848,106660,0.7943000000000001,2,3.4
5849,106672,0.4864,5,10.69
5850,106673,0.3129,7,12.35
5851,106679,0.3223,7,12.35
5852,106681,0.3497999999999999,7,12.35
5853,106719,0.7123999999999999,3,4.97
5854,106720,0.986,1,1.54
5855,106728,0.991,1,1.54
5856,106739,0.3119,7,12.35
5857,106740,0.6959000000000001,3,4.97
5858,106741,0.994,1,1.54
5859,106769,0.7990999999999999,2,3.4
5860,106770,0.7242000000000001,2,3.4
5861,106771,0.6988,3,4.97
5862,106772,0.485,5,10.69
5863,106782,0.987,1,1.54
5864,106787,0.989,1,1.54
5865,106789,0.998,1,1.54
5866,106827,0.2713,8,12.68
5867,106837,0.2597,8,12.68
5868,106847,0.996,1,1.54
5869,106855,0.6981,3,4.97
5870,106856,0.2741,8,12.68
5871,106857,0.993,1,1.54
5872,106858,0.996,1,1.54
5873,106868,0.3394,7,12.35
5874,106886,0.998,1,1.54
5875,106897,0.7519,2,3.4
5876,106899,0.3912,6,11.87
5877,106900,0.987,1,1.54
5878,106906,0.997,1,1.54
5879,106907,0.989,1,1.54
5880,106920,0.6466,3,4.97
5881,106932,0.3685,6,11.87
5882,106934,0.5657,4,7.38
5883,106946,0.995,1,1.54
5884,106948,0.6,4,7.38
5885,106949,0.3721,6,11.87
5886,106953,0.993,1,1.54
5887,106961,0.991,1,1.54
5888,106972,0.7602,2,3.4
5889,106973,0.3034,7,12.35
5890,106974,0.7286,2,3.4
5891,106975,0.988,1,1.54
5892,106981,0.7121999999999999,3,4.97
5893,106985,0.7237,2,3.4
5894,106988,0.988,1,1.54
5895,106995,0.999,1,1.54
5896,107003,0.1697,9,20.33
5897,107010,0.0885,10,22.69
5898,107021,0.7542,2,3.4
5899,107022,0.3413,7,12.35
5900,107023,0.987,1,1.54
5901,107032,0.5171,5,10.69
5902,107033,0.2935,7,12.35
5903,107034,0.2592,8,12.68
5904,107052,0.999,1,1.54
5905,107082,0.755,2,3.4
5906,107088,0.986,1,1.54
5907,107091,0.3591,7,12.35
5908,107097,0.991,1,1.54
5909,107106,0.6143,4,7.38
5910,107109,0.5184000000000001,5,10.69
5911,107111,0.996,1,1.54
5912,107117,0.997,1,1.54
5913,107119,0.995,1,1.54
5914,107125,0.4922999999999999,5,10.69
5915,107130,0.5287000000000001,5,10.69
5916,107139,0.986,1,1.54
5917,107146,0.985,1,1.54
5918,107155,0.3994,6,11.87
5919,107157,0.6543000000000001,3,4.97
5920,107159,0.6751999999999999,3,4.97
5921,107160,0.4563,5,10.69
5922,107161,0.2518,8,12.68
5923,107163,0.5946,4,7.38
5924,107164,0.745,2,3.4
5925,107166,0.2318,8,12.68
5926,107187,0.985,1,1.54
5927,107220,0.6098,4,7.38
5928,107223,0.3121,7,12.35
5929,107224,0.4311,6,11.87
5930,107232,0.997,1,1.54
5931,107276,0.3887,6,11.87
5932,107277,0.7094,3,4.97
5933,107280,0.998,1,1.54
5934,107383,0.991,1,1.54
5935,107392,0.99,1,1.54
5936,107399,0.993,1,1.54
5937,107408,0.7908,2,3.4
5938,107409,0.2177,8,12.68
5939,107417,0.993,1,1.54
5940,107429,0.2398,8,12.68
5941,107440,0.5490999999999999,4,7.38
5942,107486,0.5856,4,7.38
5943,107503,0.997,1,1.54
5944,107524,0.985,1,1.54
5945,107545,0.988,1,1.54
5946,107559,0.995,1,1.54
5947,107574,0.3745,6,11.87
5948,107582,0.999,1,1.54
5949,107625,0.6026,4,7.38
5950,107630,0.7866,2,3.4
5951,107666,0.7718,2,3.4
5952,107681,0.7467,2,3.4
5953,107683,0.3485,7,12.35
5954,107684,0.298,7,12.35
5955,107691,0.99,1,1.54
5956,107750,0.997,1,1.54
5957,107769,0.266,8,12.68
5958,107770,0.1697,9,20.33
5959,107780,0.5732,4,7.38
5960,107811,0.6001,4,7.38
5961,107813,0.2788,7,12.35
5962,107821,0.3763,6,11.87
5963,107831,0.7036,3,4.97
5964,107834,0.3203,7,12.35
5965,107837,0.2244,8,12.68
5966,107838,0.5613,4,7.38
5967,107862,0.987,1,1.54
5968,107875,0.5640999999999999,4,7.38
5969,107897,0.3002,7,12.35
5970,107898,0.6783,3,4.97
5971,107899,0.993,1,1.54
5972,107911,0.4785,5,10.69
5973,107917,0.7490000000000001,2,3.4
5974,107920,0.5153,5,10.69
5975,107921,0.3825,6,11.87
5976,107922,0.988,1,1.54
5977,107928,0.7490000000000001,2,3.4
5978,107929,0.2554,8,12.68
5979,107930,0.7533,2,3.4
5980,107935,0.7733,2,3.4
5981,107936,0.2195,8,12.68
5982,107939,0.6690999999999999,3,4.97
5983,107940,0.5759000000000001,4,7.38
5984,107941,0.2671,8,12.68
5985,107943,0.7148,3,4.97
5986,107944,0.4257,6,11.87
5987,107945,0.4578,5,10.69
5988,107947,0.7059000000000001,3,4.97
5989,107950,0.994,1,1.54
5990,107956,0.7459,2,3.4
5991,107960,0.994,1,1.54
5992,107975,0.6167,4,7.38
5993,107977,0.4183,6,11.87
5994,107979,0.6736,3,4.97
5995,107984,0.4448,6,11.87
5996,107986,0.6403,3,4.97
5997,107989,0.6063000000000001,4,7.38
5998,107993,0.7495,2,3.4
5999,107994,0.3301,7,12.35
6000,107997,0.2789999999999999,7,12.35
6001,107998,0.994,1,1.54
6002,108001,0.7334,2,3.4
6003,108005,0.4985,5,10.69
6004,108006,0.3782999999999999,6,11.87
6005,108008,0.7106,3,4.97
6006,108015,0.4854,5,10.69
6007,108025,0.6475,3,4.97
6008,108028,0.4489,6,11.87
6009,108032,0.7258,2,3.4
6010,108033,0.989,1,1.54
6011,108040,0.5882000000000001,4,7.38
6012,108045,0.996,1,1.54
6013,108055,0.992,1,1.54
6014,108081,0.992,1,1.54
6015,108097,0.999,1,1.54
6016,108115,0.998,1,1.54
6017,108126,0.995,1,1.54
6018,108142,0.985,1,1.54
6019,108152,0.5404,5,10.69
6020,108167,0.5564,4,7.38
6021,108176,0.7776000000000001,2,3.4
6022,108177,0.4667,5,10.69
6023,108178,0.733,2,3.4
6024,108179,0.7381,2,3.4
6025,108204,0.993,1,1.54
6026,108212,0.985,1,1.54
6027,108231,0.993,1,1.54
6028,108267,0.997,1,1.54
6029,108289,0.998,1,1.54
6030,108300,0.994,1,1.54
6031,108307,0.2347,8,12.68
6032,108308,0.718,3,4.97
6033,108309,0.3661999999999999,6,11.87
6034,108310,0.996,1,1.54
6035,108311,0.3117,7,12.35
6036,108325,0.998,1,1.54
6037,108337,0.7176,3,4.97
6038,108345,0.987,1,1.54
6039,108353,0.985,1,1.54
6040,108365,0.998,1,1.54
6041,108388,0.987,1,1.54
6042,108439,0.561,4,7.38
6043,108445,0.4456,6,11.87
6044,108448,0.7181000000000001,3,4.97
6045,108450,0.3062,7,12.35
6046,108457,0.4968999999999999,5,10.69
6047,108471,0.293,7,12.35
6048,108478,0.5984,4,7.38
6049,108479,0.62,4,7.38
6050,108480,0.2385,8,12.68
6051,108494,0.5839,4,7.38
6052,108495,0.6476000000000001,3,4.97
6053,108499,0.2389,8,12.68
6054,108501,0.1777,9,20.33
6055,108505,0.2713,8,12.68
6056,108506,0.4618,5,10.69
6057,108507,0.986,1,1.54
6058,108514,0.2037,8,12.68
6059,108520,0.456,5,10.69
6060,108521,0.2108,8,12.68
6061,108556,0.5952000000000001,4,7.38
6062,108563,0.996,1,1.54
6063,108586,0.988,1,1.54
6064,108615,0.991,1,1.54
6065,108636,0.2995,7,12.35
6066,108640,0.7033,3,4.97
6067,108641,0.985,1,1.54
6068,108643,0.992,1,1.54
6069,108653,0.3165,7,12.35
6070,108661,0.987,1,1.54
6071,108672,0.7855,2,3.4
6072,108674,0.5287000000000001,5,10.69
6073,108682,0.7459,2,3.4
6074,108684,0.4168,6,11.87
6075,108686,0.7361,2,3.4
6076,108687,0.2645,8,12.68
6077,108689,0.3515,7,12.35
6078,108690,0.7082999999999999,3,4.97
6079,108693,0.6887000000000001,3,4.97
6080,108696,0.6487,3,4.97
6081,108697,0.273,8,12.68
6082,108698,0.4902,5,10.69
6083,108705,0.2904,7,12.35
6084,108706,0.3124,7,12.35
6085,108728,0.992,1,1.54
6086,108742,0.991,1,1.54
6087,108748,0.7143999999999999,3,4.97
6088,108753,0.552,4,7.38
6089,108778,0.99,1,1.54
6090,108786,0.3461999999999999,7,12.35
6091,108787,0.7809,2,3.4
6092,108800,0.997,1,1.54
6093,108810,0.6264,4,7.38
6094,108828,0.7070000000000001,3,4.97
6095,108834,0.997,1,1.54
6096,108847,0.5005,5,10.69
6097,108874,0.3714,6,11.87
6098,108875,0.7707999999999999,2,3.4
6099,108876,0.7243999999999999,2,3.4
6100,108877,0.2168,8,12.68
6101,108895,0.6153,4,7.38
6102,108902,0.986,1,1.54
6103,108908,0.991,1,1.54
6104,108918,0.5359,5,10.69
6105,108920,0.5964,4,7.38
6106,108921,0.999,1,1.54
6107,108937,0.5902000000000001,4,7.38
6108,108945,0.3593,7,12.35
6109,108970,0.7506,2,3.4
6110,108975,0.6557999999999999,3,4.97
6111,108979,0.986,1,1.54
6112,108986,0.985,1,1.54
6113,109008,0.986,1,1.54
6114,109012,0.998,1,1.54
6115,109019,0.992,1,1.54
6116,109023,0.999,1,1.54
6117,109045,0.995,1,1.54
6118,109061,0.6172,4,7.38
6119,109062,0.99,1,1.54
6120,109075,0.997,1,1.54
6121,109082,0.999,1,1.54
6122,109097,0.994,1,1.54
6123,109112,0.7885,2,3.4
6124,109132,0.998,1,1.54
6125,109141,0.989,1,1.54
6126,109151,0.987,1,1.54
6127,109159,0.5377000000000001,5,10.69
6128,109171,0.991,1,1.54
6129,109181,0.991,1,1.54
6130,109192,0.4304,6,11.87
6131,109193,0.6884,3,4.97
6132,109195,0.5503,4,7.38
6133,109196,0.3455,7,12.35
6134,109197,0.6677,3,4.97
6135,109209,0.5099,5,10.69
6136,109210,0.6748000000000001,3,4.97
6137,109228,0.7848999999999999,2,3.4
6138,109238,0.6151,4,7.38
6139,109240,0.4314,6,11.87
6140,109244,0.5852,4,7.38
6141,109249,0.996,1,1.54
6142,109259,0.5406,5,10.69
6143,109260,0.6281,4,7.38
6144,109271,0.4911999999999999,5,10.69
6145,109281,0.1717,9,20.33
6146,109304,0.7371,2,3.4
6147,109319,0.6184000000000001,4,7.38
6148,109321,0.2362999999999999,8,12.68
6149,109322,0.3657,6,11.87
6150,109331,0.994,1,1.54
6151,109341,0.2055999999999999,8,12.68
6152,109345,0.99,1,1.54
6153,109407,0.99,1,1.54
6154,109415,0.3932,6,11.87
6155,109423,0.2714999999999999,8,12.68
6156,109425,0.988,1,1.54
6157,109437,0.997,1,1.54
6158,109445,0.7814,2,3.4
6159,109456,0.7409,2,3.4
6160,109458,0.5474,4,7.38
6161,109460,0.2896,7,12.35
6162,109463,0.3073,7,12.35
6163,109465,0.7453,2,3.4
6164,109477,0.5722,4,7.38
6165,109479,0.7465999999999999,2,3.4
6166,109493,0.506,5,10.69
6167,109497,0.568,4,7.38
6168,109506,0.4263,6,11.87
6169,109507,0.6229,4,7.38
6170,109522,0.1717,9,20.33
6171,109532,0.4938,5,10.69
6172,109534,0.986,1,1.54
6173,109540,0.6281,4,7.38
6174,109544,0.5321,5,10.69
6175,109546,0.2092999999999999,8,12.68
6176,109547,0.7479,2,3.4
6177,109551,0.994,1,1.54
6178,109563,0.6049,4,7.38
6179,109565,0.3156,7,12.35
6180,109566,0.7332,2,3.4
6181,109588,0.5082,5,10.69
6182,109615,0.992,1,1.54
6183,109632,0.998,1,1.54
6184,109634,0.6715000000000001,3,4.97
6185,109639,0.999,1,1.54
6186,109651,0.2178,8,12.68
6187,109652,0.997,1,1.54
6188,109661,0.445,6,11.87
6189,109663,0.3483,7,12.35
6190,109666,0.7152,3,4.97
6191,109667,0.2553,8,12.68
6192,109671,0.989,1,1.54
6193,109678,0.3616,6,11.87
6194,109694,0.986,1,1.54
6195,109707,0.6683,3,4.97
6196,109711,0.993,1,1.54
6197,109751,0.6223,4,7.38
6198,109754,0.7403,2,3.4
6199,109757,0.5283,5,10.69
6200,109760,0.2173,8,12.68
6201,109762,0.7859999999999999,2,3.4
6202,109765,0.62,4,7.38
6203,109771,0.7641,2,3.4
6204,109782,0.631,4,7.38
6205,109795,0.2477,8,12.68
6206,109799,0.4678,5,10.69
6207,109801,0.988,1,1.54
6208,109807,0.6007,4,7.38
6209,109809,0.992,1,1.54
6210,109907,0.985,1,1.54
6211,109929,0.998,1,1.54
6212,109937,0.996,1,1.54
6213,109945,0.1777,9,20.33
6214,109956,0.992,1,1.54
6215,109959,0.7403,2,3.4
6216,109969,0.6708,3,4.97
6217,109981,0.7909999999999999,2,3.4
6218,109983,0.3054,7,12.35
6219,109997,0.99,1,1.54
6220,109998,0.3761,6,11.87
6221,110025,0.994,1,1.54
6222,110037,0.99,1,1.54
6223,110055,0.231,8,12.68
6224,110061,0.5492,4,7.38
6225,110068,0.5781000000000001,4,7.38
6226,110084,0.5291,5,10.69
6227,110085,0.6241,4,7.38
6228,110088,0.997,1,1.54
6229,110100,0.6375,3,4.97
6230,110101,0.7106,3,4.97
6231,110109,0.2623999999999999,8,12.68
6232,110111,0.653,3,4.97
6233,110114,0.999,1,1.54
6234,110124,0.1707,9,20.33
6235,110136,0.5262,5,10.69
6236,110148,0.7297,2,3.4
6237,110153,0.1667,9,20.33
6238,110205,0.6987000000000001,3,4.97
6239,110206,0.498,5,10.69
6240,110213,0.2498,8,12.68
6241,110224,0.99,1,1.54
6242,110234,0.995,1,1.54
6243,110244,0.2022,8,12.68
6244,110249,0.988,1,1.54
6245,110255,0.996,1,1.54
6246,110268,0.5765,4,7.38
6247,110278,0.988,1,1.54
6248,110280,0.993,1,1.54
6249,110291,0.994,1,1.54
6250,110298,0.987,1,1.54
6251,110299,0.3472999999999999,7,12.35
6252,110300,0.648,3,4.97
6253,110301,0.996,1,1.54
6254,110310,0.991,1,1.54
6255,110313,0.4075,6,11.87
6256,110332,0.6925,3,4.97
6257,110333,0.7406999999999999,2,3.4
6258,110337,0.39,6,11.87
6259,110339,0.4261999999999999,6,11.87
6260,110357,0.2375,8,12.68
6261,110358,0.3632,6,11.87
6262,110387,0.6409999999999999,3,4.97
6263,110397,0.3338,7,12.35
6264,110419,0.2422,8,12.68
6265,110432,0.5563,4,7.38
6266,110435,0.2531,8,12.68
6267,110437,0.2357999999999999,8,12.68
6268,110439,0.6183,4,7.38
6269,110440,0.4607,5,10.69
6270,110443,0.6344,3,4.97
6271,110444,0.4604999999999999,5,10.69
6272,110445,0.7822,2,3.4
6273,110446,0.6854,3,4.97
6274,110450,0.5327000000000001,5,10.69
6275,110461,0.3818999999999999,6,11.87
6276,110464,0.3954999999999999,6,11.87
6277,110466,0.985,1,1.54
6278,110478,0.997,1,1.54
6279,110486,0.7598,2,3.4
6280,110496,0.995,1,1.54
6281,110507,0.3525,7,12.35
6282,110524,0.5297000000000001,5,10.69
6283,110531,0.4145,6,11.87
6284,110533,0.994,1,1.54
6285,110547,0.486,5,10.69
6286,110555,0.3878,6,11.87
6287,110556,0.3753,6,11.87
6288,110560,0.4685,5,10.69
6289,110565,0.6797,3,4.97
6290,110572,0.436,6,11.87
6291,110573,0.2382999999999999,8,12.68
6292,110574,0.99,1,1.54
6293,110583,0.451,6,11.87
6294,110586,0.985,1,1.54
6295,110596,0.7908,2,3.4
6296,110599,0.995,1,1.54
6297,110604,0.2518,8,12.68
6298,110605,0.7779,2,3.4
6299,110606,0.3944,6,11.87
6300,110609,0.4377,6,11.87
6301,110610,0.2368,8,12.68
6302,110612,0.3474,7,12.35
6303,110615,0.3926,6,11.87
6304,110619,0.6665000000000001,3,4.97
6305,110622,0.4284,6,11.87
6306,110623,0.995,1,1.54
6307,110631,0.6690999999999999,3,4.97
6308,110633,0.7495,2,3.4
6309,110639,0.1797,9,20.33
6310,110649,0.6555,3,4.97
6311,110650,0.3302,7,12.35
6312,110651,0.6925,3,4.97
6313,110656,0.991,1,1.54
6314,110674,0.993,1,1.54
6315,110675,0.7582,2,3.4
6316,110677,0.5389,5,10.69
6317,110678,0.7186,3,4.97
6318,110680,0.3724,6,11.87
6319,110684,0.363,6,11.87
6320,110696,0.997,1,1.54
6321,110706,0.4065,6,11.87
6322,110708,0.99,1,1.54
6323,110728,0.999,1,1.54
6324,110747,0.3348,7,12.35
6325,110764,0.99,1,1.54
6326,110772,0.1697,9,20.33
6327,110786,0.3963,6,11.87
6328,110787,0.5504,4,7.38
6329,110789,0.2091,8,12.68
6330,110796,0.3373,7,12.35
6331,110801,0.7190000000000001,3,4.97
6332,110803,0.7902,2,3.4
6333,110807,0.6873,3,4.97
6334,110808,0.4518,5,10.69
6335,110833,0.8039000000000001,2,3.4
6336,110853,0.988,1,1.54
6337,110859,0.5519,4,7.38
6338,110860,0.3263,7,12.35
6339,110863,0.6288,4,7.38
6340,110864,0.231,8,12.68
6341,110865,0.5858,4,7.38
6342,110866,0.8039000000000001,2,3.4
6343,110878,0.985,1,1.54
6344,110885,0.5327000000000001,5,10.69
6345,110887,0.999,1,1.54
6346,110913,0.2151,8,12.68
6347,110916,0.3876,6,11.87
6348,110917,0.2368,8,12.68
6349,110925,0.996,1,1.54
6350,110936,0.5318999999999999,5,10.69
6351,110937,0.985,1,1.54
6352,110944,0.3465,7,12.35
6353,110949,0.4036,6,11.87
6354,110950,0.5039,5,10.69
6355,110964,0.996,1,1.54
6356,110977,0.2364,8,12.68
6357,110993,0.2562,8,12.68
6358,110995,0.6018,4,7.38
6359,111001,0.6618,3,4.97
6360,111007,0.7995,2,3.4
6361,111017,0.7196000000000001,3,4.97
6362,111027,0.999,1,1.54
6363,111046,0.987,1,1.54
6364,111057,0.6493000000000001,3,4.97
6365,111058,0.3404,7,12.35
6366,111061,0.985,1,1.54
6367,111070,0.7992,2,3.4
6368,111073,0.4833,5,10.69
6369,111075,0.4540999999999999,5,10.69
6370,111091,0.993,1,1.54
6371,111106,0.996,1,1.54
6372,111119,0.2879,7,12.35
6373,111121,0.987,1,1.54
6374,111133,0.4207,6,11.87
6375,111146,0.988,1,1.54
6376,111157,0.99,1,1.54
6377,111159,0.992,1,1.54
6378,111162,0.4984,5,10.69
6379,111165,0.993,1,1.54
6380,111168,0.998,1,1.54
6381,111196,0.3903,6,11.87
6382,111197,0.994,1,1.54
6383,111205,0.6836,3,4.97
6384,111206,0.3475999999999999,7,12.35
6385,111209,0.6953,3,4.97
6386,111211,0.987,1,1.54
6387,111213,0.992,1,1.54
6388,111250,0.997,1,1.54
6389,111263,0.4217,6,11.87
6390,111269,0.5742,4,7.38
6391,111272,0.5069,5,10.69
6392,111273,0.3034,7,12.35
6393,111276,0.2282,8,12.68
6394,111285,0.988,1,1.54
6395,111287,0.3505,7,12.35
6396,111289,0.5932,4,7.38
6397,111291,0.5816,4,7.38
6398,111296,0.988,1,1.54
6399,111311,0.6848000000000001,3,4.97
6400,111312,0.6199,4,7.38
6401,111321,0.2112,8,12.68
6402,111322,0.987,1,1.54
6403,111333,0.2403,8,12.68
6404,111335,0.238,8,12.68
6405,111336,0.1797,9,20.33
6406,111356,0.993,1,1.54
6407,111365,0.2553,8,12.68
6408,111366,0.3885,6,11.87
6409,111368,0.4007,6,11.87
6410,111371,0.7766,2,3.4
6411,111373,0.996,1,1.54
6412,111374,0.3019,7,12.35
6413,111375,0.5769,4,7.38
6414,111378,0.7413,2,3.4
6415,111396,0.6457999999999999,3,4.97
6416,111399,0.995,1,1.54
6417,111411,0.2695,8,12.68
6418,111434,0.991,1,1.54
6419,111449,0.5523,4,7.38
6420,111452,0.986,1,1.54
6421,111462,0.998,1,1.54
6422,111473,0.999,1,1.54
6423,111482,0.985,1,1.54
6424,111515,0.615,4,7.38
6425,111525,0.3059,7,12.35
6426,111526,0.993,1,1.54
6427,111533,0.5987,4,7.38
6428,111544,0.4511,6,11.87
6429,111546,0.994,1,1.54
6430,111547,0.3818,6,11.87
6431,111598,0.7948999999999999,2,3.4
6432,111601,0.7095999999999999,3,4.97
6433,111607,0.4582,5,10.69
6434,111615,0.3895,6,11.87
6435,111616,0.2173999999999999,8,12.68
6436,111617,0.2273,8,12.68
6437,111620,0.3478,7,12.35
6438,111622,0.2248,8,12.68
6439,111623,0.5885,4,7.38
6440,111625,0.6106,4,7.38
6441,111633,0.989,1,1.54
6442,111635,0.5195000000000001,5,10.69
6443,111638,0.985,1,1.54
6444,111640,0.7907,2,3.4
6445,111642,0.996,1,1.54
6446,111688,0.6507999999999999,3,4.97
6447,111708,0.7112,3,4.97
6448,111715,0.6672,3,4.97
6449,111725,0.7176,3,4.97
6450,111728,0.2924,7,12.35
6451,111734,0.4432,6,11.87
6452,111748,0.56,4,7.38
6453,111749,0.985,1,1.54
6454,111754,0.3185,7,12.35
6455,111763,0.993,1,1.54
6456,111828,0.7509999999999999,2,3.4
6457,111830,0.6238,4,7.38
6458,111835,0.991,1,1.54
6459,111843,0.986,1,1.54
6460,111844,0.6633,3,4.97
6461,111846,0.4772,5,10.69
6462,111889,0.6765000000000001,3,4.97
6463,111915,0.2345,8,12.68
6464,111949,0.3162,7,12.35
6465,111951,0.6849,3,4.97
6466,111953,0.2051,8,12.68
6467,111956,0.989,1,1.54
6468,111957,0.1677,9,20.33
6469,111961,0.998,1,1.54
6470,111977,0.632,3,4.97
6471,111989,0.3117,7,12.35
6472,111992,0.6103000000000001,4,7.38
6473,111994,0.989,1,1.54
6474,112011,0.5494,4,7.38
6475,112014,0.996,1,1.54
6476,112027,0.996,1,1.54
6477,112030,0.4621,5,10.69
6478,112032,0.992,1,1.54
6479,112033,0.988,1,1.54
6480,112037,0.988,1,1.54
6481,112043,0.999,1,1.54
6482,112053,0.5818,4,7.38
6483,112069,0.2477,8,12.68
6484,112073,0.99,1,1.54
6485,112079,0.7884,2,3.4
6486,112095,0.996,1,1.54
6487,112121,0.993,1,1.54
6488,112135,0.8019,2,3.4
6489,112144,0.988,1,1.54
6490,112152,0.7031999999999999,3,4.97
6491,112154,0.988,1,1.54
6492,112156,0.5297000000000001,5,10.69
6493,112159,0.6776000000000001,3,4.97
6494,112188,0.3281,7,12.35
6495,112192,0.7816,2,3.4
6496,112215,0.989,1,1.54
6497,112221,0.995,1,1.54
6498,112239,0.993,1,1.54
6499,112259,0.987,1,1.54
6500,112269,0.639,3,4.97
6501,112272,0.246,8,12.68
6502,112275,0.3989999999999999,6,11.87
6503,112278,0.4539,5,10.69
6504,112298,0.6309,4,7.38
6505,112312,0.989,1,1.54
6506,112326,0.1777,9,20.33
6507,112335,0.3450999999999999,7,12.35
6508,112340,0.3575,7,12.35
6509,112341,0.5304,5,10.69
6510,112347,0.992,1,1.54
6511,112352,0.2669,8,12.68
6512,112354,0.6112,4,7.38
6513,112359,0.1787,9,20.33
6514,112361,0.7417,2,3.4
6515,112365,0.7948999999999999,2,3.4
6516,112367,0.4546,5,10.69
6517,112384,0.7946,2,3.4
6518,112388,0.3493,7,12.35
6519,112389,0.986,1,1.54
6520,112426,0.7384999999999999,2,3.4
6521,112429,0.3776,6,11.87
6522,112433,0.5982999999999999,4,7.38
6523,112437,0.5061,5,10.69
6524,112443,0.7492,2,3.4
6525,112444,0.2843,7,12.35
6526,112446,0.994,1,1.54
6527,112462,0.6303,4,7.38
6528,112463,0.4207,6,11.87
6529,112470,0.7077,3,4.97
6530,112473,0.4501,6,11.87
6531,112477,0.994,1,1.54
6532,112493,0.985,1,1.54
6533,112533,0.5273,5,10.69
6534,112545,0.992,1,1.54
6535,112566,0.4579999999999999,5,10.69
6536,112570,0.7362000000000001,2,3.4
6537,112571,0.7777,2,3.4
6538,112572,0.6523,3,4.97
6539,112575,0.7075,3,4.97
6540,112577,0.3066,7,12.35
6541,112586,0.4734,5,10.69
6542,112599,0.6159,4,7.38
6543,112601,0.4553,5,10.69
6544,112602,0.3494,7,12.35
6545,112604,0.3529,7,12.35
6546,112606,0.6973,3,4.97
6547,112609,0.3527,7,12.35
6548,112612,0.3375,7,12.35
6549,112618,0.989,1,1.54
6550,112642,0.779,2,3.4
6551,112643,0.3644,6,11.87
6552,112661,0.986,1,1.54
6553,112672,0.991,1,1.54
6554,112710,0.994,1,1.54
6555,112717,0.987,1,1.54
6556,112738,0.987,1,1.54
6557,112751,0.6115999999999999,4,7.38
6558,112762,0.3354,7,12.35
6559,112768,0.2302,8,12.68
6560,112770,0.3418,7,12.35
6561,112771,0.4036,6,11.87
6562,112772,0.5637,4,7.38
6563,112774,0.5117,5,10.69
6564,112790,0.4968,5,10.69
6565,112794,0.4422,6,11.87
6566,112795,0.211,8,12.68
6567,112796,0.2161,8,12.68
6568,112806,0.6064,4,7.38
6569,112816,0.7012,3,4.97
6570,112818,0.782,2,3.4
6571,112822,0.5972,4,7.38
6572,112823,0.6023,4,7.38
6573,112824,0.3076,7,12.35
6574,112831,0.3361,7,12.35
6575,112832,0.3214,7,12.35
6576,112833,0.5397000000000001,5,10.69
6577,112834,0.4906,5,10.69
6578,112835,0.99,1,1.54
