Contrato,Anexo,Número de documento,Fecha Vencimiento,Monto Capital,Monto intérés,Monto IVA,Tipo de Movimiento
193196,N,193196_1,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_2,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_3,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_4,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_5,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_6,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_7,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_8,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_9,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_10,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_11,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_12,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_13,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_14,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_15,2024-10-17,7999.984375,1331.049375,212.96625,FAC
193196,N,193196_16,2024-10-17,7999.984375,1331.049375,212.96625,FAC
