folioConsulta,folioConsultaOtorgante,claveOtorgante,idCliente,dateTime
1175280956,API1687213387663,002726,114566,2023-06-19 22:23:09
1175281006,API1687213392054,002726,114566,2023-06-19 22:23:13
1175341276,API1687218687478,002726,122987,2023-06-19 23:51:29
1175341078,API1687218674173,002726,122987,2023-06-19 23:51:15
1175341111,API1687218676634,002726,122987,2023-06-19 23:51:18
1175341252,API1687218686083,002726,122987,2023-06-19 23:51:28
1175341203,API1687218682865,002726,122987,2023-06-19 23:51:25
1175341300,API1687218689314,002726,122987,2023-06-19 23:51:32
1175341189,API1687218682171,002726,122987,2023-06-19 23:51:23
1175343507,API1687218871558,002726,134575,2023-06-19 23:54:32
1175343574,API1687218874953,002726,134575,2023-06-19 23:54:40
1175341110,API1687218676569,002726,122987,2023-06-19 23:51:17
1175344055,API1687218920346,002726,122909,2023-06-19 23:55:21
1175344041,API1687218918740,002726,122909,2023-06-19 23:55:20
1175344011,API1687218916978,002726,122909,2023-06-19 23:55:17
1175343550,API1687218875806,002726,134575,2023-06-19 23:54:36
1175341161,API1687218680321,002726,122987,2023-06-19 23:51:21
1175341256,API1687218686125,002726,122987,2023-06-19 23:51:27
1175341196,API1687218681847,002726,122987,2023-06-19 23:51:24
1175341133,API1687218678409,002726,122987,2023-06-19 23:51:19
1175343510,API1687218872026,002726,134575,2023-06-19 23:54:34
1175343554,API1687218876045,002726,134575,2023-06-19 23:54:38
1175757851,API1687271955745,002726,155640,2023-06-20 14:39:16
1175757876,API1687271959237,002726,155640,2023-06-20 14:39:20
1175757891,API1687271960242,002726,155640,2023-06-20 14:39:21
1175761337,API1687272391638,002726,74111,2023-06-20 14:46:33
1175757909,API1687271962509,002726,155640,2023-06-20 14:39:23
1175757829,API1687271953655,002726,155640,2023-06-20 14:39:14
1175757838,API1687271954729,002726,155640,2023-06-20 14:39:15
1175757923,API1687271964407,002726,155640,2023-06-20 14:39:25
1175757873,API1687271958963,002726,155640,2023-06-20 14:39:19
1175757901,API1687271961719,002726,155640,2023-06-20 14:39:22
1175766214,API1687273113330,002726,155732,2023-06-20 14:58:35
1175757917,API1687271963929,002726,155640,2023-06-20 14:39:24
1175845693,API1687280413281,002726,155763,2023-06-20 17:00:14
1175847695,API1687280584004,002726,155762,2023-06-20 17:03:05
1175919543,API1687285491822,002726,155769,2023-06-20 18:24:54
1175919648,API1687285498684,002726,155769,2023-06-20 18:24:59
1175977789,API1687288948717,002726,155783,2023-06-20 19:22:30
1175984426,API1687289243355,002726,155767,2023-06-20 19:27:24
1175981369,API1687289110608,002726,155782,2023-06-20 19:25:13
1175985827,API1687289305678,002726,155779,2023-06-20 19:28:27
1175981261,API1687289105505,002726,155782,2023-06-20 19:25:07
1175988400,API1687289418545,002726,155780,2023-06-20 19:30:19
1176102507,API1687294336554,002726,123364,2023-06-20 20:52:17
1176141662,API1687296694081,002726,155799,2023-06-20 21:31:35
1176160641,API1687298179991,002726,155805,2023-06-20 21:56:21
1176141613,API1687296690997,002726,155799,2023-06-20 21:31:32
1176160540,API1687298171196,002726,155797,2023-06-20 21:56:12
1176141697,API1687296696688,002726,155799,2023-06-20 21:31:38
1176160464,API1687298165718,002726,155797,2023-06-20 21:56:06
1176234853,API1687304142615,002726,141863,2023-06-20 23:35:44
1176529601,API1687358822309,002726,155755,2023-06-21 14:47:03
1176529550,API1687358817246,002726,155755,2023-06-21 14:46:58
1176568019,API1687362244160,002726,155851,2023-06-21 15:44:05
1176593214,API1687364549976,002726,155853,2023-06-21 16:22:31
1176593163,API1687364546075,002726,155853,2023-06-21 16:22:27
1176699795,API1687373025616,002726,155862,2023-06-21 18:43:46
1176694130,API1687372578739,002726,114442,2023-06-21 18:36:19
1176701777,API1687373185415,002726,155863,2023-06-21 18:46:27
1176702440,API1687373236972,002726,155865,2023-06-21 18:47:18
1176709483,API1687373810858,002726,145352,2023-06-21 18:56:51
1176693211,API1687372505885,002726,114445,2023-06-21 18:35:07
1176709525,API1687373815158,002726,145352,2023-06-21 18:56:56
1176693776,API1687372551123,002726,125015,2023-06-21 18:35:52
1176694786,API1687372628659,002726,145846,2023-06-21 18:37:09
1176695121,API1687372657671,002726,145842,2023-06-21 18:37:38
1176695588,API1687372689855,002726,114443,2023-06-21 18:38:11
1176695973,API1687372721961,002726,145845,2023-06-21 18:38:43
1176739952,API1687376283160,002726,155885,2023-06-21 19:38:04
1176742544,API1687376491360,002726,147270,2023-06-21 19:41:32
1176742591,API1687376497017,002726,147270,2023-06-21 19:41:38
1176745524,API1687376747103,002726,155886,2023-06-21 19:45:48
1176739996,API1687376286194,002726,155885,2023-06-21 19:38:07
1176779315,API1687379725931,002726,155889,2023-06-21 20:35:27
1176782187,API1687379971180,002726,155867,2023-06-21 20:39:32
1176779274,API1687379722050,002726,155889,2023-06-21 20:35:23
1176826987,API1687383598622,002726,155892,2023-06-21 21:39:59
1176826916,API1687383594205,002726,155892,2023-06-21 21:39:55
1176832818,API1687384053378,002726,147095,2023-06-21 21:47:34
1176864293,API1687386582571,002726,145181,2023-06-21 22:29:43
1176864269,API1687386580579,002726,145181,2023-06-21 22:29:41
1176864233,API1687386577952,002726,145181,2023-06-21 22:29:40
1176867466,API1687386839415,002726,155890,2023-06-21 22:34:01
1176867082,API1687386806152,002726,155891,2023-06-21 22:33:27
1176891521,API1687389036267,002726,121663,2023-06-21 23:10:38
1176891880,API1687389070109,002726,145647,2023-06-21 23:11:11
1176891149,API1687388999196,002726,145176,2023-06-21 23:10:00
1176892104,API1687389091213,002726,145179,2023-06-21 23:11:32
1176892307,API1687389114047,002726,146110,2023-06-21 23:11:54
1176890293,API1687388921588,002726,121665,2023-06-21 23:08:43
1176890726,API1687388961053,002726,145177,2023-06-21 23:09:22
1177101537,API1687444386734,002726,75542,2023-06-22 14:33:07
1177101563,API1687444391363,002726,75542,2023-06-22 14:33:12
1177111240,API1687446029540,002726,155925,2023-06-22 15:00:30
1177111072,API1687446003174,002726,155924,2023-06-22 15:00:04
1177115923,API1687446671532,002726,98597,2023-06-22 15:11:12
1177141455,API1687448880037,002726,122863,2023-06-22 15:48:01
1177148919,API1687449293300,002726,85209,2023-06-22 15:54:54
1177172043,API1687450438827,002726,33382,2023-06-22 16:14:00
1177172268,API1687450448990,002726,33382,2023-06-22 16:14:10
1177171258,API1687450402150,002726,155951,2023-06-22 16:13:23
1177184959,API1687451074927,002726,155955,2023-06-22 16:24:35
1177171326,API1687450405149,002726,155951,2023-06-22 16:13:26
1177217261,API1687452717288,002726,155962,2023-06-22 16:51:58
1177208227,API1687452221177,002726,155959,2023-06-22 16:43:42
1177208099,API1687452214803,002726,155959,2023-06-22 16:43:36
1177217205,API1687452714718,002726,155962,2023-06-22 16:51:55
1177208168,API1687452217725,002726,155959,2023-06-22 16:43:39
1177250893,API1687454315715,002726,155966,2023-06-22 17:18:37
1177292898,API1687456384534,002726,155968,2023-06-22 17:53:05
1177292824,API1687456381645,002726,155968,2023-06-22 17:53:02
1177328191,API1687458228189,002726,155971,2023-06-22 18:23:50
1177313702,API1687457494356,002726,155970,2023-06-22 18:11:36
1177351496,API1687459376330,002726,155983,2023-06-22 18:42:57
1177351584,API1687459380715,002726,155983,2023-06-22 18:43:02
1177337619,API1687458708230,002726,155973,2023-06-22 18:31:49
1177370032,API1687460267446,002726,155985,2023-06-22 18:57:48
1177379900,API1687461121505,002726,155988,2023-06-22 19:12:02
1177384600,API1687461536100,002726,155986,2023-06-22 19:18:57
1177380923,API1687461208450,002726,155952,2023-06-22 19:13:29
1177382096,API1687461311061,002726,155967,2023-06-22 19:15:12
1177379836,API1687461115995,002726,155988,2023-06-22 19:11:56
1177381233,API1687461236907,002726,155957,2023-06-22 19:13:58
1177381515,API1687461261020,002726,155960,2023-06-22 19:14:22
1177382237,API1687461323078,002726,155989,2023-06-22 19:15:24
1177382386,API1687461337091,002726,155990,2023-06-22 19:15:38
1177383276,API1687461416102,002726,155992,2023-06-22 19:16:57
1177381140,API1687461227842,002726,155954,2023-06-22 19:13:49
1177397562,API1687462726142,002726,156003,2023-06-22 19:38:48
1177411499,API1687463888318,002726,145707,2023-06-22 19:58:09
1177410297,API1687463794389,002726,156006,2023-06-22 19:56:35
1177410257,API1687463791676,002726,156006,2023-06-22 19:56:33
1177410229,API1687463789358,002726,156006,2023-06-22 19:56:31
1177415087,API1687464187300,002726,156004,2023-06-22 20:03:08
1177419424,API1687464557301,002726,151505,2023-06-22 20:09:18
1177415228,API1687464199725,002726,156005,2023-06-22 20:03:21
1177419140,API1687464538718,002726,151508,2023-06-22 20:08:59
1177415493,API1687464224217,002726,156007,2023-06-22 20:03:45
1177478080,API1687468346124,002726,156009,2023-06-22 21:12:27
1177569638,API1687472856869,002726,143960,2023-06-22 22:27:38
1177568509,API1687472800477,002726,156023,2023-06-22 22:26:42
1177567391,API1687472746714,002726,156011,2023-06-22 22:25:47
1177567744,API1687472764066,002726,156012,2023-06-22 22:26:04
1177547839,API1687471785485,002726,156013,2023-06-22 22:09:46
1177566718,API1687472710652,002726,156010,2023-06-22 22:25:11
1177569699,API1687472859723,002726,143960,2023-06-22 22:27:40
1177547900,API1687471783732,002726,156013,2023-06-22 22:09:49
1177547757,API1687471781573,002726,156013,2023-06-22 22:09:42
1177567968,API1687472774428,002726,156014,2023-06-22 22:26:15
1177567280,API1687472740698,002726,156027,2023-06-22 22:25:41
1177588489,API1687473901466,002726,156030,2023-06-22 22:45:02
1177590909,API1687474049007,002726,141330,2023-06-22 22:47:29
1177578383,API1687473315316,002726,156029,2023-06-22 22:35:16
1177596916,API1687474407051,002726,156031,2023-06-22 22:53:28
1177588582,API1687473906237,002726,156030,2023-06-22 22:45:07
1177673220,API1687479373836,002726,156036,2023-06-23 00:16:14
1177673196,API1687479371115,002726,156036,2023-06-23 00:16:12
1177673229,API1687479374560,002726,156036,2023-06-23 00:16:15
1177899239,API1687530304617,002726,156046,2023-06-23 14:25:11
1177899197,API1687530300004,002726,156046,2023-06-23 14:25:06
1177919994,API1687533642211,002726,156053,2023-06-23 15:20:45
1177911542,API1687532478603,002726,156047,2023-06-23 15:01:19
1177919960,API1687533642448,002726,156053,2023-06-23 15:20:43
1177915519,API1687533047069,002726,66881,2023-06-23 15:10:48
1177915494,API1687533043924,002726,66881,2023-06-23 15:10:45
1177912113,API1687532573432,002726,156050,2023-06-23 15:02:55
1177919944,API1687533639696,002726,156053,2023-06-23 15:20:40
1177942817,API1687536313943,002726,156038,2023-06-23 16:05:14
1177956608,API1687537740468,002726,156067,2023-06-23 16:29:01
1177943309,API1687536372746,002726,156049,2023-06-23 16:06:13
1177962656,API1687538311030,002726,156068,2023-06-23 16:38:32
1177967385,API1687538770584,002726,156048,2023-06-23 16:46:13
1177976572,API1687539664094,002726,144471,2023-06-23 17:01:05
1177984036,API1687540248361,002726,142683,2023-06-23 17:10:49
1177984232,API1687540267285,002726,140991,2023-06-23 17:11:08
1177983796,API1687540223726,002726,143348,2023-06-23 17:10:24
1177983496,API1687540200265,002726,143347,2023-06-23 17:10:01
1177998812,API1687541561714,002726,144021,2023-06-23 17:32:42
1178013553,API1687542850189,002726,123021,2023-06-23 17:54:11
1178013580,API1687542852283,002726,123021,2023-06-23 17:54:13
1178013517,API1687542847641,002726,123021,2023-06-23 17:54:08
1178016732,API1687543130349,002726,123028,2023-06-23 17:58:51
