tipoMensaje,leyenda,folioConsulta
2,Respuesta exitosa de otras SIC´s,1224930623
2,Respuesta exitosa de otras SIC´s,1224932355
2,Respuesta exitosa de otras SIC´s,1224931604
2,Respuesta exitosa de otras SIC´s,1224938885
2,Respuesta exitosa de otras SIC´s,1224932809
2,Respuesta exitosa de otras SIC´s,1224933231
2,Respuesta exitosa de otras SIC´s,1224930704
2,Respuesta exitosa de otras SIC´s,1224931174
2,Respuesta exitosa de otras SIC´s,1224960620
2,Respuesta exitosa de otras SIC´s,1224957305
2,Respuesta exitosa de otras SIC´s,1224989726
2,Respuesta exitosa de otras SIC´s,1224990737
2,Respuesta exitosa de otras SIC´s,1224990412
2,Respuesta exitosa de otras SIC´s,1225036966
2,No hit de otras SIC’s,1225037819
2,Respuesta exitosa de otras SIC´s,1225039369
2,Respuesta exitosa de otras SIC´s,1225074443
2,Respuesta exitosa de otras SIC´s,1225077961
2,Respuesta exitosa de otras SIC´s,1225078281
2,Respuesta exitosa de otras SIC´s,1225077542
2,Respuesta exitosa de otras SIC´s,1225077082
2,Respuesta exitosa de otras SIC´s,1225150364
2,Respuesta exitosa de otras SIC´s,1225128176
2,Respuesta exitosa de otras SIC´s,1225149575
2,Respuesta exitosa de otras SIC´s,1225128192
2,Respuesta exitosa de otras SIC´s,1225147161
2,Respuesta exitosa de otras SIC´s,1225128208
2,Respuesta exitosa de otras SIC´s,1225145346
2,Respuesta exitosa de otras SIC´s,1225152359
2,Respuesta exitosa de otras SIC´s,1225149832
2,Respuesta exitosa de otras SIC´s,1225149175
2,Respuesta exitosa de otras SIC´s,1225146893
2,Respuesta exitosa de otras SIC´s,1225401854
2,Respuesta exitosa de otras SIC´s,1225404456
2,Respuesta exitosa de otras SIC´s,1225404493
2,Respuesta exitosa de otras SIC´s,1225412044
2,Respuesta exitosa de otras SIC´s,1225412005
2,Respuesta exitosa de otras SIC´s,1225412039
2,Respuesta exitosa de otras SIC´s,1225412057
2,Respuesta exitosa de otras SIC´s,1225408864
2,Respuesta exitosa de otras SIC´s,1225412054
2,Respuesta exitosa de otras SIC´s,1225416170
2,Respuesta exitosa de otras SIC´s,1225431929
2,Respuesta exitosa de otras SIC´s,1225430847
2,Respuesta exitosa de otras SIC´s,1225423509
2,Respuesta exitosa de otras SIC´s,1225428090
2,Respuesta exitosa de otras SIC´s,1225423522
2,Respuesta exitosa de otras SIC´s,1225424559
2,Respuesta exitosa de otras SIC´s,1225430142
2,Respuesta exitosa de otras SIC´s,1225432138
2,Respuesta exitosa de otras SIC´s,1225431584
2,Respuesta exitosa de otras SIC´s,1225421657
2,Respuesta exitosa de otras SIC´s,1225423333
2,Respuesta exitosa de otras SIC´s,1225430575
2,Respuesta exitosa de otras SIC´s,1225423816
2,Respuesta exitosa de otras SIC´s,1225423096
2,Respuesta exitosa de otras SIC´s,1225430090
2,Respuesta exitosa de otras SIC´s,1225431156
2,Respuesta exitosa de otras SIC´s,1225436412
2,Respuesta exitosa de otras SIC´s,1225449077
2,Respuesta exitosa de otras SIC´s,1225449313
2,Respuesta exitosa de otras SIC´s,1225440464
2,Respuesta exitosa de otras SIC´s,1225438142
2,Respuesta exitosa de otras SIC´s,1225449051
2,Respuesta exitosa de otras SIC´s,1225440597
2,Respuesta exitosa de otras SIC´s,1225438102
2,Respuesta exitosa de otras SIC´s,1225438134
2,Respuesta exitosa de otras SIC´s,1225438106
2,Respuesta exitosa de otras SIC´s,1225438060
2,Respuesta exitosa de otras SIC´s,1225449091
2,Respuesta exitosa de otras SIC´s,1225440297
2,No se obtuvo respuesta de otras SIC´s,1225447268
2,Respuesta exitosa de otras SIC´s,1225439582
2,Respuesta exitosa de otras SIC´s,1225438157
2,Respuesta exitosa de otras SIC´s,1225447293
2,Respuesta exitosa de otras SIC´s,1225441460
2,Respuesta exitosa de otras SIC´s,1225439942
2,Respuesta exitosa de otras SIC´s,1225460912
2,Respuesta exitosa de otras SIC´s,1225461276
2,Respuesta exitosa de otras SIC´s,1225461519
2,Respuesta exitosa de otras SIC´s,1225461637
2,Respuesta exitosa de otras SIC´s,1225461038
2,Respuesta exitosa de otras SIC´s,1225461199
2,Respuesta exitosa de otras SIC´s,1225461130
2,Respuesta exitosa de otras SIC´s,1225502086
2,Respuesta exitosa de otras SIC´s,1225492056
2,Respuesta exitosa de otras SIC´s,1225499825
2,Respuesta exitosa de otras SIC´s,1225484690
2,Respuesta exitosa de otras SIC´s,1225492154
2,Respuesta exitosa de otras SIC´s,1225496737
2,Respuesta exitosa de otras SIC´s,1225526137
2,Respuesta exitosa de otras SIC´s,1225525724
2,Respuesta exitosa de otras SIC´s,1225515024
2,Respuesta exitosa de otras SIC´s,1225525129
2,Respuesta exitosa de otras SIC´s,1225524134
2,Respuesta exitosa de otras SIC´s,1225525505
2,Respuesta exitosa de otras SIC´s,1225524153
2,Respuesta exitosa de otras SIC´s,1225523422
2,Respuesta exitosa de otras SIC´s,1225504376
2,Respuesta exitosa de otras SIC´s,1225505600
2,Respuesta exitosa de otras SIC´s,1225522828
2,Respuesta exitosa de otras SIC´s,1225523027
2,Respuesta exitosa de otras SIC´s,1225523928
2,Respuesta exitosa de otras SIC´s,1225514992
2,Respuesta exitosa de otras SIC´s,1225514973
2,Respuesta exitosa de otras SIC´s,1225514987
2,Respuesta exitosa de otras SIC´s,1225515065
2,Respuesta exitosa de otras SIC´s,1225515004
2,Respuesta exitosa de otras SIC´s,1225523907
2,Respuesta exitosa de otras SIC´s,1225523684
2,Respuesta exitosa de otras SIC´s,1225525924
2,Respuesta exitosa de otras SIC´s,1225600577
2,Respuesta exitosa de otras SIC´s,1225600511
2,Respuesta exitosa de otras SIC´s,1225618831
2,Respuesta exitosa de otras SIC´s,1225618766
2,Respuesta exitosa de otras SIC´s,1225644575
2,Respuesta exitosa de otras SIC´s,1225648003
2,Respuesta exitosa de otras SIC´s,1225644549
2,Respuesta exitosa de otras SIC´s,1225647965
2,Respuesta exitosa de otras SIC´s,1225640832
2,Respuesta exitosa de otras SIC´s,1225644544
2,Respuesta exitosa de otras SIC´s,1225644579
2,Respuesta exitosa de otras SIC´s,1225647959
2,Respuesta exitosa de otras SIC´s,1225644625
2,Respuesta exitosa de otras SIC´s,1225644678
2,Respuesta exitosa de otras SIC´s,1225644631
2,Respuesta exitosa de otras SIC´s,1225644598
2,Respuesta exitosa de otras SIC´s,1225644650
2,Respuesta exitosa de otras SIC´s,1225644531
2,Respuesta exitosa de otras SIC´s,1225648017
2,Respuesta exitosa de otras SIC´s,1225677605
2,Respuesta exitosa de otras SIC´s,1225677589
2,Respuesta exitosa de otras SIC´s,1225677667
2,Respuesta exitosa de otras SIC´s,1225656582
2,Respuesta exitosa de otras SIC´s,1225717297
2,Respuesta exitosa de otras SIC´s,1225721323
2,Respuesta exitosa de otras SIC´s,1225706354
2,Respuesta exitosa de otras SIC´s,1225703540
2,Respuesta exitosa de otras SIC´s,1225706337
2,Respuesta exitosa de otras SIC´s,1225703568
2,Respuesta exitosa de otras SIC´s,1225719438
2,Respuesta exitosa de otras SIC´s,1225717273
2,Respuesta exitosa de otras SIC´s,1225756962
2,Respuesta exitosa de otras SIC´s,1225757326
2,Respuesta exitosa de otras SIC´s,1225762130
2,Respuesta exitosa de otras SIC´s,1225769096
2,Respuesta exitosa de otras SIC´s,1225756229
2,Respuesta exitosa de otras SIC´s,1225786210
2,Respuesta exitosa de otras SIC´s,1225775842
2,Respuesta exitosa de otras SIC´s,1225775801
2,Respuesta exitosa de otras SIC´s,1225786216
2,Respuesta exitosa de otras SIC´s,1225786260
2,Respuesta exitosa de otras SIC´s,1225775784
2,Respuesta exitosa de otras SIC´s,1225807819
2,Respuesta exitosa de otras SIC´s,1226040749
2,Respuesta exitosa de otras SIC´s,1226041312
2,Respuesta exitosa de otras SIC´s,1226040736
2,Respuesta exitosa de otras SIC´s,1226048907
2,Respuesta exitosa de otras SIC´s,1226053454
2,Respuesta exitosa de otras SIC´s,1226051886
2,Respuesta exitosa de otras SIC´s,1226065048
2,Respuesta exitosa de otras SIC´s,1226065476
2,Respuesta exitosa de otras SIC´s,1226060423
2,Respuesta exitosa de otras SIC´s,1226065264
2,Respuesta exitosa de otras SIC´s,1226065783
2,Respuesta exitosa de otras SIC´s,1226064391
2,Respuesta exitosa de otras SIC´s,1226060378
2,Respuesta exitosa de otras SIC´s,1226064802
2,Respuesta exitosa de otras SIC´s,1226141479
2,Respuesta exitosa de otras SIC´s,1226173110
2,Respuesta exitosa de otras SIC´s,1226174017
2,Respuesta exitosa de otras SIC´s,1226172194
2,Respuesta exitosa de otras SIC´s,1226170107
2,Respuesta exitosa de otras SIC´s,1226171566
2,Respuesta exitosa de otras SIC´s,1226173145
2,Respuesta exitosa de otras SIC´s,1226172246
2,Respuesta exitosa de otras SIC´s,1226171527
2,Respuesta exitosa de otras SIC´s,1226170767
2,Respuesta exitosa de otras SIC´s,1226189342
2,Respuesta exitosa de otras SIC´s,1226189941
2,Respuesta exitosa de otras SIC´s,1226174012
2,Respuesta exitosa de otras SIC´s,1226174048
2,Respuesta exitosa de otras SIC´s,1226168810
2,Respuesta exitosa de otras SIC´s,1226173169
2,Respuesta exitosa de otras SIC´s,1226207598
2,Respuesta exitosa de otras SIC´s,1226207871
2,Respuesta exitosa de otras SIC´s,1226226048
2,Respuesta exitosa de otras SIC´s,1226208993
2,Respuesta exitosa de otras SIC´s,1226205749
2,Respuesta exitosa de otras SIC´s,1226208318
2,Respuesta exitosa de otras SIC´s,1226208630
2,Respuesta exitosa de otras SIC´s,1226207307
2,Respuesta exitosa de otras SIC´s,1226218595
2,Respuesta exitosa de otras SIC´s,1226235005
2,Respuesta exitosa de otras SIC´s,1226259968
2,Respuesta exitosa de otras SIC´s,1226285361
2,Respuesta exitosa de otras SIC´s,1226370374
2,Respuesta exitosa de otras SIC´s,1226407787
2,Respuesta exitosa de otras SIC´s,1226430062
2,No hit de otras SIC’s,1226401542
2,Respuesta exitosa de otras SIC´s,1226401624
2,Respuesta exitosa de otras SIC´s,1226373555
2,Respuesta exitosa de otras SIC´s,1226457338
2,Respuesta exitosa de otras SIC´s,1226467965
2,Respuesta exitosa de otras SIC´s,1226450092
2,Respuesta exitosa de otras SIC´s,1226446311
2,Respuesta exitosa de otras SIC´s,1226467373
2,Respuesta exitosa de otras SIC´s,1226505256
2,Respuesta exitosa de otras SIC´s,1226492443
2,Respuesta exitosa de otras SIC´s,1226492649
2,Respuesta exitosa de otras SIC´s,1226502961
2,Respuesta exitosa de otras SIC´s,1226492303
2,Respuesta exitosa de otras SIC´s,1226492796
2,Respuesta exitosa de otras SIC´s,1226492518
2,Respuesta exitosa de otras SIC´s,1226567700
2,Respuesta exitosa de otras SIC´s,1226558144
2,Respuesta exitosa de otras SIC´s,1226594836
2,Respuesta exitosa de otras SIC´s,1226596048
2,Respuesta exitosa de otras SIC´s,1226589140
2,Respuesta exitosa de otras SIC´s,1226594474
2,Respuesta exitosa de otras SIC´s,1226589121
2,Respuesta exitosa de otras SIC´s,1226589120
2,Respuesta exitosa de otras SIC´s,1226586989
2,Respuesta exitosa de otras SIC´s,1226595830
2,Respuesta exitosa de otras SIC´s,1226595585
2,Respuesta exitosa de otras SIC´s,1226595251
2,Respuesta exitosa de otras SIC´s,1226590541
2,Respuesta exitosa de otras SIC´s,1226651975
2,Respuesta exitosa de otras SIC´s,1226651868
2,Respuesta exitosa de otras SIC´s,1226651894
2,Respuesta exitosa de otras SIC´s,1226651882
2,Respuesta exitosa de otras SIC´s,1226651887
2,Respuesta exitosa de otras SIC´s,1226651968
2,Respuesta exitosa de otras SIC´s,1226651984
2,Respuesta exitosa de otras SIC´s,1227022304
2,Respuesta exitosa de otras SIC´s,1227023546
2,Respuesta exitosa de otras SIC´s,1227023491
2,Respuesta exitosa de otras SIC´s,1227023561
2,Respuesta exitosa de otras SIC´s,1227023516
2,Respuesta exitosa de otras SIC´s,1227023539
2,Respuesta exitosa de otras SIC´s,1227085099
2,Respuesta exitosa de otras SIC´s,1227059895
2,Respuesta exitosa de otras SIC´s,1227106717
2,Respuesta exitosa de otras SIC´s,1227085010
2,Respuesta exitosa de otras SIC´s,1227085132
2,Respuesta exitosa de otras SIC´s,1227085021
2,Respuesta exitosa de otras SIC´s,1227073172
2,Respuesta exitosa de otras SIC´s,1227115002
2,Respuesta exitosa de otras SIC´s,1227109280
2,Respuesta exitosa de otras SIC´s,1227159403
2,Respuesta exitosa de otras SIC´s,1227168099
2,Respuesta exitosa de otras SIC´s,1227193525
2,Respuesta exitosa de otras SIC´s,1227365549
2,Respuesta exitosa de otras SIC´s,1227578684
2,Respuesta exitosa de otras SIC´s,1227574547
2,Respuesta exitosa de otras SIC´s,1227564360
2,Respuesta exitosa de otras SIC´s,1227573539
2,Respuesta exitosa de otras SIC´s,1227537642
2,Respuesta exitosa de otras SIC´s,1227574289
2,Respuesta exitosa de otras SIC´s,1227575048
2,Respuesta exitosa de otras SIC´s,1227574792
2,Respuesta exitosa de otras SIC´s,1227573921
2,Respuesta exitosa de otras SIC´s,1227588930
2,Respuesta exitosa de otras SIC´s,1227582825
2,Respuesta exitosa de otras SIC´s,1227591029
2,Respuesta exitosa de otras SIC´s,1227662799
2,Respuesta exitosa de otras SIC´s,1227669524
2,Respuesta exitosa de otras SIC´s,1227687542
2,Respuesta exitosa de otras SIC´s,1227772678
2,Respuesta exitosa de otras SIC´s,1227772719
2,Respuesta exitosa de otras SIC´s,1227987545
2,Respuesta exitosa de otras SIC´s,1227998182
2,Respuesta exitosa de otras SIC´s,1227997874
2,Respuesta exitosa de otras SIC´s,1227990307
2,Respuesta exitosa de otras SIC´s,1228058127
2,Respuesta exitosa de otras SIC´s,1228062011
2,Respuesta exitosa de otras SIC´s,1228093087
2,Respuesta exitosa de otras SIC´s,1228126122
2,Respuesta exitosa de otras SIC´s,1228126954
2,Respuesta exitosa de otras SIC´s,1228121526
2,Respuesta exitosa de otras SIC´s,1228135555
2,Respuesta exitosa de otras SIC´s,1228134544
2,Respuesta exitosa de otras SIC´s,1228168896
2,Respuesta exitosa de otras SIC´s,1228305376
2,Respuesta exitosa de otras SIC´s,1228312593
2,Respuesta exitosa de otras SIC´s,1228292460
2,Respuesta exitosa de otras SIC´s,1228793302
2,Respuesta exitosa de otras SIC´s,1228788122
2,Respuesta exitosa de otras SIC´s,1228792987
2,Respuesta exitosa de otras SIC´s,1228793960
2,Respuesta exitosa de otras SIC´s,1228792498
2,Respuesta exitosa de otras SIC´s,1228791782
2,Respuesta exitosa de otras SIC´s,1228793947
2,Respuesta exitosa de otras SIC´s,1228808147
2,Respuesta exitosa de otras SIC´s,1228803972
2,Respuesta exitosa de otras SIC´s,1228809079
2,Respuesta exitosa de otras SIC´s,1228807788
2,Respuesta exitosa de otras SIC´s,1228808271
2,Respuesta exitosa de otras SIC´s,1228808025
2,Respuesta exitosa de otras SIC´s,1228807629
2,Respuesta exitosa de otras SIC´s,1228800615
2,Respuesta exitosa de otras SIC´s,1228852626
2,Respuesta exitosa de otras SIC´s,1228852561
2,Respuesta exitosa de otras SIC´s,1228852583
2,Respuesta exitosa de otras SIC´s,1228923531
2,Respuesta exitosa de otras SIC´s,1230053667
2,Respuesta exitosa de otras SIC´s,1230044753
2,Respuesta exitosa de otras SIC´s,1230044666
2,Respuesta exitosa de otras SIC´s,1230095111
2,Respuesta exitosa de otras SIC´s,1230091925
2,Respuesta exitosa de otras SIC´s,1230092015
2,Respuesta exitosa de otras SIC´s,1230109496
2,Respuesta exitosa de otras SIC´s,1230109368
2,Respuesta exitosa de otras SIC´s,1230116538
2,Respuesta exitosa de otras SIC´s,1230111497
2,Respuesta exitosa de otras SIC´s,1230116511
2,Respuesta exitosa de otras SIC´s,1230147273
2,Respuesta exitosa de otras SIC´s,1230147841
2,Respuesta exitosa de otras SIC´s,1230148180
2,Respuesta exitosa de otras SIC´s,1230147523
2,Respuesta exitosa de otras SIC´s,1230148158
2,Respuesta exitosa de otras SIC´s,1230147455
2,Respuesta exitosa de otras SIC´s,1230146976
2,Respuesta exitosa de otras SIC´s,1230147832
2,Respuesta exitosa de otras SIC´s,1230130363
2,Respuesta exitosa de otras SIC´s,1230147227
2,Respuesta exitosa de otras SIC´s,1230130255
2,Respuesta exitosa de otras SIC´s,1230146765
2,No se obtuvo respuesta de otras SIC´s,1230146597
2,Respuesta exitosa de otras SIC´s,1230142852
2,Respuesta exitosa de otras SIC´s,1230152474
2,Respuesta exitosa de otras SIC´s,1230226760
2,Respuesta exitosa de otras SIC´s,1230242140
2,Respuesta exitosa de otras SIC´s,1230226751
2,Respuesta exitosa de otras SIC´s,1230242110
2,Respuesta exitosa de otras SIC´s,1230330519
2,Respuesta exitosa de otras SIC´s,1230363859
2,Respuesta exitosa de otras SIC´s,1230354677
2,Respuesta exitosa de otras SIC´s,1230352472
2,Respuesta exitosa de otras SIC´s,1230363690
2,Respuesta exitosa de otras SIC´s,1230361453
2,Respuesta exitosa de otras SIC´s,1230346305
2,Respuesta exitosa de otras SIC´s,1230401037
2,Respuesta exitosa de otras SIC´s,1230414316
2,Respuesta exitosa de otras SIC´s,1230392989
2,Respuesta exitosa de otras SIC´s,1230419617
2,Respuesta exitosa de otras SIC´s,1230397002
2,Respuesta exitosa de otras SIC´s,1230392947
2,Respuesta exitosa de otras SIC´s,1230401068
2,Respuesta exitosa de otras SIC´s,1230452434
2,Respuesta exitosa de otras SIC´s,1230452102
2,Respuesta exitosa de otras SIC´s,1230460758
2,Respuesta exitosa de otras SIC´s,1230456316
2,Respuesta exitosa de otras SIC´s,1230486965
2,Respuesta exitosa de otras SIC´s,1230496059
2,Respuesta exitosa de otras SIC´s,1230482376
2,Respuesta exitosa de otras SIC´s,1230509781
2,Respuesta exitosa de otras SIC´s,1230521256
2,Respuesta exitosa de otras SIC´s,1230532373
2,Respuesta exitosa de otras SIC´s,1230539878
2,Respuesta exitosa de otras SIC´s,1230806742
2,Respuesta exitosa de otras SIC´s,1230806777
2,Respuesta exitosa de otras SIC´s,1230838860
2,Respuesta exitosa de otras SIC´s,1230820908
2,Respuesta exitosa de otras SIC´s,1230837287
2,Respuesta exitosa de otras SIC´s,1230828079
2,Respuesta exitosa de otras SIC´s,1230837011
2,Respuesta exitosa de otras SIC´s,1230837626
2,Respuesta exitosa de otras SIC´s,1230836434
2,Respuesta exitosa de otras SIC´s,1230839591
2,Respuesta exitosa de otras SIC´s,1230836724
2,Respuesta exitosa de otras SIC´s,1230839632
2,Respuesta exitosa de otras SIC´s,1230854692
2,Respuesta exitosa de otras SIC´s,1230857180
2,Respuesta exitosa de otras SIC´s,1230847619
2,Respuesta exitosa de otras SIC´s,1230866618
2,Respuesta exitosa de otras SIC´s,1230882646
2,Respuesta exitosa de otras SIC´s,1230866643
2,Respuesta exitosa de otras SIC´s,1230866611
2,Respuesta exitosa de otras SIC´s,1230869447
2,Respuesta exitosa de otras SIC´s,1230879738
2,Respuesta exitosa de otras SIC´s,1230866671
2,Respuesta exitosa de otras SIC´s,1230884399
2,Respuesta exitosa de otras SIC´s,1230901229
2,Respuesta exitosa de otras SIC´s,1230903580
2,Respuesta exitosa de otras SIC´s,1230903680
2,Respuesta exitosa de otras SIC´s,1230887726
2,Respuesta exitosa de otras SIC´s,1230921060
2,Respuesta exitosa de otras SIC´s,1230938089
2,Respuesta exitosa de otras SIC´s,1230937202
2,Respuesta exitosa de otras SIC´s,1230921683
2,Respuesta exitosa de otras SIC´s,1230937637
2,Respuesta exitosa de otras SIC´s,1230921397
2,Respuesta exitosa de otras SIC´s,1230942326
2,Respuesta exitosa de otras SIC´s,1230952029
2,Respuesta exitosa de otras SIC´s,1230952058
2,Respuesta exitosa de otras SIC´s,1230960121
2,Respuesta exitosa de otras SIC´s,1230960062
2,No se obtuvo respuesta de otras SIC´s,1230986721
2,Respuesta exitosa de otras SIC´s,1230989179
2,Respuesta exitosa de otras SIC´s,1230973695
2,Respuesta exitosa de otras SIC´s,1230988083
2,Respuesta exitosa de otras SIC´s,1230973731
2,Respuesta exitosa de otras SIC´s,1230973729
2,No se obtuvo respuesta de otras SIC´s,1230986059
2,Respuesta exitosa de otras SIC´s,1230999727
2,Respuesta exitosa de otras SIC´s,1230989637
2,Respuesta exitosa de otras SIC´s,1230988581
2,Respuesta exitosa de otras SIC´s,1230987159
2,Respuesta exitosa de otras SIC´s,1230987629
2,Respuesta exitosa de otras SIC´s,1231056791
2,Respuesta exitosa de otras SIC´s,1231052568
2,Respuesta exitosa de otras SIC´s,1231085438
2,Respuesta exitosa de otras SIC´s,1231086355
2,Respuesta exitosa de otras SIC´s,1231085683
2,Respuesta exitosa de otras SIC´s,1231086055
2,Respuesta exitosa de otras SIC´s,1231096076
2,Respuesta exitosa de otras SIC´s,1231095066
2,Respuesta exitosa de otras SIC´s,1231096017
2,Respuesta exitosa de otras SIC´s,1231104135
2,Respuesta exitosa de otras SIC´s,1231104355
2,Respuesta exitosa de otras SIC´s,1231106672
2,Respuesta exitosa de otras SIC´s,1231125604
2,Respuesta exitosa de otras SIC´s,1231140702
2,Respuesta exitosa de otras SIC´s,1231125546
2,Respuesta exitosa de otras SIC´s,1231125542
2,Respuesta exitosa de otras SIC´s,1231125519
2,Respuesta exitosa de otras SIC´s,1231131304
2,Respuesta exitosa de otras SIC´s,1231131292
2,No se obtuvo respuesta de otras SIC´s,1231132728
2,Respuesta exitosa de otras SIC´s,1231131303
2,Respuesta exitosa de otras SIC´s,1231125520
2,Respuesta exitosa de otras SIC´s,1231125567
2,Respuesta exitosa de otras SIC´s,1231140558
2,Respuesta exitosa de otras SIC´s,1231129628
2,Respuesta exitosa de otras SIC´s,1231154825
2,Respuesta exitosa de otras SIC´s,1231158668
2,Respuesta exitosa de otras SIC´s,1231159368
2,Respuesta exitosa de otras SIC´s,1231160030
2,Respuesta exitosa de otras SIC´s,1231163062
2,Respuesta exitosa de otras SIC´s,1231154805
2,Respuesta exitosa de otras SIC´s,1231162998
2,Respuesta exitosa de otras SIC´s,1231203892
2,Respuesta exitosa de otras SIC´s,1231486118
2,Respuesta exitosa de otras SIC´s,1231504606
2,Respuesta exitosa de otras SIC´s,1231499925
2,Respuesta exitosa de otras SIC´s,1231520103
2,Respuesta exitosa de otras SIC´s,1231512720
2,Respuesta exitosa de otras SIC´s,1231524537
2,Respuesta exitosa de otras SIC´s,1231512559
2,Respuesta exitosa de otras SIC´s,1231520441
2,Respuesta exitosa de otras SIC´s,1231533845
2,Respuesta exitosa de otras SIC´s,1231536292
2,Respuesta exitosa de otras SIC´s,1231539834
2,Respuesta exitosa de otras SIC´s,1231550428
2,Respuesta exitosa de otras SIC´s,1231537733
2,Respuesta exitosa de otras SIC´s,1231567392
2,Respuesta exitosa de otras SIC´s,1231554105
2,Respuesta exitosa de otras SIC´s,1231565135
2,Respuesta exitosa de otras SIC´s,1231566211
2,Respuesta exitosa de otras SIC´s,1231565859
2,Respuesta exitosa de otras SIC´s,1231560388
2,Respuesta exitosa de otras SIC´s,1231564722
2,Respuesta exitosa de otras SIC´s,1231566520
2,Respuesta exitosa de otras SIC´s,1231565472
2,Respuesta exitosa de otras SIC´s,1231602386
2,Respuesta exitosa de otras SIC´s,1231605367
2,Respuesta exitosa de otras SIC´s,1231604330
2,Respuesta exitosa de otras SIC´s,1231604964
2,Respuesta exitosa de otras SIC´s,1231593343
2,Respuesta exitosa de otras SIC´s,1231578062
2,Respuesta exitosa de otras SIC´s,1231603414
2,Respuesta exitosa de otras SIC´s,1231603810
2,Respuesta exitosa de otras SIC´s,1231602713
2,Respuesta exitosa de otras SIC´s,1231603092
2,Respuesta exitosa de otras SIC´s,1231617353
2,Respuesta exitosa de otras SIC´s,1231626653
2,Respuesta exitosa de otras SIC´s,1231614824
2,Respuesta exitosa de otras SIC´s,1231653832
2,Respuesta exitosa de otras SIC´s,1231660563
2,Respuesta exitosa de otras SIC´s,1231642926
2,Respuesta exitosa de otras SIC´s,1231681035
2,Respuesta exitosa de otras SIC´s,1231684785
2,Respuesta exitosa de otras SIC´s,1231675544
2,Respuesta exitosa de otras SIC´s,1231671807
2,Respuesta exitosa de otras SIC´s,1231676964
2,Respuesta exitosa de otras SIC´s,1231675457
2,Respuesta exitosa de otras SIC´s,1231715291
2,Respuesta exitosa de otras SIC´s,1231721447
2,Respuesta exitosa de otras SIC´s,1231716704
2,Respuesta exitosa de otras SIC´s,1231717736
2,Respuesta exitosa de otras SIC´s,1231701540
2,Respuesta exitosa de otras SIC´s,1231717191
2,Respuesta exitosa de otras SIC´s,1231721416
2,Respuesta exitosa de otras SIC´s,1231697381
2,Respuesta exitosa de otras SIC´s,1231714655
2,Respuesta exitosa de otras SIC´s,1231701434
2,Respuesta exitosa de otras SIC´s,1231721392
2,Respuesta exitosa de otras SIC´s,1231716182
2,Respuesta exitosa de otras SIC´s,1231721393
2,Respuesta exitosa de otras SIC´s,1231733308
2,Respuesta exitosa de otras SIC´s,1231776355
2,Respuesta exitosa de otras SIC´s,1231760428
2,Respuesta exitosa de otras SIC´s,1231767089
2,Respuesta exitosa de otras SIC´s,1231771909
2,No se obtuvo respuesta de otras SIC´s,1231788340
2,Respuesta exitosa de otras SIC´s,1231785079
2,Respuesta exitosa de otras SIC´s,1231790200
2,Respuesta exitosa de otras SIC´s,1231794588
2,Respuesta exitosa de otras SIC´s,1231783797
2,Respuesta exitosa de otras SIC´s,1231783440
2,Respuesta exitosa de otras SIC´s,1231784376
2,Respuesta exitosa de otras SIC´s,1231783035
2,Respuesta exitosa de otras SIC´s,1231800664
2,Respuesta exitosa de otras SIC´s,1231784093
2,Respuesta exitosa de otras SIC´s,1231781735
2,Respuesta exitosa de otras SIC´s,1231804779
2,Respuesta exitosa de otras SIC´s,1231790241
2,Respuesta exitosa de otras SIC´s,1231812582
2,Respuesta exitosa de otras SIC´s,1231809006
2,Respuesta exitosa de otras SIC´s,1231851274
2,Respuesta exitosa de otras SIC´s,1231838956
2,Respuesta exitosa de otras SIC´s,1231852431
2,Respuesta exitosa de otras SIC´s,1231889718
2,Respuesta exitosa de otras SIC´s,1231889768
2,Respuesta exitosa de otras SIC´s,1231919059
2,Respuesta exitosa de otras SIC´s,1231940620
2,Respuesta exitosa de otras SIC´s,1232246267
2,Respuesta exitosa de otras SIC´s,1232276761
2,Respuesta exitosa de otras SIC´s,1232277919
2,No se obtuvo respuesta de otras SIC´s,1232276125
2,Respuesta exitosa de otras SIC´s,1232281782
2,Respuesta exitosa de otras SIC´s,1232275493
2,Respuesta exitosa de otras SIC´s,1232279502
2,Respuesta exitosa de otras SIC´s,1232288135
2,Respuesta exitosa de otras SIC´s,1232288164
2,Respuesta exitosa de otras SIC´s,1232289619
2,Respuesta exitosa de otras SIC´s,1232304372
2,Respuesta exitosa de otras SIC´s,1232305062
2,Respuesta exitosa de otras SIC´s,1232290217
2,Respuesta exitosa de otras SIC´s,1232305249
2,Respuesta exitosa de otras SIC´s,1232314094
2,Respuesta exitosa de otras SIC´s,1232304650
2,Respuesta exitosa de otras SIC´s,1232311421
2,Respuesta exitosa de otras SIC´s,1232304868
2,Respuesta exitosa de otras SIC´s,1232292820
2,Respuesta exitosa de otras SIC´s,1232326015
2,Respuesta exitosa de otras SIC´s,1232317018
2,Respuesta exitosa de otras SIC´s,1232317261
2,Respuesta exitosa de otras SIC´s,1232330846
2,Respuesta exitosa de otras SIC´s,1232317342
2,Respuesta exitosa de otras SIC´s,1232330785
2,Respuesta exitosa de otras SIC´s,1232363026
2,Respuesta exitosa de otras SIC´s,1232406172
2,Respuesta exitosa de otras SIC´s,1232406272
2,Respuesta exitosa de otras SIC´s,1232406607
2,Respuesta exitosa de otras SIC´s,1232440727
2,Respuesta exitosa de otras SIC´s,1232406422
2,Respuesta exitosa de otras SIC´s,1232407026
