id_distribuidor,id_red,id_operacion,tipo_prestamo,fecha_cierre,fecha_de_dispersion,saldo,capital_pagado,capital_pendiente,dias_atraso,fecha,status,convenio,fecha_inicio_relacion,reestructurado,pagos_anticipados_u4p,pagos_en_tiempo_u4p,pagos_destiempo_u4p,pagos_pendientes_u4p,folio
169239,169239,172348,LINEA,2024-01-31,2023-12-13,25702,13229.8,18770.16,0,2024-03-15,DISTRIBUIDOR,NO,2023-11-28,NO,0.0,2.0,1.0,1.0,1278752802
169239,169239,172348,LINEA,2024-01-31,2023-12-13,20735,10067.11,14932.89,0,2024-02-29,DISTRIBUIDOR,NO,2023-11-28,NO,0.0,3.0,0.0,1.0,1278752802
169239,169239,172348,LINEA,2024-01-31,2023-12-13,20935,7383.28,14616.71,0,2024-02-15,DISTRIBUIDOR,NO,2023-11-28,NO,1.0,2.0,0.0,1.0,1278752802
169239,169239,172348,LINEA,2024-01-31,2023-12-13,21145,4194.99,14804.96,0,2024-01-31,DISTRIBUIDOR,NO,2023-11-28,NO,1.0,1.0,0.0,1.0,1278752802
169239,169239,172348,LINEA,2024-01-31,2023-12-13,19005,1632.88,13367.04,0,2023-12-31,DISTRIBUIDOR,NO,2023-11-28,NO,1.0,0.0,0.0,0.0,1278752802
169239,169239,172348,LINEA,2024-01-31,2023-12-13,21390,1632.88,14867.03,0,2024-01-15,DISTRIBUIDOR,NO,2023-11-28,NO,1.0,0.0,0.0,1.0,1278752802
169239,169239,172348,LINEA,2024-01-31,2023-12-13,2625,0.0,2000.01,0,2023-12-15,DISTRIBUIDOR,NO,2023-11-28,NO,0.0,0.0,0.0,0.0,1278752802
167423,171125,171130,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,99,2024-03-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1264040848
167423,171125,171130,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,55,2024-01-31,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1264040848
167423,171125,171130,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,24,2023-12-31,DISTRIBUIDOR RED,NO,2023-11-30,NO,0.0,0.0,0.0,4.0,1264040848
167423,171125,171130,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,39,2024-01-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1264040848
167423,171125,171130,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,8,2023-12-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1264040848
167423,171125,171130,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-11-30,NO,0.0,0.0,0.0,0.0,1264040848
167045,171125,171128,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,99,2024-03-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1260571152
167045,171125,171128,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,55,2024-01-31,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1260571152
167045,171125,171128,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,24,2023-12-31,DISTRIBUIDOR RED,NO,2023-11-30,NO,0.0,0.0,0.0,4.0,1260571152
167045,171125,171128,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,39,2024-01-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1260571152
167045,171125,171128,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,8,2023-12-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1260571152
167045,171125,171128,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-11-30,NO,0.0,0.0,0.0,0.0,1260571152
166922,171125,171127,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,39,2024-01-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1259743646
166922,171125,171127,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-11-30,NO,0.0,0.0,0.0,0.0,1259743646
166922,171125,171127,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,8,2023-12-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1259743646
166922,171125,171127,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,24,2023-12-31,DISTRIBUIDOR RED,NO,2023-11-30,NO,0.0,0.0,0.0,4.0,1259743646
166922,171125,171127,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,55,2024-01-31,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1259743646
166922,171125,171127,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,99,2024-03-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1259743646
166913,171125,171126,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,99,2024-03-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1259742923
166913,171125,171126,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,55,2024-01-31,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1259742923
166913,171125,171126,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,24,2023-12-31,DISTRIBUIDOR RED,NO,2023-11-30,NO,0.0,0.0,0.0,4.0,1259742923
166913,171125,171126,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,39,2024-01-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1259742923
166913,171125,171126,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,8,2023-12-15,DISTRIBUIDOR RED,NO,2023-11-30,NO,,,,,1259742923
166913,171125,171126,PRESTAMO PERSONAL RED,2024-01-11,2023-11-30,47910,0.0,42212.2,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-11-30,NO,0.0,0.0,0.0,0.0,1259742923
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,58869,30431.44,49568.43,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-12,NO,4.0,0.0,0.0,0.0,1255358308
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,104656,0.0,79999.87,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-12,NO,,,,,1255358308
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,91574,8064.98,71934.89,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-12,NO,2.0,0.0,0.0,0.0,1255358308
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,78492,16618.81,63381.06,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-12,NO,,,,,1255358308
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,32705,50851.32,29148.55,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-12,NO,4.0,0.0,0.0,0.0,1255358308
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,45787,40341.03,39658.84,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-12,NO,,,,,1255358308
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,0,79999.87,0.0,0,2024-03-15,CERRADO,NO,2023-10-12,NO,,,,,1255358308
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,0,79999.87,0.0,0,2024-01-31,CERRADO,NO,2023-10-12,NO,,,,,1255358308
166390,166475,166481,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,19623,61998.77,18001.1,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-12,NO,,,,,1255358308
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,22464,10903.65,18096.31,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-09,NO,4.0,0.0,0.0,0.0,1253182205
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,37440,1413.32,27586.64,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1253182205
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,32448,4378.19,24621.77,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-09,NO,1.0,0.0,0.0,0.0,1253182205
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,27456,7537.38,21462.58,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1253182205
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,0,28999.96,0.0,0,2024-01-31,CERRADO,NO,2023-10-09,NO,,,,,1253182205
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,17472,14490.58,14509.38,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1253182205
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,2092,27052.96,1947.0,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1253182205
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,9984,20316.56,8683.4,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-09,NO,4.0,0.0,0.0,0.0,1253182205
166198,166236,166237,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,0,28999.96,0.0,0,2024-03-15,CERRADO,NO,2023-10-09,NO,,,,,1253182205
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,22464,10903.65,18096.31,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-09,NO,4.0,0.0,0.0,0.0,1253021638
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,37440,1413.32,27586.64,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1253021638
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,32448,4378.19,24621.77,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-09,NO,1.0,0.0,0.0,0.0,1253021638
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,27456,7537.38,21462.58,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1253021638
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,2092,27052.96,1947.0,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1253021638
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,17472,14490.58,14509.38,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1253021638
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,0,28999.96,0.0,0,2024-01-31,CERRADO,NO,2023-10-09,NO,,,,,1253021638
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,0,28999.96,0.0,0,2024-03-15,CERRADO,NO,2023-10-09,NO,,,,,1253021638
166174,166236,166239,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,9984,20316.56,8683.4,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-09,NO,4.0,0.0,0.0,0.0,1253021638
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,0,84999.65,0.0,0,2024-03-15,CERRADO,NO,2023-10-11,NO,,,,,1252915828
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,0,84999.65,0.0,0,2024-01-31,CERRADO,NO,2023-10-11,NO,,,,,1252915828
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,35075,53976.54,31023.11,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-11,NO,0.0,1.0,3.0,0.0,1252915828
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,84180,17617.32,67382.33,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252915828
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,21045,65834.5,19165.15,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252915828
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,49105,42804.08,42195.57,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252915828
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,63135,32277.44,52722.21,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-11,NO,0.0,4.0,0.0,0.0,1252915828
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,112240,0.0,84999.65,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252915828
166165,166345,166362,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,98210,8546.53,76453.12,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-11,NO,0.0,2.0,0.0,1.0,1252915828
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,21045,65834.5,19165.15,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252916007
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,0,84999.65,0.0,0,2024-03-15,CERRADO,NO,2023-10-11,NO,,,,,1252916007
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,98210,8546.53,76453.12,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-11,NO,0.0,2.0,0.0,1.0,1252916007
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,0,84999.65,0.0,0,2024-01-31,CERRADO,NO,2023-10-11,NO,,,,,1252916007
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,112240,0.0,84999.65,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252916007
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,63135,32277.44,52722.21,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-11,NO,0.0,4.0,0.0,0.0,1252916007
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,84180,17617.32,67382.33,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252916007
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,35075,53976.54,31023.11,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-11,NO,0.0,1.0,3.0,0.0,1252916007
166163,166345,166361,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,49105,42804.08,42195.57,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252916007
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,0,34999.6,0.0,0,2024-01-31,CERRADO,NO,2023-10-11,NO,,,,,1252812179
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,8910,27042.35,7957.25,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252812179
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,20790,17527.15,17472.45,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252812179
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,26730,13196.55,21803.05,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-11,NO,4.0,0.0,0.0,0.0,1252812179
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,35640,7186.65,27812.95,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252812179
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,41580,3481.3,31518.3,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-11,NO,2.0,0.0,0.0,0.0,1252812179
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,47520,0.0,34999.6,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-11,NO,,,,,1252812179
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,14850,22136.45,12863.15,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-11,NO,4.0,0.0,0.0,0.0,1252812179
166146,166449,166454,PRESTAMO PERSONAL RED,2024-01-31,2023-10-11,0,34999.6,0.0,0,2024-03-15,CERRADO,NO,2023-10-11,NO,,,,,1252812179
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,22464,10903.65,18096.31,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-09,NO,4.0,0.0,0.0,0.0,1252723488
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,37440,1413.32,27586.64,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1252723488
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,32448,4378.19,24621.77,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-09,NO,1.0,0.0,0.0,0.0,1252723488
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,27456,7537.38,21462.58,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1252723488
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,2092,27052.96,1947.0,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1252723488
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,17472,14490.58,14509.38,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1252723488
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,9984,20316.56,8683.4,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-09,NO,4.0,0.0,0.0,0.0,1252723488
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,0,28999.96,0.0,0,2024-01-31,CERRADO,NO,2023-10-09,NO,,,,,1252723488
166134,166236,166241,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,0,28999.96,0.0,0,2024-03-15,CERRADO,NO,2023-10-09,NO,,,,,1252723488
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,39996,20541.64,33457.99,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-12,NO,4.0,0.0,0.0,0.0,1252475803
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,71104,0.0,53999.63,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-12,NO,,,,,1252475803
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,57772,8288.56,45711.07,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-12,NO,2.0,0.0,0.0,0.0,1252475803
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,48884,14234.89,39764.74,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-12,NO,,,,,1252475803
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,16713,38613.32,15386.31,4,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-12,NO,,,,,1252475803
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,35552,23836.9,30162.73,1,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-12,NO,,,,,1252475803
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,22220,34324.93,19674.7,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-12,NO,0.0,0.0,4.0,0.0,1252475803
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,0,53999.63,0.0,0,2024-03-15,CERRADO,NO,2023-10-12,NO,,,,,1252475803
166130,166458,166468,PRESTAMO PERSONAL RED,2024-02-01,2023-10-12,0,53999.63,0.0,0,2024-01-31,CERRADO,NO,2023-10-12,NO,,,,,1252475803
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,37440,1413.32,27586.64,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1252418495
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,22464,10903.65,18096.31,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-09,NO,4.0,0.0,0.0,0.0,1252418495
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,32448,4378.19,24621.77,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-09,NO,1.0,0.0,0.0,0.0,1252418495
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,27456,7537.38,21462.58,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1252418495
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,17472,14490.58,14509.38,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1252418495
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,2092,27052.96,1947.0,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-09,NO,,,,,1252418495
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,9984,20316.56,8683.4,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-09,NO,4.0,0.0,0.0,0.0,1252418495
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,0,28999.96,0.0,0,2024-01-31,CERRADO,NO,2023-10-09,NO,,,,,1252418495
166121,166236,166240,PRESTAMO PERSONAL RED,2024-01-29,2023-10-09,0,28999.96,0.0,0,2024-03-15,CERRADO,NO,2023-10-09,NO,,,,,1252418495
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,41999.82,0.0,0,2024-03-15,CERRADO,NO,2023-10-10,NO,,,,,1252295840
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,17550,26632.09,15367.73,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-10,NO,0.0,4.0,0.0,0.0,1252295840
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,41999.82,0.0,0,2024-01-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1252295840
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,24570,21107.65,20892.17,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1252295840
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,31590,15907.89,26091.93,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-10,NO,0.0,4.0,0.0,0.0,1252295840
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,38610,11013.73,30986.09,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1252295840
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,45630,6407.2,35592.62,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-10,NO,2.0,1.0,0.0,0.0,1252295840
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,56160,0.0,41999.82,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1252295840
166110,166191,166197,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,41999.82,0.0,0,2024-01-31,CERRADO,NO,2023-10-10,NO,,,,,1252295840
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,20880,11457.29,17542.61,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-10,NO,4.0,0.0,0.0,0.0,1249985306
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,30160,4698.67,24301.23,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-10,NO,3.0,0.0,0.0,0.0,1249985306
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,25520,8004.73,20995.17,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1249985306
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,37120,0.0,28999.9,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1249985306
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,16240,15063.25,13936.65,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1249985306
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,11600,18829.84,10170.06,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-10,NO,3.0,1.0,0.0,0.0,1249985306
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,28999.9,0.0,0,2024-01-31,CERRADO,NO,2023-10-10,NO,,,,,1249985306
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,28999.9,0.0,0,2024-03-15,CERRADO,NO,2023-10-10,NO,,,,,1249985306
165855,166339,166340,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,28999.9,0.0,0,2024-01-15,CERRADO,NO,2023-10-10,NO,,,,,1249985306
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,20880,11457.29,17542.61,0,2023-11-30,DISTRIBUIDOR RED,NO,2023-10-10,NO,4.0,0.0,0.0,0.0,1249976431
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,37120,0.0,28999.9,0,2023-10-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1249976431
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,25520,8004.73,20995.17,0,2023-11-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1249976431
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,30160,4698.67,24301.23,0,2023-10-31,DISTRIBUIDOR RED,NO,2023-10-10,NO,3.0,0.0,0.0,0.0,1249976431
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,16240,15063.25,13936.65,0,2023-12-15,DISTRIBUIDOR RED,NO,2023-10-10,NO,,,,,1249976431
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,28999.9,0.0,0,2024-01-15,CERRADO,NO,2023-10-10,NO,,,,,1249976431
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,11600,18829.84,10170.06,0,2023-12-31,DISTRIBUIDOR RED,NO,2023-10-10,NO,3.0,1.0,0.0,0.0,1249976431
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,28999.9,0.0,0,2024-01-31,CERRADO,NO,2023-10-10,NO,,,,,1249976431
165849,166339,166341,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,28999.9,0.0,0,2024-03-15,CERRADO,NO,2023-10-10,NO,,,,,1249976431
165834,166339,166343,PRESTAMO PERSONAL RED,2024-01-30,2023-10-10,0,28999.9,0.0,0,2024-03-15,CERRADO,NO,2023-10-10,NO,,,,,1249969311
