,id_distribuidor,fecha_consulta,folio,saldo_vencido_total,pagos_vencidos,creditos_totales,creditos_con_claves_prevencion,creditos_completados_con_atraso,creditos_completados_sin_atraso
1083,157441.0,2023-07-05 21:03:53,1186938519,14711,45,6,1,2,4
1086,157440.0,2023-07-05 21:06:57,1186940716,6693,59,17,8,2,15
1087,157439.0,2023-07-05 21:07:52,1186941377,8471,29,16,11,2,14
1088,142677.0,2023-07-05 22:54:55,1187041858,8628,35,56,32,2,54
1091,143274.0,2023-07-06 15:10:05,1187473287,92354,172,125,65,8,117
1093,143669.0,2023-07-06 15:35:07,1187502687,786,14,16,12,1,15
1096,157483.0,2023-07-06 15:57:50,1187532125,157913,38,17,15,2,15
1098,98105.0,2023-07-06 15:58:44,1187532891,3229,10,11,5,1,10
1099,98124.0,2023-07-06 15:59:57,1187534089,11815,55,58,50,4,54
1100,98131.0,2023-07-06 16:00:52,1187535048,30124,193,24,20,5,19
1102,157404.0,2023-07-06 16:04:32,1187540186,66376,99,20,13,6,14
1112,157487.0,2023-07-06 16:28:24,1187573783,0,4,47,19,0,47
1113,72585.0,2023-07-06 16:34:06,1187580340,154071,267,90,68,13,77
1121,157491.0,2023-07-06 16:45:02,1187592810,0,0,24,9,0,24
1125,113714.0,2023-07-06 17:29:17,1187641702,32626,128,20,3,3,17
1126,113722.0,2023-07-06 17:33:14,1187646090,29937,79,15,2,2,13
1127,113695.0,2023-07-06 17:33:36,1187646458,117823,428,69,15,13,56
1129,113728.0,2023-07-06 17:34:12,1187647196,57355,48,25,8,4,21
1130,130871.0,2023-07-06 17:43:02,1187657846,14337,48,22,16,3,19
1131,157509.0,2023-07-06 17:57:40,1187675157,288142,170,81,33,6,75
1133,157510.0,2023-07-06 18:10:04,1187689652,0,0,9,7,0,9
1135,157520.0,2023-07-06 18:40:55,1187725082,11010,16,18,6,2,16
1136,157522.0,2023-07-06 18:58:22,1187745760,137134,168,40,23,6,34
1137,157523.0,2023-07-06 19:01:21,1187749226,9217,129,43,26,8,35
1138,157525.0,2023-07-06 19:06:43,1187755283,2262,4,18,12,1,17
1139,157524.0,2023-07-06 19:10:40,1187760005,0,0,1,0,0,1
1140,157527.0,2023-07-06 19:10:49,1187760159,978,60,75,53,1,74
1142,157530.0,2023-07-06 19:29:20,1187781467,16265,50,7,1,3,4
1144,157534.0,2023-07-06 19:43:09,1187797519,0,5,21,11,0,21
1146,157537.0,2023-07-06 20:20:01,1187840846,7077,215,41,12,3,38
1147,157538.0,2023-07-06 20:20:25,1187841379,13953,9,11,9,1,10
1148,157541.0,2023-07-06 20:31:07,1187853802,0,0,2,1,0,2
1155,157557.0,2023-07-06 21:38:07,1187928840,2986,73,6,2,2,4
1157,157558.0,2023-07-06 22:03:08,1187956856,8272,25,20,15,2,18
1172,157586.0,2023-07-07 15:01:33,1188466182,94123,58,42,31,3,39
1173,157587.0,2023-07-07 15:10:45,1188470547,0,0,3,0,0,3
1184,146148.0,2023-07-07 15:42:33,1188488892,11502,92,26,17,3,23
1187,157591.0,2023-07-07 15:45:31,1188490702,88585,33,9,3,3,6
1191,145560.0,2023-07-07 16:04:27,1188501754,3324,18,3,2,2,1
1196,157598.0,2023-07-07 16:30:13,1188518334,5812,325,37,19,3,34
1203,157602.0,2023-07-07 17:18:34,1188551231,10348,77,9,6,2,7
1204,157608.0,2023-07-07 17:19:23,1188551795,10171,79,16,3,1,15
1206,157609.0,2023-07-07 17:28:44,1188558734,70113,60,93,48,3,90
1207,157611.0,2023-07-07 17:29:08,1188559030,76847,88,64,28,7,57
1208,157612.0,2023-07-07 17:29:23,1188559185,74346,59,15,7,4,11
1209,157613.0,2023-07-07 17:29:32,1188559278,115826,179,56,37,5,51
1210,114616.0,2023-07-07 17:49:15,1188575878,55229,71,45,23,6,39
1213,114612.0,2023-07-07 17:52:29,1188578333,136498,95,39,24,8,31
1216,127663.0,2023-07-07 17:53:20,1188578976,61882,133,23,14,7,16
1228,114670.0,2023-07-07 22:02:03,1188819617,5837,19,23,13,2,21
1231,93733.0,2023-07-07 22:17:44,1188831986,92424,87,43,27,4,39
1234,95473.0,2023-07-07 22:18:41,1188832725,66410,97,90,46,4,86
1236,95605.0,2023-07-07 22:19:42,1188833561,1549,13,40,6,1,39
1239,95748.0,2023-07-07 22:21:28,1188834958,63576,100,13,1,8,5
1240,147887.0,2023-07-07 22:22:16,1188835601,0,0,1,0,0,1
1242,157656.0,2023-07-07 22:48:09,1188856236,252888,91,56,32,7,49
1244,157658.0,2023-07-07 23:12:24,1188874320,0,0,5,0,0,5
1245,157659.0,2023-07-08 00:51:37,1188933548,11162,98,56,41,2,54
1247,157662.0,2023-07-08 00:52:33,1188934015,5494,58,59,41,2,57
1251,157673.0,2023-07-08 16:03:55,1189123923,52122,353,46,12,5,41
1256,119992.0,2023-07-08 16:43:39,1189142642,18478,101,42,11,4,38
1259,145997.0,2023-07-08 16:44:52,1189143233,3181,242,49,17,3,46
1260,119935.0,2023-07-08 16:45:28,1189143516,39359,149,179,17,5,174
1261,119780.0,2023-07-08 16:45:53,1189143702,1168,310,26,9,5,21
1262,119777.0,2023-07-08 16:46:33,1189144018,226966,140,46,17,9,37
1263,126742.0,2023-07-08 16:46:44,1189144103,20702,67,19,13,3,16
1264,126740.0,2023-07-08 16:47:13,1189144332,53883,109,41,14,3,38
1267,157675.0,2023-07-08 16:54:06,1189147745,7606,155,62,35,5,57
1268,157680.0,2023-07-08 16:55:20,1189148422,55854,127,56,26,6,50
1271,157676.0,2023-07-08 16:56:27,1189149052,33132,98,10,6,4,6
1274,119830.0,2023-07-08 17:02:18,1189152114,19277,434,70,41,6,64
1276,147223.0,2023-07-08 17:07:00,1189154535,3066,39,12,0,5,7
1277,126736.0,2023-07-08 17:07:37,1189154893,48789,23,43,34,1,42
1282,157706.0,2023-07-10 14:52:14,1189952905,0,4,10,8,0,10
1284,157707.0,2023-07-10 14:53:30,1189953383,126957,25,40,29,3,37
1285,157714.0,2023-07-10 15:35:22,1189973352,8127,103,47,12,8,39
1286,157711.0,2023-07-10 15:45:35,1189979380,0,0,7,5,0,7
1288,157718.0,2023-07-10 15:51:18,1189982745,54006,38,18,14,3,15
1289,157717.0,2023-07-10 15:52:25,1189983394,57112,64,36,23,3,33
1291,157719.0,2023-07-10 15:58:30,1189986772,21936,67,67,35,4,63
1292,157681.0,2023-07-10 16:08:57,1189993093,33494,134,50,33,6,44
1293,157661.0,2023-07-10 16:11:49,1189994842,33109,305,70,44,6,64
1294,157728.0,2023-07-10 16:22:04,1190001629,3224,100,159,61,5,154
1296,157745.0,2023-07-10 17:04:07,1190029590,0,1,5,2,0,5
1300,157764.0,2023-07-10 18:45:16,1190112460,322901,290,60,46,14,46
1301,157766.0,2023-07-10 18:45:32,1190112680,12301,57,28,15,3,25
1305,157791.0,2023-07-10 19:40:12,1190162244,0,1,33,9,0,33
1307,157789.0,2023-07-10 19:40:28,1190162450,5188,36,13,0,3,10
1308,157787.0,2023-07-10 19:40:42,1190162645,195317,265,38,9,12,26
1309,157786.0,2023-07-10 19:40:55,1190162842,0,0,3,1,0,3
1310,157785.0,2023-07-10 19:41:11,1190163078,12357,126,60,17,4,56
1313,157790.0,2023-07-10 20:10:04,1190191903,72914,203,99,36,14,85
1315,157794.0,2023-07-10 20:10:17,1190192214,8486,74,20,10,1,19
1316,157795.0,2023-07-10 20:10:27,1190192397,44952,178,88,27,11,77
1318,157803.0,2023-07-10 21:08:26,1190239919,0,5,29,20,0,29
1319,157818.0,2023-07-10 22:04:54,1190283709,0,0,4,1,0,4
1321,107998.0,2023-07-10 22:26:39,1190300237,64077,210,68,39,4,64
1322,108698.0,2023-07-10 22:26:53,1190300407,10398,11,6,4,1,5
1323,147198.0,2023-07-10 22:27:26,1190300839,48906,24,6,2,1,5
1326,90041.0,2023-07-10 22:43:30,1190312459,208576,258,126,70,11,115
1327,122613.0,2023-07-10 22:44:09,1190312913,0,0,3,0,0,3
1329,147515.0,2023-07-11 16:23:07,1190623497,0,0,12,2,0,12
1330,146804.0,2023-07-11 16:28:47,1190627175,5296,8,9,5,1,8
1331,147537.0,2023-07-11 16:32:12,1190629507,1030,3,5,1,1,4
1332,146616.0,2023-07-11 16:36:03,1190632476,0,72,17,10,0,17
1334,157912.0,2023-07-11 18:15:56,1190713661,41592,68,67,41,2,65
1336,157915.0,2023-07-11 18:30:20,1190725031,0,4,11,4,0,11
1337,157926.0,2023-07-11 18:55:46,1190745322,16347,24,2,1,1,1
1348,157928.0,2023-07-11 19:19:44,1190765141,0,0,2,1,0,2
1349,157929.0,2023-07-11 19:20:16,1190765592,0,0,2,1,0,2
1350,157931.0,2023-07-11 19:20:41,1190765913,1167,27,4,2,1,3
1352,157937.0,2023-07-11 19:45:15,1190785775,222540,251,55,22,7,48
1355,157945.0,2023-07-11 19:50:37,1190790242,15687,42,9,1,2,7
1356,157946.0,2023-07-11 19:52:40,1190791895,3668,10,7,5,1,6
1357,157948.0,2023-07-11 20:04:22,1190801042,87169,72,24,8,8,16
1360,157952.0,2023-07-11 20:17:22,1190811033,5701,11,49,40,2,47
1364,115652.0,2023-07-11 20:30:47,1190821024,14440,204,173,94,3,170
1366,147778.0,2023-07-11 20:31:55,1190821897,8504,280,40,11,2,38
1379,147801.0,2023-07-11 21:46:55,1190878170,59810,40,50,41,3,47
1380,147804.0,2023-07-11 21:47:25,1190878555,12671,49,31,24,4,27
1381,148070.0,2023-07-11 21:47:55,1190878882,0,2,18,17,0,18
1382,147826.0,2023-07-11 21:48:19,1190879191,1050,5,6,3,1,5
1394,157979.0,2023-07-11 21:58:01,1190886647,108020,299,72,47,9,63
1397,157982.0,2023-07-11 22:07:11,1190893466,8305,111,11,3,4,7
1400,157987.0,2023-07-11 22:29:28,1190909618,26803,35,18,9,3,15
1401,157986.0,2023-07-11 22:29:49,1190909853,33853,100,13,4,10,3
1404,136805.0,2023-07-11 22:36:05,1190914101,27670,58,24,21,2,22
1409,157993.0,2023-07-12 00:32:31,1190991520,0,0,7,0,0,7
1410,157995.0,2023-07-12 00:32:39,1190991578,38380,167,70,38,9,61
1411,157996.0,2023-07-12 00:32:47,1190991663,17322,180,27,16,9,18
1412,157997.0,2023-07-12 00:32:55,1190991720,36925,113,100,27,6,94
1414,157998.0,2023-07-12 00:33:33,1190992130,13347,24,21,8,1,20
1415,136804.0,2023-07-12 14:02:43,1191470356,239,20,12,4,1,11
1416,136264.0,2023-07-12 14:03:31,1191470586,19253,17,10,4,5,5
1417,136834.0,2023-07-12 14:04:23,1191470804,0,0,4,2,0,4
1419,147434.0,2023-07-12 14:05:34,1191471051,60226,48,32,5,12,20
1420,147436.0,2023-07-12 14:06:09,1191471195,17457,90,19,12,5,14
1421,89990.0,2023-07-12 14:08:46,1191471931,8189,26,8,4,3,5
1422,105326.0,2023-07-12 14:11:18,1191472619,20210,31,44,23,2,42
1423,105429.0,2023-07-12 14:11:41,1191472720,15764,43,11,3,2,9
1424,117789.0,2023-07-12 14:12:31,1191472972,46778,158,65,50,10,55
1427,148436.0,2023-07-12 14:13:58,1191473413,702,42,37,9,1,36
1428,158012.0,2023-07-12 14:27:24,1191477268,3405,7,10,7,1,9
1430,158022.0,2023-07-12 14:59:10,1191489154,1194,30,21,19,1,20
1436,49352.0,2023-07-12 17:06:38,1191568834,0,2,42,13,0,42
1437,119122.0,2023-07-12 17:10:00,1191571239,60158,34,15,6,6,9
1439,158050.0,2023-07-12 17:26:23,1191583306,43862,182,24,13,5,19
1442,116808.0,2023-07-12 17:28:35,1191585025,18967,60,86,38,6,80
1443,116809.0,2023-07-12 17:29:03,1191585416,28168,46,79,32,4,75
1444,116811.0,2023-07-12 17:29:46,1191585976,38448,205,49,15,6,43
1446,158056.0,2023-07-12 18:11:35,1191627518,5897,25,126,6,3,123
1450,158079.0,2023-07-12 20:09:04,1191762350,0,0,22,8,0,22
1452,158084.0,2023-07-12 20:46:30,1191790334,688,8,1,0,1,0
1456,158090.0,2023-07-12 21:56:20,1191842209,8670,3,30,26,1,29
1460,134875.0,2023-07-12 22:10:49,1191852249,14685,43,51,38,2,49
1461,135203.0,2023-07-12 22:15:13,1191855388,0,9,18,13,0,18
1462,134858.0,2023-07-12 22:17:40,1191857094,0,4,4,1,0,4
1471,111206.0,2023-07-13 15:13:50,1192136606,34154,116,82,60,9,73
1472,158125.0,2023-07-13 15:14:42,1192137052,63594,96,49,6,3,46
1474,158126.0,2023-07-13 15:20:33,1192139992,22562,40,32,23,3,29
1475,158131.0,2023-07-13 15:44:02,1192152466,7337,10,6,4,1,5
1478,158134.0,2023-07-13 15:59:22,1192161092,110126,101,34,27,6,28
1479,158143.0,2023-07-13 16:05:24,1192164713,125244,96,63,21,7,56
1482,158128.0,2023-07-13 16:23:37,1192175429,0,20,18,13,0,18
1486,122173.0,2023-07-13 16:50:25,1192193018,0,123,50,24,0,50
1487,145993.0,2023-07-13 16:51:04,1192193456,60263,80,50,38,5,45
1488,125986.0,2023-07-13 17:00:42,1192200136,13264,8,9,6,1,8
1489,126018.0,2023-07-13 17:01:23,1192200657,200979,256,55,28,9,46
1490,137297.0,2023-07-13 17:02:23,1192201377,0,1,25,18,0,25
1495,158164.0,2023-07-13 17:51:22,1192235358,4680,19,26,20,2,24
1497,158165.0,2023-07-13 17:52:53,1192236349,3120,18,45,38,1,44
1499,158166.0,2023-07-13 17:53:43,1192236957,6950,14,25,17,4,21
1501,158169.0,2023-07-13 17:54:40,1192237660,0,0,3,3,0,3
1504,147756.0,2023-07-13 18:13:34,1192251392,0,0,9,5,0,9
1505,131520.0,2023-07-13 18:33:17,1192265761,7532,24,38,21,1,37
1508,158209.0,2023-07-13 18:59:32,1192285842,8431,22,10,1,2,8
1510,112961.0,2023-07-13 19:29:27,1192308301,26725,46,92,74,2,90
1511,147603.0,2023-07-13 19:30:02,1192308683,12264,77,77,53,3,74
1512,147596.0,2023-07-13 19:30:33,1192309077,22640,41,16,12,5,11
1513,158216.0,2023-07-13 19:47:10,1192321212,142976,41,26,18,4,22
1514,158221.0,2023-07-13 20:39:27,1192357590,10405,20,12,4,3,9
1515,158227.0,2023-07-13 21:15:58,1192382526,0,1,3,2,0,3
1516,158228.0,2023-07-13 21:16:07,1192382636,56104,19,6,5,1,5
1517,158231.0,2023-07-13 21:47:35,1192402795,287028,144,50,16,5,45
1518,158226.0,2023-07-13 21:54:09,1192406979,153112,58,31,23,3,28
1525,158232.0,2023-07-13 22:32:32,1192431578,142368,67,19,7,5,14
1529,158240.0,2023-07-13 23:55:55,1192479852,77182,126,37,23,9,28
1533,158245.0,2023-07-14 00:34:30,1192499383,3870,116,83,44,1,82
1536,158238.0,2023-07-14 14:43:17,1192657992,45693,47,22,13,6,16
1544,158246.0,2023-07-14 14:56:44,1192663004,21206,11,13,1,1,12
1548,158265.0,2023-07-14 15:20:04,1192673165,24705,62,18,4,2,16
1549,158247.0,2023-07-14 15:51:02,1192689000,7256,173,95,58,2,93
1552,147757.0,2023-07-14 15:59:28,1192693536,76988,226,102,53,4,98
1553,147733.0,2023-07-14 16:00:02,1192693788,37572,77,74,41,6,68
1554,147760.0,2023-07-14 16:00:33,1192694062,1675,26,39,14,1,38
1555,158268.0,2023-07-14 16:06:29,1192697304,25160,93,83,60,5,78
1557,158292.0,2023-07-14 17:31:54,1192752629,0,0,34,8,0,34
1558,122184.0,2023-07-14 17:35:55,1192755483,4320,48,128,76,3,125
1559,122172.0,2023-07-14 17:43:50,1192761297,10540,33,121,79,5,116
1560,121222.0,2023-07-14 18:00:23,1192773066,30721,76,27,10,5,22
1575,158322.0,2023-07-14 18:37:25,1192799827,1223,12,22,19,1,21
1576,134877.0,2023-07-14 18:42:29,1192803591,39515,70,70,57,6,64
1577,158354.0,2023-07-14 19:19:18,1192829893,4270,45,14,3,2,12
1579,158356.0,2023-07-14 19:25:38,1192834284,5690,32,9,1,1,8
1581,158360.0,2023-07-14 19:45:42,1192848226,0,8,23,8,0,23
1586,158369.0,2023-07-14 22:35:45,1192961967,5187,50,21,9,2,19
1587,158367.0,2023-07-14 22:35:53,1192962099,0,0,2,2,0,2
1589,158377.0,2023-07-14 22:36:12,1192962362,29864,37,21,2,3,18
1591,158379.0,2023-07-14 22:47:54,1192972575,7165,204,35,20,2,33
1592,158380.0,2023-07-14 22:54:02,1192977890,8550,19,84,38,1,83
1593,158381.0,2023-07-14 22:58:04,1192981362,0,9,64,34,0,64
1594,158385.0,2023-07-14 23:11:53,1192993095,7158,84,11,7,1,10
1598,158386.0,2023-07-15 00:06:43,1193035099,0,0,1,0,0,1
1599,158382.0,2023-07-15 16:15:29,1193492774,0,1,7,0,0,7
1602,158405.0,2023-07-15 17:01:59,1193530521,73415,183,17,10,8,9
1603,158406.0,2023-07-15 17:09:14,1193536018,160293,156,99,40,8,91
1605,158415.0,2023-07-15 17:24:49,1193548007,0,6,68,36,0,68
1607,158416.0,2023-07-15 17:36:41,1193557535,5145,88,29,27,2,27
1609,158417.0,2023-07-15 17:45:50,1193564621,6113,94,44,31,2,42
1621,148536.0,2023-07-17 17:18:38,1194681612,0,39,52,23,0,52
1622,148540.0,2023-07-17 17:19:22,1194682158,0,17,39,28,0,39
1623,148537.0,2023-07-17 17:19:52,1194682499,937,18,17,10,1,16
1624,148542.0,2023-07-17 17:20:21,1194682856,0,0,4,1,0,4
1626,148638.0,2023-07-17 17:20:49,1194683178,30,185,52,29,1,51
1628,148795.0,2023-07-17 17:21:33,1194683691,0,2,51,17,0,51
1632,147386.0,2023-07-17 21:31:21,1195007861,2824,6,8,4,2,6
1633,147256.0,2023-07-17 21:32:52,1195009650,5691,11,9,7,1,8
1634,147281.0,2023-07-17 21:34:15,1195011396,15425,49,23,16,2,21
1638,158527.0,2023-07-17 22:52:43,1195108393,7058,9,12,2,3,9
1641,158543.0,2023-07-18 02:40:48,1195293032,4378,42,46,14,2,44
1642,158542.0,2023-07-18 02:43:35,1195294030,21425,50,31,20,7,24
1643,158541.0,2023-07-18 02:46:19,1195294933,30141,106,45,27,5,40
1645,158582.0,2023-07-18 15:50:12,1195814143,12014,17,35,17,3,32
1646,158584.0,2023-07-18 15:50:29,1195814393,6068,9,10,5,1,9
1648,158578.0,2023-07-18 16:32:21,1195852033,12976,27,17,13,1,16
1651,158599.0,2023-07-18 16:32:42,1195852364,0,0,8,5,0,8
1653,158607.0,2023-07-18 17:46:03,1196002279,3866,26,30,9,2,28
1654,158608.0,2023-07-18 17:51:35,1196018508,22440,75,19,14,5,14
1655,158611.0,2023-07-18 18:00:41,1196045392,7279,8,39,15,4,35
1656,158612.0,2023-07-18 18:24:12,1196117275,1058,1,2,1,1,1
1659,158609.0,2023-07-18 19:03:31,1196195957,424119,97,28,11,6,22
1660,158626.0,2023-07-18 19:41:06,1196259447,48689,112,123,18,7,116
1661,158627.0,2023-07-18 19:41:10,1196259609,15466,67,20,16,4,16
1662,140068.0,2023-07-18 20:32:57,1196335509,0,2,15,9,0,15
1663,140076.0,2023-07-18 20:33:31,1196336063,404,12,14,9,1,13
1664,140196.0,2023-07-18 20:34:41,1196337181,5823,143,13,8,2,11
1665,158666.0,2023-07-18 21:03:25,1196365964,18627,8,40,29,2,38
1666,122289.0,2023-07-18 21:17:45,1196381839,0,0,3,1,0,3
1667,158669.0,2023-07-18 21:41:57,1196406254,76848,91,10,6,6,4
1669,158625.0,2023-07-18 21:41:59,1196406284,141767,96,67,39,8,59
1670,158673.0,2023-07-18 22:20:22,1196443682,190074,47,49,29,4,45
1671,158674.0,2023-07-18 22:22:00,1196445284,67618,105,54,31,8,46
1672,158675.0,2023-07-18 22:22:34,1196445867,2029,22,28,24,2,26
1673,158677.0,2023-07-18 22:23:02,1196446287,2601,15,6,5,2,4
1674,158678.0,2023-07-18 22:23:25,1196446674,12712,113,61,39,4,57
1678,158697.0,2023-07-18 23:31:43,1196523935,101775,29,12,5,3,9
1680,158700.0,2023-07-18 23:49:54,1196546549,61129,225,13,5,4,9
1685,158702.0,2023-07-19 00:17:46,1196576227,11489,34,5,5,3,2
1691,158717.0,2023-07-19 16:13:13,1197039223,1544,16,71,7,2,69
1692,158739.0,2023-07-19 18:03:35,1197121637,0,0,2,0,0,2
1694,158742.0,2023-07-19 18:03:43,1197121740,0,0,6,5,0,6
1695,158746.0,2023-07-19 18:49:25,1197158426,0,21,105,72,0,105
1696,158755.0,2023-07-19 19:38:12,1197196235,47811,100,83,65,7,76
1699,158769.0,2023-07-19 20:46:27,1197247316,0,0,1,0,0,1
1705,158782.0,2023-07-19 22:25:50,1197318903,2564,19,42,16,1,41
1706,158784.0,2023-07-19 22:41:49,1197329628,74372,187,180,23,5,175
1707,158785.0,2023-07-19 22:46:31,1197332891,11349,48,51,22,3,48
1708,158787.0,2023-07-19 22:51:44,1197336409,29923,197,47,26,5,42
1710,158789.0,2023-07-19 23:01:18,1197342885,4949,30,14,4,3,11
1711,158705.0,2023-07-19 23:47:05,1197372781,16961,28,19,12,4,15
1720,158694.0,2023-07-19 23:56:02,1197378465,69702,178,32,16,5,27
1721,158696.0,2023-07-19 23:56:46,1197378945,62908,236,23,14,4,19
1723,158703.0,2023-07-20 00:00:20,1197381073,1324,2,4,1,1,3
1725,158796.0,2023-07-20 00:52:40,1197409090,34845,75,8,5,3,5
1726,158800.0,2023-07-20 01:12:06,1197418197,59391,61,14,5,2,12
1727,158808.0,2023-07-20 14:44:25,1197571491,21893,62,31,14,3,28
1728,158809.0,2023-07-20 14:44:56,1197571648,32779,86,52,31,5,47
1729,158813.0,2023-07-20 15:55:11,1197606000,17093,67,22,14,6,16
1730,158706.0,2023-07-20 15:55:56,1197606366,12164,39,17,6,5,12
1731,158818.0,2023-07-20 16:13:34,1197617259,66443,31,29,19,3,26
1735,147910.0,2023-07-20 17:11:23,1197656320,0,1,45,36,0,45
1736,158819.0,2023-07-20 17:30:19,1197669926,164878,357,72,34,17,55
1738,158823.0,2023-07-20 17:30:30,1197670077,26784,91,28,16,6,22
1743,158833.0,2023-07-20 17:31:00,1197670430,67790,126,83,52,5,78
1745,158839.0,2023-07-20 17:31:32,1197670881,117573,295,55,36,9,46
1747,158844.0,2023-07-20 17:51:16,1197685536,26499,144,17,7,5,12
1748,158846.0,2023-07-20 17:56:18,1197689340,7811,52,45,9,2,43
1755,158847.0,2023-07-20 18:03:09,1197694441,20059,130,14,8,7,7
1758,158862.0,2023-07-20 18:23:28,1197709723,87126,108,25,11,9,16
1760,100988.0,2023-07-20 18:39:22,1197722046,12588,28,33,22,2,31
1761,100985.0,2023-07-20 18:40:28,1197722822,23409,103,91,49,4,87
1762,100982.0,2023-07-20 18:40:52,1197723118,0,5,64,28,0,64
1763,100990.0,2023-07-20 18:41:22,1197723516,55,13,26,17,1,25
1764,131434.0,2023-07-20 18:41:46,1197723783,810,42,37,8,2,35
1767,158860.0,2023-07-20 18:56:07,1197734931,88824,301,51,27,10,41
1769,158865.0,2023-07-20 18:56:21,1197735121,161774,108,58,32,5,53
1770,158867.0,2023-07-20 18:56:29,1197735238,63142,108,45,25,12,33
1772,158871.0,2023-07-20 18:56:46,1197735427,1205,8,11,5,1,10
1774,158882.0,2023-07-20 19:04:45,1197741670,62748,336,52,30,7,45
1776,158881.0,2023-07-20 19:32:35,1197762927,9076,8,2,0,1,1
1777,158884.0,2023-07-20 19:32:47,1197763076,0,38,32,30,0,32
1778,158889.0,2023-07-20 19:33:08,1197763352,1480,66,44,28,1,43
1779,158890.0,2023-07-20 19:34:11,1197764133,25877,146,31,2,12,19
1780,158901.0,2023-07-20 20:14:53,1197793697,19326,40,16,12,4,12
1781,115504.0,2023-07-20 20:15:07,1197793905,12281,97,51,33,5,46
1782,158900.0,2023-07-20 20:16:26,1197794889,46800,141,86,37,11,75
1783,158903.0,2023-07-20 20:34:40,1197807923,101484,102,43,26,10,33
1784,158902.0,2023-07-20 20:36:45,1197809523,436,5,3,0,3,0
1785,158904.0,2023-07-20 20:39:18,1197811424,11973,18,7,0,2,5
1786,158905.0,2023-07-20 20:41:02,1197812597,44505,124,35,10,5,30
1787,158907.0,2023-07-20 21:16:29,1197837994,1418,12,9,4,1,8
1790,158920.0,2023-07-20 23:13:11,1197917116,3109,14,10,8,2,8
1791,158945.0,2023-07-21 14:28:00,1198137142,138337,259,45,31,8,37
1798,98288.0,2023-07-21 15:52:58,1198173319,82760,128,39,17,8,31
1799,97777.0,2023-07-21 15:53:43,1198173742,107373,336,164,33,11,153
1800,98276.0,2023-07-21 15:54:22,1198174154,62159,116,20,10,5,15
1801,108975.0,2023-07-21 15:55:03,1198174562,15296,54,17,5,3,14
1802,149818.0,2023-07-21 15:55:48,1198174975,5426,5,18,6,3,15
1804,149293.0,2023-07-21 15:57:07,1198175718,7814,108,86,39,9,77
1811,159000.0,2023-07-21 18:37:22,1198289106,37366,25,31,18,1,30
1812,158981.0,2023-07-21 18:55:13,1198303318,25433,209,39,25,6,33
1816,159006.0,2023-07-21 19:09:52,1198314973,97488,283,18,12,9,9
1817,159022.0,2023-07-21 20:23:22,1198370489,69317,25,40,31,1,39
1819,148600.0,2023-07-21 20:32:17,1198376894,23850,42,31,12,3,28
1820,148488.0,2023-07-21 20:32:44,1198377203,176310,219,117,54,10,107
1821,148506.0,2023-07-21 20:33:11,1198377561,117372,238,95,64,6,89
1822,148594.0,2023-07-21 20:33:39,1198377894,10682,26,57,37,2,55
1823,148598.0,2023-07-21 20:34:05,1198378218,3024,38,32,21,2,30
1824,159027.0,2023-07-21 20:50:17,1198389631,0,0,10,3,0,10
1825,159026.0,2023-07-21 20:50:51,1198390016,0,5,6,3,0,6
1828,159025.0,2023-07-21 20:51:29,1198390518,0,0,1,0,0,1
1831,159024.0,2023-07-21 20:51:54,1198390790,9839,25,4,2,1,3
1832,94881.0,2023-07-21 21:06:32,1198401064,2726,24,15,7,1,14
1838,159050.0,2023-07-21 22:00:45,1198472562,0,0,20,16,0,20
1842,138470.0,2023-07-21 22:30:35,1198503477,10193,65,65,20,2,63
1844,159058.0,2023-07-21 22:45:47,1198513665,141863,32,32,27,3,29
1845,159061.0,2023-07-21 22:45:55,1198513737,23033,127,46,34,8,38
1847,159062.0,2023-07-21 22:46:05,1198513856,2753,17,30,20,3,27
1848,159063.0,2023-07-21 23:06:42,1198527226,18367,115,38,24,7,31
1851,159065.0,2023-07-21 23:18:18,1198534624,15275,30,32,27,4,28
1852,159066.0,2023-07-21 23:23:41,1198538064,96418,85,50,39,8,42
1853,159068.0,2023-07-21 23:49:13,1198553061,145895,101,40,28,5,35
1854,159069.0,2023-07-22 00:00:08,1198559155,289,9,25,17,1,24
1856,159070.0,2023-07-22 00:45:07,1198582144,45805,131,76,26,9,67
1857,159071.0,2023-07-22 01:00:29,1198587503,34027,74,182,45,15,167
1858,159075.0,2023-07-22 15:14:17,1198752006,4914,101,15,4,2,13
1859,159076.0,2023-07-22 15:17:20,1198753033,5330,14,13,8,3,10
1860,159077.0,2023-07-22 15:23:28,1198755221,30479,121,76,23,1,75
1861,159079.0,2023-07-22 15:42:14,1198762369,15811,88,36,21,6,30
1862,159080.0,2023-07-22 15:46:05,1198763806,116044,143,115,49,24,91
1863,159083.0,2023-07-22 15:57:08,1198768312,7331,51,57,21,3,54
1867,159110.0,2023-07-22 16:29:08,1198782306,9878,92,22,16,2,20
1868,159114.0,2023-07-22 16:36:45,1198785940,45950,131,12,7,6,6
1869,159113.0,2023-07-22 16:37:12,1198786183,46323,77,16,9,5,11
1872,159115.0,2023-07-22 16:38:23,1198786801,30520,102,58,14,9,49
1873,159109.0,2023-07-22 16:39:00,1198787117,749,14,11,8,1,10
1874,159116.0,2023-07-22 16:39:01,1198787127,2856,7,14,10,1,13
1875,159124.0,2023-07-22 16:57:26,1198796563,22553,51,30,16,2,28
