nombreScore,valor,razones,folioConsulta
FICO,474,"K0,J0,E2,D8",1220376308
FICO,466,"K0,J0,E2,D8",1220524081
FICO,433,"K0,J0,D7,E2",1220211458
FICO,502,"K0,E2,P9,J0",1220337546
FICO,436,"K0,D7,J0,E2",1220538636
FICO,419,"K0,D7,J0,E2",1220200923
FICO,612,"J0,K0,E2,P9",1220434565
FICO,424,"K0,D7,J0,E2",1220577021
FICO,440,"K0,J0,D7,E2",1220381387
FICO,593,"E2,E0,J0,G1",1220142106
FICO,467,"K0,J0,D7,E2",1220280606
FICO,533,"K0,J0,E2,M1",1220197159
FICO,532,"E2,A1,J0,E0",1220577781
FICO,429,"K0,J0,D7,E2",1220276203
FICO,420,"K0,D7,J0,E2",1220574434
FICO,415,"K0,D7,J0,E2",1220572632
FICO,419,"K0,D7,J0,E2",1220319146
FICO,452,"K0,J0,E2,D8",1220267850
FICO,452,"K0,J0,E2,D8",1220267833
FICO,439,"K0,J0,D7,E2",1220361489
FICO,450,"K0,D7,E2,D8",1220477721
FICO,443,"K0,D7,J0,E2",1220376137
FICO,629,"E2,J0,G1,E0",1220282176
FICO,418,"K0,D7,J0,E2",1220144788
FICO,629,"J0,E2,D2,M1",1220427999
FICO,541,"J0,K0,E2,D8",1220473684
FICO,499,"K0,J0,E2,D7",1220376494
FICO,613,"E2,J0,E0,G1",1220473319
FICO,646,"E2,E0,G1,J0",1220482620
FICO,463,"K0,J0,E2,D8",1220577404
FICO,434,"K0,J0,D7,E2",1220540556
FICO,503,"K0,J0,E2,D7",1220578169
FICO,526,"K0,J0,E2,D8",1220578677
FICO,512,"K0,J0,F7,E2",1220182534
FICO,455,"K0,J0,E2,D8",1220324685
FICO,459,"K0,J0,E2,D8",1220544000
FICO,452,"K0,J0,D7,E2",1220337695
FICO,452,"K0,J0,D7,E2",1220472892
FICO,427,"K0,J0,D7,E2",1220150006
FICO,395,"K0,D7,J0,D8",1220440987
FICO,538,"J0,K0,D7,E2",1220433720
FICO,457,"K0,J0,E2,D8",1220205475
FICO,381,"K0,D7,J0,E2",1220473175
FICO,506,"K0,J0,E2,M1",1220428548
FICO,487,"K0,J0,E2,D2",1220337607
FICO,448,"K0,J0,D8,F7",1220162194
FICO,449,"K0,J0,E2,D2",1220376758
FICO,433,"K0,J0,D7,E2",1220264785
FICO,600,"J0,K0,E2,E0",1220279615
FICO,380,"K0,D7,J0,D8",1220423192
FICO,436,"K0,J0,D7,E2",1220274254
FICO,561,"J0,K0,E2,D8",1220428882
FICO,439,"K0,J0,D7,E2",1220280823
FICO,528,"K0,J0,E2,E0",1220427663
FICO,443,"K0,J0,E2,D8",1220574939
FICO,582,"J0,K0,E2,M1",1220368682
FICO,488,"K0,J0,E2,D8",1220427374
FICO,515,"K0,J0,E2,M1",1220252113
FICO,533,"K0,J0,E2,M1",1220197088
FICO,597,"K0,J0,E2,E0",1220149232
FICO,496,"K0,J0,E2,M1",1220138981
FICO,407,"D2,E2,A1,E0",1220473268
FICO,482,"K0,J0,E2,P9",1220131090
FICO,494,"K0,J0,E2,D2",1220291408
FICO,533,"K0,J0,E2,M1",1220197129
FICO,602,"E2,E0,J0,G1",1220281822
FICO,431,"K0,J0,D7,E2",1220440415
FICO,570,"E2,J0,A1,G1",1220576682
FICO,433,"K0,J0,D7,E2",1220264802
FICO,433,"K0,J0,D7,E2",1220152566
FICO,559,"K0,P9,J0,M1",1220461420
FICO,528,"K0,J0,E2,E0",1220576078
FICO,539,"K0,J0,E2,E0",1220221609
FICO,551,"K0,J0,E2,E0",1220428277
FICO,597,"K0,J0,E2,E0",1220149287
FICO,502,"K0,E2,P9,J0",1220337522
FICO,455,"K0,J0,E2,D8",1220573211
FICO,448,"K0,J0,D8,F7",1220162249
FICO,513,"K0,E2,D2,J0",1220185411
FICO,635,"E2,E4,G1,E0",1220229179
FICO,440,"K0,J0,D7,E2",1220442911
FICO,646,"E2,J0,G1,E0",1220290281
FICO,430,"K0,D7,J0,D8",1220375895
FICO,428,"K0,J0,E2,P9",1220128508
FICO,430,"K0,D7,J0,D8",1220835032
FICO,430,"K0,D7,J0,D8",1220835014
FICO,430,"K0,D7,J0,D8",1220835005
FICO,437,"K0,J0,E2,P9",1220839127
FICO,458,"K0,J0,E2,D8",1220857550
FICO,453,"K0,J0,E2,D8",1220858792
FICO,460,"K0,D7,J0,E2",1220859641
FICO,452,"K0,J0,D7,E2",1220860636
FICO,427,"K0,D7,J0,E2",1220860261
FICO,449,"K0,J0,E2,D8",1220857979
FICO,529,"K0,J0,E2,M1",1220858396
FICO,603,"J0,E2,P6,M1",1220859212
FICO,487,"K0,J0,E2,D8",1220861103
FICO,555,"J0,K0,E2,D7",1220870875
FICO,425,"K0,D7,J0,E2",1220876621
FICO,515,"K0,J0,E2,M1",1220861796
FICO,466,"K0,J0,E2,D8",1220861392
FICO,415,"K0,D7,J0,E2",1220870613
FICO,509,"K0,J0,E2,M1",1220871080
FICO,652,"J0,E2,E0,P9",1220868816
FICO,483,"K0,J0,E2,D8",1220870322
FICO,418,"K0,D7,J0,E2",1220862673
FICO,457,"K0,J0,E2,D8",1220877725
FICO,415,"K0,D7,J0,E2",1220863772
FICO,620,"J0,E2,D7,D2",1220862556
FICO,455,"K0,J0,D7,E2",1220871316
FICO,415,"K0,D7,J0,E2",1220863726
FICO,418,"K0,D7,J0,E2",1220862321
FICO,578,"E2,A1,J0,G1",1220888959
FICO,510,"K0,J0,E2,M1",1220897490
FICO,436,"A1,D2,E2,P6",1220901535
FICO,510,"K0,J0,E2,M1",1220897415
FICO,459,"K0,J0,E2,D8",1220906460
FICO,509,"K0,J0,E2,M1",1220912627
FICO,441,"K0,J0,D7,E2",1220907912
FICO,455,"K0,J0,E2,D8",1220915464
FICO,449,"K0,J0,E2,D8",1220923361
FICO,597,"J0,E2,D7,D2",1220916341
FICO,615,"J0,E2,D2,M1",1220913894
FICO,459,"K0,J0,E2,D8",1220906497
FICO,459,"K0,J0,E2,D8",1220906500
FICO,597,"J0,E2,D7,D2",1220916287
FICO,459,"K0,J0,E2,D8",1220906470
FICO,485,"K0,J0,D8,D7",1220903043
FICO,340,"K0,D7,J0,E2",1220914261
FICO,441,"K0,J0,D7,E2",1220913334
FICO,412,"K0,D7,J0,E2",1220949220
FICO,425,"K0,D7,J0,E2",1220942460
FICO,499,"K0,J0,E2,D7",1220952214
FICO,449,"K0,J0,E2,D8",1220959393
FICO,449,"K0,J0,E2,D8",1220959338
FICO,425,"K0,D7,J0,E2",1220950890
FICO,414,"D2,E2,A1,J0",1220956171
FICO,425,"K0,D7,J0,E2",1220950907
FICO,414,"D2,E2,A1,J0",1220956100
FICO,414,"D2,E2,A1,J0",1220956092
FICO,497,"K0,J0,E2,D7",1220977819
FICO,516,"J0,K0,D7,E2",1220978169
FICO,0,"C2,None,None,None",1221018769
FICO,479,"D7,J0,K0,E2",1221021167
FICO,570,"J0,K0,E2,M1",1221014201
FICO,528,"K0,J0,E2,E0",1221020551
FICO,656,"E2,J0,G1,E0",1221010886
FICO,458,"K0,J0,E2,D2",1221008882
FICO,666,"E2,J0,G1,E0",1221031072
FICO,458,"K0,J0,E2,D2",1221008928
FICO,458,"K0,J0,E2,D2",1221008825
FICO,641,"E2,J0,G1,E0",1221045819
FICO,412,"K0,D7,J0,E2",1221076071
FICO,412,"K0,D7,J0,E2",1221075964
FICO,447,"K0,J0,D7,E2",1221093519
FICO,434,"K0,J0,E2,F7",1221133230
FICO,481,"K0,J0,E2,D8",1221142259
FICO,651,"J0,E0,E2,G1",1221140809
FICO,504,"D7,J0,K0,E2",1221141836
FICO,626,"J0,E2,M1,D2",1221141380
FICO,438,"K0,J0,D7,E2",1221155179
FICO,440,"K0,D7,J0,E2",1221140441
FICO,626,"J0,E2,M1,D2",1221141286
FICO,627,"E2,J0,E0,G1",1221139849
FICO,444,"K0,J0,D8,F7",1221168965
FICO,492,"J0,K0,D7,E2",1221179890
FICO,585,"J0,F7,D7,E2",1221159573
FICO,492,"J0,K0,D7,E2",1221179920
FICO,452,"K0,J0,E2,D8",1221203383
FICO,503,"K0,E2,F7,J0",1221187095
FICO,452,"K0,J0,E2,D8",1221203308
FICO,503,"K0,E2,F7,J0",1221187085
FICO,417,"K0,D7,J0,E2",1221222362
FICO,416,"K0,D7,J0,E2",1221209221
FICO,416,"K0,D7,J0,E2",1221222844
FICO,676,"J0,E2,G1,E0",1221223726
FICO,515,"K0,J0,E2,M1",1221218654
FICO,427,"K0,J0,D7,E2",1221213122
FICO,439,"K0,J0,D7,E2",1221222162
FICO,425,"K0,J0,D7,E2",1221433572
FICO,556,"J0,K0,E2,D7",1221433655
FICO,418,"K0,D7,J0,E2",1221433845
FICO,431,"K0,J0,E2,D8",1222531449
FICO,464,"K0,J0,E2,D8",1222533084
FICO,461,"K0,J0,D7,D8",1222528464
FICO,461,"K0,J0,D7,D8",1222528472
FICO,464,"K0,J0,E2,D8",1222533074
FICO,431,"K0,J0,E2,D8",1222531482
FICO,505,"J0,K0,D7,E2",1222567737
FICO,509,"K0,J0,E2,M1",1222623406
FICO,459,"K0,J0,E2,P9",1222547931
FICO,620,"E2,J0,E0,G1",1222639127
FICO,404,"K0,D7,J0,E2",1222790443
FICO,404,"K0,D7,J0,E2",1222790412
FICO,329,"K0,D7,J0,E2",1222750726
FICO,466,"K0,J0,D7,D8",1222857165
FICO,412,"K0,D7,J0,E2",1222864272
FICO,437,"K0,J0,D7,D8",1222868130
FICO,512,"K0,J0,E2,D7",1222807619
FICO,544,"J0,K0,D7,E2",1222871454
FICO,612,"J0,K0,E2,P9",1222884355
FICO,442,"K0,D7,F7,D8",1222928239
FICO,444,"K0,J0,P9,D2",1222893735
FICO,457,"K0,J0,E2,D8",1222895982
FICO,540,"K0,J0,E2,M1",1222904152
FICO,442,"K0,D7,J0,D8",1222930216
FICO,582,"D7,J0,E2,M1",1222919054
FICO,600,"E2,E0,J0,G1",1222930406
FICO,618,"E2,E0,J0,G1",1222894094
FICO,482,"K0,J0,E2,D8",1223001377
FICO,631,"E2,E0,G1,J0",1223010706
FICO,410,"K0,D7,J0,E2",1223013850
FICO,551,"K0,J0,E2,P9",1223079201
FICO,597,"J0,E2,D7,D2",1223074718
FICO,486,"K0,D7,P6,F7",1223124929
FICO,483,"K0,J0,E2,P9",1223228255
FICO,417,"K0,D7,J0,E2",1223298854
FICO,467,"K0,J0,E2,D8",1223354792
FICO,412,"K0,D7,J0,E2",1223374108
FICO,467,"K0,J0,E2,D8",1223354938
FICO,412,"K0,D7,J0,E2",1223373810
FICO,611,"E2,E0,J0,G1",1223413120
FICO,487,"K0,J0,E2,D8",1223412490
FICO,463,"K0,J0,E2,D8",1223517892
FICO,496,"E2,A1,E0,D2",1223481434
FICO,436,"K0,D7,J0,E2",1223587554
FICO,480,"E2,A1,J0,E0",1223565923
FICO,626,"J0,E2,D7,E0",1223573066
FICO,471,"K0,J0,E2,D8",1223558702
FICO,461,"K0,J0,E2,D8",1223581800
FICO,563,"J0,K0,D8,E2",1223546434
FICO,570,"K0,J0,E2,E0",1223602090
FICO,620,"J0,E2,M1,D2",1223608247
FICO,418,"K0,D7,J0,E2",1223662185
FICO,606,"E2,J0,G1,K0",1223698798
FICO,404,"K0,J0,D7,E2",1223677250
FICO,611,"F7,D7,J0,E2",1223912037
FICO,528,"K0,J0,E2,M1",1223921406
FICO,451,"K0,J0,D7,D8",1223915236
FICO,0,"C2,None,None,None",1223922840
FICO,491,"K0,J0,E2,F7",1223923319
FICO,661,"J0,E2,E0,P9",1223922725
FICO,509,"K0,J0,E2,M1",1223923844
FICO,409,"K0,J0,D7,P6",1223929573
FICO,458,"K0,J0,E2,D2",1223923893
FICO,443,"K0,J0,D8,P9",1223927252
FICO,610,"A1,D2,P9,G1",1223925646
FICO,459,"K0,J0,E2,F7",1223924566
FICO,420,"K0,D7,J0,E2",1223923697
FICO,482,"K0,J0,E2,D8",1223939288
FICO,634,"E2,D2,J0,G1",1223946313
FICO,514,"K0,J0,E2,M1",1223939405
FICO,614,"E2,E0,J0,G1",1223939619
FICO,471,"E2,P6,A1,E0",1223939785
FICO,435,"K0,D7,J0,E2",1223942542
FICO,508,"K0,J0,E2,M1",1223939113
FICO,548,"K0,J0,E2,E0",1223941058
FICO,598,"J0,E2,F7,D7",1223948403
FICO,414,"K0,D7,J0,F7",1223949892
FICO,493,"J0,K0,E2,F7",1223959974
FICO,416,"K0,D7,J0,E2",1223955357
FICO,413,"K0,J0,E2,P6",1223992877
FICO,405,"K0,J0,D7,E2",1223985883
FICO,388,"K0,D7,J0,E2",1223989595
FICO,525,"K0,F7,J0,D7",1224004230
FICO,598,"J0,K0,E2,D7",1224009878
FICO,487,"K0,J0,E2,D8",1224019873
FICO,596,"J0,K0,D7,E2",1224055390
FICO,563,"J0,K0,D8,D7",1224044511
FICO,630,"J0,K0,D7,E0",1224044349
FICO,548,"E2,E0,D2,J0",1224067729
FICO,593,"E2,E0,J0,G1",1224067967
FICO,600,"J0,K0,E2,E0",1224068216
FICO,635,"J0,D2,E2,P9",1224067581
FICO,418,"K0,J0,D7,P6",1224068074
FICO,456,"K0,J0,D7,E2",1224067793
FICO,436,"K0,J0,D7,E2",1224067898
FICO,463,"K0,J0,D8,E2",1224067638
FICO,438,"K0,J0,D7,E2",1224068300
FICO,582,"D7,J0,E2,M1",1224757726
FICO,469,"K0,J0,E2,D8",1224757904
FICO,483,"K0,J0,D8,E2",1224765933
FICO,396,"K0,D7,J0,E2",1224757321
FICO,410,"K0,J0,D7,E2",1224756932
FICO,426,"K0,J0,E2,D8",1224757494
FICO,414,"K0,D7,J0,E2",1224757630
FICO,410,"K0,J0,D7,E2",1224756967
FICO,622,"E2,J0,E0,G1",1224775210
FICO,429,"K0,D7,J0,E2",1224777188
FICO,658,"J0,E2,E0,P9",1224775025
FICO,552,"E2,A1,J0,E0",1224767074
FICO,506,"K0,J0,D8,E2",1224775435
FICO,396,"K0,D7,J0,P6",1224774798
FICO,534,"J0,K0,D7,D8",1224774555
FICO,416,"K0,D7,J0,E2",1224768800
FICO,455,"K0,J0,E2,D8",1224770142
FICO,439,"K0,J0,E2,F7",1224780810
FICO,600,"E2,E0,J0,G1",1224795663
FICO,441,"K0,J0,D7,E2",1224786525
FICO,592,"F7,E4,D7,J0",1224786759
FICO,457,"K0,J0,E2,D8",1224825851
FICO,419,"K0,D7,J0,E2",1224825737
FICO,416,"K0,J0,D7,P6",1224841519
FICO,406,"K0,D7,J0,E2",1224825163
FICO,480,"K0,J0,E2,D7",1224825749
FICO,526,"K0,J0,E2,D8",1224825634
FICO,539,"K0,J0,E2,E0",1224825440
FICO,452,"E2,P6,A1,J0",1224823266
FICO,546,"K0,J0,E2,D2",1224825267
FICO,418,"K0,D7,J0,E2",1224826016
FICO,721,"J0,G1,E0,F7",1224835076
FICO,721,"J0,G1,E0,F7",1224835012
FICO,539,"K0,J0,E2,E0",1224825477
FICO,458,"K0,D7,J0,D8",1224841419
FICO,441,"K0,J0,D7,E2",1224843563
FICO,485,"K0,J0,E2,D8",1224885095
FICO,661,"J0,E2,E0,P9",1224887331
FICO,613,"E2,J0,E0,G1",1224887601
FICO,401,"K0,J0,D7,E2",1224879119
FICO,514,"D7,K0,F7,D8",1224914605
FICO,541,"K0,J0,E2,M1",1224902322
FICO,475,"K0,J0,D7,E2",1224897711
FICO,490,"K0,J0,E2,D7",1224907552
FICO,663,"E2,J0,G1,E0",1224896497
FICO,406,"K0,D7,J0,E2",1224931136
FICO,518,"K0,J0,E2,M1",1224932314
FICO,480,"K0,J0,E2,D7",1224930623
FICO,518,"K0,J0,E2,M1",1224932355
FICO,461,"K0,J0,E2,D8",1224931604
FICO,581,"J0,D2,E2,D7",1224938885
FICO,433,"K0,J0,D7,E2",1224932809
FICO,422,"K0,D7,J0,E2",1224933231
FICO,480,"K0,J0,E2,D7",1224930704
FICO,406,"K0,D7,J0,E2",1224931174
FICO,628,"E2,J0,E0,G1",1224960620
FICO,475,"K0,J0,E2,D8",1224957305
FICO,418,"K0,D7,J0,E2",1224989726
FICO,418,"K0,D7,J0,E2",1224990737
FICO,606,"J0,K0,E2,E0",1224990412
FICO,552,"K0,J0,D7,E2",1225036966
FICO,425,"K0,D7,J0,E2",1225037819
FICO,444,"K0,J0,D7,E2",1225039369
FICO,415,"K0,D7,J0,E2",1225074443
FICO,631,"E2,J0,G1,E0",1225077961
FICO,553,"J0,K0,E2,D8",1225078281
FICO,505,"K0,J0,E2,D7",1225077542
FICO,525,"K0,J0,E2,D7",1225077082
FICO,574,"E2,J0,P6,E0",1225150364
FICO,497,"E2,D2,A1,E0",1225128176
FICO,511,"J0,K0,D7,E2",1225149575
FICO,497,"E2,D2,A1,E0",1225128192
FICO,425,"K0,D7,J0,E2",1225147161
FICO,497,"E2,D2,A1,E0",1225128208
FICO,397,"K0,D7,J0,E2",1225145346
FICO,540,"K0,J0,E2,M1",1225152359
FICO,503,"K0,J0,E2,P6",1225149832
FICO,438,"K0,J0,D7,E2",1225149175
FICO,406,"K0,D7,J0,E2",1225146893
FICO,511,"K0,F7,E4,D7",1225401854
FICO,499,"K0,J0,D8,D7",1225404456
FICO,499,"K0,J0,D8,D7",1225404493
FICO,415,"K0,D7,J0,E2",1225412044
FICO,415,"K0,D7,J0,E2",1225412005
FICO,415,"K0,D7,J0,E2",1225412039
FICO,415,"K0,D7,J0,E2",1225412057
FICO,546,"E2,D2,E0,P9",1225408864
FICO,415,"K0,D7,J0,E2",1225412054
FICO,423,"K0,D7,J0,E2",1225416170
FICO,505,"K0,J0,E2,D7",1225431929
FICO,489,"K0,J0,E2,D8",1225430847
FICO,506,"K0,J0,E2,M1",1225423509
FICO,449,"K0,J0,D7,E2",1225428090
FICO,506,"K0,J0,E2,M1",1225423522
FICO,381,"K0,D7,J0,E2",1225424559
FICO,413,"K0,D7,J0,E2",1225430142
FICO,441,"K0,J0,D7,E2",1225432138
FICO,642,"E0,J0,E2,G1",1225431584
FICO,639,"E2,E0,G1,J0",1225421657
FICO,451,"K0,J0,D7,D8",1225423333
FICO,526,"E2,J0,A1,E0",1225430575
FICO,444,"K0,J0,D7,E2",1225423816
FICO,578,"J0,D7,E2,M1",1225423096
FICO,413,"K0,D7,J0,E2",1225430090
FICO,441,"K0,J0,D7,E2",1225431156
FICO,408,"K0,D7,J0,D8",1225436412
FICO,433,"K0,J0,D7,E2",1225449077
FICO,444,"K0,J0,D7,E2",1225449313
FICO,537,"K0,J0,E2,M1",1225440464
FICO,415,"K0,D7,J0,E2",1225438142
FICO,433,"K0,J0,D7,E2",1225449051
FICO,508,"K0,J0,E2,D7",1225440597
FICO,415,"K0,D7,J0,E2",1225438102
FICO,415,"K0,D7,J0,E2",1225438134
FICO,415,"K0,D7,J0,E2",1225438106
FICO,415,"K0,D7,J0,E2",1225438060
FICO,433,"K0,J0,D7,E2",1225449091
FICO,503,"K0,J0,E2,P6",1225440297
FICO,506,"K0,J0,E2,M1",1225447268
FICO,460,"K0,J0,E2,D8",1225439582
FICO,415,"K0,D7,J0,E2",1225438157
FICO,475,"K0,J0,E2,D8",1225447293
FICO,439,"K0,J0,D7,E2",1225441460
FICO,418,"K0,D7,J0,E2",1225439942
FICO,480,"K0,J0,E2,D7",1225460912
FICO,468,"K0,J0,D7,D8",1225461276
FICO,535,"J0,K0,F7,E2",1225461519
FICO,689,"J0,E0,G1,F7",1225461637
FICO,498,"K0,J0,E2,D8",1225461038
FICO,435,"K0,D7,J0,E2",1225461199
FICO,457,"K0,J0,E2,D8",1225461130
FICO,658,"J0,E2,E0,P9",1225502086
FICO,431,"K0,J0,D7,E2",1225492056
FICO,511,"K0,J0,E2,D7",1225499825
FICO,385,"K0,J0,D7,E2",1225484690
FICO,431,"K0,J0,D7,E2",1225492154
FICO,436,"K0,J0,D7,E2",1225496737
FICO,466,"K0,J0,E2,D8",1225526137
FICO,552,"D7,J0,E2,M1",1225525724
FICO,383,"K0,D7,J0,E2",1225515024
FICO,477,"K0,J0,E2,D8",1225525129
FICO,632,"E0,E2,J0,G1",1225524134
FICO,471,"K0,J0,E2,D8",1225525505
FICO,632,"E0,E2,J0,G1",1225524153
FICO,462,"K0,J0,D7,E2",1225523422
FICO,507,"E2,D2,A1,J0",1225504376
FICO,400,"D2,E2,A1,E0",1225505600
FICO,473,"K0,D7,J0,E2",1225522828
FICO,461,"K0,J0,D8,E2",1225523027
FICO,644,"E2,P6,J0,E0",1225523928
FICO,383,"K0,D7,J0,E2",1225514992
FICO,383,"K0,D7,J0,E2",1225514973
FICO,383,"K0,D7,J0,E2",1225514987
FICO,383,"K0,D7,J0,E2",1225515065
FICO,383,"K0,D7,J0,E2",1225515004
FICO,644,"E2,P6,J0,E0",1225523907
FICO,489,"K0,E2,F7,J0",1225523684
FICO,441,"J0,K0,E2,E0",1225525924
FICO,463,"K0,J0,E2,D8",1225600577
FICO,463,"K0,J0,E2,D8",1225600511
FICO,463,"K0,J0,E2,D8",1225618831
FICO,463,"K0,J0,E2,D8",1225618766
FICO,418,"K0,D7,J0,E2",1225644575
FICO,381,"K0,D7,J0,E2",1225648003
FICO,418,"K0,D7,J0,E2",1225644549
FICO,381,"K0,D7,J0,E2",1225647965
FICO,412,"K0,D7,J0,E2",1225640832
FICO,418,"K0,D7,J0,E2",1225644544
FICO,418,"K0,D7,J0,E2",1225644579
FICO,381,"K0,D7,J0,E2",1225647959
FICO,418,"K0,D7,J0,E2",1225644625
FICO,418,"K0,D7,J0,E2",1225644678
FICO,418,"K0,D7,J0,E2",1225644631
FICO,418,"K0,D7,J0,E2",1225644598
FICO,418,"K0,D7,J0,E2",1225644650
FICO,418,"K0,D7,J0,E2",1225644531
FICO,381,"K0,D7,J0,E2",1225648017
FICO,420,"K0,D7,J0,E2",1225677605
FICO,420,"K0,D7,J0,E2",1225677589
FICO,420,"K0,D7,J0,E2",1225677667
FICO,422,"K0,D7,J0,E2",1225656582
FICO,459,"E2,D2,P6,A1",1225717297
FICO,462,"K0,J0,E2,P6",1225721323
FICO,598,"E2,D2,J0,G1",1225706354
FICO,481,"K0,J0,E2,D8",1225703540
FICO,598,"E2,D2,J0,G1",1225706337
FICO,481,"K0,J0,E2,D8",1225703568
FICO,415,"K0,D7,J0,E2",1225719438
FICO,459,"K0,J0,E2,P6",1225717273
FICO,463,"K0,J0,E2,D8",1225756962
FICO,497,"K0,J0,E2,D7",1225757326
FICO,435,"K0,D7,J0,E2",1225762130
FICO,455,"K0,J0,E2,D8",1225769096
FICO,463,"K0,J0,E2,D8",1225756229
FICO,390,"K0,D7,J0,E2",1225786210
FICO,456,"K0,J0,F7,D8",1225775842
FICO,456,"K0,J0,F7,D8",1225775801
FICO,390,"K0,D7,J0,E2",1225786216
FICO,390,"K0,D7,J0,E2",1225786260
FICO,456,"K0,J0,F7,D8",1225775784
FICO,485,"E2,D2,A1,J0",1225807819
FICO,458,"K0,J0,E2,D2",1226040749
FICO,652,"J0,E2,E0,P9",1226041312
FICO,458,"K0,J0,E2,D2",1226040736
FICO,502,"K0,E2,F7,E4",1226048907
FICO,634,"J0,E2,D7,D2",1226053454
FICO,490,"K0,E2,F7,E4",1226051886
FICO,477,"K0,J0,E2,D8",1226065048
FICO,508,"K0,J0,E2,D7",1226065476
FICO,449,"D7,J0,K0,E2",1226060423
FICO,385,"K0,J0,D7,E2",1226065264
FICO,539,"K0,J0,E2,E0",1226065783
FICO,447,"K0,J0,E2,D8",1226064391
FICO,449,"D7,J0,K0,E2",1226060378
FICO,534,"K0,J0,E2,D2",1226064802
FICO,515,"K0,D2,J0,D7",1226141479
FICO,459,"K0,J0,E2,D8",1226173110
FICO,557,"E2,A1,J0,G1",1226174017
FICO,487,"K0,J0,E2,D8",1226172194
FICO,418,"K0,D7,J0,E2",1226170107
FICO,481,"K0,J0,E2,D8",1226171566
FICO,459,"K0,J0,E2,D8",1226173145
FICO,487,"K0,J0,E2,D8",1226172246
FICO,481,"K0,J0,E2,D8",1226171527
FICO,449,"K0,J0,E2,D8",1226170767
FICO,451,"K0,E2,F7,D8",1226189342
FICO,429,"K0,J0,D7,E2",1226189941
FICO,557,"E2,A1,J0,G1",1226174012
FICO,557,"E2,A1,J0,G1",1226174048
FICO,452,"K0,J0,D7,E2",1226168810
FICO,459,"K0,J0,E2,D8",1226173169
FICO,551,"K0,J0,E2,P9",1226207598
FICO,526,"K0,J0,E2,M1",1226207871
FICO,599,"K0,E2,J0,E0",1226226048
FICO,637,"E0,E2,J0,G1",1226208993
FICO,582,"E2,J0,G1,K0",1226205749
FICO,526,"K0,J0,E2,M1",1226208318
FICO,446,"K0,J0,D7,E2",1226208630
FICO,480,"K0,J0,D7,E2",1226207307
FICO,460,"K0,J0,E2,D8",1226218595
FICO,611,"E2,E0,J0,G1",1226235005
FICO,433,"K0,J0,D7,E2",1226259968
FICO,606,"E2,E0,J0,G1",1226285361
FICO,439,"K0,J0,D7,E2",1226370374
FICO,404,"K0,J0,E2,P6",1226407787
FICO,452,"K0,J0,E2,D8",1226430062
FICO,462,"K0,J0,E2,D2",1226401542
FICO,462,"K0,J0,E2,D2",1226401624
FICO,508,"K0,J0,D8,E2",1226373555
FICO,497,"K0,J0,E2,D8",1226457338
FICO,457,"K0,J0,E2,D8",1226467965
FICO,443,"K0,J0,D7,E2",1226450092
FICO,417,"K0,D7,J0,E2",1226446311
FICO,647,"J0,D7,E2,D2",1226467373
FICO,387,"K0,D7,J0,E2",1226505256
FICO,639,"F7,J0,D7,E2",1226492443
FICO,495,"K0,J0,E2,D7",1226492649
FICO,483,"K0,J0,E2,D8",1226502961
FICO,639,"F7,J0,E2,M1",1226492303
FICO,489,"K0,F7,D8,E2",1226492796
FICO,639,"F7,J0,D7,E2",1226492518
FICO,407,"D2,E2,A1,E0",1226567700
FICO,656,"E2,J0,G1,E0",1226558144
FICO,514,"K0,J0,E2,M1",1226594836
FICO,476,"K0,J0,F7,D8",1226596048
FICO,456,"K0,J0,E2,D8",1226589140
FICO,580,"E2,P9,G1,J0",1226594474
FICO,456,"K0,J0,E2,D8",1226589121
FICO,380,"K0,D7,J0,E2",1226589120
FICO,451,"K0,J0,E2,D8",1226586989
FICO,634,"J0,F7,E2,D2",1226595830
FICO,502,"K0,J0,E2,D7",1226595585
FICO,423,"K0,D7,J0,E2",1226595251
FICO,469,"K0,J0,D8,E2",1226590541
FICO,418,"K0,D7,J0,E2",1226651975
FICO,418,"K0,D7,J0,E2",1226651868
FICO,418,"K0,D7,J0,E2",1226651894
FICO,418,"K0,D7,J0,E2",1226651882
FICO,418,"K0,D7,J0,E2",1226651887
FICO,418,"K0,D7,J0,E2",1226651968
FICO,418,"K0,D7,J0,E2",1226651984
FICO,424,"K0,D7,E2,F7",1227022304
FICO,489,"K0,J0,E2,D8",1227023546
FICO,489,"K0,J0,E2,D8",1227023491
FICO,489,"K0,J0,E2,D8",1227023561
FICO,489,"K0,J0,E2,D8",1227023516
FICO,489,"K0,J0,E2,D8",1227023539
FICO,419,"K0,D7,J0,E2",1227085099
FICO,508,"J0,K0,E2,P9",1227059895
FICO,496,"E2,D2,A1,J0",1227106717
FICO,419,"K0,D7,J0,E2",1227085010
FICO,419,"K0,D7,J0,E2",1227085132
FICO,419,"K0,D7,J0,E2",1227085021
FICO,386,"K0,D7,J0,E2",1227073172
FICO,375,"K0,D7,J0,E2",1227115002
FICO,452,"K0,J0,D7,E2",1227109280
FICO,466,"K0,J0,E2,D8",1227159403
FICO,478,"K0,J0,E2,D2",1227168099
FICO,356,"K0,D7,J0,E2",1227193525
FICO,493,"K0,J0,E2,P9",1227365549
FICO,467,"K0,J0,E2,P9",1227578684
FICO,439,"K0,J0,E2,P6",1227574547
FICO,448,"D7,J0,K0,E2",1227564360
