Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
184048,N,142763,2024-05-31,2024-06-01,-4315.54,-1003.84,-160.62,PAG,OXXO,279359
181728,N,151678,2024-05-31,2024-06-01,-3526.37,-418.66,-66.99,PAG,OXXO,279331
178854,N,168869,2024-06-01,2024-06-03,-3567.78,-420.88,-67.34,PAG,BANCOMER,279542
184770,N,145331,2024-06-01,2024-06-03,-76.86,-5.21,-0.83,PAG,BANCOMER,279497
184410,N,107683,2024-06-02,2024-06-03,-4969.23,-1186.87,-189.9,PAG,OXXO,279599
185348,N,113411,2024-06-03,2024-06-04,-13616.55,-3256.42,-521.03,PAG,PAYCASH,279735
182664,N,142478,2024-06-03,2024-06-04,-8567.97,-2016.41,-322.62,PAG,BANCOMER,279744
179423,N,169574,2024-06-03,2024-06-04,-3223.3,-235.09,-37.61,PAG,PAYCASH,279732
182769,N,145297,2024-06-03,2024-06-04,-428.55,-0.2,-0.03,PAG,OXXO,279796
187020,N,160804,2024-06-03,2024-06-04,-2977.77,-1217.44,-194.79,PAG,OXXO,279860
187265,N,111622,2024-06-03,2024-06-04,-2226.63,-716.7,-114.67,PAG,OXXO,279831
180694,N,126112,2024-06-03,2024-06-03,-4233.91,-449.22,-71.87,PAG,PAYCASH,279685
178631,N,126189,2024-06-03,2024-06-04,-3063.31,-425.59,-68.1,PAG,OXXO,279807
180268,N,120835,2024-06-03,2024-06-04,-4976.37,-760.03,-121.6,PAG,OXXO,279800
188018,N,157441,2024-06-03,2024-06-04,-1804.54,-753.84,-120.62,PAG,OXXO,279832
186686,N,188071,2024-06-03,2024-06-04,-2517.26,-1142.02,-182.72,PAG,OXXO,279836
188365,N,128184,2024-06-03,2024-06-04,-4279.14,-1536.09,-245.77,PAG,OXXO,279817
186532,N,156863,2024-06-03,2024-06-04,-2304.64,-792.55,-126.81,PAG,OXXO,279824
187259,N,130209,2024-06-03,2024-06-04,-7290.26,-1842.02,-294.72,PAG,OXXO,279818
181477,N,100565,2024-06-04,2024-06-05,-7773.27,-2170.48,-347.28,PAG,PAYCASH,279954
178631,N,126189,2024-06-04,2024-06-05,-1474.0,0.0,0.0,PAG,OXXO,280040
181533,N,102793,2024-06-04,2024-06-04,-13197.84,-2035.48,-325.68,PAG,PAYCASH,279874
184130,N,154927,2024-06-04,2024-06-04,-3245.91,-742.32,-118.77,PAG,BANCOMER,279890
181159,N,101448,2024-06-04,2024-06-04,-3165.85,-571.68,-91.47,PAG,PAYCASH,279917
182100,N,132106,2024-06-04,2024-06-04,-10183.84,-1727.72,-276.44,PAG,BANCOMER,279923
178704,N,150428,2024-06-04,2024-06-05,-7221.0,0.0,0.0,PAG,OXXO,280029
186649,N,135826,2024-06-04,2024-06-04,-3969.11,-1394.73,-223.16,PAG,PAYCASH,279932
179372,N,148550,2024-06-04,2024-06-04,-2044.56,-0.38,-0.06,PAG,PAYCASH,279943
177423,N,178130,2024-06-06,2024-06-07,-2374.0,0.0,0.0,PAG,PAYCASH,280353
182646,N,142945,2024-06-06,2024-06-07,0.0,-63.98,-10.24,PAG,BANCOMER,280373
178704,N,150428,2024-06-06,2024-06-07,-396.0,0.0,0.0,PAG,OXXO,280420
179372,N,148550,2024-06-06,2024-06-06,-7483.06,-661.16,-105.78,PAG,PAYCASH,280343
181728,N,151678,2024-06-07,2024-06-08,-200.0,0.0,0.0,PAG,BANCOMER,280550
181728,N,151678,2024-06-07,2024-06-08,-6524.56,-2996.07,-479.37,PAG,BANCOMER,280538
184770,N,145331,2024-06-07,2024-06-08,-1080.0,0.0,0.0,PAG,BANCOMER,280545
184770,N,145331,2024-06-07,2024-06-08,-3500.93,-100.06,-16.01,PAG,BANCOMER,280540
181728,N,151678,2024-06-07,2024-06-08,-1000.0,0.0,0.0,PAG,BANCOMER,280541
184770,N,145331,2024-06-07,2024-06-08,0.0,-1713.79,-274.21,PAG,BANCOMER,280534
184770,N,145331,2024-06-07,2024-06-08,-131.72,-467.48,-74.8,PAG,BANCOMER,280535
184770,N,145331,2024-06-07,2024-06-08,0.0,-1875.0,-300.0,PAG,BANCOMER,280527
184770,N,145331,2024-06-07,2024-06-08,-1940.0,0.0,0.0,PAG,BANCOMER,280548
181728,N,151678,2024-06-07,2024-06-08,-2975.0,0.0,0.0,PAG,OXXO,280559
184770,N,145331,2024-06-07,2024-06-07,-2691.0,0.0,0.0,PAG,BANCOMER,280484
179372,N,148550,2024-06-07,2024-06-07,-1050.0,0.0,0.0,PAG,PAYCASH,280518
184770,N,145331,2024-06-07,2024-06-08,-1722.0,0.0,0.0,PAG,OXXO,280594
184770,N,145331,2024-06-08,2024-06-10,-390.0,0.0,0.0,PAG,OXXO,280647
184770,N,145331,2024-06-08,2024-06-10,-2469.0,0.0,0.0,PAG,BANCOMER,280688
178295,N,178133,2024-06-08,2024-06-08,-3455.0,-0.02,0.0,PAG,PAYCASH,280627
181728,N,151678,2024-06-09,2024-06-11,-82.0,0.0,0.0,PAG,OXXO,280859
184770,N,145331,2024-06-10,2024-06-11,-1147.0,0.0,0.0,PAG,BANCOMER,280848
182769,N,145297,2024-06-10,2024-06-11,-6379.22,-3121.36,-499.42,PAG,OXXO,280867
182769,N,145297,2024-06-10,2024-06-11,-9986.25,0.0,0.0,PAG,OXXO,280932
180150,N,150698,2024-06-10,2024-06-11,-3125.59,-354.66,-56.75,PAG,OXXO,280903
187518,N,166293,2024-06-10,2024-06-11,-5372.54,-2052.98,-328.48,PAG,OXXO,280861
184149,N,104932,2024-06-10,2024-06-11,-3520.6,-587.41,-93.99,PAG,OXXO,280888
184703,N,122982,2024-06-10,2024-06-11,-7522.78,-2130.45,-340.87,PAG,OXXO,280857
184703,N,122982,2024-06-10,2024-06-11,-89.9,0.0,0.0,PAG,OXXO,280858
187000,N,121953,2024-06-10,2024-06-11,-3566.05,-942.2,-150.75,PAG,OXXO,280897
178295,N,178133,2024-06-11,2024-06-11,-371.0,0.0,0.0,PAG,PAYCASH,280815
177423,N,178130,2024-06-11,2024-06-11,-2652.05,-174.96,-27.99,PAG,GARANTIA,280937
178070,N,142678,2024-06-11,2024-06-11,-5071.0,0.0,0.0,PAG,BANCOMER,280966
188040,N,136080,2024-06-11,2024-06-11,-6916.18,-2290.36,-366.46,PAG,PAYCASH,280947
184770,N,145331,2024-06-11,2024-06-11,-4711.0,0.0,0.0,PAG,PAYCASH,280949
182100,N,132106,2024-06-11,2024-06-11,-10414.27,-1514.42,-242.31,PAG,BANCOMER,280954
180677,N,170059,2024-06-11,2024-06-11,-3669.83,-626.87,-100.3,PAG,PAYCASH,280985
189040,N,138470,2024-06-11,2024-06-11,-8019.59,-2519.32,-403.09,PAG,BANCOMER,281014
188528,N,129758,2024-06-11,2024-06-11,-2629.51,-6353.87,-1016.62,PAG,PAYCASH,280991
188528,N,129758,2024-06-11,2024-06-11,-15828.0,0.0,0.0,PAG,PAYCASH,280992
187518,N,166293,2024-06-11,2024-06-11,0.0,0.0,0.0,PAG,BANCOMER,280997
181477,N,100565,2024-06-11,2024-06-11,-10119.33,-407.47,-65.2,PAG,PAYCASH,281027
178754,N,151802,2024-06-11,2024-06-11,-2783.0,0.0,0.0,PAG,PAYCASH,281036
188219,N,139502,2024-06-11,2024-06-11,-1510.08,-636.14,-101.78,PAG,PAYCASH,281038
178854,N,168869,2024-06-11,2024-06-11,-4470.64,-331.34,-53.02,PAG,GARANTIA,281034
179372,N,148550,2024-06-11,2024-06-11,-13467.26,-675.64,-108.1,PAG,GARANTIA,281046
