Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
179270,N,142084,2024-03-23,2024-03-23,0.0,-230.97,-36.95,PAG,BONIFICACION,266270
179270,N,142084,2024-03-23,2024-03-25,-510.84,-421.69,-67.47,PAG,BANCOMER,266418
179270,N,142084,2024-03-27,2024-03-27,-513.0,0.0,0.0,PAG,PAYCASH,266921
84868,N,84868,2024-03-30,2024-04-01,-2678.99,-1263.8,-202.21,PAG,PAYCASH,267627
9815,N,9815,2024-03-31,2024-04-01,-3024.77,-1001.06,-160.17,PAG,OXXO,267778
26974,N,26974,2024-04-01,2024-04-02,-623.61,-132.23,-21.16,PAG,BANCOMER,267951
21047,N,21047,2024-04-01,2024-04-01,-805.87,-271.66,-43.47,PAG,BANCOMER,267852
31501,N,31501,2024-04-01,2024-04-01,-4458.74,-1606.26,-257.0,PAG,PAYCASH,267889
86466,N,86466,2024-04-02,2024-04-02,-692.6,-683.1,-109.3,PAG,BANCOMER,268106
64161,N,64161,2024-04-02,2024-04-03,-920.94,-700.91,-112.15,PAG,OXXO,268236
40312,N,40312,2024-04-02,2024-04-02,-3485.32,-57.48,-9.2,PAG,PAYCASH,268082
79911,N,79911,2024-04-02,2024-04-03,-475.9,-475.09,-76.01,PAG,OXXO,268237
74413,N,74413,2024-04-02,2024-04-02,-579.08,-1.67,-0.27,PAG,PAYCASH,268163
13185,N,13185,2024-04-03,2024-04-04,-1434.67,-1008.91,-161.42,PAG,BANCOMER,268369
80066,N,80066,2024-04-03,2024-04-04,-470.59,-107.25,-17.16,PAG,PAYCASH,268356
81183,N,81183,2024-04-04,2024-04-05,-197.0,-0.58,-0.09,PAG,BANCOMER,268565
81363,N,81363,2024-04-04,2024-04-04,-278.86,-113.91,-18.23,PAG,BANCOMER,268379
73492,N,73492,2024-04-04,2024-04-04,-205.5,-70.86,-11.34,PAG,BANCOMER,268374
5846,N,5846,2024-04-04,2024-04-04,-2637.26,-1.52,-0.24,PAG,BANCOMER,268508
4732,N,4732,2024-04-04,2024-04-04,-2284.62,-1.22,-0.2,PAG,PAYCASH,268521
146915,N,146915,2024-04-04,2024-04-05,-644.99,-6.04,-0.97,PAG,OXXO,268607
80202,N,80202,2024-04-05,2024-04-05,-619.07,-487.87,-78.06,PAG,BANCOMER,268667
95305,N,95305,2024-04-05,2024-04-05,0.0,-0.5,-0.08,PAG,BANCOMER,268665
99917,N,99917,2024-04-06,2024-04-08,-1041.26,-326.5,-52.24,PAG,BANCOMER,268900
95335,N,95335,2024-04-08,2024-04-08,-1529.52,-17.66,-2.82,PAG,BANCOMER,268942
66242,N,66242,2024-04-08,2024-04-09,-1279.67,-293.39,-46.94,PAG,OXXO,269032
85623,N,85623,2024-04-08,2024-04-09,-516.03,-668.08,-106.89,PAG,OXXO,269014
181272,N,131172,2024-04-10,2024-04-11,-2812.95,-1175.04,-188.01,PAG,OXXO,269368
183370,N,133015,2024-04-10,2024-04-11,-1261.22,-358.43,-57.35,PAG,OXXO,269400
175980,N,142428,2024-04-11,2024-04-12,-5733.33,-756.61,-121.06,PAG,BANCOMER,269552
179851,N,132218,2024-04-11,2024-04-12,-5216.62,-1242.57,-198.81,PAG,BANCOMER,269560
178381,N,111989,2024-04-11,2024-04-12,-6350.14,-1766.26,-282.6,PAG,BANCOMER,269548
181026,N,150005,2024-04-11,2024-04-11,-3644.42,-1574.64,-251.94,PAG,PAYCASH,269528
176762,N,107998,2024-04-12,2024-04-13,-4477.6,-556.38,-89.02,PAG,PAYCASH,269808
183697,N,159941,2024-04-12,2024-04-12,0.0,-502.16,-80.34,PAG,BONIFICACION,269765
182428,N,130784,2024-04-12,2024-04-12,-4760.4,-1842.76,-294.84,PAG,PAYCASH,269675
177151,N,123021,2024-04-12,2024-04-12,-1452.0,-0.88,-0.14,PAG,BANCOMER,269688
179746,N,130992,2024-04-12,2024-04-12,-7224.34,-1791.95,-286.71,PAG,PAYCASH,269726
179475,N,169332,2024-04-12,2024-04-12,-17322.43,-4061.7,-649.87,PAG,BANCOMER,269756
183318,N,113108,2024-04-12,2024-04-15,-4188.39,-603.97,-96.64,PAG,OXXO,269971
182539,N,124371,2024-04-12,2024-04-13,-5310.0,-312.09,-49.94,PAG,OXXO,269866
182112,N,171061,2024-04-12,2024-04-13,-2957.01,-1444.82,-231.17,PAG,OXXO,269853
183649,N,130165,2024-04-12,2024-04-13,-1305.97,-505.2,-80.83,PAG,OXXO,269854
177157,N,118373,2024-04-12,2024-04-12,-2262.12,-543.0,-86.88,PAG,PAYCASH,269790
177508,N,113803,2024-04-12,2024-04-13,-9362.05,-49.97,-7.99,PAG,OXXO,269845
182827,N,153038,2024-04-12,2024-04-13,-6252.55,-2597.8,-415.65,PAG,OXXO,269889
181728,N,151677,2024-04-12,2024-04-12,-10219.37,-683.32,-109.33,PAG,PAYCASH,269795
174772,N,145331,2024-04-13,2024-04-15,-2130.0,-259.53,-41.53,PAG,OXXO,269983
176104,N,155267,2024-04-13,2024-04-15,-5659.09,-921.47,-147.44,PAG,OXXO,269989
174772,N,145331,2024-04-13,2024-04-15,0.0,-231.03,-36.97,PAG,BANCOMER,270055
182646,N,142945,2024-04-14,2024-04-15,-5.78,-57.08,-9.13,PAG,BANCOMER,270050
43535,N,43535,2024-04-16,2024-04-16,-1718.14,-1335.22,-213.64,PAG,PAYCASH,270257
74413,N,74413,2024-04-16,2024-04-16,-898.44,-604.79,-96.77,PAG,PAYCASH,270522
95335,N,95335,2024-04-16,2024-04-17,-171.16,-537.79,-86.05,PAG,OXXO,270731
43535,N,43535,2024-04-16,2024-04-17,-480.0,0.0,0.0,PAG,OXXO,270717
146915,N,146915,2024-04-17,2024-04-18,-1378.52,-1311.62,-209.86,PAG,OXXO,270904
43535,N,43535,2024-04-17,2024-04-17,-300.0,0.0,0.0,PAG,PAYCASH,270843
2036,N,2036,2024-04-17,2024-04-18,-12441.09,-118.91,-19.02,PAG,BANCOMER,270896
5846,N,5846,2024-04-18,2024-04-19,-18504.39,-9910.01,-1585.6,PAG,BANCOMER,271081
5846,N,5846,2024-04-18,2024-04-19,-4500.0,0.0,0.0,PAG,BANCOMER,271082
177261,N,101336,2024-04-18,2024-04-19,-4713.6,-1050.34,-168.06,PAG,OXXO,271091
176552,N,176095,2024-04-18,2024-04-19,-4500.06,-462.02,-73.92,PAG,OXXO,271102
180727,N,112831,2024-04-18,2024-04-19,-4133.01,-925.85,-148.14,PAG,OXXO,271095
174898,N,143164,2024-04-18,2024-04-19,-1607.08,-131.83,-21.09,PAG,OXXO,271109
181036,N,123195,2024-04-18,2024-04-19,-1701.27,-532.53,-85.2,PAG,OXXO,271099
176417,N,176387,2024-04-18,2024-04-19,-3470.93,-596.61,-95.46,PAG,OXXO,271131
4732,N,4732,2024-04-18,2024-04-18,-5144.43,-2634.11,-421.46,PAG,PAYCASH,271044
146915,N,146915,2024-04-18,2024-04-19,-1127.99,0.0,0.0,PAG,OXXO,271125
174772,N,145331,2024-04-19,2024-04-20,0.0,-198.28,-31.72,PAG,BANCOMER,271224
176191,N,114670,2024-04-19,2024-04-20,-5382.0,0.0,0.0,PAG,BANCOMER,271240
174772,N,145331,2024-04-19,2024-04-20,-2998.0,0.0,0.0,PAG,BANCOMER,271233
174772,N,145331,2024-04-19,2024-04-20,-881.0,0.0,0.0,PAG,BANCOMER,271242
174772,N,145331,2024-04-19,2024-04-20,-1833.47,-541.84,-86.69,PAG,BANCOMER,271227
182646,N,142945,2024-04-19,2024-04-20,-2460.29,-1241.13,-198.58,PAG,BANCOMER,271243
174772,N,145331,2024-04-19,2024-04-20,-1139.0,0.0,0.0,PAG,BANCOMER,271229
175326,N,113409,2024-04-19,2024-04-20,-13978.99,-1090.53,-174.48,PAG,PAYCASH,271219
176191,N,114670,2024-04-19,2024-04-20,-261.5,-680.6,-108.9,PAG,BANCOMER,271236
181728,N,151677,2024-04-19,2024-04-20,0.0,-4396.55,-703.45,PAG,BANCOMER,271230
174772,N,145331,2024-04-19,2024-04-20,-2728.0,0.0,0.0,PAG,BANCOMER,271238
45740,N,45740,2024-04-19,2024-04-19,-1358.26,0.0,0.0,PAG,RENOVACION ANT,271057
45740,N,45740,2024-04-19,2024-04-19,0.0,-44.58,-7.13,PAG,REMANENTE,271058
177508,N,113803,2024-04-19,2024-04-20,-437.9,-1912.16,-305.94,PAG,OXXO,271273
35175,N,35175,2024-04-19,2024-04-19,-492.19,0.0,0.0,PAG,RENOVACION ANT,271089
35175,N,35175,2024-04-19,2024-04-19,0.0,-58.45,-9.35,PAG,REMANENTE,271090
