Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
170778,N,130159,2024-03-20,2024-03-21,0.0,0.0,1,PAYCASH,265889
170778,N,130159,2024-03-21,2024-03-21,0.0,0.0,1,PAYCASH,265886
170778,N,130159,2024-03-22,2024-03-22,0.0,0.0,1,PAYCASH,266211
86296,N,86296,2024-03-24,2024-03-25,-142.0,-25.0,1,OXXO,266437
170778,N,130159,2024-03-27,2024-03-28,0.0,0.0,1,PAYCASH,266969
115814,N,115814,2024-03-27,2024-03-27,-467.0,-30.0,1,PAYCASH,266950
6857,N,6857,2024-03-30,2024-04-01,-45.0,-30.0,1,BANCOMER,267756
39115,N,39115,2024-03-31,2024-04-01,-1235.79,-45.0,1,PAYCASH,267665
32794,N,32794,2024-03-31,2024-04-01,-135.0,-30.0,1,OXXO,267791
72495,N,72495,2024-03-31,2024-04-02,-238.0,-30.0,1,OXXO,268037
87503,N,87503,2024-04-01,2024-04-02,-192.0,-25.0,1,BANCOMER,267944
85147,N,85147,2024-04-01,2024-04-02,-350.0,-30.0,1,OXXO,268021
25493,N,25493,2024-04-01,2024-04-02,-180.0,-30.0,1,OXXO,267981
12168,N,12168,2024-04-01,2024-04-02,-315.0,-30.0,1,OXXO,267990
173875,N,142313,2024-04-01,2024-04-01,0.0,0.0,1,PAYCASH,267892
73107,N,73107,2024-04-01,2024-04-01,-175.0,-25.0,1,PAYCASH,267903
44385,N,44385,2024-04-01,2024-04-02,-441.0,-30.0,1,OXXO,267995
75952,N,75952,2024-04-01,2024-04-02,-327.0,-30.0,1,OXXO,267984
176160,N,153516,2024-04-02,2024-04-03,-115.99,0.0,1,OXXO,268231
8514,N,8514,2024-04-02,2024-04-02,-45.0,0.0,1,PAYCASH,268072
70721,N,70721,2024-04-02,2024-04-02,-180.0,-35.0,1,BANCOMER,268108
9963,N,9963,2024-04-02,2024-04-02,-45.0,-30.0,1,PAYCASH,268155
115814,N,115814,2024-04-02,2024-04-02,0.0,0.0,1,PAYCASH,268159
37724,N,37724,2024-04-02,2024-04-02,-531.0,-40.0,1,PAYCASH,268168
13671,N,13671,2024-04-03,2024-04-03,-282.0,-30.0,1,PAYCASH,268212
9465,N,9465,2024-04-03,2024-04-03,-90.0,0.0,1,PAYCASH,268295
75219,N,75219,2024-04-03,2024-04-03,-783.9,-35.0,1,PAYCASH,268332
13309,N,13309,2024-04-04,2024-04-05,-45.0,-7.44,1,BANCOMER,268561
92181,N,92181,2024-04-04,2024-04-04,-270.0,-30.0,1,PAYCASH,268481
175227,N,135055,2024-04-04,2024-04-05,-175.98,0.0,1,OXXO,268603
65326,N,65326,2024-04-04,2024-04-04,-364.97,-30.0,1,BANCOMER,268503
176081,N,175813,2024-04-07,2024-04-08,-146.0,0.0,1,OXXO,268907
178620,N,148682,2024-04-07,2024-04-07,-29.0,0.0,1,PAYCASH,268860
176160,N,153516,2024-04-08,2024-04-09,0.0,0.0,1,OXXO,269006
180150,N,179802,2024-04-08,2024-04-09,-216.0,0.0,1,OXXO,269040
8632,N,8632,2024-04-08,2024-04-08,-45.0,0.0,1,BANCOMER,268956
182522,N,182474,2024-04-08,2024-04-09,-216.0,0.0,1,OXXO,269043
176849,N,145993,2024-04-09,2024-04-10,-290.0,0.0,1,BANCOMER,269169
174685,N,100487,2024-04-09,2024-04-10,0.0,0.0,1,BANCOMER,269156
176045,N,175898,2024-04-09,2024-04-10,-176.0,0.0,1,OXXO,269222
179132,N,124922,2024-04-09,2024-04-10,-146.99,0.0,1,OXXO,269231
178309,N,101314,2024-04-09,2024-04-10,-239.97,0.0,1,OXXO,269233
175497,N,145828,2024-04-09,2024-04-09,-208.99,0.0,1,PAYCASH,269056
174052,N,108874,2024-04-09,2024-04-10,-58.0,0.0,1,OXXO,269221
175665,N,124957,2024-04-09,2024-04-10,-150.0,0.0,1,OXXO,269209
455,N,455,2024-04-09,2024-04-10,-80.0,0.0,1,OXXO,269235
181012,N,181285,2024-04-09,2024-04-10,-117.0,0.0,1,OXXO,269192
180164,N,124950,2024-04-09,2024-04-09,-181.0,0.0,1,PAYCASH,269100
182937,N,172131,2024-04-09,2024-04-09,-219.0,0.0,1,PAYCASH,269104
181159,N,101450,2024-04-09,2024-04-09,-145.0,0.0,1,PAYCASH,269105
174685,N,100487,2024-04-09,2024-04-09,-149.0,0.0,1,BANCOMER,269112
176616,N,147495,2024-04-09,2024-04-09,-211.99,0.0,1,PAYCASH,269136
173875,N,142313,2024-04-09,2024-04-09,0.0,0.0,1,PAYCASH,269137
176365,N,175679,2024-04-09,2024-04-10,-145.0,0.0,1,OXXO,269220
176829,N,116019,2024-04-09,2024-04-09,-177.0,0.0,1,PAYCASH,269140
175947,N,166165,2024-04-09,2024-04-10,-174.0,0.0,1,BANCOMER,269173
175688,N,175460,2024-04-10,2024-04-10,-145.0,0.0,1,PAYCASH,269249
177364,N,122785,2024-04-10,2024-04-11,-88.0,0.0,1,OXXO,269387
174822,N,142539,2024-04-10,2024-04-11,-145.0,0.0,1,OXXO,269398
175900,N,156419,2024-04-10,2024-04-10,0.0,0.0,1,PAYCASH,269289
179080,N,148007,2024-04-10,2024-04-11,-87.0,0.0,1,OXXO,269399
179192,N,130236,2024-04-10,2024-04-10,-147.0,0.0,1,PAYCASH,269300
182710,N,123031,2024-04-10,2024-04-10,-221.0,0.0,1,PAYCASH,269301
182710,N,123031,2024-04-10,2024-04-10,0.0,0.0,1,PAYCASH,269302
182058,N,171409,2024-04-10,2024-04-11,-183.0,0.0,1,OXXO,269374
175227,N,135055,2024-04-11,2024-04-12,0.0,0.0,1,BANCOMER,269550
13309,N,13309,2024-04-11,2024-04-12,0.0,0.0,1,OXXO,269628
180242,N,150831,2024-04-11,2024-04-12,-213.0,0.0,1,OXXO,269602
178854,N,168907,2024-04-11,2024-04-11,-145.0,0.0,1,BANCOMER,269487
180488,N,149448,2024-04-11,2024-04-11,-145.84,0.0,1,BANCOMER,269473
175227,N,135055,2024-04-11,2024-04-12,0.0,0.0,1,OXXO,269625
175497,N,145828,2024-04-12,2024-04-12,0.0,0.0,1,BONIFICACION,269760
173875,N,142313,2024-04-12,2024-04-12,0.0,0.0,1,PAYCASH,269674
173875,N,142313,2024-04-12,2024-04-13,0.0,0.0,1,OXXO,269872
77889,N,77889,2024-04-12,2024-04-12,-90.0,-30.0,1,PAYCASH,269782
455,N,455,2024-04-13,2024-04-13,0.0,0.0,1,PAYCASH,269919
175995,N,120410,2024-04-13,2024-04-15,-145.98,0.0,1,BANCOMER,270066
180488,N,149448,2024-04-13,2024-04-15,0.0,0.0,1,BANCOMER,270058
8632,N,8632,2024-04-14,2024-04-14,0.0,0.0,1,PAYCASH,269939
176160,N,153516,2024-04-14,2024-04-15,0.0,0.0,1,OXXO,270095
5728,N,5728,2024-04-15,2024-04-16,-3344.31,-45.0,1,PAYCASH,270268
175227,N,135055,2024-04-15,2024-04-16,0.0,0.0,1,BANCOMER,270279
2722,N,2722,2024-04-15,2024-04-16,-1218.24,-40.0,1,BANCOMER,270331
175995,N,120410,2024-04-15,2024-04-16,0.0,0.0,1,BANCOMER,270293
8632,N,8632,2024-04-15,2024-04-15,0.0,0.0,1,BANCOMER,270194
170778,N,130159,2024-04-15,2024-04-15,-2.86,0.0,1,PAYCASH,270239
73107,N,73107,2024-04-15,2024-04-15,0.0,0.0,1,PAYCASH,270252
455,N,455,2024-04-15,2024-04-16,0.0,0.0,1,OXXO,270426
455,N,455,2024-04-15,2024-04-16,0.0,0.0,1,OXXO,270427
180488,N,149448,2024-04-15,2024-04-16,0.0,0.0,1,BANCOMER,270351
175963,N,104803,2024-04-16,2024-04-17,-208.0,0.0,1,BANCOMER,270632
39115,N,39115,2024-04-16,2024-04-17,0.0,0.0,1,BANCOMER,270623
74420,N,74420,2024-04-16,2024-04-17,-792.0,-35.0,1,BANCOMER,270653
174822,N,142539,2024-04-16,2024-04-17,0.0,0.0,1,BANCOMER,270645
174685,N,100487,2024-04-16,2024-04-17,-16.34,0.0,1,BANCOMER,270618
65326,N,65326,2024-04-16,2024-04-17,0.0,0.0,1,BANCOMER,270646
177467,N,106654,2024-04-16,2024-04-17,-207.0,0.0,1,BANCOMER,270648
174822,N,142539,2024-04-16,2024-04-17,0.0,0.0,1,BANCOMER,270609
6857,N,6857,2024-04-16,2024-04-17,0.0,0.0,1,BANCOMER,270639
176616,N,147495,2024-04-16,2024-04-17,0.0,0.0,1,PAYCASH,270598
