Contrato,Anexo,Número de documento,Fecha Vencimiento,Monto Capital,Monto intérés,Monto IVA,Tipo de Movimiento
184048,N,184048_1,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_2,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_3,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_4,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_5,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_6,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_7,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_8,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_9,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_10,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_11,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_12,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_13,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_14,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_15,2024-08-06,4500.01,844.840625,135.149375,FAC
184048,N,184048_16,2024-08-06,4500.01,844.840625,135.149375,FAC
184066,N,184066_1,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_2,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_3,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_4,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_5,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_6,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_7,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_8,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_9,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_10,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_11,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_12,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_13,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_14,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_15,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184066,N,184066_16,2024-08-07,10499.996875,2044.835625,327.1675,FAC
184164,N,184164_1,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_2,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_3,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_4,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_5,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_6,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_7,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_8,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_9,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_10,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_11,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_12,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_13,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_14,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_15,2024-08-06,2250.00375,560.325,89.67125,FAC
184164,N,184164_16,2024-08-06,2250.00375,560.325,89.67125,FAC
184291,N,184291_1,2024-08-06,2937.4925,713.356875,114.150625,FAC
184291,N,184291_2,2024-08-06,2937.4925,713.356875,114.150625,FAC
184291,N,184291_3,2024-08-06,2937.4925,713.356875,114.150625,FAC
184291,N,184291_4,2024-08-06,2937.4925,713.356875,114.150625,FAC
184291,N,184291_5,2024-08-06,2937.4925,713.356875,114.150625,FAC
184291,N,184291_6,2024-08-06,2937.4925,713.356875,114.150625,FAC
184291,N,184291_7,2024-08-06,2937.4925,713.356875,114.150625,FAC
