Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Seguro Asociado,Monto de Seguro Distribuidor,Tipo de Movimiento,Cuenta,paymentId
177980,N,177972,2024-05-27,2024-06-13,-145.0,0.0,1,GARANTIA,281365
188512,N,188262,2024-06-02,2024-06-03,-182.0,0.0,1,OXXO,279604
185930,N,114670,2024-06-03,2024-06-03,-183.0,0.0,1,BANCOMER,279474
177980,N,177972,2024-06-03,2024-06-04,-145.0,0.0,1,OXXO,279812
180705,N,123054,2024-06-04,2024-06-04,-166.0,0.0,1,BANCOMER,279894
179132,N,124922,2024-06-04,2024-06-05,-146.99,0.0,1,OXXO,280031
185035,N,185079,2024-06-05,2024-06-06,-180.0,0.0,1,OXXO,280202
178965,N,143361,2024-06-05,2024-06-06,-202.36,0.0,1,OXXO,280229
181272,N,180590,2024-06-05,2024-06-06,-159.0,0.0,1,OXXO,280215
180324,N,153704,2024-06-05,2024-06-06,-206.98,0.0,1,OXXO,280220
189032,N,147495,2024-06-06,2024-06-07,0.0,0.0,1,PAYCASH,280354
187592,N,156404,2024-06-06,2024-06-07,-180.0,0.0,1,BANCOMER,280365
183851,N,144876,2024-06-06,2024-06-07,-221.97,0.0,1,BANCOMER,280359
184066,N,143200,2024-06-06,2024-06-06,-291.99,0.0,1,BANCOMER,280282
186498,N,115252,2024-06-06,2024-06-06,-290.0,0.0,1,BANCOMER,280312
189032,N,147495,2024-06-06,2024-06-06,0.0,0.0,1,PAYCASH,280299
189032,N,147495,2024-06-06,2024-06-06,0.0,0.0,1,PAYCASH,280323
183501,N,151561,2024-06-06,2024-06-06,-182.0,0.0,1,PAYCASH,280330
189032,N,147495,2024-06-06,2024-06-06,0.0,0.0,1,PAYCASH,280338
181026,N,130993,2024-06-07,2024-06-07,-144.98,0.0,1,BANCOMER,280489
189032,N,147495,2024-06-08,2024-06-08,0.0,0.0,1,PAYCASH,280617
185930,N,114670,2024-06-09,2024-06-10,0.0,0.0,1,BANCOMER,280669
185930,N,114670,2024-06-10,2024-06-10,0.0,0.0,1,BANCOMER,280762
180705,N,123054,2024-06-11,2024-06-12,0.0,0.0,1,BANCOMER,281068
179132,N,124922,2024-06-11,2024-06-13,0.0,0.0,1,OXXO,281347
189383,N,126736,2024-06-12,2024-06-13,-252.0,0.0,1,PAYCASH,281268
180705,N,123054,2024-06-12,2024-06-13,-14.6,0.0,1,BANCOMER,281281
180282,N,150331,2024-06-12,2024-06-13,-145.0,0.0,1,BANCOMER,281286
183906,N,130055,2024-06-12,2024-06-13,-72.0,0.0,1,OXXO,281344
190322,N,151973,2024-06-12,2024-06-12,0.0,0.0,1,PAYCASH,281245
189032,N,147495,2024-06-12,2024-06-13,-263.99,0.0,1,OXXO,281311
180324,N,153704,2024-06-12,2024-06-13,0.0,0.0,1,OXXO,281355
187272,N,147872,2024-06-12,2024-06-13,-180.0,0.0,1,OXXO,281332
186093,N,179978,2024-06-12,2024-06-13,-180.0,0.0,1,BANCOMER,281300
190481,N,149817,2024-06-13,2024-06-13,-181.0,0.0,1,BANCOMER,281295
186929,N,122903,2024-06-13,2024-06-13,0.0,0.0,1,BANCOMER,281371
183851,N,144876,2024-06-13,2024-06-13,0.0,0.0,1,BANCOMER,281458
183851,N,144876,2024-06-13,2024-06-13,0.0,0.0,1,BANCOMER,281456
183851,N,144876,2024-06-13,2024-06-13,-172.45,0.0,1,BANCOMER,281450
191534,N,131141,2024-06-13,2024-06-13,0.0,0.0,1,PAYCASH,281417
191534,N,131141,2024-06-13,2024-06-13,-221.0,0.0,1,PAYCASH,281418
186498,N,115252,2024-06-13,2024-06-13,0.0,0.0,1,BANCOMER,281434
187658,N,142107,2024-06-13,2024-06-13,-180.0,0.0,1,BANCOMER,281432
190322,N,151973,2024-06-13,2024-06-13,-146.0,0.0,1,PAYCASH,281488
179979,N,142227,2024-06-13,2024-06-13,-237.0,0.0,1,GARANTIA,281483
179746,N,130990,2024-06-13,2024-06-13,-160.0,0.0,1,GARANTIA,281484
189032,N,147495,2024-06-13,2024-06-13,0.0,0.0,1,PAYCASH,281490
180296,N,150647,2024-06-13,2024-06-13,-160.0,0.0,1,PAYCASH,281491
189032,N,147495,2024-06-13,2024-06-13,0.0,0.0,1,PAYCASH,281493
189032,N,147495,2024-06-13,2024-06-13,0.0,0.0,1,PAYCASH,281494
189032,N,147495,2024-06-13,2024-06-13,0.0,0.0,1,PAYCASH,281506
