Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
177835,N,149362,2024-04-30,2024-04-30,-1463.0,-334.51,-53.52,PAG,PAYCASH,273040
177835,N,149362,2024-04-30,2024-04-30,-282.2,-791.21,-126.59,PAG,PAYCASH,273047
181147,N,153083,2024-04-30,2024-05-01,-2957.0,-575.0,-92.0,PAG,OXXO,273353
177835,N,149362,2024-05-06,2024-05-06,-1660.0,0.0,0.0,PAG,BANCOMER,274200
177835,N,149362,2024-05-06,2024-05-06,-2654.0,0.0,0.0,PAG,PAYCASH,274196
181147,N,153083,2024-05-07,2024-05-07,-1179.2,-1113.62,-178.18,PAG,BANCOMER,274347
181147,N,153083,2024-05-07,2024-05-07,-1403.0,0.0,0.0,PAG,PAYCASH,274379
181147,N,153083,2024-05-08,2024-05-09,-208.0,0.0,0.0,PAG,OXXO,274626
178686,N,148070,2024-05-08,2024-05-08,-3880.83,-813.94,-130.23,PAG,BANCOMER,274582
184770,N,145331,2024-05-10,2024-05-13,0.0,-2.61,-0.42,PAG,BANCOMER,275170
185348,N,113414,2024-05-11,2024-05-13,-12810.86,-3950.98,-632.16,PAG,PAYCASH,275076
180942,N,161111,2024-05-11,2024-05-11,-4703.07,-1276.66,-204.27,PAG,PAYCASH,275013
186655,N,120985,2024-05-12,2024-05-12,-1247.61,-64.13,-10.26,PAG,PAYCASH,275031
182664,N,142478,2024-05-13,2024-05-14,-7906.67,-2586.49,-413.84,PAG,BANCOMER,275306
180150,N,179810,2024-05-13,2024-05-14,-2850.8,-591.55,-94.65,PAG,BANCOMER,275279
182769,N,122904,2024-05-13,2024-05-14,-428.53,-0.2,-0.03,PAG,OXXO,275356
186048,N,184966,2024-05-13,2024-05-14,-3182.33,-1348.85,-215.82,PAG,OXXO,275424
177084,N,177226,2024-05-13,2024-05-14,-1145.52,-576.28,-92.21,PAG,OXXO,275383
181794,N,122728,2024-05-13,2024-05-13,-12499.4,-2862.59,-458.01,PAG,PAYCASH,275228
183766,N,123917,2024-05-13,2024-05-13,-833.11,-0.78,-0.12,PAG,PAYCASH,275229
180268,N,120838,2024-05-13,2024-05-14,-4615.9,-1070.78,-171.32,PAG,OXXO,275366
185307,N,162096,2024-05-13,2024-05-14,-4680.3,-1771.29,-283.41,PAG,OXXO,275415
178704,N,178005,2024-05-14,2024-05-15,-7070.23,-900.66,-144.11,PAG,BANCOMER,275642
186532,N,156863,2024-05-14,2024-05-14,-2119.36,-952.28,-152.36,PAG,PAYCASH,275259
179423,N,169574,2024-05-14,2024-05-14,-3016.84,-413.07,-66.09,PAG,PAYCASH,275337
181533,N,111748,2024-05-14,2024-05-14,-12413.64,-2711.52,-433.84,PAG,PAYCASH,275429
182100,N,132106,2024-05-14,2024-05-14,-9523.15,-2289.53,-366.32,PAG,BANCOMER,275566
181147,N,153083,2024-05-14,2024-05-14,-2798.85,0.0,0.0,PAG,PAYCASH,275526
180742,N,163049,2024-05-14,2024-05-15,-1892.27,-495.46,-79.27,PAG,OXXO,275747
181159,N,101450,2024-05-14,2024-05-14,-2915.33,-787.65,-126.02,PAG,PAYCASH,275534
184491,N,100487,2024-05-14,2024-05-14,-8595.59,-1526.22,-244.19,PAG,BANCOMER,275541
182228,N,134085,2024-05-14,2024-05-15,-1949.42,-1254.82,-200.77,PAG,OXXO,275777
179302,N,150184,2024-05-14,2024-05-15,-1525.17,-48.99,-7.84,PAG,OXXO,275750
180705,N,180279,2024-05-15,2024-05-15,-1915.81,-606.21,-96.99,PAG,BANCOMER,275897
181477,N,100767,2024-05-15,2024-05-15,-8078.09,-2259.43,-361.51,PAG,PAYCASH,275913
178686,N,148070,2024-05-16,2024-05-16,-2619.19,-328.28,-52.53,PAG,BANCOMER,276234
176616,N,147495,2024-05-16,2024-05-16,-9798.0,-0.02,0.0,PAG,PAYCASH,276214
184770,N,145331,2024-05-17,2024-05-18,-850.19,-3605.87,-576.94,PAG,PAYCASH,276557
184770,N,145331,2024-05-17,2024-05-18,-2175.0,0.0,0.0,PAG,BANCOMER,276563
184770,N,145331,2024-05-17,2024-05-18,-3556.79,-51.91,-8.3,PAG,PAYCASH,276558
184770,N,145331,2024-05-17,2024-05-18,-674.0,0.0,0.0,PAG,BANCOMER,276575
184770,N,145331,2024-05-17,2024-05-18,-1940.0,0.0,0.0,PAG,BANCOMER,276576
184770,N,145331,2024-05-17,2024-05-18,-1988.0,0.0,0.0,PAG,BANCOMER,276577
184770,N,145331,2024-05-17,2024-05-18,-2469.0,0.0,0.0,PAG,BANCOMER,276569
184770,N,145331,2024-05-17,2024-05-18,0.0,-1484.48,-237.52,PAG,PAYCASH,276555
184770,N,145331,2024-05-17,2024-05-17,-777.0,0.0,0.0,PAG,BANCOMER,276523
184770,N,145331,2024-05-17,2024-05-17,-2691.0,0.0,0.0,PAG,BANCOMER,276516
184770,N,145331,2024-05-17,2024-05-17,-390.0,0.0,0.0,PAG,PAYCASH,276538
184770,N,145331,2024-05-17,2024-05-18,-1094.13,0.0,0.0,PAG,OXXO,276596
184770,N,145331,2024-05-18,2024-05-20,-36.87,0.0,0.0,PAG,BANCOMER,276751
187178,N,101151,2024-05-20,2024-05-21,-1400.17,-617.09,-98.74,PAG,BANCOMER,276918
177709,N,122810,2024-05-20,2024-05-21,-4799.57,-443.47,-70.96,PAG,BANCOMER,276906
182769,N,122904,2024-05-20,2024-05-21,-5324.5,-4030.6,-644.9,PAG,OXXO,277009
187265,N,175986,2024-05-20,2024-05-21,-2121.22,-807.57,-129.21,PAG,OXXO,277000
182769,N,122904,2024-05-20,2024-05-21,-783.0,0.0,0.0,PAG,OXXO,277010
184770,N,145331,2024-05-20,2024-05-20,0.0,-2.63,-0.42,PAG,BANCOMER,276849
177279,N,149163,2024-05-20,2024-05-20,-304.65,-698.58,-111.77,PAG,PAYCASH,276806
186649,N,135826,2024-05-20,2024-05-20,0.0,-516.64,-82.66,PAG,BONIFICACION,276769
188018,N,157441,2024-05-20,2024-05-20,0.0,-269.57,-43.13,PAG,BONIFICACION,276782
188359,N,116844,2024-05-20,2024-05-20,0.0,-702.73,-112.44,PAG,BONIFICACION,276789
187020,N,160804,2024-05-20,2024-05-20,0.0,-71.64,-11.46,PAG,BONIFICACION,276766
187259,N,109632,2024-05-20,2024-05-20,0.0,-345.41,-55.27,PAG,BONIFICACION,276768
177279,N,149163,2024-05-20,2024-05-20,-6617.0,0.0,0.0,PAG,PAYCASH,276813
186686,N,120239,2024-05-20,2024-05-20,0.0,-448.28,-71.72,PAG,BANCOMER,276871
186686,N,120239,2024-05-20,2024-05-21,-2370.03,-820.66,-131.31,PAG,OXXO,276979
187000,N,121953,2024-05-20,2024-05-21,-3336.47,-1140.11,-182.42,PAG,OXXO,276948
177279,N,149163,2024-05-20,2024-05-21,-2710.0,0.0,0.0,PAG,OXXO,276937
184703,N,184206,2024-05-20,2024-05-21,-6842.85,-2716.59,-434.66,PAG,OXXO,277007
184703,N,184206,2024-05-20,2024-05-21,-89.9,0.0,0.0,PAG,OXXO,277008
177980,N,160653,2024-05-20,2024-05-21,-2619.29,-222.16,-35.55,PAG,OXXO,276949
177279,N,149163,2024-05-20,2024-05-21,0.0,-0.03,-0.01,PAG,OXXO,276932
187658,N,142107,2024-05-20,2024-05-21,-1938.49,-1002.16,-160.35,PAG,BANCOMER,276900
183766,N,123917,2024-05-21,2024-05-21,-1998.12,-863.69,-138.19,PAG,PAYCASH,276886
176616,N,147495,2024-05-21,2024-05-21,-6420.0,0.0,0.0,PAG,PAYCASH,276888
176616,N,147495,2024-05-21,2024-05-21,-1162.0,0.0,0.0,PAG,PAYCASH,276927
176616,N,147495,2024-05-21,2024-05-21,-3544.0,0.0,0.0,PAG,PAYCASH,277017
177973,N,138470,2024-05-21,2024-05-21,-1848.5,-919.4,-147.1,PAG,BANCOMER,277047
186618,N,186624,2024-05-21,2024-05-21,-1976.67,-945.97,-151.36,PAG,PAYCASH,277022
177973,N,138470,2024-05-21,2024-05-21,-10821.0,0.0,0.0,PAG,BANCOMER,277046
184130,N,154927,2024-05-21,2024-05-21,-3080.73,-884.72,-141.55,PAG,BANCOMER,277044
188219,N,139502,2024-05-21,2024-05-21,-1377.76,-750.21,-120.03,PAG,PAYCASH,277031
176232,N,129403,2024-05-21,2024-05-21,-1847.24,-106.69,-17.07,PAG,GARANTIA,277051
176849,N,122172,2024-05-21,2024-05-21,-2100.0,0.0,0.0,PAG,BANCOMER,277091
176616,N,147495,2024-05-21,2024-05-21,-2672.0,0.0,0.0,PAG,PAYCASH,277060
177657,N,102882,2024-05-21,2024-05-21,-8627.12,-1183.52,-189.36,PAG,PAYCASH,277061
177657,N,102882,2024-05-21,2024-05-21,-8220.0,0.0,0.0,PAG,PAYCASH,277062
176849,N,122172,2024-05-21,2024-05-21,-1302.0,0.0,0.0,PAG,BANCOMER,277084
180742,N,163049,2024-05-21,2024-05-21,-1946.11,-428.3,-68.53,PAG,BANCOMER,277083
180742,N,163049,2024-05-21,2024-05-21,-2.06,0.0,0.0,PAG,BANCOMER,277081
184291,N,183978,2024-05-21,2024-05-21,-2616.69,-989.92,-158.39,PAG,BANCOMER,277078
181477,N,100767,2024-05-21,2024-05-21,-9082.3,-1301.47,-208.23,PAG,PAYCASH,277099
178754,N,151802,2024-05-21,2024-05-21,-2906.58,-441.74,-70.68,PAG,PAYCASH,277112
177279,N,149163,2024-05-21,2024-05-21,-12337.75,-714.01,-114.24,PAG,GARANTIA,277107
