Contrato,Anexo,Número de documento,Fecha Vencimiento,Monto Capital,Monto intérés,Monto IVA,Tipo de Movimiento
182478,N,182478_1,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_2,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_3,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_4,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_5,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_6,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_7,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_8,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_9,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_10,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_11,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_12,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_13,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_14,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_15,2024-07-31,3249.999375,724.124375,115.87625,FAC
182478,N,182478_16,2024-07-31,3249.999375,724.124375,115.87625,FAC
183906,N,183906_1,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_2,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_3,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_4,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_5,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_6,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_7,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_8,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_9,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_10,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_11,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_12,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_13,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_14,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_15,2024-07-31,1249.99875,289.64875,46.3525,FAC
183906,N,183906_16,2024-07-31,1249.99875,289.64875,46.3525,FAC
184130,N,184130_1,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_2,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_3,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_4,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_5,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_6,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_7,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_8,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_9,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_10,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_11,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_12,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_13,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_14,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_15,2024-07-31,3312.509375,684.89875,109.591875,FAC
184130,N,184130_16,2024-07-31,3312.509375,684.89875,109.591875,FAC
