Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
455,N,455,2024-04-01,2024-04-02,-12017.65,-25.42,-4.07,PAG,PAYCASH,267922
177835,N,149362,2024-04-01,2024-04-02,-1494.0,-3.45,-0.55,PAG,OXXO,268001
175947,N,166165,2024-04-01,2024-04-02,-3015.62,-267.57,-42.81,PAG,OXXO,268044
178460,N,107917,2024-04-02,2024-04-03,-7438.67,-1665.8,-266.53,PAG,BANCOMER,268205
174052,N,108875,2024-04-02,2024-04-03,-1414.67,-154.59,-24.74,PAG,OXXO,268219
178309,N,101642,2024-04-02,2024-04-03,-5248.09,-1178.4,-188.54,PAG,OXXO,268253
176045,N,175989,2024-04-02,2024-04-03,-5027.36,-835.03,-133.61,PAG,OXXO,268217
179132,N,124922,2024-04-02,2024-04-03,-7607.15,-347.29,-55.57,PAG,OXXO,268243
175665,N,154899,2024-04-02,2024-04-03,-5801.62,-546.02,-87.36,PAG,OXXO,268233
176365,N,175677,2024-04-02,2024-04-03,-2450.97,-536.23,-85.8,PAG,OXXO,268276
175688,N,155513,2024-04-03,2024-04-03,-2789.42,-616.88,-98.7,PAG,PAYCASH,268283
180324,N,143048,2024-04-03,2024-04-04,-1334.44,-1517.74,-242.84,PAG,OXXO,268426
178965,N,142171,2024-04-03,2024-04-04,-7758.51,-1756.46,-281.03,PAG,OXXO,268394
178965,N,142171,2024-04-03,2024-04-04,0.0,-314.66,-50.34,PAG,OXXO,268395
173442,N,149200,2024-04-03,2024-04-03,-4146.68,-328.72,-52.6,PAG,BANCOMER,268339
173340,N,171085,2024-04-04,2024-04-05,-3077.0,0.0,0.0,PAG,OXXO,268615
175821,N,101885,2024-04-04,2024-04-05,-430.29,-323.89,-51.82,PAG,BANCOMER,268568
182710,N,122946,2024-04-05,2024-04-05,0.0,-1919.2,-307.07,PAG,BONIFICACION,268728
183016,N,115139,2024-04-05,2024-04-06,-3229.55,-1526.25,-244.2,PAG,OXXO,268779
175821,N,101885,2024-04-06,2024-04-06,-372.0,0.0,0.0,PAG,PAYCASH,268839
173689,N,114568,2024-04-06,2024-04-06,-10534.73,-869.2,-139.07,PAG,PAYCASH,268843
174492,N,116809,2024-04-08,2024-04-08,-2574.12,-22.31,-3.57,PAG,BANCOMER,268883
173779,N,142763,2024-04-08,2024-04-10,-5352.53,-329.72,-52.75,PAG,OXXO,269185
176883,N,157407,2024-04-09,2024-04-10,0.0,-0.86,-0.14,PAG,BANCOMER,269157
175963,N,146044,2024-04-09,2024-04-10,-15062.9,-1710.43,-273.67,PAG,BANCOMER,269165
175925,N,109634,2024-04-09,2024-04-10,-9072.41,-1132.41,-181.18,PAG,PAYCASH,269148
175844,N,155487,2024-04-09,2024-04-10,-3586.04,-557.72,-89.24,PAG,PAYCASH,269150
179132,N,124922,2024-04-09,2024-04-10,0.0,-1330.17,-212.83,PAG,OXXO,269230
175938,N,175654,2024-04-09,2024-04-10,-1471.11,-261.97,-41.92,PAG,OXXO,269223
178309,N,101642,2024-04-09,2024-04-10,-6225.6,-3253.79,-520.61,PAG,OXXO,269232
178309,N,101642,2024-04-09,2024-04-10,-10000.0,0.0,0.0,PAG,OXXO,269254
175821,N,101885,2024-04-09,2024-04-09,-869.0,0.0,0.0,PAG,BANCOMER,269083
178013,N,156213,2024-04-09,2024-04-10,-6185.12,-1199.9,-191.98,PAG,OXXO,269187
175665,N,154899,2024-04-09,2024-04-10,-9073.5,-798.71,-127.79,PAG,OXXO,269208
175143,N,155780,2024-04-09,2024-04-10,-1913.86,-247.53,-39.61,PAG,OXXO,269194
176405,N,114752,2024-04-09,2024-04-10,-4775.36,-832.45,-133.19,PAG,OXXO,269224
41194,N,41194,2024-04-09,2024-04-09,-560.4,-283.28,-45.32,PAG,PAYCASH,269106
176883,N,157407,2024-04-09,2024-04-10,-5782.85,-1244.09,-199.06,PAG,OXXO,269228
174113,N,117921,2024-04-09,2024-04-10,-2949.36,-191.93,-30.71,PAG,OXXO,269188
178445,N,110298,2024-04-09,2024-04-10,-6667.36,-1507.45,-241.19,PAG,OXXO,269215
181147,N,153083,2024-04-09,2024-04-10,-5293.64,-2037.38,-325.98,PAG,OXXO,269200
177467,N,106655,2024-04-09,2024-04-10,-8397.39,-1812.59,-290.02,PAG,BANCOMER,269177
177467,N,106655,2024-04-09,2024-04-10,-1322.0,0.0,0.0,PAG,BANCOMER,269176
46684,N,46684,2024-04-10,2024-04-10,0.0,-26.35,-4.22,PAG,REMANENTE,269180
46684,N,46684,2024-04-10,2024-04-10,-524.41,0.0,0.0,PAG,RENOVACION ANT,269179
173964,N,119778,2024-04-10,2024-04-10,-1294.0,0.0,0.0,PAG,PAYCASH,269238
173689,N,114568,2024-04-10,2024-04-10,-9265.56,-633.14,-101.3,PAG,PAYCASH,269239
174578,N,144370,2024-04-10,2024-04-10,-12355.09,-700.78,-112.13,PAG,PAYCASH,269242
7308,N,7308,2024-04-10,2024-04-10,-628.33,0.0,0.0,PAG,RENOVACION ANT,269243
7308,N,7308,2024-04-10,2024-04-10,0.0,-22.99,-3.68,PAG,REMANENTE,269244
175821,N,101885,2024-04-10,2024-04-10,-263.0,-0.01,0.0,PAG,PAYCASH,269247
173896,N,139963,2024-04-10,2024-04-10,-3458.0,0.0,0.0,PAG,PAYCASH,269251
176486,N,100273,2024-04-10,2024-04-10,-1421.49,-260.78,-41.73,PAG,PAYCASH,269258
181768,N,118335,2024-04-10,2024-04-10,-9036.97,-3375.89,-540.14,PAG,PAYCASH,269261
60176,N,60176,2024-04-10,2024-04-10,-678.82,-61.29,-9.81,PAG,PAYCASH,269284
174578,N,144370,2024-04-10,2024-04-10,-5824.72,-309.72,-49.56,PAG,GARANTIA,269287
174662,N,110859,2024-04-10,2024-04-10,-9239.57,-709.85,-113.58,PAG,PAYCASH,269307
173689,N,114568,2024-04-10,2024-04-10,-14313.74,-671.78,-107.48,PAG,GARANTIA,269314
173779,N,142763,2024-04-10,2024-04-10,-7063.33,-336.78,-53.89,PAG,GARANTIA,269315
174052,N,108875,2024-04-10,2024-04-10,-1800.74,-121.78,-19.48,PAG,GARANTIA,269316
