Contrato,Anexo,Número de documento,Fecha Depósito,Fecha Aplicación,Monto de Principal,Monto de interés,Monto de IVA,Tipo de Movimiento,Cuenta,paymentId
174282,N,118243,2024-04-05,2024-04-05,-4660.06,-506.84,-81.1,PAG,PAYCASH,268629
177084,N,177226,2024-04-08,2024-04-09,-1081.0,-631.9,-101.1,PAG,OXXO,269039
183016,N,113695,2024-04-09,2024-04-10,-2784.0,-6.03,-0.97,PAG,OXXO,269197
183851,N,144876,2024-04-12,2024-04-12,0.0,-1704.7,-272.75,PAG,BONIFICACION,269780
174282,N,118243,2024-04-12,2024-04-12,-5324.08,-60.28,-9.64,PAG,BANCOMER,269703
183766,N,123917,2024-04-15,2024-04-16,-1455.11,-212.84,-34.06,PAG,BANCOMER,270313
177084,N,177226,2024-04-15,2024-04-16,-1843.86,-124.26,-19.88,PAG,OXXO,270419
182664,N,142481,2024-04-15,2024-04-15,-7103.88,-3278.55,-524.57,PAG,BANCOMER,270221
182256,N,161087,2024-04-15,2024-04-16,-1343.59,-513.28,-82.13,PAG,OXXO,270436
180268,N,132435,2024-04-15,2024-04-16,-4197.84,-1431.17,-228.99,PAG,OXXO,270445
181477,N,100565,2024-04-15,2024-04-15,-7670.09,-2259.43,-361.51,PAG,PAYCASH,270247
175505,N,154896,2024-04-15,2024-04-16,-2407.21,-211.89,-33.9,PAG,OXXO,270454
179302,N,150184,2024-04-15,2024-04-16,-5716.33,-1560.06,-249.61,PAG,OXXO,270440
176012,N,156603,2024-04-15,2024-04-16,-8451.98,-756.05,-120.97,PAG,BANCOMER,270342
180150,N,150698,2024-04-16,2024-04-17,-2521.72,-875.24,-140.04,PAG,OXXO,270677
181533,N,171803,2024-04-16,2024-04-16,-11443.79,-3547.59,-567.62,PAG,PAYCASH,270360
182100,N,132020,2024-04-16,2024-04-16,-8709.32,-3075.59,-492.09,PAG,BANCOMER,270509
182522,N,182474,2024-04-16,2024-04-17,-4571.27,-1888.56,-302.17,PAG,OXXO,270688
180164,N,149712,2024-04-16,2024-04-17,-3736.35,-1191.94,-190.71,PAG,OXXO,270749
181159,N,101448,2024-04-16,2024-04-17,-2611.95,-1057.8,-169.25,PAG,OXXO,270703
53697,N,53697,2024-04-16,2024-04-16,-900.92,-131.11,-20.98,PAG,BANCOMER,270529
175497,N,145829,2024-04-16,2024-04-17,-1083.51,-1042.69,-166.83,PAG,OXXO,270710
182937,N,109981,2024-04-16,2024-04-17,-18.18,-8.62,-1.38,PAG,OXXO,270721
176829,N,116020,2024-04-16,2024-04-17,-8110.13,-1180.92,-188.95,PAG,OXXO,270755
480,N,480,2024-04-17,2024-04-17,-977.59,-71.04,-11.37,PAG,BANCOMER,270659
175419,N,124474,2024-04-18,2024-04-19,-2179.89,-478.54,-76.57,PAG,PAYCASH,271062
