14188|N|14188|2023-12-14|2023-12-20|0.0|-163.79|-26.21|PAG|PAYCASH|251002
171579|N|161627|2023-12-19|2023-12-19|0.0|-818.55|-130.97|PAG|BONIFICACION|250836
165013|N|142542|2023-12-22|2023-12-22|-200.0|0.0|0.0|PAG|BANCOMER|251302
164133|N|131599|2023-12-25|2023-12-25|-8136.62|0.0|0.0|PAG|PAYCASH|251420
41954|N|41954|2023-12-26|2023-12-27|0.0|-530.17|-84.83|PAG|BANCOMER|251688
41954|N|41954|2023-12-26|2023-12-27|-3419.94|-2224.19|-355.87|PAG|BANCOMER|251696
41954|N|41954|2023-12-26|2023-12-27|0.0|-3810.34|-609.66|PAG|BANCOMER|251692
41954|N|41954|2023-12-26|2023-12-26|-1105.0|0.0|0.0|PAG|BANCOMER|251457
41954|N|41954|2023-12-26|2023-12-27|-795.0|0.0|0.0|PAG|OXXO|251748
41954|N|41954|2023-12-26|2023-12-27|-710.0|0.0|0.0|PAG|OXXO|251732
41954|N|41954|2023-12-26|2023-12-27|-1600.0|0.0|0.0|PAG|OXXO|251704
41954|N|41954|2023-12-26|2023-12-27|-1505.0|0.0|0.0|PAG|OXXO|251726
21204|N|21204|2023-12-27|2023-12-28|-122.36|-847.1|-135.54|PAG|PAYCASH|252000
41954|N|41954|2023-12-27|2023-12-27|-1725.0|0.0|0.0|PAG|BANCOMER|251672
172645|N|163354|2023-12-27|2023-12-27|0.0|-471.81|-75.49|PAG|BONIFICACION|251845
172651|N|107993|2023-12-27|2023-12-27|0.0|-503.69|-80.59|PAG|BONIFICACION|251843
169875|N|151532|2023-12-27|2023-12-28|0.0|-777.59|-124.41|PAG|OXXO|251928
18377|N|18377|2023-12-28|2023-12-29|-5062.45|-4256.51|-681.04|PAG|PAYCASH|252178
16335|N|16335|2023-12-28|2023-12-29|-1360.66|-343.5|-54.96|PAG|BANCOMER|252194
116|N|116|2023-12-28|2023-12-29|0.0|-495.69|-79.31|PAG|PAYCASH|252173
18377|N|18377|2023-12-28|2023-12-29|-11232.45|0.0|0.0|PAG|PAYCASH|252179
49194|N|49194|2023-12-28|2023-12-29|-500.0|0.0|0.0|PAG|BANCOMER|252195
